# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR1555229_sorted.bam" "SRR1555228_sorted.bam" "SRR1555225_sorted.bam" "SRR1555222_sorted.bam" "SRR1555226_sorted.bam" "SRR1555230_sorted.bam" "SRR1555224_sorted.bam" "SRR1555220_sorted.bam" "SRR1555221_sorted.bam" "SRR1555227_sorted.bam" "SRR1555223_sorted.bam" "SRR1555231_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1555229_sorted.bam	SRR1555228_sorted.bam	SRR1555225_sorted.bam	SRR1555222_sorted.bam	SRR1555226_sorted.bam	SRR1555230_sorted.bam	SRR1555224_sorted.bam	SRR1555220_sorted.bam	SRR1555221_sorted.bam	SRR1555227_sorted.bam	SRR1555223_sorted.bam	SRR1555231_sorted.bam
gene-MSMEI_RS05635	NC_018289.1	1202727	1203296	+	570	0	0	0	1	0	0	0	1	4	1	0	0
gene-MSMEI_RS05640	NC_018289.1	1203313	1204338	-	1026	0	1	0	0	0	0	0	6	8	2	4	1
gene-MSMEI_RS05645	NC_018289.1	1204905	1205774	+	870	0	0	1	1	0	0	0	0	2	0	0	0
gene-MSMEI_RS05650	NC_018289.1	1205776	1206633	+	858	0	0	1	1	0	0	0	0	5	4	1	0
gene-MSMEI_RS05655	NC_018289.1	1206635	1208239	+	1605	0	0	1	1	3	0	2	1	6	2	3	0
gene-MSMEI_RS05660	NC_018289.1	1208236	1209291	+	1056	0	0	0	1	1	0	0	1	9	0	1	0
gene-MSMEI_RS05665	NC_018289.1	1209284	1210324	+	1041	1	0	0	0	1	0	0	1	9	0	3	0
gene-MSMEI_RS05670	NC_018289.1	1210321	1211442	+	1122	0	1	0	2	0	0	1	3	13	1	5	1
gene-MSMEI_RS05675	NC_018289.1	1211442	1212719	+	1278	0	0	0	3	0	0	1	4	11	0	0	1
gene-MSMEI_RS05680	NC_018289.1	1212716	1213972	+	1257	1	0	2	0	0	0	1	6	9	0	1	0
gene-MSMEI_RS05685	NC_018289.1	1213993	1214685	+	693	0	0	1	0	0	0	1	5	4	1	1	1
gene-MSMEI_RS05690	NC_018289.1	1214688	1215476	+	789	1	1	0	0	3	0	1	9	14	3	2	1
gene-MSMEI_RS05695	NC_018289.1	1215704	1216309	+	606	0	1	1	0	0	0	0	16	14	1	3	2
gene-MSMEI_RS05700	NC_018289.1	1216460	1217746	+	1287	0	0	0	0	0	0	0	0	2	1	1	0
gene-MSMEI_RS05705	NC_018289.1	1217755	1219155	+	1401	0	0	1	0	0	0	0	4	2	0	2	0
gene-MSMEI_RS05710	NC_018289.1	1219152	1220333	+	1182	0	0	0	0	0	0	2	2	6	0	1	0
gene-MSMEI_RS05715	NC_018289.1	1220330	1221136	+	807	0	0	1	0	0	0	0	1	2	0	1	0
gene-MSMEI_RS05720	NC_018289.1	1221133	1222020	+	888	0	0	1	0	0	0	0	2	3	0	1	0
gene-MSMEI_RS05725	NC_018289.1	1222021	1222794	+	774	0	0	0	1	0	0	0	2	2	0	1	0
gene-MSMEI_RS05730	NC_018289.1	1222837	1224264	+	1428	0	0	0	0	0	0	0	2	3	0	2	0
gene-MSMEI_RS05735	NC_018289.1	1224399	1225469	+	1071	0	0	0	0	0	0	0	1	2	0	0	0
gene-MSMEI_RS05740	NC_018289.1	1225466	1226269	+	804	0	0	0	0	0	0	0	1	1	0	0	0
gene-MSMEI_RS05745	NC_018289.1	1226262	1227107	+	846	0	0	0	0	0	0	0	1	1	0	1	0
gene-MSMEI_RS05750	NC_018289.1	1227130	1228476	+	1347	0	0	1	0	0	0	0	1	0	0	1	0
gene-MSMEI_RS35395	NC_018289.1	1228592	1228864	+	273	0	0	0	0	0	0	0	0	0	0	0	0
gene-MSMEI_RS35650	NC_018289.1	1228896	1229108	+	213	0	0	0	0	0	0	0	0	0	0	1	0
gene-MSMEI_RS35655	NC_018289.1	1229105	1229374	+	270	0	0	0	0	0	0	0	0	0	0	1	0
gene-MSMEI_RS05770	NC_018289.1	1229406	1229897	-	492	1	2	11	3	1	2	2	25	32	3	30	0
gene-MSMEI_RS05775	NC_018289.1	1230007	1230089	+	83	5	0	5	9	7	3	3	21	35	3	16	3
gene-MSMEI_RS05780	NC_018289.1	1230164	1231603	-	1440	2	0	0	3	0	0	1	8	11	1	12	0
gene-MSMEI_RS05785	NC_018289.1	1231748	1232398	+	651	0	0	2	0	0	0	1	4	3	0	4	0
gene-MSMEI_RS05790	NC_018289.1	1232510	1233754	+	1245	1	1	4	1	0	0	1	17	12	0	14	1
gene-MSMEI_RS05795	NC_018289.1	1233850	1234029	+	180	0	0	0	0	0	0	0	14	8	0	2	0
gene-MSMEI_RS05805	NC_018289.1	1234538	1235614	-	1077	0	2	3	0	0	0	0	89	11	2	5	0
gene-MSMEI_RS05810	NC_018289.1	1235611	1235970	-	360	0	3	0	6	3	1	0	127	10	1	6	0
gene-MSMEI_RS05815	NC_018289.1	1236061	1236525	-	465	0	1	4	1	0	0	0	169	2	1	4	0
gene-MSMEI_RS05820	NC_018289.1	1236626	1236985	+	360	0	0	0	1	0	0	0	38	13	0	11	0
gene-MSMEI_RS05825	NC_018289.1	1237019	1238542	+	1524	1	3	6	14	1	0	3	59	31	1	17	0
gene-MSMEI_RS05830	NC_018289.1	1238552	1239988	-	1437	0	1	2	1	0	0	1	9	15	1	9	0
gene-MSMEI_RS05835	NC_018289.1	1240342	1241232	+	891	1	0	0	4	1	0	0	2	4	3	13	1
gene-MSMEI_RS05840	NC_018289.1	1241294	1242952	+	1659	1	0	1	3	0	2	1	4	6	2	14	1
gene-MSMEI_RS05845	NC_018289.1	1242949	1244163	+	1215	2	0	1	1	0	2	0	1	2	1	7	1
gene-MSMEI_RS05850	NC_018289.1	1244160	1245491	+	1332	0	0	0	0	0	2	1	3	7	1	2	0
gene-MSMEI_RS05855	NC_018289.1	1245488	1246678	+	1191	1	0	0	0	0	0	1	2	4	1	4	0
gene-MSMEI_RS05860	NC_018289.1	1246675	1248219	+	1545	1	2	1	3	0	0	1	2	8	3	5	0
gene-MSMEI_RS05865	NC_018289.1	1248309	1249196	+	888	0	2	4	1	0	1	0	10	14	1	2	0
gene-MSMEI_RS05870	NC_018289.1	1249239	1250261	-	1023	0	0	0	1	0	0	1	3	7	1	8	0
gene-MSMEI_RS05875	NC_018289.1	1250503	1251843	+	1341	0	0	4	2	0	1	1	2	5	2	4	1
gene-MSMEI_RS05880	NC_018289.1	1251852	1253447	+	1596	5	0	4	5	0	0	4	46	51	7	18	2
gene-MSMEI_RS05885	NC_018289.1	1253466	1255373	-	1908	8	5	18	27	2	3	6	150	225	12	58	2
gene-MSMEI_RS05890	NC_018289.1	1255562	1257244	+	1683	2	1	9	10	3	5	5	16	21	5	46	1
gene-MSMEI_RS05895	NC_018289.1	1257384	1259258	+	1875	0	0	1	3	1	0	3	4	10	0	5	0
gene-MSMEI_RS05900	NC_018289.1	1259314	1259535	-	222	0	0	0	0	0	0	0	2	6	0	2	0
gene-MSMEI_RS05905	NC_018289.1	1259577	1260779	-	1203	0	0	0	0	0	0	0	0	0	0	0	0
gene-MSMEI_RS05910	NC_018289.1	1261194	1262888	+	1695	4	0	18	14	3	13	8	13	22	5	39	9
gene-MSMEI_RS05915	NC_018289.1	1262932	1263372	-	441	0	0	3	1	1	0	6	5	7	0	23	0
gene-MSMEI_RS05920	NC_018289.1	1263531	1264742	+	1212	4	1	7	9	1	1	9	35	47	5	29	7
gene-MSMEI_RS05925	NC_018289.1	1264811	1266802	-	1992	0	0	2	2	1	3	2	5	17	2	4	0
gene-MSMEI_RS05930	NC_018289.1	1266866	1267123	-	258	0	0	0	0	0	0	0	0	1	1	0	0
gene-MSMEI_RS05935	NC_018289.1	1267289	1268050	+	762	0	0	3	1	0	0	0	4	7	0	0	0
gene-MSMEI_RS05940	NC_018289.1	1268121	1270496	-	2376	0	1	15	25	0	1	10	10	28	2	58	0
gene-MSMEI_RS05945	NC_018289.1	1270719	1272545	+	1827	0	1	0	0	1	0	0	1	8	1	3	0
gene-MSMEI_RS05950	NC_018289.1	1272553	1273233	-	681	0	0	0	1	0	0	0	0	5	0	1	0
gene-MSMEI_RS35660	NC_018289.1	1273436	1273585	+	150	0	0	0	1	0	0	0	0	0	0	0	0
gene-MSMEI_RS05960	NC_018289.1	1273779	1275029	+	1251	0	0	3	0	0	5	2	8	13	1	10	0
gene-MSMEI_RS05965	NC_018289.1	1275026	1275910	-	885	0	0	3	1	0	0	0	1	8	0	1	0
gene-MSMEI_RS05970	NC_018289.1	1275910	1276833	-	924	0	0	2	0	0	0	0	6	5	1	4	0
gene-MSMEI_RS05980	NC_018289.1	1277771	1278949	+	1179	1	1	3	2	0	0	3	7	4	0	8	0
gene-MSMEI_RS05985	NC_018289.1	1278946	1279983	+	1038	0	0	4	2	0	1	0	5	4	0	5	0
gene-MSMEI_RS05990	NC_018289.1	1279980	1281455	+	1476	1	1	10	10	2	0	4	14	8	4	18	0
gene-MSMEI_RS05995	NC_018289.1	1281456	1282325	-	870	0	1	1	0	0	0	2	18	17	1	14	0
gene-MSMEI_RS06000	NC_018289.1	1282452	1283543	+	1092	2	0	16	17	0	3	8	45	55	7	50	4
gene-MSMEI_RS06005	NC_018289.1	1283887	1284096	+	210	0	0	0	1	0	0	0	0	0	0	1	0
gene-MSMEI_RS06010	NC_018289.1	1284255	1285556	+	1302	0	0	0	1	0	1	0	2	4	1	2	0
gene-MSMEI_RS06015	NC_018289.1	1285591	1286610	+	1020	0	1	0	0	0	0	0	3	4	2	0	0
gene-MSMEI_RS06020	NC_018289.1	1286714	1287319	+	606	1	0	2	1	0	0	2	7	12	1	5	0
gene-MSMEI_RS06025	NC_018289.1	1287321	1288610	-	1290	1	1	0	5	0	0	0	3	11	0	6	0
gene-MSMEI_RS06030	NC_018289.1	1288649	1289362	-	714	0	0	0	0	2	0	0	4	5	1	5	0
gene-MSMEI_RS06035	NC_018289.1	1289355	1290071	-	717	0	0	0	1	0	0	0	4	8	0	2	0
gene-MSMEI_RS06040	NC_018289.1	1290068	1291075	-	1008	0	0	0	0	0	0	0	5	5	0	1	0
gene-MSMEI_RS06045	NC_018289.1	1291072	1291947	-	876	0	0	0	0	1	0	0	8	3	0	1	0
gene-MSMEI_RS06050	NC_018289.1	1292195	1292623	+	429	0	0	0	0	0	0	0	1	1	0	1	0
gene-MSMEI_RS06055	NC_018289.1	1292816	1294453	-	1638	1	0	9	3	1	3	1	9	7	2	12	0
gene-MSMEI_RS06060	NC_018289.1	1294665	1294976	-	312	1	0	4	4	0	0	3	4	4	1	4	1
gene-MSMEI_RS06065	NC_018289.1	1294973	1295365	-	393	2	0	3	6	0	0	4	3	8	1	8	1
gene-MSMEI_RS34730	NC_018289.1	1295556	1295948	-	393	0	0	5	0	0	9	1	5	13	0	3	0
gene-MSMEI_RS06070	NC_018289.1	1296204	1297496	-	1293	3	4	11	0	3	2	5	9	7	7	9	3
gene-MSMEI_RS06075	NC_018289.1	1297609	1298484	+	876	1	0	2	0	0	2	1	0	1	1	2	0
gene-MSMEI_RS06080	NC_018289.1	1298609	1299433	+	825	0	0	2	0	0	0	0	0	0	1	0	1
gene-MSMEI_RS06085	NC_018289.1	1299496	1300848	+	1353	0	0	1	0	0	0	0	0	2	0	0	0
gene-MSMEI_RS06090	NC_018289.1	1300869	1302788	+	1920	0	0	2	2	0	0	2	33	17	0	9	0
gene-MSMEI_RS06095	NC_018289.1	1302789	1303112	-	324	0	0	0	0	0	0	0	0	1	0	0	0
gene-MSMEI_RS06100	NC_018289.1	1303109	1303477	-	369	0	0	0	0	0	0	0	0	0	0	0	0
gene-MSMEI_RS06105	NC_018289.1	1303621	1305078	+	1458	0	0	0	1	0	0	1	0	1	0	0	0
gene-MSMEI_RS06115	NC_018289.1	1305993	1306742	+	750	0	0	0	0	0	0	0	0	0	1	0	0
gene-MSMEI_RS06120	NC_018289.1	1306768	1308264	+	1497	0	1	2	1	1	2	0	1	3	4	9	3
gene-MSMEI_RS06125	NC_018289.1	1308312	1308959	-	648	6	3	20	3	8	7	6	1	2	16	16	18
gene-MSMEI_RS06130	NC_018289.1	1309128	1309445	+	318	0	0	0	4	0	0	4	3	0	4	2	0
gene-MSMEI_RS06135	NC_018289.1	1310199	1311629	+	1431	9	4	7	9	6	2	3	10	29	9	28	9
gene-MSMEI_RS06140	NC_018289.1	1311839	1313206	-	1368	4	1	8	6	2	10	2	26	28	3	13	4
gene-MSMEI_RS06145	NC_018289.1	1313344	1314930	+	1587	1	1	9	1	0	0	3	9	7	4	20	5
gene-MSMEI_RS34135	NC_018289.1	1314927	1315865	+	939	0	0	1	0	1	0	2	2	0	4	4	1
gene-MSMEI_RS06150	NC_018289.1	1316166	1317326	+	1161	8	5	23	10	5	3	8	127	219	9	39	3
gene-MSMEI_RS06155	NC_018289.1	1317323	1318396	+	1074	5	3	40	12	0	8	12	142	193	15	137	7
gene-MSMEI_RS06160	NC_018289.1	1318393	1321851	+	3459	26	6	71	28	11	21	38	332	433	41	227	27
gene-MSMEI_RS06165	NC_018289.1	1321844	1322692	+	849	22	7	60	22	12	9	28	182	279	33	93	19
gene-MSMEI_RS06170	NC_018289.1	1322845	1324281	+	1437	15	7	24	8	7	3	4	92	202	14	84	5
gene-MSMEI_RS06175	NC_018289.1	1324473	1325594	+	1122	6	2	20	7	4	0	5	49	84	14	50	7
gene-MSMEI_RS06180	NC_018289.1	1325606	1326520	+	915	6	2	15	6	2	1	11	117	119	6	80	5
gene-MSMEI_RS06185	NC_018289.1	1326794	1327953	-	1160	4	2	6	7	1	0	0	16	35	0	8	2
gene-MSMEI_RS06195	NC_018289.1	1328602	1328967	+	366	1	0	9	4	2	0	0	6	9	6	6	1
gene-MSMEI_RS06200	NC_018289.1	1329157	1335522	+	6366	2	4	27	14	2	7	2	56	91	14	42	18
gene-MSMEI_RS06205	NC_018289.1	1336292	1339474	+	3183	3	3	49	33	1	21	20	31	66	7	83	6
gene-MSMEI_RS06210	NC_018289.1	1339458	1344461	+	5004	13	4	45	22	4	8	25	106	162	17	66	12
gene-MSMEI_RS06220	NC_018289.1	1344739	1346952	+	2214	4	1	12	10	2	2	8	58	60	3	41	2
gene-MSMEI_RS35405	NC_018289.1	1346962	1347381	+	420	1	0	2	0	0	1	1	4	12	1	11	0
gene-MSMEI_RS06230	NC_018289.1	1347774	1348475	+	702	7	2	9	4	0	0	3	35	52	2	11	3
gene-MSMEI_RS06235	NC_018289.1	1348483	1349805	-	1323	4	2	2	4	0	0	6	29	35	2	14	0
gene-MSMEI_RS06240	NC_018289.1	1350262	1351629	-	1368	2	0	4	2	0	0	7	13	23	4	12	3
gene-MSMEI_RS06245	NC_018289.1	1351879	1352961	+	1083	0	1	1	3	1	4	0	9	15	3	7	2
gene-MSMEI_RS06250	NC_018289.1	1352965	1353330	+	366	0	0	3	2	0	0	0	6	12	1	6	0
gene-MSMEI_RS36130	NC_018289.1	1353466	1353993	-	528	3	0	2	0	1	0	4	5	15	5	6	1
gene-MSMEI_RS34735	NC_018289.1	1354342	1354638	-	297	0	1	1	0	2	3	2	0	1	5	5	9
gene-MSMEI_RS35675	NC_018289.1	1355308	1355592	+	285	5	1	13	3	4	5	3	8	11	23	7	6
gene-MSMEI_RS06260	NC_018289.1	1355709	1357247	-	1539	5	0	15	5	8	5	9	12	39	18	22	8
gene-MSMEI_RS06265	NC_018289.1	1357299	1357988	-	690	0	0	1	1	0	0	0	1	4	0	1	0
gene-MSMEI_RS06270	NC_018289.1	1357981	1359318	-	1338	2	0	7	2	2	3	0	8	5	2	5	2
gene-MSMEI_RS06275	NC_018289.1	1359500	1360168	+	669	1	1	6	0	1	1	0	8	16	3	4	3
gene-MSMEI_RS06280	NC_018289.1	1360182	1361180	-	999	1	2	22	4	6	1	4	13	13	2	19	0
gene-MSMEI_RS06285	NC_018289.1	1361212	1361556	-	345	0	0	3	1	0	0	1	4	3	4	6	0
gene-MSMEI_RS06290	NC_018289.1	1361624	1361986	-	363	0	0	2	0	0	0	2	0	2	0	3	1
gene-MSMEI_RS06295	NC_018289.1	1361983	1363461	-	1479	2	0	6	9	3	0	3	2	11	7	15	2
gene-MSMEI_RS06300	NC_018289.1	1363650	1363991	-	342	0	0	3	1	0	2	2	0	4	1	3	2
gene-MSMEI_RS06305	NC_018289.1	1364051	1365124	-	1074	0	0	0	0	0	0	1	0	1	0	5	0
gene-MSMEI_RS06310	NC_018289.1	1365359	1366438	-	1080	0	0	1	0	0	0	0	1	0	1	3	0
gene-MSMEI_RS06315	NC_018289.1	1366506	1366802	+	297	1	0	0	0	0	0	1	0	2	0	2	1
gene-MSMEI_RS06320	NC_018289.1	1366950	1367147	+	198	0	0	1	3	1	1	0	4	15	0	6	0
gene-MSMEI_RS06325	NC_018289.1	1367144	1367536	+	393	0	0	2	2	2	0	0	6	20	0	3	1
gene-MSMEI_RS06330	NC_018289.1	1367613	1369043	+	1431	3	0	10	16	1	10	19	19	36	15	37	6
gene-MSMEI_RS06335	NC_018289.1	1369058	1369762	+	705	2	1	10	5	2	5	2	16	13	3	10	3
gene-MSMEI_RS06340	NC_018289.1	1369647	1372994	+	3348	4	7	24	7	8	3	9	38	56	14	33	9
gene-MSMEI_RS06345	NC_018289.1	1372991	1374160	+	1170	0	0	2	1	0	0	0	8	7	0	4	0
gene-MSMEI_RS06350	NC_018289.1	1374181	1374435	+	255	0	1	1	0	0	1	0	7	7	3	1	0
gene-MSMEI_RS06355	NC_018289.1	1374435	1374824	+	390	1	2	3	2	0	0	2	18	24	1	11	4
gene-MSMEI_RS06360	NC_018289.1	1374843	1377248	-	2406	1	2	3	27	0	0	7	27	67	6	36	4
gene-MSMEI_RS06365	NC_018289.1	1377270	1379030	-	1761	1	0	5	6	2	0	8	22	50	11	27	2
gene-MSMEI_RS06370	NC_018289.1	1379027	1379482	-	456	0	0	4	3	2	4	4	18	27	10	14	3
gene-MSMEI_RS06375	NC_018289.1	1379631	1381280	+	1650	0	0	2	1	1	2	2	0	4	1	4	0
gene-MSMEI_RS06380	NC_018289.1	1381291	1382094	-	804	0	0	0	0	0	0	4	0	5	0	3	0
gene-MSMEI_RS06385	NC_018289.1	1382171	1384039	+	1869	0	1	3	5	0	0	2	2	2	0	3	0
gene-MSMEI_RS06390	NC_018289.1	1384042	1386723	-	2682	1	2	1	6	0	1	1	4	9	2	11	0
gene-MSMEI_RS06395	NC_018289.1	1386720	1387553	-	834	1	0	0	0	0	0	3	2	3	1	1	0
gene-MSMEI_RS06400	NC_018289.1	1387650	1389554	+	1905	0	0	1	5	0	2	0	2	12	2	1	1
gene-MSMEI_RS06405	NC_018289.1	1389556	1390062	+	507	0	0	2	0	0	0	0	2	6	0	2	0
gene-MSMEI_RS06410	NC_018289.1	1390059	1390376	+	318	0	0	0	0	0	0	0	3	8	0	0	0
gene-MSMEI_RS06415	NC_018289.1	1390378	1391277	+	900	0	0	0	1	0	0	1	12	20	0	1	0
gene-MSMEI_RS06420	NC_018289.1	1391294	1392652	+	1359	0	0	1	3	0	0	0	5	3	1	0	0
gene-MSMEI_RS06425	NC_018289.1	1392649	1393983	+	1335	0	0	0	1	0	0	0	1	11	2	2	0
gene-MSMEI_RS06430	NC_018289.1	1394128	1395186	+	1059	0	0	1	1	0	0	1	2	4	0	1	0
gene-MSMEI_RS06435	NC_018289.1	1395317	1395709	+	393	0	0	0	0	0	0	0	2	3	1	0	0
gene-MSMEI_RS06440	NC_018289.1	1395844	1396158	+	315	0	0	2	2	2	0	2	1	0	0	0	3
gene-MSMEI_RS06445	NC_018289.1	1396401	1396568	+	168	0	0	0	0	3	2	0	0	1	0	2	1
gene-MSMEI_RS06450	NC_018289.1	1396940	1397773	-	834	0	0	8	11	1	1	8	16	15	3	18	0
gene-MSMEI_RS06455	NC_018289.1	1397889	1398932	+	1044	0	0	0	2	0	0	0	1	1	1	1	0
gene-MSMEI_RS06460	NC_018289.1	1398942	1399550	-	609	2	0	3	0	0	1	0	3	6	1	4	1
gene-MSMEI_RS06465	NC_018289.1	1399614	1401137	-	1524	0	0	0	1	0	0	0	0	1	1	1	2
gene-MSMEI_RS06470	NC_018289.1	1401146	1401448	-	303	0	0	0	0	0	0	0	0	0	0	1	0
gene-MSMEI_RS06475	NC_018289.1	1401482	1403185	-	1704	0	0	0	0	0	0	0	0	0	0	0	0
gene-MSMEI_RS06485	NC_018289.1	1404064	1405467	+	1404	0	0	1	2	0	1	2	6	12	2	6	0
gene-MSMEI_RS06490	NC_018289.1	1405619	1407610	-	1992	3	1	2	10	2	0	1	22	30	2	32	0
gene-MSMEI_RS06495	NC_018289.1	1407767	1408363	+	597	0	0	2	2	3	3	2	2	1	5	7	2
gene-MSMEI_RS06500	NC_018289.1	1408473	1410815	+	2343	2	0	1	1	2	3	1	5	9	4	7	6
gene-MSMEI_RS06505	NC_018289.1	1410860	1411774	+	915	0	0	0	2	0	3	3	19	28	0	5	1
gene-MSMEI_RS06510	NC_018289.1	1411771	1412520	-	750	0	1	3	1	0	0	0	9	17	2	10	1
gene-MSMEI_RS06515	NC_018289.1	1412790	1414406	-	1617	3	0	19	10	1	9	3	46	43	3	29	2
gene-MSMEI_RS06520	NC_018289.1	1414676	1415365	-	690	0	1	3	4	0	0	1	12	17	3	7	0
gene-MSMEI_RS06525	NC_018289.1	1415417	1416328	-	912	0	2	0	1	0	0	0	0	0	0	1	0
gene-MSMEI_RS06530	NC_018289.1	1416342	1417496	-	1155	0	0	0	0	0	0	1	2	1	0	1	0
gene-MSMEI_RS06535	NC_018289.1	1417493	1418794	-	1302	0	0	0	1	0	0	1	1	1	0	1	1
gene-MSMEI_RS06540	NC_018289.1	1418917	1419555	+	639	0	1	0	0	0	0	0	2	3	1	5	0
gene-MSMEI_RS06545	NC_018289.1	1419729	1420991	+	1263	2	5	17	9	2	9	3	59	51	11	61	4
gene-MSMEI_RS06550	NC_018289.1	1421178	1421492	+	315	0	0	3	1	0	0	1	3	6	2	2	0
gene-MSMEI_RS35410	NC_018289.1	1421892	1422041	+	150	0	1	0	0	1	0	0	1	0	0	1	0
gene-MSMEI_RS06565	NC_018289.1	1422038	1423702	-	1665	3	2	0	5	1	3	3	4	11	4	5	2
gene-MSMEI_RS06570	NC_018289.1	1423699	1426950	-	3252	4	2	7	4	1	7	2	18	18	13	16	5
gene-MSMEI_RS06575	NC_018289.1	1426947	1430204	-	3258	1	3	3	7	1	4	3	24	30	10	21	7
gene-MSMEI_RS06580	NC_018289.1	1430228	1431472	-	1245	1	0	6	18	0	0	3	3	6	4	31	0
gene-MSMEI_RS06585	NC_018289.1	1431469	1431945	-	477	1	0	9	20	0	0	6	4	7	3	36	0
gene-MSMEI_RS06590	NC_018289.1	1432040	1432747	-	708	0	0	1	5	0	0	1	4	9	1	7	3
gene-MSMEI_RS06595	NC_018289.1	1432765	1433622	-	858	0	0	21	18	0	0	8	5	19	2	46	1
gene-MSMEI_RS06600	NC_018289.1	1433681	1434673	-	993	0	0	5	1	0	2	0	3	5	2	4	0
gene-MSMEI_RS06605	NC_018289.1	1434916	1435653	-	738	0	0	7	7	1	0	0	19	24	1	8	0
gene-MSMEI_RS06610	NC_018289.1	1435781	1436242	+	462	0	0	0	0	0	1	0	4	1	0	4	0
gene-MSMEI_RS06615	NC_018289.1	1436242	1437477	+	1236	0	1	1	3	0	0	1	20	10	0	9	0
gene-MSMEI_RS06620	NC_018289.1	1437597	1437669	+	73	230	111	63	455	89	295	45	706	316	449	265	248
gene-MSMEI_RS06625	NC_018289.1	1437708	1437781	+	74	21	12	245	225	14	105	131	107	158	96	341	57
gene-MSMEI_RS06630	NC_018289.1	1437818	1437985	+	168	20	6	320	6	5	27	149	147	302	43	252	12
gene-MSMEI_RS06635	NC_018289.1	1437996	1438472	+	477	38	16	170	46	10	27	62	324	527	51	191	21
gene-MSMEI_RS06640	NC_018289.1	1438459	1438887	+	429	12	12	26	20	9	5	7	94	193	22	63	10
gene-MSMEI_RS06645	NC_018289.1	1438897	1439406	+	510	12	6	53	38	5	4	54	66	159	22	218	8
gene-MSMEI_RS06650	NC_018289.1	1439579	1439651	+	73	22	16	208	313	21	94	114	79	143	55	454	91
gene-MSMEI_RS06655	NC_018289.1	1439736	1440170	+	435	16	12	40	18	13	2	18	230	289	26	92	12
gene-MSMEI_RS06660	NC_018289.1	1440197	1441039	+	843	28	12	51	20	15	17	13	344	390	27	134	20
gene-MSMEI_RS06665	NC_018289.1	1441107	1441535	+	429	20	18	71	25	14	22	39	355	397	31	205	14
gene-MSMEI_RS06670	NC_018289.1	1441601	1442308	+	708	28	13	61	49	5	27	21	337	338	26	185	14
gene-MSMEI_RS06675	NC_018289.1	1442382	1443611	-	1230	1	1	4	8	0	1	0	8	7	2	22	3
gene-MSMEI_RS06680	NC_018289.1	1443619	1444314	-	696	3	1	6	1	1	1	2	22	57	4	14	2
gene-MSMEI_RS06685	NC_018289.1	1444439	1445299	-	861	8	1	38	16	4	10	19	74	153	14	113	4
gene-MSMEI_RS06690	NC_018289.1	1445492	1446364	-	873	2	0	6	6	0	0	3	18	25	4	14	2
gene-MSMEI_RS06695	NC_018289.1	1446544	1447461	-	918	3	0	2	4	0	0	1	32	54	10	10	11
gene-MSMEI_RS06700	NC_018289.1	1447461	1448882	-	1422	2	1	10	8	0	0	3	48	61	4	10	2
gene-MSMEI_RS06710	NC_018289.1	1450037	1450636	+	600	1	0	0	2	1	0	0	2	12	3	4	1
gene-MSMEI_RS06715	NC_018289.1	1450641	1451252	-	612	0	0	0	0	0	0	2	2	2	3	1	0
gene-MSMEI_RS06720	NC_018289.1	1451257	1451784	-	528	0	0	0	0	0	0	4	1	2	0	3	0
gene-MSMEI_RS06725	NC_018289.1	1451847	1452809	+	963	1	0	1	0	0	0	1	2	9	2	0	0
gene-MSMEI_RS06730	NC_018289.1	1452802	1453362	-	561	0	0	1	3	0	0	0	12	16	3	5	0
gene-MSMEI_RS06735	NC_018289.1	1453417	1454172	+	756	2	1	0	2	1	0	1	10	34	0	7	0
gene-MSMEI_RS06740	NC_018289.1	1454190	1458332	+	4143	1	0	4	4	1	0	3	28	28	0	10	1
gene-MSMEI_RS06745	NC_018289.1	1458257	1458928	+	672	0	0	2	3	2	0	0	2	8	1	1	2
gene-MSMEI_RS06750	NC_018289.1	1458933	1459838	+	906	0	0	0	0	0	0	0	2	1	0	0	0
gene-MSMEI_RS06755	NC_018289.1	1460282	1460809	+	528	46	21	52	23	23	7	42	961	899	65	112	11
gene-MSMEI_RS06760	NC_018289.1	1460879	1461271	+	393	75	34	535	401	85	93	155	1181	1514	331	1389	91
gene-MSMEI_RS06765	NC_018289.1	1461462	1462544	+	1083	3	1	24	9	0	1	13	40	73	10	31	1
gene-MSMEI_RS06770	NC_018289.1	1463244	1466753	+	3510	88	68	324	285	45	101	182	1000	1028	165	1065	70
gene-MSMEI_RS06775	NC_018289.1	1466817	1470770	+	3954	94	62	216	239	26	55	119	1159	1429	104	691	89
gene-MSMEI_RS06780	NC_018289.1	1470835	1471884	-	1050	44	21	53	149	31	989	31	122	83	291	205	195
gene-MSMEI_RS06785	NC_018289.1	1472045	1473070	+	1026	0	0	1	0	0	0	0	0	2	2	0	2
gene-MSMEI_RS06790	NC_018289.1	1473067	1474068	+	1002	0	0	0	0	0	0	0	7	10	2	3	1
gene-MSMEI_RS06795	NC_018289.1	1474079	1474837	+	759	0	0	0	0	0	0	0	1	5	0	0	0
gene-MSMEI_RS06800	NC_018289.1	1474834	1475952	+	1119	0	0	0	0	0	0	0	2	8	2	0	0
gene-MSMEI_RS06805	NC_018289.1	1475942	1476988	+	1047	0	0	0	2	0	1	0	4	8	1	0	0
