Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-CPT_phageK_gp127	288	350	441	422	3072	2852	3927	2452	15183	10015	13824	11331	26588	28577	26095	19983	30999	39247	101011	45398	14131	16984	14262	13773	9245	7547	9287	9020	phage	gene-CPT_phageK_gp127
gene-NRS_2456	1021	1171	1088	1008	869	1065	687	867	1246	940	762	2174	776	1576	659	1504	429	664	359	1031	538	467	437	495	363	352	388	374	host	gene-NRS_2456
gene-NRS_2029	414	401	593	552	618	528	517	358	577	331	424	373	368	269	304	192	88	182	106	135	72	69	72	68	48	34	59	72	host	gene-NRS_2029
gene-NRS_1792	345	330	349	342	261	298	345	220	374	227	231	240	202	247	193	153	91	101	51	113	51	68	22	64	51	53	43	51	host	gene-NRS_1792
gene-NRS_1632	84751	79833	95979	91970	95474	93539	83393	67914	115034	74449	77938	70626	56821	53385	55907	25064	16123	14839	18834	16541	9321	11189	7276	10964	8381	9640	8640	12696	host	gene-NRS_1632
gene-NRS_1289	72	65	72	80	67	65	45	62	68	62	43	74	37	80	44	70	43	47	30	54	21	28	12	25	18	13	23	25	host	gene-NRS_1289
gene-NRS_1473	461	373	591	471	425	546	488	458	543	370	217	366	253	260	242	148	91	104	91	115	57	74	21	48	46	31	52	73	host	gene-NRS_1473
gene-CPT_phageK_gp143	1233	1318	1759	1421	16095	14401	14196	12808	120652	76344	92038	99751	184089	208151	175134	131932	123591	130724	123458	172565	88984	72434	84379	67252	49452	42507	53039	44691	phage	gene-CPT_phageK_gp143
gene-NRS_2401	1182	1022	1365	1096	1025	1163	1014	856	1200	883	734	1069	718	875	614	495	294	288	245	443	216	211	153	213	166	163	173	146	host	gene-NRS_2401
gene-CPT_phageK_gp224	833	791	1256	1275	15810	14033	20075	14860	118633	69323	69846	64724	141317	135652	134972	93821	56933	70332	61308	72742	16972	30239	13379	21359	21514	11433	14084	13012	phage	gene-CPT_phageK_gp224
gene-NRS_1768	3369	3222	4012	3270	2857	3509	2599	2455	3300	2544	2272	3390	1859	2280	1689	1495	635	1069	829	1355	625	650	435	612	516	612	466	515	host	gene-NRS_1768
gene-NRS_1778	79	74	121	73	64	58	69	50	74	49	102	74	37	54	48	35	22	21	14	16	13	15	16	10	8	9	2	9	host	gene-NRS_1778
gene-NRS_1840	1975	2280	2167	1976	1768	2135	1574	1355	2191	1636	1437	2142	1134	1518	1206	894	383	422	423	527	302	340	274	298	291	326	284	376	host	gene-NRS_1840
gene-NRS_2254	1549	2042	1717	1686	2084	1413	1571	969	1745	1193	3902	1563	1127	1047	972	643	370	524	380	625	347	367	472	304	287	226	314	303	host	gene-NRS_2254
gene-NRS_1790	19	22	22	14	21	22	18	19	23	16	20	12	12	8	20	13	7	5	6	6	2	8	3	4	2	5	3	6	host	gene-NRS_1790
gene-NRS_1028	2153	1846	2509	2222	1926	2425	1901	1763	2379	1802	1007	2096	1234	1746	1161	1120	500	728	456	884	334	460	223	451	388	281	343	384	host	gene-NRS_1028
gene-NRS_217	214	255	224	232	262	201	208	144	239	136	225	202	157	148	115	95	36	87	44	80	33	34	16	44	27	26	32	50	host	gene-NRS_217
gene-NRS_133	642	667	731	619	604	645	538	519	711	483	334	635	355	424	355	271	133	142	148	251	95	126	70	107	72	79	74	92	host	gene-NRS_133
gene-NRS_2524	2503	2870	2982	2464	2347	2453	1889	1761	2371	1849	2073	2155	1235	1561	1141	1138	286	531	335	666	297	348	207	330	221	257	234	279	host	gene-NRS_2524
gene-NRS_1644	8493	9796	9309	7963	6569	8022	5533	5491	7936	5947	6979	8044	3763	5153	3882	3004	1066	1325	1313	1812	1102	1002	1074	1031	754	823	771	947	host	gene-NRS_1644
gene-NRS_285	565	711	603	658	670	646	668	436	656	364	679	586	313	396	290	271	124	180	140	170	95	134	123	108	91	88	96	87	host	gene-NRS_285
gene-NRS_412	111	104	133	165	143	146	148	80	117	89	123	78	67	79	53	47	14	24	21	32	12	15	15	14	3	10	14	9	host	gene-NRS_412
gene-NRS_914	99	72	150	121	104	148	143	83	96	67	54	74	64	43	64	41	21	26	19	31	13	10	7	21	21	17	6	13	host	gene-NRS_914
gene-NRS_1901	5252	6132	6818	5836	6059	5703	4734	4209	5726	4014	5001	5823	3065	3728	2801	2237	616	1008	814	1286	590	549	441	568	380	409	395	431	host	gene-NRS_1901
gene-NRS_287	1152	1232	1423	1160	1128	1397	871	871	1399	936	647	1501	691	986	622	530	182	214	213	351	162	114	105	142	73	98	72	106	host	gene-NRS_287
gene-NRS_2088	669	680	747	635	556	695	519	357	556	391	437	745	304	454	305	283	71	123	78	128	41	57	38	44	30	52	28	63	host	gene-NRS_2088
gene-NRS_772	331	309	367	384	652	330	386	256	416	237	1596	325	278	229	217	137	55	430	151	264	138	159	141	160	128	131	172	274	host	gene-NRS_772
gene-NRS_1734	4382	3676	4954	4644	4008	4831	4044	3010	4839	3500	2043	3314	2335	2922	2322	1831	860	1193	932	1324	624	775	405	774	624	566	639	708	host	gene-NRS_1734
gene-NRS_554	2455	2478	3219	2889	2729	3378	3027	2286	2788	2072	1934	2480	1543	1837	1453	1060	517	764	595	874	351	396	201	364	253	333	281	349	host	gene-NRS_554
gene-NRS_1972	1899	1361	2766	2159	1935	1263	1837	1413	2036	991	2831	1863	1252	927	1388	903	374	457	777	898	481	273	469	480	321	258	424	433	host	gene-NRS_1972
gene-NRS_786	1847	2061	1849	1588	1734	1841	1123	901	1671	1350	2571	2117	842	1441	811	956	324	551	316	773	463	470	570	390	364	303	331	425	host	gene-NRS_786
gene-NRS_2259	1373	1306	1693	1714	1922	1542	1584	1222	1624	1038	1272	1192	882	832	735	583	165	324	189	430	148	223	122	195	149	141	163	250	host	gene-NRS_2259
gene-NRS_224	1176	980	1226	1112	1020	1042	792	740	1071	700	665	971	624	689	575	477	143	205	168	204	118	106	72	130	69	84	101	96	host	gene-NRS_224
gene-CPT_phageK_gp001	211	243	386	388	6863	4415	5566	3846	30111	16215	23223	18139	24053	21253	20216	12707	4783	6901	6318	7352	2277	2342	2131	2150	1513	1361	1479	1584	phage	gene-CPT_phageK_gp001
gene-NRS_1710	431	482	452	398	314	453	343	294	441	321	378	393	297	264	250	165	83	70	104	139	109	77	69	77	47	38	47	55	host	gene-NRS_1710
gene-NRS_502	82736	92005	99373	85213	78026	90975	68063	65778	93125	67575	64249	84227	45995	57706	45852	34158	15742	19595	17385	26173	15372	14636	12251	14491	11213	11591	11583	14073	host	gene-NRS_502
gene-CPT_phageK_gp185	118	111	164	144	918	596	747	476	2007	1324	3028	1409	10405	8866	9730	7459	12718	22512	21252	23325	13353	12375	15586	11871	13262	11592	13017	12696	phage	gene-CPT_phageK_gp185
gene-NRS_459	8483	11414	10384	8402	7652	7859	6525	6912	9522	7095	9407	8736	4767	5422	4369	3072	1217	1308	1332	1778	1311	1030	1282	1022	887	924	904	904	host	gene-NRS_459
gene-NRS_2300	3133	3239	4381	3502	3846	4348	4489	2909	4675	2880	4807	3581	2626	2869	2356	1477	877	1221	1088	1233	652	861	465	604	612	579	568	481	host	gene-NRS_2300
gene-NRS_1000	6816	6803	7960	7062	5932	7031	5560	5223	7147	4983	3391	6177	3517	4779	3410	2886	1168	1409	1133	1705	689	902	467	1008	696	843	745	1136	host	gene-NRS_1000
gene-NRS_1842	731	724	973	767	813	1028	806	625	935	613	523	801	479	459	483	273	161	166	189	209	104	97	85	101	76	87	83	94	host	gene-NRS_1842
gene-CPT_phageK_gp035	490	511	739	961	7138	2919	3378	2472	4824	2834	15231	3234	5322	2797	2970	1713	1145	3903	2660	3002	1737	1619	1886	1711	1358	1360	1648	2233	phage	gene-CPT_phageK_gp035
gene-NRS_2302	15272	17667	17062	14812	12717	15541	11621	10477	16352	11825	12837	17283	8337	12152	7720	8513	3262	4221	3345	5660	3322	3004	3045	2736	2283	2270	2377	2048	host	gene-NRS_2302
gene-NRS_2112	5503	6936	6159	5198	5071	5440	4449	3657	5480	3932	7158	5753	2925	3236	2914	1881	831	1170	909	1224	626	676	705	655	503	490	547	677	host	gene-NRS_2112
gene-NRS_2324	246	310	327	294	404	270	260	201	303	218	500	241	149	160	160	90	37	71	54	74	40	50	62	42	47	40	36	60	host	gene-NRS_2324
gene-NRS_2614	465	412	601	499	458	559	591	437	576	373	265	364	320	316	288	181	114	118	116	152	53	101	27	81	57	65	58	62	host	gene-NRS_2614
gene-NRS_2178	27276	22727	29825	28360	31374	28619	26672	21887	35768	23282	33236	26927	24688	24652	21976	18349	9379	20662	12937	26691	12078	15000	7790	15122	12642	13306	12395	13991	host	gene-NRS_2178
gene-CPT_phageK_gp050	157	258	265	312	6295	4540	5386	4405	27717	17116	32552	20695	18381	18157	16497	10629	3914	5490	4636	5587	1969	1965	2133	1747	1328	1109	1475	1562	phage	gene-CPT_phageK_gp050
gene-NRS_46	1881	1706	2328	1944	2072	2143	1777	1502	2169	1446	1265	1782	1170	1282	1105	725	369	480	411	580	355	349	229	302	283	302	315	299	host	gene-NRS_46
gene-NRS_1637	111	90	107	93	90	96	101	63	107	63	71	65	49	70	56	27	21	27	27	31	9	13	8	14	19	11	17	9	host	gene-NRS_1637
gene-CPT_phageK_gp151	395	388	611	638	8434	7406	8296	6865	46746	29217	28339	30114	44974	45224	42160	29201	51118	58244	51282	61904	41903	50171	35812	51100	50560	44671	55574	54970	phage	gene-CPT_phageK_gp151
gene-NRS_90	151	119	157	143	119	171	233	149	194	97	110	84	94	96	85	58	45	49	12	45	14	36	17	22	20	18	14	19	host	gene-NRS_90
gene-NRS_1283	1540	1291	1766	1554	1482	1604	1347	1183	1985	1285	1121	1835	1347	1564	1324	966	639	612	585	860	549	493	335	539	427	457	449	482	host	gene-NRS_1283
gene-NRS_846	3176	3360	3906	3388	2944	3328	2620	2173	3361	2335	2492	3117	1678	2212	1549	1240	599	812	573	1013	532	524	447	525	414	364	458	466	host	gene-NRS_846
gene-NRS_418	26	68	17	35	26	26	29	16	28	16	29	31	23	15	24	9	5	10	6	5	3	3	0	2	2	2	2	4	host	gene-NRS_418
gene-NRS_1862	5350	7611	7028	4397	3985	5285	3530	4458	4093	3162	2423	5484	1736	2541	1811	928	283	195	299	288	361	192	257	215	181	293	121	111	host	gene-NRS_1862
gene-NRS_2346	770	867	1009	781	800	808	630	599	821	484	659	963	445	642	383	368	136	194	145	246	165	114	125	108	73	73	102	90	host	gene-NRS_2346
gene-NRS_1212	5237	5117	6222	5767	5637	5916	5284	3766	5364	3651	3621	3623	2603	2589	2517	1532	599	954	698	1038	347	501	283	533	424	354	377	527	host	gene-NRS_1212
gene-NRS_1153	24020	27453	27485	23376	20236	24080	17262	16885	22498	17025	15528	22468	11222	14162	11177	8384	3056	4155	3634	5480	2687	2814	2157	2838	2023	2267	2120	2496	host	gene-NRS_1153
gene-NRS_1939	4204	5085	4833	4117	3791	4496	3688	2608	4258	2955	2875	4199	2016	2724	2020	1689	469	678	430	828	269	338	283	296	249	215	231	253	host	gene-NRS_1939
gene-NRS_2463	403	424	473	458	452	447	384	294	425	352	410	387	229	361	175	219	71	133	96	129	57	90	44	80	55	58	47	68	host	gene-NRS_2463
gene-NRS_1310	451	462	453	417	351	446	332	340	493	418	470	629	381	515	304	466	154	197	123	257	130	130	133	98	60	59	74	68	host	gene-NRS_1310
gene-NRS_1980	222	238	287	260	355	204	197	136	273	150	746	355	158	131	175	103	61	102	110	156	102	49	160	57	96	43	100	122	host	gene-NRS_1980
gene-NRS_2229	177569	170451	202104	196096	184128	185279	149372	138543	201477	126767	101513	133105	88839	84568	85880	38781	20115	17077	23739	20336	9815	12911	8026	14678	9939	11342	9144	16529	host	gene-NRS_2229
gene-NRS_730	2261	1976	2869	2658	2410	2690	2493	1770	2749	1636	1020	1500	1264	1228	1276	645	360	404	413	489	203	281	152	273	230	242	193	343	host	gene-NRS_730
gene-NRS_1649	2780	2997	3015	2567	2186	2572	2239	1524	2443	1724	1454	2150	1239	1345	1190	718	313	360	344	424	238	262	224	256	202	255	245	307	host	gene-NRS_1649
gene-NRS_1910	5032	4372	5629	5097	4769	5470	4308	3426	5087	3477	3054	3564	2473	2793	2531	1484	754	919	940	1284	670	649	450	646	626	667	527	653	host	gene-NRS_1910
gene-NRS_1360	1729	2155	2087	1759	1930	1869	1830	1007	1752	1139	2709	1359	936	817	902	343	220	299	332	300	229	208	277	193	160	169	141	190	host	gene-NRS_1360
gene-NRS_1800	113	69	76	99	91	85	84	67	104	57	72	56	65	43	46	57	23	19	15	20	17	17	12	19	13	11	25	15	host	gene-NRS_1800
gene-CPT_phageK_gp058	59	87	103	142	3747	1882	2809	1639	8205	4293	11654	4861	5603	3636	4123	2208	1082	2242	1521	1592	558	962	614	2584	444	422	512	726	phage	gene-CPT_phageK_gp058
gene-NRS_616	17659	19024	18157	17938	16346	15527	14129	11626	17237	12876	21213	14401	9442	10673	8345	7689	2277	2917	2085	3551	1134	1853	907	1618	1257	1333	1360	1509	host	gene-NRS_616
gene-NRS_1303	124	97	138	149	121	128	130	96	94	77	69	80	57	57	65	44	20	29	23	37	8	6	5	18	6	11	10	11	host	gene-NRS_1303
gene-NRS_80	1077	1134	1273	1201	1167	1171	1030	728	1085	732	961	905	648	671	543	441	163	253	155	310	129	189	88	190	113	166	140	219	host	gene-NRS_80
gene-NRS_1646	5368	5042	6602	5717	5164	6214	5085	4019	5815	3758	3346	4388	2758	3103	2746	1516	758	852	865	1085	525	567	309	618	393	414	475	548	host	gene-NRS_1646
gene-NRS_2037	2124	2334	2721	2155	2183	2358	1823	1407	2066	1266	1841	1799	1006	1148	960	580	172	273	261	335	134	140	112	160	60	105	96	117	host	gene-NRS_2037
gene-NRS_1787	45	37	42	50	39	40	24	19	31	13	26	32	14	24	22	13	9	9	5	25	13	3	3	8	3	4	9	6	host	gene-NRS_1787
gene-NRS_676	5262	6530	5878	4672	4076	4698	3515	2994	5593	3893	5622	5570	2582	3420	2453	1932	847	884	829	1103	930	662	953	650	635	577	655	553	host	gene-NRS_676
gene-NRS_507	4370	5189	5037	4428	4509	4499	3570	2931	4468	3129	4207	4160	2085	2466	1993	1695	802	908	836	1201	696	618	693	568	474	481	447	457	host	gene-NRS_507
gene-NRS_1007	152765	158919	181573	155253	146064	174490	131524	131548	207999	145588	109919	173398	112863	141266	111756	86186	41981	44661	41649	59107	30827	30977	22468	28809	20709	20819	24131	22741	host	gene-NRS_1007
gene-NRS_1742	926	804	972	814	774	875	813	691	923	593	430	666	448	537	440	332	152	211	149	252	108	152	59	129	105	124	100	121	host	gene-NRS_1742
gene-CPT_phageK_gp036	1343	1538	2244	2359	13246	6954	7110	4670	9728	5917	25796	8225	8075	5768	5595	3382	1994	7999	3660	4720	2618	2447	2792	2544	1838	1826	2548	4180	phage	gene-CPT_phageK_gp036
gene-NRS_1013	2985	2522	4032	3635	3432	3880	3935	3118	4118	2653	1398	2724	1862	2162	1896	1328	690	815	776	943	446	590	246	536	368	485	415	515	host	gene-NRS_1013
gene-NRS_278	1709	1625	1960	1651	1531	1695	1328	1293	1808	1218	903	1361	768	848	807	489	252	210	240	264	213	155	128	223	156	143	114	118	host	gene-NRS_278
gene-NRS_1737	5156	5385	6546	5494	4808	5702	4035	4270	6055	4157	3576	6229	3027	4218	2812	2346	1038	1269	1175	1575	1034	920	761	909	764	723	814	938	host	gene-NRS_1737
gene-NRS_107	1934	1915	2166	1898	1871	1964	1655	1535	2058	1513	1623	2212	1135	1611	1088	1245	422	606	491	820	353	398	263	398	289	251	333	354	host	gene-NRS_107
gene-NRS_2301	3765	2705	4583	4274	4103	4738	4706	3287	4448	2890	1572	2953	2335	2643	2077	1638	823	1049	747	1205	432	664	240	573	498	433	459	558	host	gene-NRS_2301
gene-NRS_2032	2333	2625	2645	2270	1892	1988	1442	1408	1836	1363	1906	2468	1132	1884	1020	1480	526	846	487	965	565	461	495	436	331	314	437	406	host	gene-NRS_2032
gene-NRS_258	3567	3293	4671	4147	3668	4501	3934	3423	4357	2829	2236	3228	2172	2469	2097	1368	921	1254	907	1475	713	900	455	805	597	595	626	638	host	gene-NRS_258
gene-NRS_1274	31390	31573	36506	32519	28087	34020	26806	22161	32260	22986	18885	26042	15383	18037	15491	10384	4718	5393	5029	6436	3249	3734	2888	3590	2740	2841	2973	3433	host	gene-NRS_1274
gene-NRS_1562	39990	47003	42907	35445	32378	36483	28539	25569	44255	32578	40065	46669	24103	31351	22753	19270	9203	9237	7708	12167	8661	7946	9435	7935	7041	6460	7695	7455	host	gene-NRS_1562
gene-NRS_307	450	413	482	432	465	532	542	318	587	337	311	412	318	326	228	190	94	131	86	146	62	90	62	66	52	39	68	47	host	gene-NRS_307
gene-CPT_phageK_gp156	157	198	273	313	4970	3428	4710	3147	25415	14080	19987	13745	26378	21825	24659	15029	21536	35465	28256	33487	14385	20067	13230	18447	19393	15713	20123	21495	phage	gene-CPT_phageK_gp156
gene-NRS_1275	31729	43526	36283	28967	24287	30515	20535	20205	30421	23613	24326	35989	14651	21521	13821	12323	5072	5447	5305	7431	5556	4222	5787	4096	3460	3797	3774	3407	host	gene-NRS_1275
gene-NRS_1802	119	117	107	107	98	81	125	91	136	98	95	195	86	98	79	84	23	35	36	36	16	10	16	26	10	20	28	17	host	gene-NRS_1802
gene-NRS_1657	14635	17127	16637	13890	12769	14486	10377	9201	15155	10220	13260	15950	7336	9802	7119	5267	2253	2503	2192	3003	1910	1576	2023	1499	1300	1385	1212	1343	host	gene-NRS_1657
gene-NRS_1085	81	71	98	76	73	63	55	60	60	47	45	40	25	46	32	23	13	14	10	13	7	9	10	14	4	9	4	7	host	gene-NRS_1085
gene-NRS_2157	2008	2460	2814	1985	2168	2497	1699	1341	1619	1037	1195	1264	784	749	760	199	109	179	159	143	189	100	134	118	80	157	87	222	host	gene-NRS_2157
gene-NRS_1494	11541	13003	13941	12271	11414	12865	9883	8698	11999	8595	9610	11252	5779	7540	5756	4454	1763	2432	1989	3012	1388	1386	1121	1374	1012	1006	1079	1256	host	gene-NRS_1494
gene-NRS_2237	373117	331844	444477	389597	351830	386079	297253	300398	392010	263381	196755	282871	181730	181631	180891	81113	33919	35956	47920	44410	28336	26428	19595	30590	21722	28915	19005	30302	host	gene-NRS_2237
gene-NRS_105	133	159	162	167	155	173	214	120	193	128	161	153	101	94	76	65	41	79	54	56	33	60	29	27	29	20	33	36	host	gene-NRS_105
gene-NRS_1206	6693	5516	7377	7117	7311	7301	6110	4869	8138	5540	5410	6354	4587	5134	4038	3528	1622	2371	1597	2706	1314	1741	1193	1574	1277	1231	1477	1714	host	gene-NRS_1206
gene-NRS_2298	745	601	988	839	854	865	889	790	978	690	546	813	513	674	530	471	179	313	228	447	176	248	109	234	215	170	178	273	host	gene-NRS_2298
gene-NRS_864	3920	4034	4835	4116	4069	4619	3717	3394	5125	3428	3024	4488	2797	3343	2600	2326	995	1566	1199	2192	1192	1178	789	1179	834	844	937	866	host	gene-NRS_864
gene-NRS_1218	1684	1510	2046	2031	1693	2077	1809	1447	2039	1336	1165	1598	1062	1221	1028	792	382	551	476	676	281	346	197	338	274	256	272	396	host	gene-NRS_1218
gene-NRS_1243	600	738	747	714	648	741	590	458	699	475	459	570	342	422	333	241	104	126	100	174	67	87	71	83	74	68	61	98	host	gene-NRS_1243
gene-NRS_2279	867	906	1062	853	879	1010	748	678	920	712	632	790	424	543	448	329	127	198	143	233	138	119	120	137	100	80	88	113	host	gene-NRS_2279
gene-NRS_907	1693	2284	1726	1500	1322	1641	1169	1339	1793	1478	1376	3022	1241	2541	1110	2621	561	1142	447	1442	616	537	497	472	378	342	344	309	host	gene-NRS_907
gene-NRS_1948	9425	8299	11803	10245	9483	11211	8404	7805	11636	8426	6787	11758	6076	8350	5671	5392	2181	2788	2398	3660	1664	2036	1146	1820	1385	1366	1548	1702	host	gene-NRS_1948
gene-NRS_1408	239	238	338	321	303	296	300	252	306	216	116	177	185	160	173	104	70	80	83	114	40	72	12	57	50	42	62	80	host	gene-NRS_1408
gene-NRS_1615	25634	24297	29043	26064	23810	27553	20921	18887	28035	19790	17574	21338	13564	15014	13666	8365	4132	4778	5097	6407	3798	3915	3051	3806	2935	3251	3139	3608	host	gene-NRS_1615
gene-NRS_1345	5028	5166	6528	5170	4980	5742	4194	4145	5992	4170	3723	6016	3020	4220	2874	2608	1070	1249	1102	1608	909	934	717	884	700	636	691	763	host	gene-NRS_1345
gene-NRS_1470	2283	2140	2867	2922	3024	2872	2575	2025	2893	1959	2296	2023	1584	1517	1434	953	491	827	633	809	434	501	310	468	403	416	394	586	host	gene-NRS_1470
gene-NRS_721	4634	4754	5717	4917	4541	5315	3936	3472	4819	3568	3835	5695	2557	3439	2441	2448	806	1583	1006	1767	810	779	654	858	629	611	679	803	host	gene-NRS_721
gene-NRS_1203	158	186	294	284	345	290	286	185	291	197	175	179	210	169	159	117	50	172	71	105	28	62	10	38	26	36	16	39	host	gene-NRS_1203
gene-NRS_1424	30	16	30	28	45	26	29	24	31	13	53	31	28	15	11	19	5	7	7	13	4	7	7	9	0	4	2	6	host	gene-NRS_1424
gene-NRS_1552	1372	1435	1703	1614	1513	1626	1359	1056	1648	1169	1038	1463	850	1118	864	739	355	465	360	518	212	270	190	228	181	216	166	209	host	gene-NRS_1552
gene-NRS_1857	17847	28950	26466	16464	16088	19311	12367	13117	15679	10377	10439	19261	6844	9478	6734	2929	1257	1173	1855	1682	2262	1204	1992	1246	1116	1813	999	879	host	gene-NRS_1857
gene-NRS_666	24077	24621	29607	21135	19752	24278	18708	17229	24581	16286	13740	21465	11314	13845	10647	7454	2731	2747	3116	3619	2263	1958	1829	2080	1489	1999	1679	2125	host	gene-NRS_666
gene-NRS_1871	22373	32827	28693	20895	23522	23140	14059	13555	20055	14756	24895	28197	11189	12450	10283	5524	2328	3932	4458	4524	3822	2140	4790	2692	2079	3311	1772	2671	host	gene-NRS_1871
gene-NRS_1886	717	554	691	754	675	810	778	489	799	514	717	637	407	461	356	284	134	269	145	311	96	149	87	125	113	128	111	144	host	gene-NRS_1886
gene-NRS_2474	2287	2334	2536	2328	2403	2098	1702	1487	1900	1332	1732	1698	1016	1120	939	754	146	371	230	453	213	173	142	252	200	211	151	246	host	gene-NRS_2474
gene-NRS_2505	178	194	284	215	207	248	259	140	229	167	144	158	137	113	117	89	52	46	39	53	20	34	33	35	22	19	29	17	host	gene-NRS_2505
gene-NRS_439	688	598	923	804	806	1016	988	696	866	518	363	628	393	447	406	220	140	124	168	169	95	126	71	79	65	89	88	87	host	gene-NRS_439
gene-CPT_phageK_gp033	1044	1136	1543	1604	10712	6774	7181	4911	10708	6823	16524	8281	7109	5960	5831	3646	1851	4294	3291	4291	1813	1906	1697	2000	1358	1319	1563	1597	phage	gene-CPT_phageK_gp033
gene-NRS_236	182	157	205	122	112	118	112	103	151	81	69	127	83	83	67	54	13	28	19	44	38	21	7	20	20	14	10	23	host	gene-NRS_236
gene-NRS_2022	5295	3708	3659	5362	5828	5391	4414	3767	7477	4624	4452	5035	4505	4275	2494	3462	1573	2206	891	2427	827	1473	629	1284	1229	959	921	1783	host	gene-NRS_2022
gene-NRS_980	10616	9866	13164	11912	10177	11856	9380	8978	11473	8362	4980	10055	6366	7959	5855	5246	2059	2948	1986	3753	1547	1766	901	1896	1306	1422	1373	1552	host	gene-NRS_980
gene-NRS_745	2242	2181	2711	2242	1982	2389	1807	1579	2420	1616	1379	2251	1222	1564	1084	864	383	439	343	582	313	335	232	347	260	225	270	283	host	gene-NRS_745
gene-NRS_425	94	99	94	75	68	46	67	44	59	38	99	21	40	23	25	19	8	16	8	20	4	3	8	12	5	10	7	19	host	gene-NRS_425
gene-NRS_560	6572	6659	8533	7247	7027	7429	6710	6161	6927	4923	4332	6523	3709	4432	3576	2918	1458	1893	1692	2250	1478	1416	1094	1254	928	917	1258	1158	host	gene-NRS_560
gene-NRS_2341	1704	1691	2180	1955	1938	2153	2384	1437	2251	1558	2167	1649	1406	1329	1364	783	617	762	634	798	454	637	408	510	477	509	448	639	host	gene-NRS_2341
gene-NRS_1474	3086	3145	3808	3380	2962	3326	2843	2641	3418	2279	1573	2790	1692	2237	1654	1455	514	762	557	877	403	431	242	400	301	355	330	405	host	gene-NRS_1474
gene-NRS_501	5554	5241	7126	6135	6193	6709	6163	3856	6275	3821	4868	4802	3064	3139	3114	1523	795	1072	1118	1226	622	733	480	718	491	566	512	686	host	gene-NRS_501
gene-NRS_894	7184	8116	8916	8150	8707	7257	6117	5009	7073	4825	11844	7202	4710	4715	3865	3352	906	2511	1171	2256	862	1012	687	1084	720	746	881	1055	host	gene-NRS_894
gene-CPT_phageK_gp190	54	25	76	76	342	287	372	268	864	548	556	460	1611	1058	1321	825	15281	18024	17822	19968	24872	36983	17481	32183	34151	27479	37640	37368	phage	gene-CPT_phageK_gp190
gene-NRS_1701	1156	1189	1228	1165	1169	1331	1028	927	1296	1026	1445	1321	875	1214	700	1067	346	814	370	879	399	391	321	432	315	330	357	337	host	gene-NRS_1701
gene-CPT_phageK_gp145	278	280	409	317	1985	1671	2075	1636	23510	15648	24440	17171	49530	51764	47005	33505	35863	54059	41391	52541	39912	40703	40374	37780	43079	42683	45039	46874	phage	gene-CPT_phageK_gp145
gene-NRS_513	6372	6950	8770	7502	9952	6245	7262	4730	6742	4236	8079	5356	4400	3361	3658	1399	1140	2644	2119	2001	1359	1372	1321	1626	1233	1952	812	1791	host	gene-NRS_513
gene-NRS_791	125	128	148	117	150	135	127	142	156	109	136	114	76	62	79	29	25	41	49	37	15	20	11	25	15	28	19	31	host	gene-NRS_791
gene-NRS_936	276	304	443	332	366	345	337	251	427	290	239	319	220	257	213	155	65	79	41	83	32	41	39	32	26	26	23	29	host	gene-NRS_936
gene-NRS_1287	196	173	243	252	196	240	174	176	232	182	126	237	149	200	139	189	58	87	68	133	48	78	50	58	37	45	54	38	host	gene-NRS_1287
gene-NRS_519	19161	17859	25106	19823	19434	24226	19297	16566	25991	17317	13743	24146	13285	17323	12953	9831	4412	5309	5341	6277	3593	3277	2591	3150	2263	2501	2530	2541	host	gene-NRS_519
gene-NRS_2181	7282	7834	8066	6261	5494	6700	4581	4530	8521	5914	6210	8586	4752	6538	4185	5171	1668	2369	1678	3655	2042	1889	1631	1759	1573	1599	1419	1520	host	gene-NRS_2181
gene-CPT_phageK_gp112	565	717	858	841	11718	9619	11272	8593	87166	53182	58458	63970	129825	132958	119022	82555	46033	61097	48601	60818	18817	24091	18428	20790	13948	13741	16300	16943	phage	gene-CPT_phageK_gp112
gene-NRS_1557	3552	3234	4167	3813	3034	3932	3077	2447	3984	2790	1704	2966	1825	2496	1851	1605	724	807	665	1041	426	589	260	543	366	360	387	463	host	gene-NRS_1557
gene-NRS_2019	542	519	701	626	534	657	588	481	643	409	501	621	413	459	312	281	109	168	127	223	90	118	64	104	79	91	71	103	host	gene-NRS_2019
gene-CPT_phageK_gp057	24	55	63	87	2320	1160	1860	1116	4959	2493	6957	2603	3760	2265	2660	1400	657	2393	1214	1366	374	607	314	621	391	336	440	715	phage	gene-CPT_phageK_gp057
gene-NRS_433	289	301	361	376	600	361	419	245	356	208	686	242	247	192	173	128	47	144	95	145	48	90	43	86	42	59	52	94	host	gene-NRS_433
gene-NRS_1849	26513	36985	32523	20523	18499	24814	15043	17689	22698	17567	16343	30378	10595	15137	11216	6031	2493	2210	3928	3159	4131	1938	3117	2240	1824	3293	1494	1215	host	gene-NRS_1849
gene-NRS_2490	369	549	520	433	422	490	469	296	537	392	484	479	308	337	285	279	125	153	104	196	98	117	130	123	85	74	101	72	host	gene-NRS_2490
