# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR11805719_sorted.bam" "SRR11805717_sorted.bam" "SRR11805716_sorted.bam" "SRR11805720_sorted.bam" "SRR11805718_sorted.bam" "SRR11805721_sorted.bam" "SRR11805715_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR11805719_sorted.bam	SRR11805717_sorted.bam	SRR11805716_sorted.bam	SRR11805720_sorted.bam	SRR11805718_sorted.bam	SRR11805721_sorted.bam	SRR11805715_sorted.bam
gene-SynWH7803_0590	CT971583.1	595839	596030	+	192	39	40	31	141	75	98	111
gene-SynWH7803_0591	CT971583.1	596133	596741	-	609	292	2712	1611	605	902	721	3011
gene-SynWH7803_0592	CT971583.1	596772	597092	+	321	91	556	328	230	232	249	869
gene-SynWH7803_0593	CT971583.1	597114	597404	+	291	38	148	97	106	80	107	293
gene-SynWH7803_0594	CT971583.1	597431	598930	+	1500	126	253	209	349	202	364	669
gene-SynWH7803_0595	CT971583.1	598940	599773	-	834	75	79	79	182	119	175	252
gene-SynWH7803_0596	CT971583.1	599828	601072	-	1245	105	221	142	167	186	200	554
gene-SynWH7803_0597	CT971583.1	601106	601279	-	174	57	127	72	96	99	116	229
gene-SynWH7803_0598	CT971583.1	601407	602132	+	726	55	107	69	115	127	115	209
gene-SynWH7803_0599	CT971583.1	602122	603396	-	1275	101	125	128	310	205	251	316
gene-SynWH7803_0600	CT971583.1	603393	604535	-	1143	193	383	291	474	302	466	941
gene-SynWH7803_0601	CT971583.1	604581	604826	-	246	106	259	203	233	137	265	795
gene-SynWH7803_0602	CT971583.1	604912	606393	+	1482	126	199	152	253	188	248	560
gene-SynWH7803_0603	CT971583.1	606382	607035	-	654	47	88	82	150	100	129	239
gene-SynWH7803_0604	CT971583.1	607120	607461	-	342	47	55	54	101	107	135	126
gene-SynWH7803_0605	CT971583.1	607535	608122	+	588	336	1251	847	1498	852	1400	3186
gene-SynWH7803_0606	CT971583.1	608214	609191	-	978	133	169	181	268	184	251	386
gene-SynWH7803_0607	CT971583.1	609351	609860	+	510	111	287	122	245	157	231	478
gene-SynWH7803_0608	CT971583.1	609850	610482	-	633	207	704	395	719	369	548	950
gene-SynWH7803_0609	CT971583.1	610485	611444	-	960	223	813	490	618	428	470	1126
gene-SynWH7803_0610	CT971583.1	611632	612084	+	453	182	380	331	541	328	489	1221
gene-SynWH7803_0611	CT971583.1	612192	613544	-	1353	1143	2666	2014	5043	2044	4126	10575
gene-SynWH7803_0612	CT971583.1	613843	616131	+	2289	143	210	156	266	260	235	326
gene-SynWH7803_0613	CT971583.1	616134	617225	-	1092	105	148	127	179	176	153	297
gene-SynWH7803_0614	CT971583.1	617229	618110	-	882	84	331	166	200	162	161	556
gene-SynWH7803_0615	CT971583.1	618097	618663	-	567	71	248	142	176	110	155	579
gene-SynWH7803_0616	CT971583.1	618793	618954	+	162	45	277	120	177	99	157	576
gene-SynWH7803_0617	CT971583.1	618955	619419	-	465	107	622	285	343	223	352	1282
gene-SynWH7803_0618	CT971583.1	619434	620243	+	810	92	244	158	158	167	163	381
gene-SynWH7803_0619	CT971583.1	620240	621253	-	1014	116	489	326	276	263	258	856
gene-SynWH7803_0620	CT971583.1	621324	622637	-	1314	242	1414	838	811	575	724	2171
gene-SynWH7803_0621	CT971583.1	622750	623175	-	426	182	861	486	621	466	648	1656
gene-SynWH7803_0622	CT971583.1	623220	625004	-	1785	174	477	489	494	419	562	939
gene-SynWH7803_0623	CT971583.1	625151	625615	+	465	207	508	507	970	467	686	854
gene-SynWH7803_0624	CT971583.1	625903	626415	+	513	163	397	277	507	264	360	779
gene-SynWH7803_0625	CT971583.1	626509	626868	+	360	261	984	598	882	597	683	2896
gene-SynWH7803_0626	CT971583.1	626930	627235	+	306	182	594	417	687	462	510	1651
gene-SynWH7803_0627	CT971583.1	627198	628703	-	1506	215	348	341	623	410	613	914
gene-SynWH7803_0628	CT971583.1	628782	629483	+	702	94	244	143	255	174	240	540
gene-SynWH7803_0629	CT971583.1	629455	630723	-	1269	127	324	199	323	220	294	696
gene-SynWH7803_0630	CT971583.1	630742	632070	-	1329	133	400	290	380	277	339	1045
gene-SynWH7803_0631	CT971583.1	632229	633548	+	1320	138	261	173	234	206	219	478
gene-SynWH7803_0632	CT971583.1	633632	634087	+	456	97	304	136	405	151	274	487
gene-SynWH7803_0633	CT971583.1	634091	635896	+	1806	345	510	364	1296	556	971	984
gene-SynWH7803_0634	CT971583.1	635988	637160	+	1173	399	1158	575	1719	704	1527	3683
gene-SynWH7803_0635	CT971583.1	637228	637614	+	387	96	324	182	563	251	460	999
gene-SynWH7803_0636	CT971583.1	637663	639135	+	1473	112	198	163	303	206	287	536
gene-SynWH7803_0637	CT971583.1	639132	640277	-	1146	114	178	146	209	180	220	479
gene-SynWH7803_0638	CT971583.1	640274	640822	-	549	114	437	342	493	243	466	1334
gene-SynWH7803_0639	CT971583.1	640831	641538	-	708	128	405	229	439	217	487	1073
gene-SynWH7803_0640	CT971583.1	641641	641826	+	186	169	250	173	1069	265	512	536
gene-SynWH7803_0641	CT971583.1	641830	642495	-	666	246	398	276	1218	368	676	960
gene-SynWH7803_0642	CT971583.1	642492	643139	-	648	83	171	89	220	98	187	409
gene-SynWH7803_0643	CT971583.1	643154	644308	-	1155	128	145	112	413	170	251	294
gene-SynWH7803_0644	CT971583.1	644381	645556	+	1176	186	609	474	600	397	481	1882
gene-SynWH7803_0645	CT971583.1	645639	647492	+	1854	295	865	562	731	515	794	2203
gene-SynWH7803_0646	CT971583.1	647492	647848	+	357	76	214	114	139	147	152	514
gene-SynWH7803_0647	CT971583.1	647850	648077	+	228	54	112	73	117	84	121	251
gene-SynWH7803_0648	CT971583.1	648112	649368	+	1257	141	226	152	299	191	307	461
gene-SynWH7803_0649	CT971583.1	649403	651058	+	1656	116	222	145	234	209	244	393
gene-SynWH7803_0650	CT971583.1	651083	651907	-	825	53	128	101	122	105	110	228
gene-SynWH7803_0651	CT971583.1	651910	652824	-	915	131	373	249	364	262	429	893
gene-SynWH7803_0652	CT971583.1	652821	654032	-	1212	235	884	559	668	467	711	2201
gene-SynWH7803_0653	CT971583.1	654165	655010	+	846	119	286	184	275	198	284	723
gene-SynWH7803_0654	CT971583.1	655060	655791	+	732	312	955	753	1098	696	1040	2272
gene-SynWH7803_0655	CT971583.1	655930	656970	+	1041	249	734	754	899	561	790	1859
gene-SynWH7803_0656	CT971583.1	656991	657980	+	990	181	556	437	534	356	496	1418
gene-SynWH7803_0657	CT971583.1	658005	658712	+	708	180	311	346	521	346	413	805
gene-SynWH7803_0658	CT971583.1	658725	659483	+	759	440	1210	1096	1775	1044	1628	2595
gene-SynWH7803_0659	CT971583.1	659515	660021	-	507	262	689	633	1062	573	880	1564
gene-SynWH7803_0660	CT971583.1	660034	660711	-	678	87	126	106	150	131	172	305
gene-SynWH7803_0661	CT971583.1	660775	662034	+	1260	171	392	232	410	293	406	945
gene-SynWH7803_0662	CT971583.1	662031	662798	-	768	49	38	59	75	101	84	114
gene-SynWH7803_0663	CT971583.1	662797	663576	+	780	61	105	94	139	135	133	205
gene-SynWH7803_0664	CT971583.1	663579	664568	-	990	113	111	123	288	193	272	289
gene-SynWH7803_0665	CT971583.1	664674	665285	-	612	48	44	50	72	68	66	83
gene-SynWH7803_0666	CT971583.1	665282	665782	-	501	46	53	52	94	78	70	117
gene-SynWH7803_0667	CT971583.1	665861	665965	+	105	331	1212	683	1478	557	1199	2758
gene-SynWH7803_0668	CT971583.1	665987	666370	+	384	525	1902	1058	2582	1017	1720	4211
gene-SynWH7803_0669	CT971583.1	666439	667389	+	951	288	1085	457	1060	465	939	2029
gene-SynWH7803_0670	CT971583.1	667390	668280	-	891	405	1417	476	1548	577	2005	3341
gene-SynWH7803_0671	CT971583.1	668432	670024	-	1593	349	1282	558	1470	641	1703	2349
gene-SynWH7803_0672	CT971583.1	670029	671318	-	1290	284	1631	511	980	585	1356	2703
gene-SynWH7803_0673	CT971583.1	671441	671962	+	522	472	946	647	2556	861	2362	2441
gene-SynWH7803_0674	CT971583.1	672019	672426	-	408	371	792	427	1440	615	1281	2114
gene-SynWH7803_0675	CT971583.1	672522	673307	+	786	120	193	160	275	199	208	532
gene-SynWH7803_0676	CT971583.1	673309	673887	-	579	76	125	110	197	118	149	341
gene-SynWH7803_0677	CT971583.1	674177	674488	+	312	547	3153	2062	1346	1529	1467	13067
gene-SynWH7803_0678	CT971583.1	674560	675975	+	1416	1201	11627	7190	4509	5566	4300	49723
gene-SynWH7803_0679	CT971583.1	676035	676376	+	342	255	2472	1515	1186	1349	1020	10430
gene-SynWH7803_0680	CT971583.1	676478	678817	+	2340	407	2518	1716	1171	1418	941	10542
gene-SynWH7803_0681	CT971583.1	678825	680573	+	1749	238	784	569	854	620	692	1427
gene-SynWH7803_0682	CT971583.1	680576	680920	+	345	73	273	183	199	183	222	451
gene-SynWH7803_0683	CT971583.1	680920	681171	+	252	40	208	91	102	113	112	323
gene-SynWH7803_0684	CT971583.1	681305	681856	+	552	132	468	237	246	280	255	759
gene-SynWH7803_0685	CT971583.1	681938	683782	+	1845	561	1069	899	1794	1060	1205	2282
gene-SynWH7803_0686	CT971583.1	683790	685289	+	1500	346	615	632	1221	688	911	1066
gene-SynWH7803_0687	CT971583.1	685286	686431	+	1146	325	576	613	1557	738	1285	1125
gene-SynWH7803_0688	CT971583.1	686459	686710	+	252	84	174	150	277	186	287	316
gene-SynWH7803_0689	CT971583.1	686694	687617	+	924	132	372	258	359	275	405	745
gene-SynWH7803_0690	CT971583.1	687627	687854	-	228	57	238	133	120	97	162	541
gene-SynWH7803_0691	CT971583.1	687897	688391	-	495	57	59	76	90	89	81	218
gene-SynWH7803_0692	CT971583.1	688498	688896	-	399	52	105	88	99	118	91	331
gene-SynWH7803_0693	CT971583.1	688895	690025	+	1131	70	173	143	152	149	165	393
gene-SynWH7803_0694	CT971583.1	690000	690767	-	768	84	123	92	164	145	152	342
gene-SynWH7803_0695	CT971583.1	690797	691450	+	654	116	277	235	371	218	342	496
gene-SynWH7803_0696	CT971583.1	691450	693279	+	1830	251	530	461	697	448	643	1071
gene-SynWH7803_0697	CT971583.1	693252	694007	-	756	65	74	81	130	81	96	164
gene-SynWH7803_0698	CT971583.1	694087	694590	+	504	47	124	58	119	74	91	203
gene-SynWH7803_0699	CT971583.1	694587	695288	-	702	67	59	60	81	91	94	132
gene-SynWH7803_0700	CT971583.1	695285	695926	-	642	62	92	89	111	86	104	211
gene-SynWH7803_0701	CT971583.1	695923	697077	-	1155	108	271	143	192	166	172	627
gene-SynWH7803_0702	CT971583.1	697164	698558	+	1395	131	246	201	339	240	324	375
gene-SynWH7803_0703	CT971583.1	698555	699118	-	564	142	206	201	420	236	472	536
gene-SynWH7803_0704	CT971583.1	699253	699777	-	525	161	525	338	438	241	511	1772
gene-SynWH7803_0705	CT971583.1	699784	700026	-	243	148	509	373	602	222	670	1773
gene-SynWH7803_0706	CT971583.1	700175	701536	+	1362	122	343	187	283	183	287	799
gene-SynWH7803_0707	CT971583.1	701624	702145	+	522	60	99	98	167	117	163	235
gene-SynWH7803_0708	CT971583.1	702328	702507	+	180	34	22	22	47	38	50	41
gene-SynWH7803_0709	CT971583.1	702504	702863	+	360	38	45	35	85	69	69	76
gene-SynWH7803_0710	CT971583.1	702826	703470	+	645	51	61	68	148	90	101	134
gene-SynWH7803_0711	CT971583.1	703536	704006	+	471	142	427	220	338	247	346	953
gene-SynWH7803_0712	CT971583.1	704003	705523	-	1521	291	664	378	772	485	794	2104
gene-SynWH7803_0713	CT971583.1	705563	706168	-	606	148	305	172	658	252	609	855
gene-SynWH7803_0714	CT971583.1	706172	707860	-	1689	276	630	263	1111	463	881	1721
gene-SynWH7803_0715	CT971583.1	707866	708801	-	936	237	373	202	1018	388	943	1137
gene-SynWH7803_0716	CT971583.1	708798	709433	-	636	150	292	137	587	277	507	925
gene-SynWH7803_0717	CT971583.1	709430	709930	-	501	137	340	182	800	243	668	968
gene-SynWH7803_0718	CT971583.1	710045	711163	-	1119	128	376	287	415	259	405	721
gene-SynWH7803_0719	CT971583.1	711266	712942	+	1677	1032	5615	3072	3018	2362	3239	12922
gene-SynWH7803_0720	CT971583.1	712946	714037	+	1092	441	1497	1015	1634	899	1414	3791
gene-SynWH7803_0721	CT971583.1	714069	714530	+	462	90	267	148	361	187	374	674
gene-SynWH7803_0722	CT971583.1	714620	715495	+	876	129	196	120	326	238	327	577
gene-SynWH7803_0723	CT971583.1	715512	715772	+	261	82	110	68	148	119	148	291
gene-SynWH7803_0724	CT971583.1	715777	716217	+	441	115	348	174	367	253	347	884
gene-SynWH7803_0725	CT971583.1	716192	716968	-	777	187	816	330	713	440	665	2060
gene-SynWH7803_0726	CT971583.1	717132	717941	+	810	100	62	62	114	136	133	182
gene-SynWH7803_0727	CT971583.1	718060	718494	+	435	115	537	210	438	221	429	970
gene-SynWH7803_0728	CT971583.1	718495	720093	-	1599	274	730	380	978	531	994	1831
gene-SynWH7803_0729	CT971583.1	720182	722878	-	2697	337	647	398	1144	682	1063	1528
gene-RNA_23	CT971583.1	722965	723050	-	86	28	35	41	113	73	85	64
gene-SynWH7803_0730	CT971583.1	723112	723357	+	246	109	349	230	361	193	316	686
gene-SynWH7803_0731	CT971583.1	723377	723715	+	339	82	237	197	300	156	224	469
gene-SynWH7803_0732	CT971583.1	723747	724550	+	804	350	689	473	2001	748	1260	1322
gene-SynWH7803_0733	CT971583.1	724554	724925	-	372	844	1583	922	5015	1670	2841	3053
gene-SynWH7803_0734	CT971583.1	725020	725289	+	270	40	45	68	121	68	85	180
gene-SynWH7803_0735	CT971583.1	725265	725597	-	333	34	49	72	98	79	89	185
gene-SynWH7803_0736	CT971583.1	725621	725866	-	246	12	12	33	44	44	35	45
gene-SynWH7803_0737	CT971583.1	725952	726518	+	567	99	203	152	232	155	252	562
gene-SynWH7803_0738	CT971583.1	726376	726936	-	561	183	651	363	557	364	604	1666
gene-SynWH7803_0739	CT971583.1	726942	727196	-	255	160	560	302	425	292	487	1469
gene-SynWH7803_0740	CT971583.1	727238	727582	-	345	109	434	171	308	191	309	1086
gene-SynWH7803_0741	CT971583.1	727579	727926	-	348	206	1140	358	706	403	734	2783
gene-SynWH7803_0742	CT971583.1	728021	728947	-	927	1045	5027	1548	3761	2048	5527	13111
gene-SynWH7803_0743	CT971583.1	729195	729686	+	492	98	281	188	210	141	204	590
gene-SynWH7803_0744	CT971583.1	729699	730355	+	657	65	122	86	101	81	102	276
gene-SynWH7803_0745	CT971583.1	730486	731163	+	678	127	207	144	238	153	222	542
gene-SynWH7803_0746	CT971583.1	731160	731840	-	681	109	154	105	158	142	171	401
gene-SynWH7803_0747	CT971583.1	731909	732409	+	501	163	292	194	142	184	140	650
gene-SynWH7803_0748	CT971583.1	732369	734537	-	2169	700	1467	1066	726	853	758	3280
gene-SynWH7803_0749	CT971583.1	734497	734985	-	489	270	654	368	313	352	261	821
gene-SynWH7803_0750	CT971583.1	735127	735342	+	216	48	77	54	126	64	107	178
gene-SynWH7803_0751	CT971583.1	735347	735547	-	201	67	161	93	219	119	255	347
gene-SynWH7803_0752	CT971583.1	735544	735906	-	363	107	268	154	309	195	293	617
gene-SynWH7803_0753	CT971583.1	736040	736399	-	360	2671	6131	4912	11411	5629	9332	18407
gene-SynWH7803_0754	CT971583.1	736434	737426	-	993	182	474	323	498	345	346	956
gene-SynWH7803_0755	CT971583.1	737437	738495	-	1059	233	830	446	695	449	495	1881
gene-SynWH7803_0756	CT971583.1	738615	740900	-	2286	567	1550	809	1800	983	1501	5632
gene-SynWH7803_0757	CT971583.1	740979	741734	-	756	137	470	280	472	273	379	878
gene-SynWH7803_0758	CT971583.1	741749	743353	-	1605	250	564	554	553	417	669	1175
gene-SynWH7803_0759	CT971583.1	743343	743588	-	246	324	595	644	515	516	909	1549
gene-SynWH7803_0760	CT971583.1	743709	744113	-	405	58	127	73	100	81	119	263
gene-SynWH7803_0761	CT971583.1	744110	744553	-	444	78	165	98	123	108	156	331
gene-SynWH7803_0762	CT971583.1	744618	749048	+	4431	356	328	282	585	555	517	693
gene-SynWH7803_0763	CT971583.1	749052	749942	+	891	102	71	55	158	135	150	147
gene-SynWH7803_0764	CT971583.1	750013	751320	+	1308	94	247	157	186	179	176	546
gene-SynWH7803_0765	CT971583.1	751320	751709	+	390	59	95	78	96	92	95	206
gene-SynWH7803_0766	CT971583.1	751711	752331	+	621	71	97	94	133	99	126	176
gene-SynWH7803_0767	CT971583.1	752400	753095	+	696	173	481	279	909	285	911	1528
gene-SynWH7803_0768	CT971583.1	753103	753651	+	549	67	195	86	327	123	356	733
gene-SynWH7803_0769	CT971583.1	753651	754745	+	1095	84	158	96	272	151	287	454
gene-SynWH7803_0770	CT971583.1	754735	756201	-	1467	121	213	217	332	200	334	716
gene-SynWH7803_0771	CT971583.1	756222	758339	-	2118	247	557	446	406	374	440	2094
gene-SynWH7803_0772	CT971583.1	758346	759917	-	1572	263	732	541	470	426	435	1866
gene-SynWH7803_0773	CT971583.1	759974	760921	-	948	109	331	218	232	200	288	655
gene-SynWH7803_0774	CT971583.1	760936	762012	-	1077	88	148	100	141	134	144	393
gene-SynWH7803_0775	CT971583.1	762102	762521	-	420	91	207	125	114	111	127	345
gene-SynWH7803_0776	CT971583.1	762521	764353	-	1833	255	666	505	475	414	442	1317
gene-SynWH7803_0777	CT971583.1	764382	764699	+	318	49	30	41	62	55	45	96
gene-SynWH7803_0778	CT971583.1	764696	765091	+	396	45	42	40	79	62	62	96
gene-SynWH7803_0779	CT971583.1	765098	765721	-	624	83	103	84	79	144	108	201
gene-SynWH7803_0780	CT971583.1	766037	767050	-	1014	103	635	420	281	279	321	1178
gene-SynWH7803_0781	CT971583.1	767054	767587	-	534	65	587	345	257	207	241	1006
gene-SynWH7803_0782	CT971583.1	767692	768597	-	906	99	258	245	265	207	312	642
gene-SynWH7803_0783	CT971583.1	768751	770109	+	1359	142	385	309	511	283	443	983
gene-SynWH7803_0784	CT971583.1	770274	771350	+	1077	4454	22162	14254	21596	11772	17226	52801
gene-SynWH7803_0785	CT971583.1	771442	772110	-	669	158	409	269	968	381	783	1057
gene-SynWH7803_0786	CT971583.1	772201	772824	+	624	158	225	243	1201	379	553	395
gene-SynWH7803_0787	CT971583.1	772778	774361	+	1584	293	372	394	1332	645	795	525
gene-SynWH7803_0788	CT971583.1	774361	775626	+	1266	312	448	445	1631	678	1148	760
gene-SynWH7803_0789	CT971583.1	775606	776643	-	1038	159	207	174	449	263	458	518
gene-SynWH7803_0790	CT971583.1	776911	777990	+	1080	1010	3093	2086	2018	1708	1596	5074
gene-SynWH7803_0791	CT971583.1	778104	778616	+	513	48	81	70	146	94	141	152
gene-SynWH7803_0792	CT971583.1	778625	780820	-	2196	251	706	360	875	409	700	1604
gene-SynWH7803_0793	CT971583.1	780927	781457	-	531	93	104	93	141	137	164	221
gene-SynWH7803_0794	CT971583.1	781483	782316	-	834	122	155	111	189	181	186	375
gene-SynWH7803_0795	CT971583.1	782321	782887	-	567	117	247	170	379	221	311	549
gene-SynWH7803_0796	CT971583.1	782967	783236	-	270	174	351	312	486	332	361	746
gene-SynWH7803_0797	CT971583.1	783291	783527	-	237	326	309	329	470	408	398	923
gene-SynWH7803_0798	CT971583.1	783585	784238	-	654	66	26	44	109	73	90	96
gene-SynWH7803_0799	CT971583.1	784316	784495	+	180	62	115	121	183	117	191	299
gene-SynWH7803_0800	CT971583.1	784503	784712	-	210	66	137	130	215	137	215	340
gene-SynWH7803_0801	CT971583.1	784811	785038	+	228	54	99	73	104	77	81	226
gene-SynWH7803_0802	CT971583.1	785035	785556	-	522	106	248	234	234	137	210	514
gene-SynWH7803_0803	CT971583.1	785553	786329	-	777	244	553	568	464	351	464	1059
gene-SynWH7803_0804	CT971583.1	786443	787978	+	1536	95	196	140	186	182	231	414
gene-SynWH7803_0805	CT971583.1	788052	788720	+	669	70	118	105	162	102	153	305
gene-SynWH7803_0806	CT971583.1	788703	788933	-	231	45	31	35	48	51	49	93
gene-SynWH7803_0807	CT971583.1	788961	789509	+	549	52	96	89	121	102	110	318
gene-SynWH7803_0808	CT971583.1	789506	790210	+	705	60	141	86	136	101	121	403
gene-SynWH7803_0809	CT971583.1	790296	791447	+	1152	58	99	71	111	83	98	177
gene-SynWH7803_0810	CT971583.1	791741	792160	-	420	184	434	226	633	325	737	581
gene-SynWH7803_0811	CT971583.1	792185	793117	-	933	126	117	109	177	130	128	310
gene-SynWH7803_0812	CT971583.1	793179	794501	+	1323	97	163	97	193	141	168	372
gene-SynWH7803_0813	CT971583.1	794525	794794	+	270	60	140	98	100	134	164	247
gene-SynWH7803_0814	CT971583.1	794848	795096	-	249	45	95	70	60	90	118	144
gene-SynWH7803_0815	CT971583.1	795287	796279	+	993	82	64	68	162	125	159	207
gene-SynWH7803_0816	CT971583.1	796315	797058	+	744	48	76	61	75	77	85	192
gene-SynWH7803_0817	CT971583.1	797048	797632	+	585	57	94	62	97	83	79	189
gene-SynWH7803_0818	CT971583.1	797622	798086	-	465	43	57	45	54	76	72	132
gene-SynWH7803_0819	CT971583.1	798188	798460	+	273	110	129	74	216	112	159	540
gene-SynWH7803_0820	CT971583.1	798527	799777	+	1251	87	159	97	167	135	159	425
gene-SynWH7803_0821	CT971583.1	799826	800149	+	324	34	102	49	58	39	48	204
gene-SynWH7803_0822	CT971583.1	800149	801015	+	867	84	233	164	158	150	164	484
gene-SynWH7803_0823	CT971583.1	801008	801223	-	216	48	121	104	86	100	109	267
gene-SynWH7803_0824	CT971583.1	801307	801726	+	420	139	174	151	205	180	241	465
gene-SynWH7803_0825	CT971583.1	802004	802474	+	471	147	274	300	580	301	451	585
gene-SynWH7803_0826	CT971583.1	802561	802731	+	171	78	238	210	344	185	393	398
gene-SynWH7803_0827	CT971583.1	802744	802899	-	156	73	212	194	289	171	355	397
gene-SynWH7803_0828	CT971583.1	802942	803577	+	636	66	53	58	112	93	99	130
gene-SynWH7803_0829	CT971583.1	803646	803960	+	315	88	204	165	258	147	194	529
gene-SynWH7803_0830	CT971583.1	803963	804487	-	525	78	190	158	204	149	204	437
gene-SynWH7803_0831	CT971583.1	804654	805106	-	453	89	137	122	236	172	235	382
gene-SynWH7803_0832	CT971583.1	805115	805624	-	510	119	271	172	252	175	211	701
gene-SynWH7803_0833	CT971583.1	805628	805870	-	243	96	193	108	191	139	189	545
gene-SynWH7803_0834	CT971583.1	806001	806789	+	789	178	536	278	552	342	495	1102
gene-SynWH7803_0835	CT971583.1	806804	807277	+	474	79	197	117	304	153	220	462
gene-SynWH7803_0836	CT971583.1	807274	807450	+	177	24	60	31	139	55	56	99
gene-SynWH7803_0837	CT971583.1	807549	807707	+	159	131	334	167	340	167	319	665
gene-SynWH7803_0838	CT971583.1	807692	808084	-	393	155	373	203	408	237	378	844
gene-SynWH7803_0839	CT971583.1	808207	808371	+	165	513	987	509	1102	628	1405	3257
gene-SynWH7803_0840	CT971583.1	808437	808751	+	315	410	1242	706	864	655	1008	3764
gene-SynWH7803_0841	CT971583.1	808765	810231	-	1467	246	757	447	495	389	544	2040
gene-SynWH7803_0842	CT971583.1	810346	810918	+	573	134	195	167	199	147	201	521
gene-SynWH7803_0843	CT971583.1	810934	811164	-	231	142	297	211	232	184	206	663
gene-SynWH7803_0844	CT971583.1	811219	811422	+	204	738	1119	936	1358	886	1281	2465
gene-SynWH7803_0845	CT971583.1	811434	811607	-	174	771	1071	919	1414	828	1357	2390
gene-SynWH7803_0846	CT971583.1	811697	812170	-	474	75	88	115	118	108	119	155
gene-SynWH7803_0847	CT971583.1	812167	812325	-	159	44	46	63	73	55	72	60
gene-SynWH7803_0848	CT971583.1	812462	812713	+	252	36	30	30	61	58	57	82
gene-SynWH7803_0849	CT971583.1	812740	813039	+	300	94	344	181	319	214	303	1039
gene-SynWH7803_0850	CT971583.1	813046	813270	-	225	72	327	151	233	165	231	901
gene-SynWH7803_0851	CT971583.1	813314	814414	-	1101	67	119	73	180	104	160	340
gene-SynWH7803_0852	CT971583.1	814414	814848	-	435	38	30	33	66	45	60	115
gene-SynWH7803_0853	CT971583.1	814925	815101	+	177	36	24	53	136	62	110	87
gene-SynWH7803_0854	CT971583.1	815131	815913	-	783	50	73	67	166	84	142	209
gene-SynWH7803_0855	CT971583.1	815910	816113	-	204	16	32	12	10	26	32	70
gene-SynWH7803_0856	CT971583.1	816202	816867	+	666	50	75	69	65	72	80	249
gene-SynWH7803_0857	CT971583.1	816884	817654	+	771	40	54	49	106	67	103	154
gene-SynWH7803_0858	CT971583.1	817636	818436	-	801	55	127	88	116	107	136	631
gene-SynWH7803_0859	CT971583.1	818453	818617	-	165	38	117	68	92	82	106	505
gene-SynWH7803_0860	CT971583.1	818775	819041	+	267	96	295	168	329	165	364	645
gene-SynWH7803_0861	CT971583.1	819048	819437	-	390	108	337	171	362	169	397	899
gene-SynWH7803_0862	CT971583.1	819528	820013	+	486	78	126	101	174	127	170	355
gene-SynWH7803_0863	CT971583.1	820040	820405	-	366	80	101	88	163	129	173	370
gene-SynWH7803_0864	CT971583.1	820529	820954	+	426	58	214	171	164	121	128	398
gene-SynWH7803_0865	CT971583.1	820964	821128	+	165	19	124	95	104	50	62	237
gene-SynWH7803_0866	CT971583.1	821141	822976	-	1836	165	264	224	333	207	297	455
gene-SynWH7803_0867	CT971583.1	822975	824606	+	1632	103	183	148	250	192	269	504
gene-SynWH7803_0868	CT971583.1	824617	825591	+	975	62	83	75	83	97	101	195
gene-SynWH7803_0869	CT971583.1	825613	827301	+	1689	164	370	226	450	255	467	856
gene-SynWH7803_0870	CT971583.1	827442	830492	+	3051	439	924	654	3135	983	2922	1385
gene-SynWH7803_0871	CT971583.1	830660	831907	-	1248	93	94	86	213	140	178	265
gene-SynWH7803_0872	CT971583.1	831904	832065	-	162	47	22	36	69	59	66	88
gene-SynWH7803_0873	CT971583.1	832319	832738	+	420	50	63	61	126	68	135	103
gene-SynWH7803_0874	CT971583.1	832776	836567	-	3792	317	335	339	1121	528	1149	847
gene-SynWH7803_0875	CT971583.1	836779	837018	+	240	48	70	71	258	82	176	128
gene-SynWH7803_0876	CT971583.1	837002	837880	-	879	69	73	59	97	122	131	189
gene-SynWH7803_0877	CT971583.1	837904	839016	-	1113	98	107	79	117	165	173	296
gene-SynWH7803_0878	CT971583.1	839110	839526	+	417	58	54	53	103	78	123	135
gene-SynWH7803_0879	CT971583.1	839559	839975	-	417	55	36	46	99	69	114	123
gene-SynWH7803_0880	CT971583.1	840061	840432	+	372	51	27	38	80	56	69	110
gene-SynWH7803_0881	CT971583.1	840432	840677	+	246	29	21	22	78	34	51	65
gene-SynWH7803_0882	CT971583.1	840800	842731	+	1932	147	157	162	495	302	407	497
gene-SynWH7803_0883	CT971583.1	842855	843043	-	189	28	20	18	67	53	63	73
gene-SynWH7803_0884	CT971583.1	843142	843405	+	264	16	14	19	38	22	33	48
gene-SynWH7803_0885	CT971583.1	843415	844047	-	633	51	63	50	65	55	79	100
gene-SynWH7803_0886	CT971583.1	844186	844557	+	372	52	57	32	182	77	160	116
gene-SynWH7803_0887	CT971583.1	844626	844802	-	177	34	53	43	261	93	280	144
gene-SynWH7803_0888	CT971583.1	844859	845035	-	177	40	54	40	225	95	254	83
gene-SynWH7803_0889	CT971583.1	845619	845936	+	318	20	29	54	119	52	103	95
gene-SynWH7803_0890	CT971583.1	846011	846406	-	396	78	140	119	206	162	210	364
gene-SynWH7803_0891	CT971583.1	846423	846632	-	210	87	125	122	237	150	228	324
gene-SynWH7803_0892	CT971583.1	846668	847771	+	1104	76	70	65	123	117	177	177
