# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR8782499_sorted.bam" "SRR8782500_sorted.bam" "SRR8782496_sorted.bam" "SRR8782494_sorted.bam" "SRR8782492_sorted.bam" "SRR8782497_sorted.bam" "SRR8782493_sorted.bam" "SRR8782490_sorted.bam" "SRR8782498_sorted.bam" "SRR8782495_sorted.bam" "SRR8782501_sorted.bam" "SRR8782491_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR8782499_sorted.bam	SRR8782500_sorted.bam	SRR8782496_sorted.bam	SRR8782494_sorted.bam	SRR8782492_sorted.bam	SRR8782497_sorted.bam	SRR8782493_sorted.bam	SRR8782490_sorted.bam	SRR8782498_sorted.bam	SRR8782495_sorted.bam	SRR8782501_sorted.bam	SRR8782491_sorted.bam
gene-PA1356	NC_002516.2	1468913	1470019	+	1107	28	33	24	71	43	27	38	59	28	24	30	105
gene-PA1357	NC_002516.2	1470088	1470564	+	477	140	234	136	416	338	233	153	230	338	319	328	276
gene-PA1358	NC_002516.2	1470580	1470978	-	399	117	160	106	313	242	193	127	188	204	257	234	271
gene-PA1359	NC_002516.2	1471016	1471672	-	657	172	183	121	331	192	239	124	147	148	222	207	202
gene-PA1360	NC_002516.2	1471671	1472564	+	894	346	390	316	570	324	407	268	253	353	498	423	302
gene-PA1361	NC_002516.2	1472547	1473980	-	1434	637	728	583	1233	462	775	522	440	770	966	829	407
gene-PA1362	NC_002516.2	1474391	1474714	+	324	27	32	16	68	63	29	36	36	34	34	46	112
gene-PA1363	NC_002516.2	1474727	1475467	+	741	88	174	174	237	73	189	115	72	355	127	289	115
gene-PA1364	NC_002516.2	1475464	1476306	+	843	61	149	136	220	63	190	74	80	273	140	227	85
gene-PA1365	NC_002516.2	1476384	1478825	+	2442	104	219	123	270	146	209	168	118	232	159	266	230
gene-PA1366	NC_002516.2	1479021	1479791	-	771	290	497	367	670	1593	425	425	722	547	361	344	2322
gene-PA1367	NC_002516.2	1480215	1481051	-	837	56	89	46	228	115	132	61	95	108	140	145	123
gene-PA1368	NC_002516.2	1481334	1482758	-	1425	92	170	83	203	289	119	99	189	118	100	110	441
gene-PA1369	NC_002516.2	1483123	1483875	+	753	160	214	138	297	295	223	139	195	304	372	367	245
gene-PA1370	NC_002516.2	1483898	1485763	+	1866	172	288	194	491	513	329	321	419	392	433	467	601
gene-PA1371	NC_002516.2	1486266	1486967	-	702	330	643	432	1127	522	990	677	614	427	534	569	961
gene-PA1372	NC_002516.2	1486960	1489095	-	2136	1286	2172	1391	4010	1625	2644	1952	2265	1657	2036	2134	3255
gene-PA1373	NC_002516.2	1489815	1491083	-	1269	218	232	170	512	349	337	267	194	239	280	191	490
gene-PA1374	NC_002516.2	1491192	1491698	+	507	88	113	72	258	94	129	102	94	118	139	119	171
gene-PA1375	NC_002516.2	1491913	1493055	+	1143	414	721	324	1261	592	613	397	410	699	641	661	737
gene-PA1376	NC_002516.2	1493090	1494823	-	1734	295	667	241	643	705	392	250	451	691	373	539	1345
gene-PA1377	NC_002516.2	1494959	1495492	+	534	147	241	104	369	303	175	122	252	293	253	214	462
gene-PA1378	NC_002516.2	1495635	1495997	+	363	69	89	44	130	146	67	59	98	149	118	81	211
gene-PA1379	NC_002516.2	1496087	1496920	-	834	37	33	20	92	62	34	19	52	56	45	39	103
gene-PA1380	NC_002516.2	1497012	1497977	+	966	85	126	54	224	202	120	68	124	111	77	90	365
gene-PA1381	NC_002516.2	1498338	1498829	+	492	17	27	12	55	41	36	23	18	32	19	28	44
gene-PA1382	NC_002516.2	1498813	1501092	+	2280	412	492	263	768	1398	445	505	647	407	388	365	1955
gene-PA1383	NC_002516.2	1501611	1503416	+	1806	189	340	201	591	521	294	247	432	242	276	253	952
gene-PA1384	NC_002516.2	1503568	1504581	+	1014	30	37	35	134	50	52	43	48	57	75	37	122
gene-PA1385	NC_002516.2	1504605	1505729	+	1125	26	34	25	105	57	50	48	51	32	49	38	137
gene-PA1386	NC_002516.2	1505749	1507017	+	1269	55	53	51	195	111	103	81	77	44	90	69	233
gene-PA1387	NC_002516.2	1507164	1508720	+	1557	124	177	95	347	345	185	102	200	164	180	131	523
gene-PA1388	NC_002516.2	1508737	1509465	+	729	36	49	27	130	94	81	53	45	64	49	59	201
gene-PA1389	NC_002516.2	1509562	1511046	+	1485	74	156	99	308	188	209	154	129	173	150	130	339
gene-PA1390	NC_002516.2	1511232	1512266	+	1035	55	85	71	164	102	127	74	78	81	85	55	145
gene-PA1391	NC_002516.2	1512260	1514035	+	1776	55	103	60	198	98	131	78	80	81	119	77	131
gene-PA1392	NC_002516.2	1514036	1515280	+	1245	79	111	84	174	186	140	75	127	116	129	91	266
gene-PA1393	NC_002516.2	1515337	1515927	-	591	36	54	34	94	89	61	47	69	46	45	45	131
gene-PA1394	NC_002516.2	1516433	1516687	+	255	43	43	43	57	43	41	34	59	55	70	69	51
gene-PA1395	NC_002516.2	1516703	1517119	+	417	77	89	59	101	75	61	51	94	101	97	118	106
gene-PA1396	NC_002516.2	1517146	1518768	-	1623	149	268	179	363	206	248	192	211	373	374	432	211
gene-PA1397	NC_002516.2	1518914	1519546	+	633	204	260	192	410	147	356	220	212	264	264	304	193
gene-PA1398	NC_002516.2	1519627	1519968	+	342	169	251	189	511	232	337	200	251	318	310	312	263
gene-PA1399	NC_002516.2	1519984	1520904	-	921	138	176	110	448	183	211	156	185	158	302	223	207
gene-PA1400	NC_002516.2	1521109	1524396	+	3288	118	174	91	232	163	161	108	187	148	157	104	304
gene-PA1401	NC_002516.2	1524424	1524831	-	408	51	97	33	113	152	60	47	79	99	64	63	248
gene-PA1402	NC_002516.2	1524909	1525574	-	666	38	69	33	64	158	34	45	79	59	57	48	201
gene-PA1403	NC_002516.2	1525667	1526299	+	633	75	85	38	103	97	64	55	138	57	74	81	236
gene-PA1404	NC_002516.2	1526430	1526657	-	228	34	37	21	80	78	25	31	56	42	47	45	141
gene-PA1405	NC_002516.2	1527191	1528783	+	1593	142	329	160	445	554	258	193	281	482	374	405	598
gene-PA1406	NC_002516.2	1528803	1529561	-	759	50	104	66	170	218	101	60	127	154	149	119	300
gene-PA1407	NC_002516.2	1529597	1530538	-	942	139	161	144	389	133	222	140	80	105	263	250	150
gene-PA1408	NC_002516.2	1530605	1533028	-	2424	118	203	70	315	437	126	161	277	187	103	183	765
gene-PA1409	NC_002516.2	1533238	1534278	+	1041	50	68	38	133	53	51	44	86	53	57	30	132
gene-PA1410	NC_002516.2	1534289	1535380	+	1092	26	53	21	67	32	43	33	61	49	25	23	80
gene-PA1411	NC_002516.2	1535586	1536497	+	912	102	161	78	212	142	147	81	145	127	111	129	186
gene-PA1412	NC_002516.2	1536457	1537650	-	1194	47	48	24	72	58	40	36	60	47	26	33	127
gene-PA1413	NC_002516.2	1537755	1538627	+	873	54	121	59	212	175	115	108	105	126	123	113	278
gene-PA1414	NC_002516.2	1538683	1538916	+	234	2349	2570	750	4099	7571	1191	1674	5817	502	574	441	28625
gene-PA1415	NC_002516.2	1538976	1539704	-	729	573	527	371	954	2337	389	895	1269	267	226	210	12446
gene-PA1416	NC_002516.2	1539749	1541131	-	1383	134	168	134	783	319	286	460	266	110	151	206	1806
gene-PA1417	NC_002516.2	1541145	1542746	-	1602	69	115	89	457	123	140	149	117	78	96	225	342
gene-PA1418	NC_002516.2	1542822	1544213	-	1392	57	106	69	178	136	101	102	104	71	69	178	303
gene-PA1419	NC_002516.2	1544307	1545818	-	1512	116	207	86	167	107	98	97	145	85	69	210	354
gene-PA1420	NC_002516.2	1545837	1546256	-	420	155	340	110	211	146	113	92	209	111	56	276	488
gene-PA1421	NC_002516.2	1546271	1547230	-	960	518	1201	344	635	363	430	268	734	418	219	975	1197
gene-PA1422	NC_002516.2	1547437	1548330	+	894	254	305	207	710	225	434	294	226	220	371	378	297
gene-PA1423	NC_002516.2	1548334	1549587	-	1254	418	412	354	544	904	331	265	371	324	377	480	1237
gene-PA1424	NC_002516.2	1549883	1550494	+	612	76	149	84	244	289	149	110	125	185	147	127	326
gene-PA1424a	NC_002516.2	1550452	1550787	-	336	95	135	79	248	322	111	85	143	167	140	120	272
gene-PA1425	NC_002516.2	1550984	1552600	+	1617	100	182	98	483	272	226	177	154	144	285	162	233
gene-PA1428a	NC_002516.2	1552566	1554155	-	1590	150	259	150	489	274	254	151	208	195	316	239	343
gene-PA1428	NC_002516.2	1554415	1554846	+	432	65	186	92	626	291	302	211	94	124	267	85	225
gene-PA1429	NC_002516.2	1555012	1557720	+	2709	1568	1374	632	2628	11131	1188	2633	4238	994	450	519	18554
gene-PA1430	NC_002516.2	1558171	1558890	+	720	2464	5023	1900	4948	5741	3622	2484	3885	4580	2741	3830	9245
gene-PA1431	NC_002516.2	1558880	1559122	-	243	721	1264	539	1402	1858	1132	855	1517	1549	1083	1312	2829
gene-PA1432	NC_002516.2	1559254	1559859	+	606	3574	4740	3337	7585	9882	4464	5358	10071	5524	5482	5684	11141
gene-PA1433	NC_002516.2	1559966	1561918	-	1953	793	1218	825	1624	1192	1141	1011	1672	1676	1384	1919	1881
gene-PA1434	NC_002516.2	1561919	1562632	-	714	79	146	90	200	118	109	81	96	129	114	114	174
gene-PA1435	NC_002516.2	1562813	1563970	+	1158	41	50	28	87	122	35	54	65	36	30	36	169
gene-PA1436	NC_002516.2	1563967	1567077	+	3111	94	158	96	206	312	125	138	193	107	74	107	472
gene-PA1437	NC_002516.2	1567181	1567870	+	690	89	159	57	217	175	151	85	123	154	101	106	319
gene-PA1438	NC_002516.2	1567848	1569293	+	1446	142	277	134	452	287	288	256	260	248	287	262	516
gene-PA1439	NC_002516.2	1569302	1569709	-	408	435	561	346	1369	589	679	605	426	497	812	588	786
gene-PA1440	NC_002516.2	1569721	1570308	-	588	1949	2562	1801	5489	2292	2622	2398	1905	1865	2832	2254	2869
gene-PA1441	NC_002516.2	1570496	1571779	+	1284	1110	1128	924	2208	3954	900	1308	1104	1334	2141	1350	1321
gene-PA1442	NC_002516.2	1572023	1572544	+	522	583	766	450	1175	832	803	589	564	653	860	802	1002
gene-PA1443	NC_002516.2	1572552	1573523	+	972	1101	1519	971	2389	1856	1399	1298	1364	1323	1599	1492	2789
gene-PA1444	NC_002516.2	1573551	1574024	+	474	627	913	617	1524	1185	833	805	1047	858	992	819	1814
gene-PA1445	NC_002516.2	1574026	1574478	+	453	389	576	392	940	712	551	602	547	560	675	513	1208
gene-PA1446	NC_002516.2	1574475	1575242	+	768	542	676	448	1184	707	854	860	626	626	817	617	937
gene-PA1447	NC_002516.2	1575290	1575559	+	270	239	282	190	482	297	333	310	307	202	328	212	395
gene-PA1448	NC_002516.2	1575559	1576335	+	777	185	232	156	444	339	318	260	247	180	305	183	386
gene-PA1449	NC_002516.2	1576338	1577474	+	1137	135	185	122	306	209	245	189	183	154	242	128	278
gene-PA1450	NC_002516.2	1577547	1578806	+	1260	170	225	133	347	213	253	172	164	317	324	257	222
gene-PA1451	NC_002516.2	1578839	1580182	+	1344	142	177	134	206	169	209	126	171	268	266	295	178
gene-PA1452	NC_002516.2	1580321	1582444	+	2124	986	1150	714	1456	1631	1067	1188	1338	1246	952	1027	2139
gene-PA1453	NC_002516.2	1582528	1583817	+	1290	1659	1774	1295	2914	2899	1730	2104	2253	1630	1657	1576	4220
gene-PA1454	NC_002516.2	1583956	1584798	+	843	1823	2384	1583	4196	5602	2511	2540	3155	1961	2060	1943	7139
gene-PA1455	NC_002516.2	1584795	1585538	+	744	1571	2018	1275	3375	6744	1967	1996	3222	1587	1642	1555	8782
gene-PA1456	NC_002516.2	1585640	1586014	+	375	968	967	939	3246	2938	1523	2005	1730	954	1693	1190	3249
gene-PA1457	NC_002516.2	1586034	1586822	+	789	1661	1801	1428	6723	4668	2892	3964	3006	1465	3027	2006	5889
gene-PA1458	NC_002516.2	1587023	1589284	+	2262	3171	3975	3423	16451	8153	6418	7075	4925	2683	6518	4065	12066
gene-PA1459	NC_002516.2	1589338	1590444	+	1107	1431	2066	1753	9002	3945	3641	2676	2546	1427	3938	1564	6054
gene-PA1460	NC_002516.2	1590533	1591273	+	741	715	1001	837	4060	1827	2507	1416	1079	721	2357	833	2524
gene-PA1461	NC_002516.2	1591286	1592176	+	891	629	1024	800	3137	1345	2513	1205	850	719	2157	751	1648
gene-PA1462	NC_002516.2	1592271	1593059	+	789	796	1255	966	2472	1532	2214	1154	1067	1010	1801	917	1918
gene-PA1463	NC_002516.2	1593151	1594041	+	891	963	1461	1044	2476	3071	1986	1222	1300	1052	1597	992	3004
gene-PA1464	NC_002516.2	1594087	1594566	+	480	1355	2178	1370	3913	4350	2510	1935	2308	1512	2204	1195	4002
gene-PA1465	NC_002516.2	1594597	1595004	+	408	510	935	588	1515	1859	1073	888	973	637	990	519	1747
gene-PA1466	NC_002516.2	1595032	1595718	-	687	250	383	334	742	501	574	464	375	314	502	295	461
gene-PA1467	NC_002516.2	1595827	1596798	+	972	108	218	145	272	147	206	148	192	150	177	117	260
gene-PA1468	NC_002516.2	1596889	1597305	+	417	36	62	42	75	50	73	41	56	45	36	45	110
gene-PA1469	NC_002516.2	1597365	1598087	+	723	70	161	52	219	143	122	88	144	160	106	108	299
gene-PA1470	NC_002516.2	1598221	1598958	+	738	52	96	42	178	131	95	96	109	70	50	74	269
gene-PA1471	NC_002516.2	1599024	1599320	-	297	192	245	197	661	468	309	282	322	178	274	339	389
gene-PA1472	NC_002516.2	1599428	1599982	-	555	100	125	71	293	204	175	133	137	78	116	127	279
gene-PA1473	NC_002516.2	1600083	1600418	-	336	117	120	89	265	375	101	128	202	87	91	84	512
gene-PA1474	NC_002516.2	1600415	1601893	-	1479	870	1019	621	1628	2404	742	859	1262	549	692	711	2748
gene-PA1475	NC_002516.2	1602179	1602880	+	702	701	924	584	2053	487	1301	894	598	600	1208	1031	598
gene-PA1476	NC_002516.2	1602877	1603548	+	672	533	636	549	1300	590	937	762	658	514	837	704	573
gene-PA1477	NC_002516.2	1603671	1604429	+	759	1026	1343	1023	2272	1028	1541	1391	1349	1028	1595	1239	1243
gene-PA1478	NC_002516.2	1604426	1604602	+	177	517	606	519	970	397	632	599	621	475	714	496	601
gene-PA1479	NC_002516.2	1604599	1605087	+	489	1087	1389	1166	2006	900	1532	1365	1535	957	1572	1123	1249
gene-PA1480	NC_002516.2	1605088	1607061	+	1974	2736	3531	2898	3736	2332	3753	3449	4072	2684	4057	2700	2702
gene-PA1481	NC_002516.2	1607065	1607607	+	543	904	1271	1204	1141	1071	1259	1203	1469	1009	1478	947	1202
gene-PA1482	NC_002516.2	1607604	1608071	+	468	854	1023	1047	1063	989	1132	1144	1277	902	1386	822	1118
gene-PA1483	NC_002516.2	1608068	1609291	+	1224	1646	1799	1876	1818	2036	1687	2486	2385	1728	2268	1343	1376
gene-PA1483a	NC_002516.2	1609318	1609734	+	417	521	658	620	719	768	494	884	930	602	655	504	602
gene-PA1484	NC_002516.2	1609738	1610544	-	807	174	253	196	326	360	211	319	338	236	244	186	415
gene-PA1485	NC_002516.2	1610745	1612112	+	1368	22	29	19	42	30	26	24	39	22	30	31	67
gene-PA1486	NC_002516.2	1612126	1613226	+	1101	46	51	24	88	77	37	45	62	63	67	53	110
gene-PA1487	NC_002516.2	1613234	1614649	-	1416	35	78	29	128	99	87	38	56	117	111	117	107
gene-PA1488	NC_002516.2	1614670	1615908	-	1239	46	84	47	130	101	86	38	51	185	116	134	147
gene-PA1489	NC_002516.2	1615895	1617085	-	1191	50	88	40	165	157	102	40	45	194	143	155	212
gene-PA1490	NC_002516.2	1617489	1618265	-	777	71	111	49	216	122	121	69	83	154	177	179	247
gene-PA1491	NC_002516.2	1618612	1619847	+	1236	102	120	78	189	190	133	98	127	99	124	93	312
gene-PA1492	NC_002516.2	1619907	1620263	+	357	46	45	25	131	71	95	50	37	73	116	86	89
gene-PA1493	NC_002516.2	1620345	1621343	-	999	538	1108	466	2067	1218	1262	617	799	1655	1319	1427	1355
gene-PA1494	NC_002516.2	1621472	1623127	-	1656	298	633	266	1774	331	810	309	440	340	687	416	848
gene-PA1495	NC_002516.2	1623251	1623877	-	627	52	98	67	241	79	119	61	81	110	120	117	125
gene-PA1496	NC_002516.2	1623864	1624715	-	852	71	144	79	341	150	173	116	104	191	165	157	191
gene-PA1497	NC_002516.2	1624781	1625695	-	915	28	32	38	71	45	30	37	58	42	45	41	89
gene-PA1498	NC_002516.2	1626062	1627495	-	1434	34	42	28	60	48	34	31	53	41	29	41	88
gene-PA1499	NC_002516.2	1627497	1628762	-	1266	27	16	18	43	26	29	31	32	21	25	21	49
gene-PA1500	NC_002516.2	1629059	1629949	-	891	20	30	11	41	48	26	19	22	24	38	22	69
gene-PA1501	NC_002516.2	1630024	1630806	-	783	46	109	47	142	296	68	55	123	112	74	92	589
gene-PA1502	NC_002516.2	1630902	1632677	-	1776	37	64	41	84	106	51	55	74	87	39	73	261
gene-PA1503	NC_002516.2	1633006	1633437	+	432	21	18	17	56	65	22	35	44	33	40	26	54
gene-PA1504	NC_002516.2	1633842	1634492	-	651	328	424	350	937	570	555	473	394	499	677	565	473
gene-PA1505	NC_002516.2	1634728	1635723	+	996	397	741	334	1459	2239	769	521	973	1615	801	826	2717
gene-PA1506	NC_002516.2	1635908	1636237	+	330	69	118	65	205	161	167	159	108	150	84	118	193
gene-PA1507	NC_002516.2	1636329	1637696	-	1368	86	140	71	253	152	197	162	143	121	117	126	250
gene-PA1508	NC_002516.2	1638379	1638639	-	261	110	88	105	196	170	111	161	161	68	54	79	316
gene-PA1509	NC_002516.2	1638652	1639794	-	1143	493	365	422	754	815	420	691	620	286	282	335	1273
gene-PA1510	NC_002516.2	1639791	1641500	-	1710	479	362	500	442	650	315	500	486	310	247	360	732
gene-PA1511	NC_002516.2	1641497	1644025	-	2529	667	605	733	430	435	344	509	721	395	296	463	695
gene-PA1512	NC_002516.2	1644207	1644725	-	519	687	228	693	215	72	124	479	617	52	75	59	184
gene-PA1513	NC_002516.2	1645211	1646488	-	1278	157	247	120	684	465	296	295	289	235	220	244	662
gene-PA1514	NC_002516.2	1646537	1647046	-	510	55	93	44	275	328	194	143	129	138	100	94	499
gene-PA1515	NC_002516.2	1647101	1648099	-	999	88	129	68	238	643	193	220	247	215	99	148	973
gene-PA1516	NC_002516.2	1648117	1648632	-	516	56	87	63	164	454	110	88	209	244	88	105	745
gene-PA1517	NC_002516.2	1648629	1649555	-	927	113	159	90	271	641	150	81	301	420	195	173	1274
gene-PA1518	NC_002516.2	1649928	1650308	+	381	57	103	57	230	245	98	65	124	140	119	122	293
gene-PA1519	NC_002516.2	1650549	1651898	-	1350	42	63	34	70	112	41	40	75	63	32	49	146
gene-PA1520	NC_002516.2	1652273	1653052	+	780	698	1017	544	1999	1484	928	695	984	881	1075	918	1947
gene-PA1521	NC_002516.2	1653106	1654410	-	1305	164	257	179	665	330	378	276	171	210	413	507	439
gene-PA1522	NC_002516.2	1654480	1655319	-	840	154	238	120	399	391	226	216	188	194	207	284	445
gene-PA1523	NC_002516.2	1655346	1657745	-	2400	256	410	141	511	661	372	330	314	403	191	414	937
gene-PA1524	NC_002516.2	1657738	1659192	-	1455	184	411	118	228	487	218	155	237	800	132	290	513
gene-PA1525	NC_002516.2	1659413	1660546	-	1134	58	102	47	112	216	84	80	136	84	62	51	378
gene-PA1526	NC_002516.2	1660727	1661386	+	660	632	934	649	1912	1705	1247	1106	821	957	1003	1064	1618
gene-PA1527	NC_002516.2	1661412	1664900	+	3489	2471	4104	2665	6639	3553	5600	3590	2988	3326	3916	3399	4875
gene-PA1528	NC_002516.2	1665065	1665934	+	870	1733	2508	1601	5206	3044	2871	2075	1976	2371	2661	2457	5212
gene-PA1529	NC_002516.2	1666025	1668409	+	2385	1455	1867	1281	3430	1049	2287	1542	1096	1610	2075	1998	2243
gene-PA1530	NC_002516.2	1668455	1668832	+	378	312	439	271	756	384	472	294	284	374	436	431	424
gene-PA1530.1	NC_002516.2	1668840	1669799	+	960	236	315	210	611	374	583	382	281	320	396	312	405
gene-PA1531	NC_002516.2	1669086	1669952	-	867	159	159	141	375	259	432	315	186	215	278	185	278
gene-PA1532	NC_002516.2	1669989	1672034	+	2046	1913	2869	1847	3933	2106	2924	1682	2046	2913	3437	3875	1895
gene-PA1533	NC_002516.2	1672080	1672406	+	327	1484	2050	1400	2046	1752	1663	1111	1767	1802	2104	2600	1070
gene-PA1534	NC_002516.2	1672485	1673081	+	597	623	954	708	1213	842	1040	716	729	1064	1172	1248	589
gene-PA1535	NC_002516.2	1673204	1674352	+	1149	272	388	253	353	164	389	251	240	288	352	372	592
gene-PA1536	NC_002516.2	1674365	1674904	-	540	85	148	69	275	153	190	130	116	187	147	137	285
gene-PA1537	NC_002516.2	1674978	1675865	-	888	26	45	27	87	83	35	47	44	36	37	45	149
gene-PA1538	NC_002516.2	1675862	1677445	-	1584	62	72	58	189	108	106	69	59	76	62	50	184
gene-PA1539	NC_002516.2	1677559	1678407	+	849	153	241	171	569	369	297	306	187	250	208	148	671
gene-PA1540	NC_002516.2	1678261	1678590	-	330	92	121	140	361	184	250	316	123	168	93	103	457
gene-PA1541	NC_002516.2	1678584	1678952	-	369	103	107	102	355	159	279	386	150	130	86	94	617
gene-PA1542	NC_002516.2	1679361	1680197	-	837	133	200	189	603	238	472	433	121	140	303	172	350
gene-PA1543	NC_002516.2	1680437	1680985	-	549	816	893	1017	2989	763	1850	1599	693	876	1600	984	861
gene-PA1544	NC_002516.2	1681071	1681805	-	735	4112	5276	4453	13687	6587	7373	7468	5047	4028	6309	3682	8068
gene-PA1545	NC_002516.2	1682051	1682518	+	468	717	795	499	1008	2056	543	664	1435	449	449	528	2628
gene-PA1546	NC_002516.2	1682567	1683949	-	1383	4101	4753	2272	5194	15067	1820	4092	15742	2910	1214	1625	23360
gene-PA1547	NC_002516.2	1684077	1684760	-	684	409	483	437	1119	547	558	655	714	280	495	263	916
gene-PA1548	NC_002516.2	1684753	1684962	-	210	414	470	445	1214	592	537	665	702	291	502	265	749
gene-PA1549	NC_002516.2	1684941	1687376	-	2436	2052	1997	2528	5533	2848	3328	4524	3751	1339	2841	1401	4041
gene-PA1550	NC_002516.2	1687373	1687912	-	540	1862	1732	2036	4191	3260	2381	3695	4558	1083	2131	1130	5791
gene-PA1551	NC_002516.2	1687924	1689339	-	1416	4415	4284	4666	8673	9037	4856	7981	10816	3076	4669	2633	13582
gene-PA1552	NC_002516.2	1689557	1690513	-	957	6494	7230	5956	5005	2340	3373	1777	2789	8648	6517	7945	2074
gene-PA1552.1	NC_002516.2	1690510	1690695	-	186	2435	2765	2434	2216	737	1566	712	996	2979	2644	2873	693
gene-PA1553	NC_002516.2	1690701	1691312	-	612	5421	5877	5086	5403	1479	3970	1885	2198	6101	6161	6631	1522
gene-PA1554	NC_002516.2	1691327	1692754	-	1428	9597	9285	9534	11687	2968	8994	4822	4500	8493	13785	12810	3935
gene-PA1555	NC_002516.2	1693119	1694045	-	927	4123	2764	4931	14846	16656	6073	19364	34954	1350	4755	919	27864
gene-PA1555.1	NC_002516.2	1694042	1694227	-	186	1641	1082	1872	4758	5802	2298	6728	13698	563	1618	356	11961
gene-PA1556	NC_002516.2	1694233	1694841	-	609	3428	2350	3717	9119	11134	3985	12020	29298	1324	3033	829	25295
gene-PA1557	NC_002516.2	1694852	1696279	-	1428	8399	7047	7601	17055	23893	7541	20635	60046	4021	6266	2091	47929
gene-PA1558	NC_002516.2	1696467	1697099	+	633	84	120	73	240	147	145	120	126	104	123	111	129
gene-PA1561	NC_002516.2	1698382	1699947	-	1566	1683	1744	1022	3788	14230	1295	2321	4137	1138	1514	864	10720
gene-PA1562	NC_002516.2	1700320	1703052	-	2733	1264	1966	1113	6849	9382	2677	2882	3376	1340	3306	1478	11066
gene-PA1563	NC_002516.2	1703379	1704437	+	1059	391	626	343	1124	514	820	428	516	527	797	634	746
gene-PA1564	NC_002516.2	1704522	1704761	+	240	287	442	287	867	767	473	416	416	373	471	353	463
gene-PA1565	NC_002516.2	1704793	1706103	-	1311	259	441	304	927	556	569	443	369	368	476	374	445
gene-PA1566	NC_002516.2	1706172	1707536	-	1365	47	92	53	203	81	175	91	70	49	81	71	160
gene-PA1567	NC_002516.2	1708004	1709401	-	1398	88	110	89	188	631	114	168	243	115	80	85	751
gene-PA1568	NC_002516.2	1709412	1709765	-	354	13	21	21	35	40	30	48	33	23	22	16	90
gene-PA1569	NC_002516.2	1709821	1711191	-	1371	32	59	36	86	69	52	55	59	71	37	39	142
gene-PA1570	NC_002516.2	1711569	1712450	+	882	191	414	166	461	207	284	163	196	259	212	274	432
gene-PA1571	NC_002516.2	1712519	1712698	-	180	199	276	103	446	569	203	139	297	230	197	239	463
gene-PA1572	NC_002516.2	1712908	1714053	+	1146	450	851	417	1269	1699	873	770	890	923	603	653	2457
gene-PA1573	NC_002516.2	1714064	1714660	+	597	178	356	237	571	572	501	431	363	362	357	318	896
gene-PA1574	NC_002516.2	1714778	1715059	-	282	543	832	397	1365	827	910	519	659	671	910	870	404
gene-PA1575	NC_002516.2	1715154	1715705	-	552	69	141	92	206	199	115	142	140	133	139	91	278
gene-PA1576	NC_002516.2	1715809	1716675	+	867	311	455	250	862	632	529	370	586	488	409	394	1091
gene-PA1577	NC_002516.2	1716682	1717023	-	342	119	197	114	371	230	273	186	238	190	207	214	440
gene-PA1578	NC_002516.2	1717139	1717894	+	756	116	134	65	231	212	162	163	194	122	117	126	440
gene-PA1578a	NC_002516.2	1717998	1718252	+	255	92	96	94	222	72	196	124	54	55	168	142	79
gene-PA1579	NC_002516.2	1718386	1718994	+	609	597	1122	519	1716	1116	1089	663	901	1428	1274	1414	1362
gene-PA1580	NC_002516.2	1719109	1720395	-	1287	3539	6630	3187	14248	4345	7650	4432	3883	6310	7295	6763	4916
gene-PA1581	NC_002516.2	1720744	1721130	+	387	5128	6223	4750	13707	3766	7993	6491	5472	5610	7579	6528	4549
gene-PA1582	NC_002516.2	1721124	1721492	+	369	4618	5886	5257	12589	2835	7569	5606	5615	5139	6389	6048	3685
gene-PA1583	NC_002516.2	1721496	1723268	+	1773	15492	22615	17203	35728	8829	23130	15744	24001	17792	19192	19470	13482
gene-PA1584	NC_002516.2	1723280	1723987	+	708	8933	12742	8673	15132	5939	12359	7336	14284	9996	9532	9949	7411
gene-PA1585	NC_002516.2	1724244	1727075	+	2832	19010	24501	18581	21943	16548	19754	21829	35307	19178	15620	20777	18530
gene-PA1586	NC_002516.2	1727118	1728347	+	1230	9981	12822	10562	9659	13748	8297	14618	20382	9883	6149	10786	10368
gene-PA1587	NC_002516.2	1728416	1729852	+	1437	13123	14524	13267	13100	21206	8759	18466	26267	10854	8211	13209	12779
gene-PA1588	NC_002516.2	1730181	1731347	+	1167	19226	20766	18423	18719	20231	13670	19894	29378	17088	15525	22978	10847
gene-PA1589	NC_002516.2	1731347	1732234	+	888	15152	15229	13576	13317	17232	9532	14935	23288	12855	11300	17037	8516
gene-PA1590	NC_002516.2	1732545	1733858	+	1314	1025	1246	977	3031	965	2154	1690	872	1115	2184	1972	1048
gene-PA1591	NC_002516.2	1734004	1734768	+	765	179	191	128	351	247	208	136	80	151	227	243	169
gene-PA1592	NC_002516.2	1734827	1735063	-	237	3554	5453	2764	10880	17256	5771	5380	5869	5990	9230	8060	7029
gene-PA1593	NC_002516.2	1735236	1735709	+	474	235	299	193	549	197	383	219	157	273	277	358	216
gene-PA1594	NC_002516.2	1735706	1736152	+	447	172	256	155	467	141	262	157	171	180	183	241	236
gene-PA1595	NC_002516.2	1736189	1737418	+	1230	248	318	202	584	180	419	172	237	230	345	343	280
