Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-Syncc8109_1056	3185	1111	1683	282	42	366	160	206	host	gene-Syncc8109_1056
gene-Syncc8109_0468	24020	8570	6742	1399	252	2081	965	1103	host	apcE
gene-Syncc8109_0586	136	82	29	6	1	10	3	2	host	gene-Syncc8109_0586
gene-Syncc8109_2581	10419	3490	2438	967	67	1211	250	213	host	rplK
gene-Syncc8109_1650	311	101	88	28	3	21	12	4	host	gene-Syncc8109_1650
gene-Syncc8109_0592	160	55	27	13	1	6	0	4	host	gene-Syncc8109_0592
gene-Syncc8109_1706	2336	812	856	223	22	200	94	88	host	gene-Syncc8109_1706
gene-Syncc8109_2350	4353	1135	552	230	17	345	98	67	host	gene-Syncc8109_2350
gene-Syncc8109_2262	186	43	33	12	2	21	9	3	host	ald
gene-Syncc8109_2617	463	127	90	37	3	33	18	15	host	gene-Syncc8109_2617
gene-Syncc8109_2165	1606	523	305	118	7	106	21	25	host	gene-Syncc8109_2165
gene-Syncc8109_2249	450	145	110	26	2	31	5	6	host	gene-Syncc8109_2249
gene-Syncc8109_2385	407	121	91	37	4	25	14	19	host	yrvN
gene-Syncc8109_0790	913	302	311	78	14	91	28	22	host	gene-Syncc8109_0790
gene-Syncc8109_1209	40	12	17	4	0	3	0	1	host	gene-Syncc8109_1209
gene-Syncc8109_2053	354	116	81	41	2	34	15	11	host	gene-Syncc8109_2053
gene-Syncc8109_2155	31845	9482	6803	2262	241	2964	681	617	host	rpoC2
gene-Syncc8109_0865	2024	763	632	174	19	194	60	53	host	gene-Syncc8109_0865
gene-Syncc8109_2667	288	75	48	12	3	23	8	2	host	gene-Syncc8109_2667
gene-Syncc8109_0145	658	188	157	44	4	73	21	15	host	gene-Syncc8109_0145
gene-Syncc8109_0916	1106	466	429	83	10	115	37	48	host	gene-Syncc8109_0916
gene-BSV9_gp117	0	0	2210	663	471	4323	8975	9696	phage	gene-BSV9_gp117
gene-Syncc8109_2285	565	138	120	36	2	44	19	20	host	ccdA
gene-Syncc8109_1580	2012	619	532	131	22	177	53	56	host	gene-Syncc8109_1580
gene-Syncc8109_0903	1681	509	397	148	12	138	52	51	host	gene-Syncc8109_0903
gene-Syncc8109_1140	184	51	29	6	4	8	6	3	host	gene-Syncc8109_1140
gene-Syncc8109_1859	209	46	46	19	1	16	3	3	host	gene-Syncc8109_1859
gene-Syncc8109_2012	7386	2513	1266	314	40	392	167	232	host	petH
gene-Syncc8109_0557	184	47	31	7	2	7	6	2	host	gene-Syncc8109_0557
gene-Syncc8109_1011	249	97	54	29	2	29	8	9	host	rsuA
gene-Syncc8109_0348	125247	55507	74832	44	582	116	52827	9581	host	gene-Syncc8109_0348
gene-Syncc8109_2314	120	33	40	10	0	9	5	2	host	gene-Syncc8109_2314
gene-Syncc8109_0086	265	73	28	7	3	10	2	8	host	gene-Syncc8109_0086
gene-Syncc8109_1639	526	171	83	36	4	35	13	7	host	gene-Syncc8109_1639
gene-Syncc8109_1500	131	34	23	7	3	7	6	4	host	gene-Syncc8109_1500
gene-Syncc8109_1964	2392	731	592	190	22	292	108	85	host	gene-Syncc8109_1964_gene_pcr
gene-Syncc8109_0941	126	46	42	13	2	8	2	3	host	gene-Syncc8109_0941
gene-Syncc8109_0235	515	159	98	32	4	20	12	12	host	tgt
gene-Syncc8109_0318	4661	1418	791	229	30	356	65	58	host	rne
gene-Syncc8109_1293	258	79	106	28	2	32	10	11	host	coaD
gene-Syncc8109_1300	4701	1730	1506	397	51	516	206	225	host	gene-Syncc8109_1300
gene-Syncc8109_2707	2113	573	197	89	14	106	29	24	host	narB
gene-Syncc8109_0856	239	72	65	18	1	17	8	3	host	gene-Syncc8109_0856
gene-Syncc8109_2409	1809	874	531	121	12	65	23	31	host	hli6
gene-Syncc8109_2626	23	5	15	6	0	4	2	2	host	gene-Syncc8109_2626
gene-Syncc8109_1608	520	158	117	34	5	31	14	11	host	gene-Syncc8109_1608
gene-BSV9_gp136	0	0	533	147	1522	14557	24068	23939	phage	gene-BSV9_gp136
gene-Syncc8109_0282	222	86	55	17	2	22	5	5	host	gene-Syncc8109_0282
gene-Syncc8109_0232	1678	492	3780	89	7	120	36	24	host	gene-Syncc8109_0232
gene-Syncc8109_0495	609	207	114	23	3	38	11	14	host	gene-Syncc8109_0495
gene-Syncc8109_1675	982	284	216	82	8	93	27	24	host	petJ
gene-Syncc8109_0928	471	201	181	40	7	44	20	16	host	gene-Syncc8109_0928
gene-Syncc8109_1229	59	25	27	10	1	4	5	3	host	gene-Syncc8109_1229
gene-Syncc8109_0167	410	109	87	25	1	36	9	14	host	gene-Syncc8109_0167
gene-Syncc8109_0572	50958	21231	20387	5671	936	10797	2264	2921	host	psbA2
gene-Syncc8109_0796	46	11	19	4	1	6	2	1	host	gene-Syncc8109_0796
gene-Syncc8109_2407	2122	714	381	150	22	142	82	57	host	gene-Syncc8109_2407
gene-Syncc8109_0810	148	35	16	5	0	12	3	5	host	yqgF
gene-Syncc8109_0705	1120	307	441	99	23	900	62	49	host	gene-Syncc8109_0705
gene-Syncc8109_0740	164	43	51	21	0	10	6	4	host	gene-Syncc8109_0740
gene-Syncc8109_1373	40	19	15	7	2	1	1	3	host	gene-Syncc8109_1373
gene-Syncc8109_2701	225	68	47	22	4	18	18	12	host	gene-Syncc8109_2701
gene-Syncc8109_0455	5961	2033	3474	637	121	894	352	406	host	araC
gene-Syncc8109_0097	4222	1592	2056	424	61	495	168	219	host	gene-Syncc8109_0097
gene-Syncc8109_1840	891	231	209	64	5	92	17	17	host	trmD
gene-Syncc8109_2694	799	249	223	53	7	71	29	24	host	pyrB
gene-Syncc8109_1732	1098	397	466	93	20	120	46	59	host	gene-Syncc8109_1732
gene-Syncc8109_0363	6508	1903	1582	663	65	832	220	187	host	rpl15
gene-Syncc8109_1421	321	112	107	27	4	31	7	11	host	gene-Syncc8109_1421
gene-Syncc8109_1972	2931	1086	866	267	28	302	112	111	host	folE
gene-Syncc8109_0667	82	24	23	15	2	8	4	10	host	ctaA
gene-Syncc8109_0494	433	98	63	24	3	13	10	12	host	gene-Syncc8109_0494
gene-Syncc8109_0258	2496	873	557	131	28	184	47	59	host	gene-Syncc8109_0258
gene-Syncc8109_1073	435	134	72	32	3	33	11	4	host	gene-Syncc8109_1073
gene-Syncc8109_1270	772	231	191	82	5	64	20	13	host	gene-Syncc8109_1270
gene-Syncc8109_2264	614	180	119	25	2	58	8	8	host	gene-Syncc8109_2264
gene-BSV9_gp14	0	0	6747	1690	2927	31195	31054	51769	phage	gene-BSV9_gp14
gene-Syncc8109_2057	973	273	205	67	5	81	17	16	host	gene-Syncc8109_2057
gene-Syncc8109_2018	70	21	21	7	0	4	1	0	host	gene-Syncc8109_2018
gene-Syncc8109_0875	8189	2599	1996	575	70	741	197	199	host	gene-Syncc8109_0875
gene-Syncc8109_1393	1301	356	252	73	3	66	16	22	host	aspC
gene-Syncc8109_2467	710	265	103	33	6	42	17	13	host	gene-Syncc8109_2467
gene-Syncc8109_0186	890	265	158	45	6	82	15	20	host	hisS
gene-BSV9_gp164	0	0	2595	577	926	9546	9130	10038	phage	gene-BSV9_gp164
gene-Syncc8109_0057	7499	2609	1408	441	51	493	192	214	host	sqdB
gene-BSV9_gp33	0	0	43260	9832	26673	271935	159090	175556	phage	gene-BSV9_gp33
gene-Syncc8109_0766	2126	728	628	163	16	203	91	60	host	fdx
gene-Syncc8109_2327	28	11	14	4	1	1	0	0	host	gene-Syncc8109_2327
gene-Syncc8109_0225	915	304	131	46	2	71	24	20	host	gene-Syncc8109_0225
gene-Syncc8109_2513	1952	699	502	141	19	190	75	44	host	gene-Syncc8109_2513
gene-Syncc8109_0068	977	304	214	63	13	117	32	32	host	clpX
gene-Syncc8109_1986	1363	446	483	121	22	157	57	59	host	hemH
gene-Syncc8109_1409	1591	497	416	101	11	141	31	36	host	prfC
gene-Syncc8109_1726	74	29	37	8	0	13	1	1	host	gene-Syncc8109_1726
gene-BSV9_gp150	0	0	461688	103068	93296	1057243	172452	235396	phage	gene-BSV9_gp150
gene-Syncc8109_0273	560	168	116	29	3	32	6	5	host	txlA
gene-Syncc8109_0442	3514	1168	1625	423	52	389	165	135	host	gene-Syncc8109_0442
gene-Syncc8109_0632	2538	799	744	211	27	330	113	107	host	serRS
gene-Syncc8109_1505	100	37	29	3	1	3	0	5	host	gene-Syncc8109_1505
gene-BSV9_gp160	0	0	26793	6381	6666	73254	56110	60954	phage	regA
gene-Syncc8109_1444	1153	324	229	73	7	113	26	24	host	gene-Syncc8109_1444
gene-Syncc8109_2586	3601	1073	669	221	22	295	66	53	host	eno
gene-Syncc8109_2260	405	111	64	21	2	34	11	9	host	nadD
gene-Syncc8109_0482	112	40	51	15	0	17	3	3	host	gene-Syncc8109_0482
gene-Syncc8109_0638	1553	420	268	112	8	96	27	17	host	rnpA
gene-Syncc8109_1124	1364	471	406	100	11	88	37	31	host	gene-Syncc8109_1124
gene-Syncc8109_2261	1045	296	213	58	10	101	24	41	host	nadE
gene-Syncc8109_2356	222	68	34	10	5	16	6	10	host	gene-Syncc8109_2356_gene_chlI
gene-Syncc8109_2679	18561	5398	3904	1569	200	1996	729	516	host	urtA1
gene-Syncc8109_2563	129	49	42	8	0	13	1	3	host	gene-Syncc8109_2563
gene-Syncc8109_2620	1451	376	264	97	13	115	35	26	host	dnaB
gene-Syncc8109_0025	586	203	132	53	5	60	15	17	host	gene-Syncc8109_0025
gene-BSV9_gp147	0	0	16308	4114	6228	59177	18415	21633	phage	gene-BSV9_gp147
gene-Syncc8109_0743	1564	572	398	128	16	118	27	28	host	gene-Syncc8109_0743
gene-BSV9_gp70	0	0	91275	23893	7380	68873	11742	13036	phage	gene-BSV9_gp70
gene-Syncc8109_1188	376	124	103	22	3	28	9	7	host	gene-Syncc8109_1188
gene-Syncc8109_2136	201	53	75	16	4	21	5	6	host	gene-Syncc8109_2136
gene-Syncc8109_1269	537	154	110	35	6	38	13	8	host	dnaJ2
gene-Syncc8109_2352	259	74	65	21	1	20	2	8	host	gene-Syncc8109_2352
gene-Syncc8109_0230	1282	380	307	95	8	108	26	37	host	gene-Syncc8109_0230
gene-Syncc8109_1181	721	167	78	22	0	39	14	11	host	gene-Syncc8109_1181
gene-Syncc8109_0920	20	4	6	1	0	2	1	3	host	gene-Syncc8109_0920
gene-Syncc8109_0879	419	133	119	26	4	44	14	9	host	hisM
gene-Syncc8109_1971	1044	340	263	78	10	85	30	31	host	trpF
gene-Syncc8109_0061	3210	1009	653	178	16	189	57	43	host	gene-Syncc8109_0061
gene-Syncc8109_2212	2893	815	587	187	15	214	62	72	host	nblS
gene-Syncc8109_0599	262	97	84	26	3	11	10	5	host	gene-Syncc8109_0599
gene-Syncc8109_1008	451	169	120	28	2	31	7	5	host	gene-Syncc8109_1008
gene-Syncc8109_1370	73	23	15	4	0	7	4	0	host	gene-Syncc8109_1370
gene-Syncc8109_2511	507	191	58	20	5	31	16	19	host	gene-Syncc8109_2511
gene-Syncc8109_0671	934	311	198	51	10	64	20	14	host	gene-Syncc8109_0671
gene-Syncc8109_1529	2033	547	339	143	10	173	43	37	host	gene-Syncc8109_1529
gene-Syncc8109_1771	27	15	19	2	0	3	2	2	host	gene-Syncc8109_1771
gene-Syncc8109_1533	906	269	181	80	9	74	19	23	host	trpD
gene-BSV9_gp32	0	0	100470	22389	44418	493077	254555	306447	phage	gene-BSV9_gp32
gene-Syncc8109_1609	356	109	68	28	2	19	12	8	host	gene-Syncc8109_1609
gene-Syncc8109_2477	2171	727	625	146	27	139	59	49	host	gene-Syncc8109_2477
gene-Syncc8109_0712	1142	326	211	65	6	70	15	22	host	gene-Syncc8109_0712
gene-Syncc8109_2115	576	188	140	47	5	61	21	24	host	proC
gene-Syncc8109_0950	9	6	8	3	0	2	0	0	host	gene-Syncc8109_0950
gene-Syncc8109_2644	1026	352	199	88	5	86	30	13	host	gene-Syncc8109_2644
gene-Syncc8109_1051	151	67	123	33	2	33	10	8	host	fldA
gene-Syncc8109_0951	48	12	13	5	0	5	2	1	host	gene-Syncc8109_0951
gene-Syncc8109_1765	124	49	44	10	2	15	8	6	host	gene-Syncc8109_1765
gene-Syncc8109_1144	2056	615	423	127	16	148	46	57	host	sodC
gene-Syncc8109_1610	339	91	75	13	1	22	6	7	host	gene-Syncc8109_1610
gene-Syncc8109_1230	329	112	99	31	2	16	9	7	host	gene-Syncc8109_1230
gene-Syncc8109_2357	366	138	53	18	5	26	10	14	host	gene-Syncc8109_2357
gene-Syncc8109_0550	150	58	42	21	3	19	5	7	host	gene-Syncc8109_0550
gene-Syncc8109_0170	128	40	30	7	5	12	4	5	host	gene-Syncc8109_0170
gene-Syncc8109_2338	370	105	68	28	2	27	10	14	host	gene-Syncc8109_2338
gene-BSV9_gp95	0	0	53015	13437	30788	285894	175444	204121	phage	gene-BSV9_gp95
gene-Syncc8109_0567	435	108	65	25	0	27	5	10	host	gene-Syncc8109_0567
gene-Syncc8109_1153	1997	837	2010	430	60	500	117	152	host	gene-Syncc8109_1153
gene-Syncc8109_1967	171	65	35	10	0	12	3	2	host	gene-Syncc8109_1967
gene-Syncc8109_0131	510	145	89	29	5	45	15	19	host	gene-Syncc8109_0131
gene-Syncc8109_2120	1276	348	290	83	8	89	21	29	host	gene-Syncc8109_2120
gene-Syncc8109_0646	353	93	66	15	2	35	5	7	host	gene-Syncc8109_0646
gene-Syncc8109_0356	5918	2001	751	314	35	326	85	77	host	rpl17
gene-Syncc8109_1238	5307	1767	951	314	31	409	97	96	host	ftsH1
gene-Syncc8109_2427	289	93	96	22	1	27	18	8	host	bacA
gene-Syncc8109_1160	64	17	14	2	0	4	2	1	host	gene-Syncc8109_1160
gene-Syncc8109_1005	401	118	72	181	3	32	13	5	host	gene-Syncc8109_1005
gene-Syncc8109_0453	832	285	409	70	12	69	38	41	host	gene-Syncc8109_0453
gene-BSV9_gp99	0	0	19462	3983	7118	86121	40994	60328	phage	25
gene-Syncc8109_2302	746	289	494	108	11	91	40	62	host	gene-Syncc8109_2302
gene-Syncc8109_1741	51	9	12	2	1	5	7	1	host	gene-Syncc8109_1741
gene-Syncc8109_1864	594	215	294	67	12	56	21	28	host	gene-Syncc8109_1864
gene-Syncc8109_1329	1203	392	354	82	8	88	22	24	host	gene-Syncc8109_1329
gene-Syncc8109_2466	868	260	181	62	5	70	25	25	host	gene-Syncc8109_2466
gene-Syncc8109_0298	1628	665	742	137	27	198	48	65	host	gene-Syncc8109_0298
gene-Syncc8109_0847	136	42	34	16	3	15	6	2	host	gene-Syncc8109_0847
gene-Syncc8109_2106	625	178	101	34	3	49	17	11	host	deoC
gene-Syncc8109_0936	100	29	27	11	2	4	2	3	host	gene-Syncc8109_0936
gene-Syncc8109_2652	138	37	36	11	1	10	4	7	host	gene-Syncc8109_2652
gene-Syncc8109_1900	346	104	64	15	0	14	4	1	host	gene-Syncc8109_1900
gene-Syncc8109_1856	6044	2276	795	255	39	246	95	79	host	gene-Syncc8109_1856
gene-BSV9_gp188	0	0	3235	916	2300	21625	83945	102416	phage	gene-BSV9_gp188
gene-Syncc8109_1206	240	71	67	16	4	25	7	5	host	gene-Syncc8109_1206
gene-Syncc8109_0422	964	264	254	73	9	85	25	16	host	gene-Syncc8109_0422
gene-Syncc8109_1797	110	32	37	10	1	13	6	5	host	gene-Syncc8109_1797
gene-Syncc8109_1942	1392	367	199	72	4	101	17	31	host	gene-Syncc8109_1942
gene-Syncc8109_1514	105	37	25	10	1	7	6	2	host	gene-Syncc8109_1514
gene-Syncc8109_2174	69	23	15	4	1	7	2	2	host	gene-Syncc8109_2174
gene-Syncc8109_0561	1106	356	674	103	12	94	28	21	host	mutS2
gene-Syncc8109_2322	119	43	21	8	0	1	1	2	host	gene-Syncc8109_2322
gene-Syncc8109_0678	973	328	194	56	5	75	22	22	host	ispD
gene-Syncc8109_1923	219	80	90	34	4	20	8	8	host	gene-Syncc8109_1923
gene-BSV9_gp111	0	0	1361	355	1181	12433	34439	38910	phage	15
gene-Syncc8109_2013	534	158	134	37	3	32	14	13	host	zwf
gene-Syncc8109_0447	2391	874	1148	237	38	260	96	134	host	gene-Syncc8109_0447
gene-Syncc8109_1637	293	86	60	25	2	14	3	5	host	gene-Syncc8109_1637
gene-Syncc8109_1698	1107	328	264	82	9	88	20	19	host	trpA
gene-Syncc8109_1218	1440	484	313	138	18	156	42	37	host	gene-Syncc8109_1218
gene-Syncc8109_0174	11445	4356	7007	1434	220	1712	691	799	host	ho1
gene-Syncc8109_1131	74	30	16	6	0	3	0	2	host	gene-Syncc8109_1131
gene-Syncc8109_0737	478	168	146	25	4	25	13	17	host	gene-Syncc8109_0737
gene-Syncc8109_2024	707	231	151	60	7	57	24	16	host	folD
gene-Syncc8109_1912	819	231	283	75	11	103	20	27	host	gene-Syncc8109_1912
gene-Syncc8109_1689	215	31	37	16	4	13	4	7	host	gene-Syncc8109_1689
gene-Syncc8109_1721	1883	633	288	85	11	85	30	39	host	gene-Syncc8109_1721
gene-Syncc8109_1949	1336	350	90	52	2	46	23	9	host	gene-Syncc8109_1949
gene-BSV9_gp90	83	8	180342	45882	15723	143013	25982	35239	phage	gene-BSV9_gp90
gene-Syncc8109_0375	8326	2543	1549	614	62	781	171	125	host	rpl22
gene-Syncc8109_0660	506	137	92	31	5	27	7	11	host	gene-Syncc8109_0660
gene-Syncc8109_1647	61091	24483	14487	3445	714	7663	2716	3434	host	psbA1
gene-Syncc8109_2721	282	71	93	49	3	60	33	15	host	gene-Syncc8109_2721
gene-Syncc8109_1253	394	132	88	32	3	37	14	9	host	gene-Syncc8109_1253
gene-Syncc8109_0508	3090	927	879	281	37	380	162	177	host	gene-Syncc8109_0508
gene-Syncc8109_2412	289	92	83	19	4	18	10	6	host	gene-Syncc8109_2412
gene-BSV9_gp227	0	0	16866	4076	4810	46622	23335	25939	phage	gene-BSV9_gp227
gene-Syncc8109_2170	290	90	61	22	2	13	7	12	host	gene-Syncc8109_2170
gene-Syncc8109_2540	245	81	60	19	4	17	8	3	host	nifS
gene-Syncc8109_0825	556	154	83	32	1	30	13	7	host	gene-Syncc8109_0825
gene-Syncc8109_0891	621	200	122	28	3	36	10	10	host	gene-Syncc8109_0891
gene-Syncc8109_1728	2962	956	1549	303	67	378	299	286	host	gene-Syncc8109_1728
gene-Syncc8109_2675	1216	318	191	59	14	56	36	40	host	urtE
gene-Syncc8109_0053	406	117	80	23	8	35	32	24	host	gene-Syncc8109_0053
gene-Syncc8109_0801	653	6383	178	62	10	46	17	23	host	gene-Syncc8109_0801
gene-Syncc8109_0927	316	101	143	33	9	38	22	10	host	gene-Syncc8109_0927
gene-Syncc8109_1322	1197	378	228	84	4	83	25	21	host	rumA
gene-Syncc8109_2142	290	94	53	13	3	24	5	5	host	gene-Syncc8109_2142
gene-Syncc8109_0717	2833	975	972	252	23	237	58	70	host	gene-Syncc8109_0717
gene-Syncc8109_0488	267	102	185	36	3	42	21	16	host	gene-Syncc8109_0488
gene-Syncc8109_0871	500	146	130	56	7	49	20	14	host	gene-Syncc8109_0871
gene-Syncc8109_0925	82	33	23	8	0	9	1	3	host	gene-Syncc8109_0925
gene-BSV9_gp212	0	0	40464	9334	13994	127892	37320	39535	phage	gene-BSV9_gp212
gene-Syncc8109_0470	2327	660	543	163	21	209	45	53	host	gene-Syncc8109_0470
gene-Syncc8109_1881	867	242	2575	167	35	106	1425	119	host	ffs
gene-BSV9_gp161	0	0	12382	3107	3657	38349	28158	29880	phage	gene-BSV9_gp161
gene-Syncc8109_1713	604	152	79	44	1	57	16	11	host	gene-Syncc8109_1713
gene-Syncc8109_1196	119	50	31	6	0	9	0	1	host	gene-Syncc8109_1196
gene-Syncc8109_2145	483	138	113	46	3	49	18	8	host	gene-Syncc8109_2145
gene-Syncc8109_2432	1584	483	288	101	11	110	25	27	host	gene-Syncc8109_2432
gene-Syncc8109_0509	169	43	44	12	2	15	1	4	host	gene-Syncc8109_0509
gene-Syncc8109_1447	10528	3659	2091	704	79	677	144	145	host	typA / bipA
gene-Syncc8109_0052	3499	1121	684	263	28	312	68	63	host	guaA
gene-Syncc8109_1053	5	1	10	4	0	5	0	0	host	gene-Syncc8109_1053
gene-Syncc8109_1683	659	184	126	36	8	46	9	12	host	hisIE
gene-Syncc8109_2411	857	257	173	51	7	53	18	17	host	gene-Syncc8109_2411
gene-Syncc8109_0930	582	302	77	31	6	26	12	11	host	gene-Syncc8109_0930
gene-Syncc8109_2434	909	329	396	77	16	97	38	55	host	petL
gene-BSV9_gp15	0	0	7086	1863	4369	45209	35561	46022	phage	gene-BSV9_gp15
gene-Syncc8109_0159	329	124	91	39	4	35	27	17	host	gene-Syncc8109_0159
gene-Syncc8109_1861	2987	991	751	218	20	281	81	68	host	lpdA
gene-Syncc8109_2019	702	204	168	57	8	58	18	13	host	gene-Syncc8109_2019
gene-Syncc8109_1394	1566	452	262	88	12	115	31	24	host	gene-Syncc8109_1394
gene-Syncc8109_1328	2020	638	529	159	20	178	39	44	host	metG
gene-Syncc8109_0010	3730	1304	1212	279	39	283	84	98	host	gene-Syncc8109_0010
gene-Syncc8109_1343	1826	578	449	120	9	122	54	45	host	rpl32
gene-Syncc8109_1819	222	71	63	20	1	24	10	9	host	ribD
gene-Syncc8109_1730	307	142	99	48	4	26	17	16	host	gene-Syncc8109_1730
gene-Syncc8109_0157	318279	96893	396802	82064	30672	253807	98474	113483	host	rnpB
gene-Syncc8109_2178	283	94	51	16	5	22	7	8	host	gene-Syncc8109_2178
gene-Syncc8109_0589	605	172	185	42	5	42	11	15	host	gene-Syncc8109_0589
gene-Syncc8109_0719	405	137	74	22	5	18	9	11	host	gene-Syncc8109_0719
gene-Syncc8109_1355	849	288	132	48	2	49	7	15	host	gene-Syncc8109_1355
gene-Syncc8109_2484	949	290	134	44	6	72	17	22	host	gene-Syncc8109_2484
gene-Syncc8109_0231	966	334	202	55	6	65	22	17	host	gene-Syncc8109_0231
gene-Syncc8109_2127	507	145	76	26	4	37	12	7	host	rfbD
gene-Syncc8109_1508	84	33	48	10	0	8	3	1	host	gene-Syncc8109_1508
gene-Syncc8109_0096	262	83	118	39	3	28	16	9	host	gene-Syncc8109_0096
gene-Syncc8109_1345	167	57	36	12	1	15	6	3	host	gene-Syncc8109_1345
gene-Syncc8109_1177	2263	738	487	168	18	164	59	42	host	gene-Syncc8109_1177
gene-Syncc8109_1239	1629	488	482	138	8	134	50	34	host	gene-Syncc8109_1239
gene-Syncc8109_2331	171	56	69	591	4	16	5	11	host	gene-Syncc8109_2331
gene-Syncc8109_1567	361	100	87	26	5	28	7	5	host	lepB
gene-Syncc8109_0615	125	43	31	9	2	6	5	2	host	gene-Syncc8109_0615
gene-Syncc8109_2001	437	167	110	40	8	30	12	15	host	gene-Syncc8109_2001
gene-Syncc8109_0563	1045	283	194	69	4	100	29	33	host	gene-Syncc8109_0563
gene-Syncc8109_0984	2572	679	365	176	15	137	48	35	host	gene-Syncc8109_0984_gene_mdlB
gene-Syncc8109_1815	2124	647	413	137	10	170	33	41	host	argF
gene-Syncc8109_0530	311820	127102	300044	214597	42515	338337	337458	276794	host	gene-Syncc8109_0530
gene-Syncc8109_1939	349	106	52	12	5	22	8	5	host	gene-Syncc8109_1939
gene-Syncc8109_2182	618	231	314	59	7	79	23	55	host	gene-Syncc8109_2182
gene-Syncc8109_1401	360	112	91	23	1	32	13	12	host	gene-Syncc8109_1401
gene-Syncc8109_1621	243	92	104	21	2	13	6	4	host	gene-Syncc8109_1621
gene-Syncc8109_1618	487	171	137	34	6	36	20	14	host	gene-Syncc8109_1618
gene-Syncc8109_0199	2612	730	531	170	22	135	51	47	host	gene-Syncc8109_0199
gene-BSV9_gp194	0	0	66467	17359	22976	228717	83918	105184	phage	gene-BSV9_gp194
gene-Syncc8109_0577	130	58	31	11	1	11	6	2	host	gene-Syncc8109_0577
gene-Syncc8109_0014	2013	685	529	145	12	168	48	57	host	argH
gene-Syncc8109_1729	192	56	33	10	1	6	4	0	host	gene-Syncc8109_1729
gene-Syncc8109_2035	905	279	192	58	4	55	29	22	host	gene-Syncc8109_2035
gene-Syncc8109_2405	686	201	125	44	7	45	17	19	host	gene-Syncc8109_2405
gene-Syncc8109_2671	60	27	27	10	3	14	0	1	host	gene-Syncc8109_2671
gene-Syncc8109_1457	9319	2757	1527	671	74	745	202	155	host	tsf
gene-Syncc8109_0039	66	31	21	9	2	11	4	2	host	mcrA
gene-Syncc8109_1935	1353	400	203	69	11	70	32	14	host	gene-Syncc8109_1935
gene-Syncc8109_2610	4731	1499	485	175	13	240	78	74	host	gene-Syncc8109_2610
gene-Syncc8109_1672	10528	2936	2599	889	110	1216	557	412	host	hemE
gene-Syncc8109_2720	774	228	228	86	7	97	22	24	host	gene-Syncc8109_2720
gene-BSV9_gp82	9	1	83840	23225	3906	34807	5370	6010	phage	gene-BSV9_gp82
gene-Syncc8109_2390	1460	420	311	102	10	95	41	36	host	gene-Syncc8109_2390
gene-Syncc8109_1273	3847	1164	778	376	22	352	82	80	host	gene-Syncc8109_1273
gene-Syncc8109_0071	1754	485	290	99	15	89	32	40	host	asd
gene-Syncc8109_1018	542	185	136	43	5	51	14	17	host	gene-Syncc8109_1018
gene-Syncc8109_1419	65	23	10	7	1	4	1	4	host	gene-Syncc8109_1419
gene-Syncc8109_1256	995	314	239	68	7	54	26	34	host	ggpS
gene-Syncc8109_1604	394	144	103	24	4	25	9	13	host	gene-Syncc8109_1604
gene-Syncc8109_2255	11266	3675	1718	750	79	848	209	159	host	gene-Syncc8109_2255
gene-Syncc8109_0792	119	43	40	13	0	10	1	3	host	gene-Syncc8109_0792
gene-Syncc8109_1061	107	35	49	18	5	18	8	7	host	gene-Syncc8109_1061
gene-Syncc8109_1312	662	256	209	69	7	66	24	16	host	gene-Syncc8109_1312
gene-Syncc8109_1377	79	28	33	6	0	8	2	3	host	gene-Syncc8109_1377
gene-BSV9_gp25	0	0	21796	5376	3398	30691	8744	10164	phage	gene-BSV9_gp25
gene-Syncc8109_0046	185	51	60	12	2	18	9	17	host	gene-Syncc8109_0046
gene-Syncc8109_1723	363	110	78	15	5	21	5	2	host	gene-Syncc8109_1723
gene-Syncc8109_2567	791	200	180	57	5	41	17	21	host	rbgA
gene-Syncc8109_0043	405	131	48	16	2	26	8	7	host	gene-Syncc8109_0043
gene-Syncc8109_1589	1362	422	159	42	8	41	16	23	host	gene-Syncc8109_1589
gene-Syncc8109_1052	73	29	71	15	5	55	9	8	host	gene-Syncc8109_1052
gene-Syncc8109_1571	51	28	18	5	0	6	1	3	host	gene-Syncc8109_1571
gene-Syncc8109_1837	226	84	60	10	1	19	3	7	host	gene-Syncc8109_1837
gene-Syncc8109_2600	591	167	233	58	14	51	45	29	host	gene-Syncc8109_2600
gene-Syncc8109_0479	118	52	63	11	2	15	9	7	host	gene-Syncc8109_0479
gene-Syncc8109_2031	581	196	122	26	7	39	8	7	host	gene-Syncc8109_2031
gene-BSV9_gp85	0	0	111702	29214	5272	44923	7716	8678	phage	gene-BSV9_gp85
gene-Syncc8109_0300	69	19	43	19	0	8	16	8	host	gene-Syncc8109_0300
gene-Syncc8109_0824	18889	5544	1736	588	79	709	193	173	host	cbbA
gene-Syncc8109_0972	788	240	109	33	5	45	7	11	host	gene-Syncc8109_0972
gene-Syncc8109_0200	423	135	109	33	4	37	12	13	host	gene-Syncc8109_0200
gene-Syncc8109_0986	399	121	69	25	2	43	12	12	host	gene-Syncc8109_0986
gene-Syncc8109_1304	1412	480	426	118	14	119	35	44	host	gene-Syncc8109_1304
gene-Syncc8109_1435	686	248	200	70	5	81	26	32	host	gnd
gene-Syncc8109_1735	463	139	101	30	4	30	13	17	host	gene-Syncc8109_1735
