Geneid	5_R1	5_R2	30_R1	30_R2	60_R1	60_R2	120_R1	120_R2	Entity	Symbol
gene-SynWH7803_0279	191	82	24	18	5	13	8	2	host	gene-SynWH7803_0279
gene-BSV9_gp122	0	0	1912	2767	5580	13806	15188	16759	phage	gene-BSV9_gp122
gene-SynWH7803_1560	3546	1906	461	345	83	307	194	95	host	petH
gene-SynWH7803_0028	697	347	87	102	20	48	41	19	host	murC
gene-BSV9_gp142	0	0	1687	2544	10238	23881	32045	30206	phage	uvsW
gene-SynWH7803_0223	1806	835	200	201	44	146	37	20	host	gene-SynWH7803_0223
gene-SynWH7803_0917	118	56	12	7	0	4	1	2	host	gene-SynWH7803_0917
gene-SynWH7803_0254	815	482	97	86	17	50	30	21	host	ndhJ
gene-SynWH7803_2017	5524	5157	1683	1729	389	906	667	530	host	atpA
gene-SynWH7803_1145	4045	2744	439	409	73	261	139	85	host	cbbA%2C cfxA%2C fbaA%2C fda
gene-SynWH7803_1955	249	119	41	58	14	16	16	4	host	lpxB
gene-SynWH7803_0755	579	648	150	161	38	74	81	53	host	hemE
gene-SynWH7803_1033	551	305	56	74	4	38	23	18	host	ubiD
gene-SynWH7803_0732	433	188	51	61	11	25	14	13	host	trpA
gene-SynWH7803_0514	366	175	48	54	9	46	17	12	host	gene-SynWH7803_0514
gene-BSV9_gp80	116	6	20409	31960	5002	11879	1054	938	phage	gene-BSV9_gp80
gene-SynWH7803_0607	30	38	17	12	3	11	0	0	host	gene-SynWH7803_0607
gene-SynWH7803_0724	56	43	6	7	0	3	2	1	host	gene-SynWH7803_0724
gene-SynWH7803_1378	204	117	30	32	8	20	11	6	host	gene-SynWH7803_1378
gene-BSV9_gp132	0	0	311	373	8782	13523	129955	161809	phage	22
gene-SynWH7803_0195	3820	2244	483	568	77	263	202	113	host	tktA%2C cbbT
gene-SynWH7803_2329	199	91	21	33	4	11	7	3	host	pabA
gene-SynWH7803_0507	353	264	43	51	7	32	26	11	host	gene-SynWH7803_0507
gene-SynWH7803_0821	110	68	11	13	1	13	3	3	host	gene-SynWH7803_0821
gene-SynWH7803_1562	130	55	16	22	1	6	9	4	host	gene-SynWH7803_1562
gene-SynWH7803_0229	744	348	85	82	11	45	18	12	host	gene-SynWH7803_0229
gene-SynWH7803_0348	97	37	12	6	0	8	5	0	host	gene-SynWH7803_0348
gene-SynWH7803_0371	1921	1125	181	175	32	120	41	29	host	gene-SynWH7803_0371
gene-SynWH7803_0379	12665	7706	1799	1948	360	923	589	343	host	tuf
gene-SynWH7803_0964	195	157	23	28	2	25	11	2	host	gene-SynWH7803_0964
gene-SynWH7803_1423	58	56	12	9	2	10	5	3	host	gene-SynWH7803_1423
gene-SynWH7803_0006	338	176	41	59	6	23	27	15	host	gene-SynWH7803_0006
gene-SynWH7803_1990	67	69	20	26	3	7	2	1	host	gene-SynWH7803_1990
gene-SynWH7803_2355	67	34	17	15	1	16	0	2	host	gene-SynWH7803_2355
gene-SynWH7803_0589	318	120	55	32	7	28	5	5	host	gene-SynWH7803_0589
gene-SynWH7803_2322	163	135	18	29	6	11	9	2	host	gene-SynWH7803_2322
gene-SynWH7803_0585	911	534	138	120	21	72	88	49	host	cysK
gene-BSV9_gp7	0	0	1531	3118	6013	8890	1852	1996	phage	gene-BSV9_gp7
gene-BSV9_gp59	0	0	9426	19521	11761	21023	4130	5641	phage	gene-BSV9_gp59
gene-SynWH7803_0550	576	481	93	105	12	74	35	20	host	miaE
gene-SynWH7803_2021	1475	925	367	401	89	139	120	95	host	atpH
gene-SynWH7803_0783	487	288	93	79	12	62	41	20	host	gene-SynWH7803_0783
gene-SynWH7803_1610	434	266	63	38	9	42	18	5	host	gene-SynWH7803_1610
gene-SynWH7803_1806	1297	644	130	94	16	92	43	18	host	gene-SynWH7803_1806
gene-BSV9_gp5	0	0	19557	39524	57597	99646	27059	32864	phage	gene-BSV9_gp5
gene-SynWH7803_1259	365	164	66	57	14	43	39	25	host	pgi
gene-SynWH7803_0941	94	39	9	12	2	7	3	6	host	gene-SynWH7803_0941
gene-SynWH7803_1444	720	410	106	86	16	70	27	18	host	apt
gene-SynWH7803_1921	158	85	15	14	3	12	3	3	host	gene-SynWH7803_1921
gene-SynWH7803_1073	174	88	22	20	4	18	3	3	host	dnaG
gene-SynWH7803_2316	84	41	12	16	2	8	4	3	host	menE
gene-SynWH7803_2459	118	64	12	17	2	12	2	6	host	gene-SynWH7803_2459
gene-SynWH7803_0701	477	296	80	74	10	36	34	14	host	gene-SynWH7803_0701
gene-SynWH7803_2208	5276	2511	582	406	74	351	191	66	host	gene-SynWH7803_2208
gene-SynWH7803_2413	245	127	23	34	3	18	4	5	host	gcvH
gene-SynWH7803_0295	11929	210	48	49	5	18	19	6	host	gene-SynWH7803_0295
gene-SynWH7803_1386	396	247	54	58	4	30	9	7	host	gene-SynWH7803_1386
gene-SynWH7803_2044	107	56	10	10	3	3	5	2	host	gene-SynWH7803_2044
gene-SynWH7803_2052	322	143	32	28	4	18	1	5	host	gene-SynWH7803_2052
gene-BSV9_gp129	0	0	1117	1594	9885	25564	38733	40513	phage	20
gene-BSV9_gp169	0	0	7183	8645	11394	29360	3259	2282	phage	gene-BSV9_gp169
gene-SynWH7803_0122	25984	10980	4274	3430	691	2471	1201	711	host	gene-SynWH7803_0122
gene-BSV9_gp160	0	0	7728	15804	22198	37335	25205	38269	phage	regA
gene-SynWH7803_1965	96	57	15	16	2	13	5	4	host	kaiB
gene-SynWH7803_1525	241	130	27	18	2	13	3	3	host	recR
gene-SynWH7803_2510	59	23	7	9	2	3	3	1	host	gene-SynWH7803_2510
gene-BSV9_gp227	0	0	5394	10362	19916	31635	9377	12742	phage	gene-BSV9_gp227
gene-SynWH7803_1432	4087	2032	643	478	108	417	171	95	host	gene-SynWH7803_1432
gene-BSV9_gp16	0	0	4233	6284	10107	22351	7085	6877	phage	gene-BSV9_gp16
gene-SynWH7803_0154	85	34	16	19	4	7	5	3	host	gene-SynWH7803_0154
gene-SynWH7803_1774	212	131	29	34	9	13	5	6	host	hisF
gene-SynWH7803_1576	106	47	19	16	3	14	8	2	host	gene-SynWH7803_1576
gene-SynWH7803_1804	89	45	9	10	1	8	0	2	host	gene-SynWH7803_1804
gene-SynWH7803_1482	195	129	33	32	6	24	6	13	host	gene-SynWH7803_1482
gene-SynWH7803_1372	408	183	39	42	6	22	6	3	host	plsC
gene-SynWH7803_0873	54	28	15	14	4	5	1	3	host	gene-SynWH7803_0873
gene-SynWH7803_2098	173	109	22	26	7	18	7	6	host	gene-SynWH7803_2098
gene-SynWH7803_0598	32	17	6	10	2	5	1	0	host	gene-SynWH7803_0598
gene-SynWH7803_1452	40	23	12	5	1	1	0	3	host	gene-SynWH7803_1452
gene-SynWH7803_0646	340	146	35	28	4	12	13	8	host	gene-SynWH7803_0646
gene-SynWH7803_2395	166	86	33	18	2	17	12	4	host	gene-SynWH7803_2395
gene-SynWH7803_1657	46	32	7	13	0	2	0	1	host	gene-SynWH7803_1657
gene-SynWH7803_1343	624	335	80	61	6	40	16	9	host	gene-SynWH7803_1343
gene-SynWH7803_0201	91	57	5	12	1	7	3	1	host	rimM
gene-BSV9_gp71	48	0	48343	72691	27290	44036	4719	4844	phage	gene-BSV9_gp71
gene-SynWH7803_1239	1092	590	128	107	19	79	26	14	host	gene-SynWH7803_1239
gene-SynWH7803_0001	617	345	88	67	17	56	23	18	host	dnaN
gene-SynWH7803_1357	386	186	55	57	11	33	19	9	host	gene-SynWH7803_1357
gene-SynWH7803_0068	43	36	11	11	1	5	3	4	host	gene-SynWH7803_0068
gene-SynWH7803_1395	377	180	46	27	9	22	7	2	host	gene-SynWH7803_1395
gene-SynWH7803_1428	1294	663	136	145	26	69	38	31	host	gene-SynWH7803_1428
gene-BSV9_gp56	0	0	17093	33538	19461	33816	9924	13519	phage	gene-BSV9_gp56
gene-SynWH7803_0198	1669	1447	191	230	45	139	89	46	host	psaC
gene-SynWH7803_2481	3187	1861	238	106	19	111	48	20	host	narB
gene-SynWH7803_2301	278	141	22	34	5	25	5	4	host	gene-SynWH7803_2301
gene-SynWH7803_0185	218	108	30	32	8	13	6	5	host	ruvB
gene-SynWH7803_1400	394	232	47	58	7	31	12	4	host	sbcC
gene-SynWH7803_0849	228	100	18	23	4	12	14	3	host	gene-SynWH7803_0849
gene-SynWH7803_0650	144	68	28	22	5	9	7	2	host	gene-SynWH7803_0650
gene-SynWH7803_1490	313	161	58	41	9	29	24	11	host	hslO
gene-SynWH7803_1036	166	96	24	34	5	18	7	3	host	amiC
gene-BSV9_gp166	0	0	239	335	842	1715	5801	7215	phage	gene-BSV9_gp166
gene-BSV9_gp189	0	0	607	1007	1941	3017	12225	18025	phage	gene-BSV9_gp189
gene-RNA_49	547	376	185	697	73	140	27	42	host	gene-RNA_49
gene-SynWH7803_2509	371	240	44	37	9	28	17	9	host	purU
gene-SynWH7803_1761	158	82	17	30	6	8	6	5	host	hemN
gene-SynWH7803_0389	452	211	49	40	4	29	14	6	host	gene-SynWH7803_0389
gene-BSV9_gp40	0	0	2644	5427	20013	36172	20354	26279	phage	gene-BSV9_gp40
gene-SynWH7803_1115	2628	1441	308	338	52	170	61	47	host	rpmF
gene-SynWH7803_0766	108	59	9	20	3	9	3	1	host	gene-SynWH7803_0766
gene-SynWH7803_0978	590	395	85	71	10	58	20	11	host	gene-SynWH7803_0978
gene-SynWH7803_2234	176	112	30	34	5	22	8	4	host	gene-SynWH7803_2234_gene_cysK
gene-SynWH7803_1589	2093	933	223	192	34	114	64	23	host	gyrA
gene-SynWH7803_1913	52	45	17	7	2	9	1	4	host	gene-SynWH7803_1913
gene-SynWH7803_0085	1019	502	112	90	16	85	17	16	host	gene-SynWH7803_0085
gene-SynWH7803_1789	102	58	8	7	2	9	2	0	host	gene-SynWH7803_1789
gene-SynWH7803_0345	296	190	35	33	4	30	11	8	host	ndh%2C ndbA
gene-SynWH7803_2022	1920	1051	461	499	107	262	212	134	host	atpI
gene-SynWH7803_1099	480	207	56	35	8	30	12	11	host	fmt
gene-SynWH7803_2144	277	174	35	55	7	23	8	8	host	gene-SynWH7803_2144
gene-SynWH7803_0339	194	153	22	35	5	10	9	8	host	gene-SynWH7803_0339
gene-BSV9_gp155	0	0	52368	82687	76949	163322	19744	17185	phage	45
gene-SynWH7803_1813	159	95	24	26	5	11	8	10	host	gene-SynWH7803_1813
gene-SynWH7803_1992	125	62	18	18	2	7	3	2	host	gene-SynWH7803_1992
gene-SynWH7803_1414	142	90	24	25	5	11	6	3	host	gene-SynWH7803_1414
gene-SynWH7803_0272	203	130	21	22	5	10	9	3	host	gene-SynWH7803_0272
gene-SynWH7803_0021	156	62	14	35	1	10	4	1	host	pilB%2C gspE
gene-SynWH7803_1688	401	159	63	40	16	23	19	15	host	argF
gene-SynWH7803_0219	293	147	41	35	7	28	8	2	host	gene-SynWH7803_0219
gene-SynWH7803_1563	381	242	46	48	11	20	13	7	host	cobB
gene-SynWH7803_2469	79	44	13	16	1	10	1	3	host	exsB
gene-SynWH7803_1398	318	132	50	41	10	32	31	12	host	stpA
gene-SynWH7803_1163	632	334	65	83	11	22	23	18	host	hisA
gene-SynWH7803_0315	247	183	36	23	13	14	5	6	host	pth
gene-BSV9_gp76	9	0	21791	30454	9726	19801	2659	3233	phage	gene-BSV9_gp76
gene-SynWH7803_0335	861	506	119	123	27	48	44	32	host	ileS
gene-SynWH7803_0346	189	102	19	26	7	13	3	4	host	gene-SynWH7803_0346
gene-SynWH7803_1177	120	100	26	17	3	10	4	4	host	gene-SynWH7803_1177
gene-BSV9_gp183	0	0	27888	37840	10540	23946	5274	6481	phage	gene-BSV9_gp183
gene-SynWH7803_2494	3252	1204	206	84	22	127	56	33	host	gene-SynWH7803_2494
gene-SynWH7803_1728	1057	615	125	149	18	98	45	31	host	gene-SynWH7803_1728
gene-SynWH7803_0744	54	35	6	18	2	5	4	3	host	gene-SynWH7803_0744
gene-SynWH7803_1752	124	96	52	50	23	86	12	21	host	gene-SynWH7803_1752
gene-SynWH7803_0250	1876	841	193	210	31	123	74	41	host	gene-SynWH7803_0250
gene-SynWH7803_1975	52	20	11	15	0	3	1	3	host	gene-SynWH7803_1975
gene-SynWH7803_0222	479	342	84	79	17	49	26	17	host	gene-SynWH7803_0222
gene-SynWH7803_0775	218	126	24	20	2	9	8	3	host	gene-SynWH7803_0775
gene-SynWH7803_0939	64	79	12	13	3	8	7	2	host	gene-SynWH7803_0939
gene-SynWH7803_1368	83	41	18	15	7	8	1	2	host	gene-SynWH7803_1368
gene-SynWH7803_1488	552	242	63	52	14	40	25	15	host	gene-SynWH7803_1488
gene-SynWH7803_2214	126	70	17	13	3	13	3	4	host	gene-SynWH7803_2214
gene-SynWH7803_2352	26	17	6	7	2	7	3	1	host	gene-SynWH7803_2352
gene-SynWH7803_0930	68	27	7	13	3	6	5	3	host	gene-SynWH7803_0930
gene-SynWH7803_1322	35	18	1	2	2	4	2	1	host	gene-SynWH7803_1322
gene-SynWH7803_1193	193	95	49	34	1	17	5	7	host	gene-SynWH7803_1193
gene-SynWH7803_0597	79	72	14	16	4	2	5	0	host	gene-SynWH7803_0597
gene-SynWH7803_2348	162	93	16	22	1	8	0	3	host	gene-SynWH7803_2348
gene-BSV9_gp175	0	0	16142	33040	59143	102439	21235	23506	phage	gene-BSV9_gp175
gene-SynWH7803_2018	1629	1311	527	527	98	266	167	124	host	atpD
gene-BSV9_gp109	0	0	835	1075	1710	4431	12172	13632	phage	13
gene-SynWH7803_1375	1714	907	220	151	35	138	72	39	host	gene-SynWH7803_1375
gene-SynWH7803_1800	1247	630	325	198	64	262	94	69	host	gene-SynWH7803_1800
gene-SynWH7803_0131	314	180	58	43	11	24	9	8	host	gene-SynWH7803_0131
gene-SynWH7803_1132	384	202	31	58	9	14	11	12	host	gene-SynWH7803_1132
gene-SynWH7803_0810	58	32	12	9	1	8	3	2	host	gene-SynWH7803_0810
gene-SynWH7803_1714	97	57	20	11	2	8	14	2	host	gene-SynWH7803_1714
gene-BSV9_gp42	0	0	13957	23915	76774	141805	55370	66433	phage	gene-BSV9_gp42
gene-SynWH7803_2199	1374	738	187	163	37	114	61	34	host	tolC
gene-SynWH7803_1954	183	102	14	31	304	15	16	5	host	gene-SynWH7803_1954_gene_msrA
gene-SynWH7803_2398	849	520	120	141	22	54	44	27	host	alaS
gene-SynWH7803_2492	8651	10871	1772	1792	242	572	192	222	host	nirA
gene-SynWH7803_0800	210	116	30	29	4	25	10	1	host	gene-SynWH7803_0800
gene-BSV9_gp117	0	0	1212	1636	1465	3826	3622	5227	phage	gene-BSV9_gp117
gene-BSV9_gp203	1	0	10380	15606	12185	25715	5056	6167	phage	gene-BSV9_gp203
gene-SynWH7803_0969	33	7	7	8	0	2	1	0	host	gene-SynWH7803_0969
gene-SynWH7803_0594	309	168	33	23	10	29	9	5	host	murE
gene-SynWH7803_0120	3237	1654	362	282	40	199	98	48	host	gene-SynWH7803_0120
gene-SynWH7803_1304	168	76	29	25	3	10	6	7	host	gene-SynWH7803_1304
gene-SynWH7803_1353	351	173	37	24	5	21	9	9	host	gene-SynWH7803_1353
gene-SynWH7803_1680	166	63	18	16	1	10	11	5	host	lexA
gene-SynWH7803_0049	262	144	50	35	4	37	25	10	host	gene-SynWH7803_0049
gene-SynWH7803_2012	200	107	28	24	5	11	7	5	host	gene-SynWH7803_2012
gene-SynWH7803_2523	39	22	3	0	0	1	2	1	host	gene-SynWH7803_2523
gene-SynWH7803_2323	112	91	14	10	0	3	1	4	host	gene-SynWH7803_2323
gene-SynWH7803_1250	598	422	78	79	7	36	35	20	host	gene-SynWH7803_1250
gene-SynWH7803_0758	624	325	54	69	14	24	9	11	host	gene-SynWH7803_0758
gene-SynWH7803_1503	294	161	50	38	13	33	5	9	host	gene-SynWH7803_1503
gene-SynWH7803_2252	161	101	27	21	3	13	6	0	host	gene-SynWH7803_2252_gene_plsC
gene-SynWH7803_1356	1045	606	126	114	25	88	29	15	host	gene-SynWH7803_1356
gene-SynWH7803_0300	118	79	15	22	3	12	5	6	host	gene-SynWH7803_0300
gene-SynWH7803_1937	941	543	59	100	22	45	20	14	host	gene-SynWH7803_1937
gene-SynWH7803_0877	94	53	8	25	2	3	4	3	host	adhC
gene-BSV9_gp68	134	1	43886	65138	21242	41233	4383	3838	phage	gene-BSV9_gp68
gene-SynWH7803_1670	58	21	10	5	2	7	1	1	host	gene-SynWH7803_1670
gene-BSV9_gp101	2	0	9095	13299	32985	81312	117274	154943	phage	gene-BSV9_gp101
gene-SynWH7803_1707	58	33	15	21	0	5	1	2	host	cobL
gene-SynWH7803_0922	13	4	4	5	0	2	0	0	host	gene-SynWH7803_0922
gene-SynWH7803_1872	174	111	37	37	2	31	10	3	host	ctaD%2C coxA
gene-SynWH7803_2373	2217	1275	305	380	62	141	107	57	host	rplA
gene-SynWH7803_2068	1084	421	179	124	22	88	21	20	host	gene-SynWH7803_2068
gene-SynWH7803_1274	2245	1718	355	262	40	188	120	61	host	gene-SynWH7803_1274
gene-SynWH7803_1923	201	99	16	30	3	17	6	0	host	gene-SynWH7803_1923
gene-SynWH7803_1658	101	55	12	23	4	12	6	3	host	cobQ
gene-BSV9_gp216	3	0	41352	75746	136195	407022	89064	85029	phage	gene-BSV9_gp216
gene-SynWH7803_1258	229	91	30	26	7	21	9	7	host	gene-SynWH7803_1258
gene-SynWH7803_2281	55	28	7	11	3	5	6	3	host	gene-SynWH7803_2281
gene-SynWH7803_2183	204	141	22	25	8	10	12	2	host	gene-SynWH7803_2183
gene-SynWH7803_2312	718	348	94	57	25	74	23	11	host	gene-SynWH7803_2312
gene-BSV9_gp179	0	0	18143	27412	28825	60029	7243	6979	phage	gene-BSV9_gp179
gene-BSV9_gp12	0	0	1469	2745	7542	15306	25352	32343	phage	gene-BSV9_gp12
gene-BSV9_gp133	1	0	313	401	3471	6934	146839	171357	phage	23
gene-BSV9_gp60	0	0	16932	24816	19736	42604	8052	8104	phage	gene-BSV9_gp60
gene-SynWH7803_1704	1038	379	99	65	9	29	15	20	host	gene-SynWH7803_1704
gene-SynWH7803_1637	150	67	13	18	7	6	7	4	host	gene-SynWH7803_1637
gene-SynWH7803_0924	18	11	5	6	1	4	0	2	host	gene-SynWH7803_0924
gene-SynWH7803_1662	316	122	52	51	8	31	9	4	host	gene-SynWH7803_1662
gene-SynWH7803_1363	1701	1058	241	199	55	153	90	56	host	pdhB
gene-SynWH7803_0618	224	144	40	39	9	19	12	8	host	cobK
gene-SynWH7803_0980	838	429	115	78	17	71	26	20	host	gene-SynWH7803_0980
gene-SynWH7803_0101	11	11	1	1	1	0	0	0	host	gene-SynWH7803_0101
gene-SynWH7803_2428	454	218	48	53	6	29	7	8	host	ligA
gene-SynWH7803_1251	2122	958	229	203	31	113	67	20	host	ppiB
gene-BSV9_gp220	0	0	11491	17074	27209	56823	18530	19598	phage	gene-BSV9_gp220
gene-SynWH7803_0733	2488	1053	340	289	41	149	79	46	host	gene-SynWH7803_0733
gene-SynWH7803_0096	575	300	96	66	17	76	11	16	host	gene-SynWH7803_0096
gene-SynWH7803_0621	606	408	91	64	14	40	23	20	host	psb27
gene-SynWH7803_1790	2	0	1	2	0	0	0	1	host	gene-SynWH7803_1790
gene-SynWH7803_0625	1090	626	243	177	69	124	88	73	host	gene-SynWH7803_0625
gene-SynWH7803_2284	1308	627	161	108	21	97	29	14	host	gene-SynWH7803_2284
gene-SynWH7803_2515	182	100	21	24	8	12	1	4	host	aroE
gene-SynWH7803_0965	6	24	2	4	1	1	0	1	host	gene-SynWH7803_0965
gene-SynWH7803_1552	114	89	13	20	3	8	3	1	host	gene-SynWH7803_1552
gene-SynWH7803_1535	10233	6037	1084	992	177	601	267	148	host	clpA
gene-RNA_31	291	226	144	74	20	141	73	40	host	gene-RNA_31
gene-SynWH7803_0667	329	305	75	66	13	77	31	18	host	psaM
gene-SynWH7803_2166	615	324	141	111	21	99	58	32	host	gene-SynWH7803_2166
gene-SynWH7803_1486	232	209	44	33	10	25	20	11	host	gene-SynWH7803_1486
gene-SynWH7803_2120	234	148	38	39	10	21	8	4	host	gene-SynWH7803_2120
gene-SynWH7803_2127	197	119	22	37	5	13	6	4	host	gene-SynWH7803_2127
gene-SynWH7803_0457	3796	2805	647	606	106	417	378	201	host	psaD
gene-SynWH7803_0351	248	103	24	35	7	20	15	10	host	dfp
gene-SynWH7803_2193	268	196	35	29	11	14	11	6	host	xseA
gene-SynWH7803_0488	203	202	75	48	8	44	27	21	host	cpeZ
gene-SynWH7803_1664	37	18	10	13	2	4	2	1	host	gene-SynWH7803_1664
gene-SynWH7803_0627	728	379	74	61	21	56	17	11	host	gene-SynWH7803_0627
gene-SynWH7803_1647	4608	3166	497	588	106	328	236	99	host	psbD
gene-SynWH7803_0036	170	108	22	28	0	14	4	4	host	wcaG
gene-SynWH7803_0433	3126	2290	641	845	153	369	302	166	host	rplD
gene-SynWH7803_2263	825	484	106	114	11	53	36	21	host	gene-SynWH7803_2263
gene-SynWH7803_2425	155	101	22	22	4	7	6	1	host	gene-SynWH7803_2425
gene-SynWH7803_0951	535	234	35	50	8	25	13	7	host	sodC
gene-SynWH7803_2517	1747	1133	182	183	36	107	64	33	host	rpsF
gene-SynWH7803_1557	269	162	46	43	11	41	13	12	host	gene-SynWH7803_1557
gene-SynWH7803_1715	286	144	24	37	6	23	7	5	host	ribF
gene-SynWH7803_2006	288	177	36	43	6	28	15	4	host	gene-SynWH7803_2006
gene-SynWH7803_2221	122	75	15	29	2	8	5	2	host	hemD
gene-SynWH7803_0224	420	325	83	104	10	47	14	13	host	gene-SynWH7803_0224
gene-SynWH7803_0692	357	260	50	55	9	34	11	10	host	gene-SynWH7803_0692
gene-SynWH7803_1097	64	45	14	9	2	4	5	3	host	gene-SynWH7803_1097
gene-SynWH7803_0919	22	16	1	5	2	4	1	3	host	gene-SynWH7803_0919
gene-SynWH7803_2310	407	227	49	47	9	31	9	14	host	gene-SynWH7803_2310
gene-BSV9_gp186	0	0	9178	13750	5940	11201	29111	37193	phage	gene-BSV9_gp186
gene-SynWH7803_1803	457	281	61	94	6	25	14	8	host	gene-SynWH7803_1803
gene-SynWH7803_2345	615	341	69	90	20	65	23	13	host	gene-SynWH7803_2345
gene-SynWH7803_0931	36	20	10	2	2	3	3	2	host	gene-SynWH7803_0931_gene_hli
gene-SynWH7803_2419	649	297	64	63	7	44	23	13	host	dnaB
gene-SynWH7803_0762	206	116	32	48	10	15	3	8	host	gene-SynWH7803_0762
gene-SynWH7803_2389	470	241	52	56	11	26	14	9	host	speA
gene-SynWH7803_2394	258	179	40	47	5	23	12	9	host	cya1
gene-SynWH7803_0615	387	237	51	65	13	25	16	9	host	gene-SynWH7803_0615
gene-SynWH7803_1402	1159	528	105	93	15	77	45	10	host	gene-SynWH7803_1402
gene-SynWH7803_1717	115	69	11	8	0	5	6	1	host	thiS
gene-SynWH7803_2265	599	295	101	86	2	36	30	16	host	gene-SynWH7803_2265
gene-SynWH7803_1898	507	325	70	104	7	22	15	10	host	rpmH
gene-RNA_30	298	172	142	86	29	178	46	43	host	gene-RNA_30
gene-SynWH7803_1991	184	100	33	26	3	10	3	3	host	gene-SynWH7803_1991_gene_dnaK
gene-SynWH7803_1025	334	177	74	51	9	33	12	3	host	gene-SynWH7803_1025
gene-SynWH7803_2005	929	497	81	96	15	50	29	25	host	pepP
gene-SynWH7803_0977	243	125	18	35	3	24	7	4	host	gene-SynWH7803_0977
gene-SynWH7803_1575	224	134	25	20	3	16	5	4	host	gene-SynWH7803_1575
gene-SynWH7803_2377	641	349	70	80	11	48	30	14	host	gene-SynWH7803_2377_gene_clpB
gene-SynWH7803_1685	35	25	6	3	1	2	2	1	host	gene-SynWH7803_1685
gene-SynWH7803_0294	633	357	88	89	20	44	36	20	host	gene-SynWH7803_0294
gene-SynWH7803_1071	205	121	29	14	4	16	13	4	host	gene-SynWH7803_1071
gene-SynWH7803_0008	1252	525	157	107	28	106	90	21	host	gene-SynWH7803_0008
gene-SynWH7803_0170	334	198	63	76	15	31	21	13	host	gene-SynWH7803_0170
gene-SynWH7803_0171	298	158	32	72	10	20	7	10	host	ssb
gene-SynWH7803_2129	151	83	18	23	3	17	5	3	host	gene-SynWH7803_2129
gene-SynWH7803_2203	3262	2175	558	592	136	316	267	177	host	psbU
gene-SynWH7803_1564	268	162	33	29	11	31	14	8	host	gene-SynWH7803_1564
gene-SynWH7803_2204	766	445	111	142	29	74	46	43	host	nadB
gene-SynWH7803_0975	76	39	11	8	0	3	3	2	host	gene-SynWH7803_0975
gene-SynWH7803_1417	133	68	11	15	1	13	4	5	host	gene-SynWH7803_1417
gene-SynWH7803_0662	57	48	18	9	0	7	0	2	host	lplA
gene-SynWH7803_1333	611	207	87	59	9	47	13	6	host	devC
gene-SynWH7803_2135	1364	646	197	155	37	141	55	27	host	gene-SynWH7803_2135
gene-SynWH7803_0437	207	102	31	36	8	15	10	11	host	gene-SynWH7803_0437
gene-SynWH7803_0124	158	105	30	41	4	9	5	2	host	gene-SynWH7803_0124
gene-SynWH7803_1265	188	98	23	19	2	22	6	4	host	gene-SynWH7803_1265
gene-SynWH7803_1956	353	163	57	67	11	28	17	13	host	lpxA
gene-SynWH7803_2145	145	104	27	45	5	15	9	7	host	gltS
gene-SynWH7803_1464	224	137	12	12	4	15	7	3	host	gene-SynWH7803_1464
gene-BSV9_gp55	0	0	28548	45852	27327	50607	5141	5099	phage	gene-BSV9_gp55
gene-SynWH7803_0619	708	366	103	118	20	70	53	32	host	gene-SynWH7803_0619
gene-SynWH7803_1841	349	191	59	47	11	36	27	9	host	pilT
gene-SynWH7803_1318	2383	1327	341	272	64	185	105	67	host	glyS
gene-BSV9_gp114	0	0	598	923	5242	9271	26832	34596	phage	gene-BSV9_gp114
gene-SynWH7803_0443	155	119	24	28	5	6	5	4	host	tyrA
gene-BSV9_gp18	0	0	7791	13197	18850	37764	11481	14272	phage	gene-BSV9_gp18
gene-SynWH7803_1189	211	131	22	14	4	15	6	7	host	gene-SynWH7803_1189
gene-SynWH7803_0767	200	95	24	31	5	26	6	5	host	gene-SynWH7803_0767
gene-SynWH7803_1234	1053	450	196	125	23	109	45	27	host	ugpB
gene-SynWH7803_2156	2809	2027	431	354	85	328	194	73	host	cpcG1
gene-SynWH7803_0251	772	480	60	60	7	38	22	14	host	rub
gene-SynWH7803_0841	878	429	110	74	20	46	23	26	host	gene-SynWH7803_0841
gene-BSV9_gp17	0	0	5403	9743	14147	31880	8900	10366	phage	gene-BSV9_gp17
gene-BSV9_gp61	82	1	46114	57165	23842	51875	7352	7103	phage	gene-BSV9_gp61
gene-SynWH7803_2064	2011	1823	363	324	51	169	130	52	host	rpsT
gene-SynWH7803_1057	444	374	93	74	13	56	35	10	host	gene-SynWH7803_1057
gene-SynWH7803_1300	1986	1068	354	401	67	237	186	99	host	glpX%2C cbbF%2C fbp
gene-SynWH7803_1072	210	138	23	19	5	14	10	3	host	gene-SynWH7803_1072
gene-BSV9_gp36	0	0	623	1354	3258	5820	6341	8407	phage	gene-BSV9_gp36
gene-SynWH7803_0612	130	73	28	22	7	15	14	10	host	priA
gene-SynWH7803_2191	1554	1598	93	119	8	57	11	10	host	gene-SynWH7803_2191_gene_hli
gene-SynWH7803_0326	288	115	32	31	4	17	5	1	host	gene-SynWH7803_0326
gene-SynWH7803_1729	989	544	127	138	27	81	51	17	host	phoH%2C psiH
gene-SynWH7803_0659	1117	568	149	133	23	111	51	37	host	gene-SynWH7803_0659
gene-SynWH7803_1980	737	402	73	69	18	43	18	17	host	prmA
gene-BSV9_gp168	0	0	4198	6066	9444	20602	5587	4976	phage	gene-BSV9_gp168
gene-SynWH7803_1334	585	191	45	46	8	30	16	4	host	gene-SynWH7803_1334_gene_devB
