# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR38081879_sorted.bam" "SRR38081882_sorted.bam" "SRR38081881_sorted.bam" "SRR38081880_sorted.bam" "SRR38081883_sorted.bam" "SRR38081884_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR38081879_sorted.bam	SRR38081882_sorted.bam	SRR38081881_sorted.bam	SRR38081880_sorted.bam	SRR38081883_sorted.bam	SRR38081884_sorted.bam
gene-HB27c_C0327	CP053287.1	304945	305985	+	1041	16	18	35	85	48	99
gene-HB27c_C0328	CP053287.1	305963	307012	-	1050	19	53	132	240	142	256
gene-HB27c_C0329	CP053287.1	307015	307737	-	723	14	29	67	114	98	155
gene-HB27c_C0330	CP053287.1	307730	308470	-	741	7	16	36	71	31	47
gene-HB27c_C0331	CP053287.1	308471	309139	-	669	45	65	150	260	182	381
gene-HB27c_C0332	CP053287.1	309127	309777	-	651	31	40	87	167	118	202
gene-HB27c_C0333	CP053287.1	309774	310535	-	762	17	28	96	147	70	135
gene-HB27c_C0334	CP053287.1	310546	312303	-	1758	173	248	546	928	562	1333
gene-HB27c_C0335	CP053287.1	312367	312888	-	522	3	4	11	14	5	22
gene-HB27c_C0336	CP053287.1	313176	313748	+	573	1	0	11	5	7	7
gene-HB27c_C0337	CP053287.1	313735	313929	+	195	0	2	1	3	2	2
gene-HB27c_C0338	CP053287.1	313955	314737	+	783	1	3	4	4	6	4
gene-HB27c_C0339	CP053287.1	314751	315689	+	939	2	2	3	10	9	8
gene-HB27c_C0340	CP053287.1	315676	316983	+	1308	5	10	17	25	21	31
gene-HB27c_C0341	CP053287.1	316988	318289	+	1302	4	10	25	56	31	48
gene-HB27c_C0342	CP053287.1	318286	319062	+	777	24	15	60	99	93	189
gene-HB27c_C0343	CP053287.1	319115	319741	-	627	48	62	162	244	164	494
gene-HB27c_C0344	CP053287.1	319738	320982	-	1245	35	57	152	230	222	452
gene-HB27c_C0345	CP053287.1	320960	321337	-	378	14	34	67	120	95	212
gene-HB27c_C0346	CP053287.1	321334	321684	-	351	19	28	52	82	76	178
gene-HB27c_C0347	CP053287.1	321730	322536	-	807	77	120	203	395	272	951
gene-HB27c_C0348	CP053287.1	322536	323645	-	1110	88	100	235	398	283	800
gene-HB27c_C0349	CP053287.1	323689	324933	-	1245	456	509	906	1345	1241	2398
gene-HB27c_C0350	CP053287.1	324890	326086	-	1197	101	115	186	354	235	443
gene-HB27c_C0351	CP053287.1	326186	327340	+	1155	1	9	16	38	13	30
gene-HB27c_C0352	CP053287.1	327351	328079	+	729	2	1	5	11	9	8
gene-HB27c_C0353	CP053287.1	328051	328881	+	831	2	3	9	27	8	23
gene-HB27c_C0354	CP053287.1	328878	329633	-	756	2	2	6	10	6	11
gene-HB27c_C0355	CP053287.1	329643	330347	-	705	0	0	0	1	5	5
gene-HB27c_C0356	CP053287.1	330344	331069	-	726	1	0	2	6	2	6
gene-HB27c_C0357	CP053287.1	331062	331961	-	900	4	3	7	14	4	14
gene-HB27c_C0358	CP053287.1	331958	332815	-	858	2	4	2	9	5	10
gene-HB27c_C0359	CP053287.1	332840	334015	-	1176	4	7	6	14	15	23
gene-HB27c_C0360	CP053287.1	334035	334460	-	426	2	1	2	2	4	7
gene-HB27c_C0361	CP053287.1	334457	335188	-	732	2	0	1	2	0	5
gene-HB27c_C0362	CP053287.1	335181	335954	-	774	0	0	3	2	1	8
gene-HB27c_C0363	CP053287.1	335941	337419	-	1479	0	2	6	9	9	23
gene-HB27c_C0364	CP053287.1	337412	338419	-	1008	1	2	4	3	9	7
gene-HB27c_C0365	CP053287.1	338498	341077	+	2580	7	20	59	75	65	86
gene-HB27c_C0366	CP053287.1	341074	343281	-	2208	154	238	1098	1030	970	2512
gene-HB27c_C0367	CP053287.1	343369	343647	-	279	23	39	91	161	80	176
gene-HB27c_C0368	CP053287.1	343652	345367	-	1716	103	192	453	745	445	816
gene-HB27c_C0369	CP053287.1	345336	345611	-	276	23	48	116	195	90	180
gene-HB27c_C0370	CP053287.1	345608	346771	-	1164	148	318	607	980	548	1302
gene-HB27c_C0371	CP053287.1	346788	347213	-	426	40	86	129	224	117	233
gene-HB27c_C0372	CP053287.1	347375	347723	+	349	1624	4062	25136	14528	18505	44643
gene-HB27c_C0373	CP053287.1	347870	348985	+	1116	85	145	338	651	409	756
gene-HB27c_C0374	CP053287.1	349119	350000	+	882	50	108	244	336	305	453
gene-HB27c_C0375	CP053287.1	350038	350352	+	315	12	40	92	179	70	165
gene-HB27c_C0376	CP053287.1	350384	352435	+	2052	233	428	816	1695	566	1512
gene-HB27c_C0377	CP053287.1	352443	352544	+	102	49	113	168	441	157	332
gene-HB27c_C0378	CP053287.1	352568	353143	+	576	89	192	348	681	320	649
gene-HB27c_C0379	CP053287.1	353215	354531	-	1317	52	76	206	318	212	461
gene-HB27c_C0380	CP053287.1	354595	355410	-	816	18	29	43	75	51	64
gene-HB27c_C0381	CP053287.1	355425	356318	-	894	47	63	172	258	142	332
gene-HB27c_C0382	CP053287.1	356315	358057	-	1743	101	111	296	467	281	578
gene-HB27c_C0383	CP053287.1	358082	359347	-	1266	14	30	60	105	84	122
gene-HB27c_C0384	CP053287.1	359392	359709	+	318	24	34	176	179	226	326
gene-HB27c_C0385	CP053287.1	359756	360352	+	597	10	13	36	111	62	95
gene-HB27c_C0386	CP053287.1	360164	361183	-	1020	17	24	29	96	48	87
gene-HB27c_C0387	CP053287.1	361153	361827	-	675	13	25	27	100	35	53
gene-HB27c_C0388	CP053287.1	361827	362696	-	870	46	52	143	317	152	328
gene-HB27c_C0389	CP053287.1	362855	363472	-	618	75	132	180	344	221	393
gene-HB27c_C0390	CP053287.1	363469	363837	-	369	95	138	220	463	242	423
gene-HB27c_C0391	CP053287.1	363917	364981	+	1065	17	11	54	103	67	104
gene-HB27c_C0392	CP053287.1	364982	365548	+	567	23	29	58	138	63	147
gene-HB27c_C0393	CP053287.1	365579	366817	+	1239	146	190	426	801	413	827
gene-HB27c_C0394	CP053287.1	366814	367611	+	798	100	105	316	508	339	736
gene-HB27c_C0395	CP053287.1	367647	368996	+	1350	125	226	471	674	541	1369
gene-HB27c_C0396	CP053287.1	369032	370177	+	1146	8	11	58	69	60	104
gene-HB27c_C0397	CP053287.1	370368	370455	+	88	0	1	2	0	3	6
gene-HB27c_C0398	CP053287.1	370501	373209	-	2709	882	1228	1605	3249	2051	3618
gene-HB27c_C0399	CP053287.1	373315	373668	-	354	10	16	42	94	79	134
gene-HB27c_C0400	CP053287.1	373673	374419	-	747	0	9	27	32	83	101
gene-HB27c_C0401	CP053287.1	374416	377715	-	3300	44	59	236	256	265	645
gene-HB27c_C0402	CP053287.1	377712	378890	-	1179	10	13	36	51	56	118
gene-HB27c_C0403	CP053287.1	378894	379865	-	972	5	16	37	62	42	117
gene-HB27c_C0404	CP053287.1	379862	381127	-	1266	17	28	93	117	131	251
gene-HB27c_C0405	CP053287.1	381120	381554	-	435	5	11	41	55	51	93
gene-HB27c_C0406	CP053287.1	381713	383053	+	1341	119	201	395	666	517	1227
gene-HB27c_C0407	CP053287.1	383034	383408	+	375	25	35	94	147	111	189
gene-HB27c_C0408	CP053287.1	383405	384079	-	675	50	78	161	309	246	320
gene-HB27c_C0409	CP053287.1	384067	384918	-	852	97	133	251	398	308	516
gene-HB27c_C0410	CP053287.1	384915	386840	-	1926	157	145	433	553	419	813
gene-HB27c_C0411	CP053287.1	386858	387520	+	663	22	29	56	103	69	114
gene-HB27c_C0412	CP053287.1	387566	388540	-	975	16	23	80	121	83	176
gene-HB27c_C0413	CP053287.1	388524	390347	-	1824	120	196	434	694	625	1188
gene-HB27c_C0414	CP053287.1	390746	391600	+	855	656	653	1265	1644	1512	3016
gene-HB27c_C0415	CP053287.1	391597	392625	+	1029	305	314	676	1223	688	1760
gene-HB27c_C0416	CP053287.1	392612	393364	+	753	35	62	165	228	146	332
gene-HB27c_C0417	CP053287.1	393345	393677	+	333	16	18	40	63	46	65
gene-HB27c_C0418	CP053287.1	393717	394454	+	738	47	59	150	202	167	344
gene-HB27c_C0419	CP053287.1	394562	394837	+	276	17	23	64	93	58	142
gene-HB27c_C0420	CP053287.1	394837	396003	+	1167	21	64	125	222	117	313
gene-HB27c_C0421	CP053287.1	395985	397007	-	1023	28	61	96	225	166	245
gene-HB27c_C0422	CP053287.1	397012	397671	-	660	355	562	647	1418	1125	1796
gene-HB27c_C0423	CP053287.1	397760	397852	-	93	0	7	4	5	5	7
gene-HB27c_C0424	CP053287.1	397923	398192	-	270	0	1	0	1	0	2
gene-HB27c_C0425	CP053287.1	398344	399066	-	723	4	10	30	41	47	59
gene-HB27c_C0426	CP053287.1	399076	399585	-	510	4	9	5	19	10	28
gene-HB27c_C0427	CP053287.1	400185	401171	+	987	27	36	77	109	116	216
gene-HB27c_C0428	CP053287.1	401174	402748	+	1575	35	60	117	208	168	234
gene-HB27c_C0429	CP053287.1	402758	403951	+	1194	30	27	83	142	113	195
gene-HB27c_C0430	CP053287.1	403948	404661	-	714	11	21	35	82	47	115
gene-HB27c_C0431	CP053287.1	404714	405625	-	912	32	52	96	245	169	298
gene-HB27c_C0432	CP053287.1	405635	406777	-	1143	38	107	202	444	263	421
gene-HB27c_C0433	CP053287.1	406774	408039	-	1266	90	161	367	808	529	938
gene-HB27c_C0434	CP053287.1	408372	408782	-	411	33	33	90	123	107	119
gene-HB27c_C0435	CP053287.1	408792	409487	-	696	37	50	91	217	111	176
gene-HB27c_C0436	CP053287.1	409498	410589	-	1092	13	23	41	120	37	75
gene-HB27c_C0437	CP053287.1	410586	411647	-	1062	24	40	58	182	68	221
gene-HB27c_C0438	CP053287.1	411693	412685	+	993	12	10	36	59	50	104
gene-HB27c_C0439	CP053287.1	412768	413853	+	1086	28	38	82	247	66	246
gene-HB27c_C0440	CP053287.1	413858	414370	+	513	8	15	18	81	17	91
gene-HB27c_C0441	CP053287.1	414360	415673	+	1314	33	42	88	113	103	245
gene-HB27c_C0442	CP053287.1	415670	416671	-	1002	22	27	65	94	82	147
gene-HB27c_C0443	CP053287.1	416676	419063	-	2388	426	537	743	1578	1099	2135
gene-HB27c_C0444	CP053287.1	419122	419871	-	750	200	358	585	1621	969	1901
gene-HB27c_C0445	CP053287.1	419856	420602	-	747	196	326	635	1777	750	1669
gene-HB27c_C0446	CP053287.1	420595	421584	-	990	121	168	380	781	359	704
gene-HB27c_C0447	CP053287.1	421617	423677	-	2061	10	27	36	77	45	107
gene-HB27c_C0448	CP053287.1	423744	424265	-	522	12	20	30	53	33	98
gene-HB27c_C0449	CP053287.1	424291	425331	+	1041	15	46	87	187	124	185
gene-HB27c_C0450	CP053287.1	425387	425866	-	480	15	44	80	154	109	171
gene-HB27c_C0451	CP053287.1	425871	427151	-	1281	34	69	125	251	130	278
gene-HB27c_C0452	CP053287.1	427148	428056	-	909	27	47	73	172	112	194
gene-HB27c_C0453	CP053287.1	428053	428598	-	546	5	21	55	85	75	102
gene-HB27c_C0454	CP053287.1	428799	429128	-	330	15	19	52	78	55	91
gene-HB27c_C0455	CP053287.1	429193	429930	-	738	39	41	108	186	117	220
gene-HB27c_C0456	CP053287.1	429936	430871	-	936	79	87	163	443	251	527
gene-HB27c_C0457	CP053287.1	430894	432204	-	1311	75	119	245	482	291	465
gene-HB27c_C0458	CP053287.1	432201	433595	-	1395	127	173	297	601	288	529
gene-HB27c_C0459	CP053287.1	433627	434505	-	879	23	39	70	126	87	149
gene-HB27c_C0460	CP053287.1	434540	435697	-	1158	84	109	175	286	224	503
gene-HB27c_C0461	CP053287.1	435707	436333	-	627	22	28	71	140	84	190
gene-HB27c_C0462	CP053287.1	436367	437449	+	1083	11	28	67	132	106	189
gene-HB27c_C0463	CP053287.1	437393	437926	-	534	7	23	50	151	77	161
gene-HB27c_C0464	CP053287.1	437930	438454	-	525	7	19	55	95	59	108
gene-HB27c_C0465	CP053287.1	438516	439736	+	1221	199	248	388	856	423	1015
gene-HB27c_C0466	CP053287.1	439711	440163	-	453	31	36	68	104	117	1227
gene-HB27c_C0467	CP053287.1	440232	440699	+	468	14	13	27	34	21	42
gene-HB27c_C0468	CP053287.1	440714	442069	+	1356	24	34	61	135	90	187
gene-HB27c_C0469	CP053287.1	442298	443245	+	948	22	61	136	218	184	365
gene-HB27c_C0470	CP053287.1	443346	444809	-	1464	8	30	114	163	120	275
gene-HB27c_C0471	CP053287.1	445065	445754	+	690	9	11	19	35	34	38
gene-HB27c_C0472	CP053287.1	445739	446818	-	1080	15	18	46	74	833	66
gene-HB27c_C0473	CP053287.1	446815	447849	-	1035	30	38	77	133	88	166
gene-HB27c_C0474	CP053287.1	447990	448763	-	774	57	107	239	405	363	695
gene-HB27c_C0475	CP053287.1	448763	449299	-	537	99	181	378	509	501	801
gene-HB27c_C0476	CP053287.1	449365	450180	-	816	82	114	207	353	264	526
gene-HB27c_C0477	CP053287.1	450177	451295	-	1119	166	261	527	906	566	1208
gene-HB27c_C0478	CP053287.1	451306	451971	-	666	36	42	135	196	98	365
gene-HB27c_C0479	CP053287.1	451971	452411	-	441	61	83	266	452	324	746
gene-HB27c_C0480	CP053287.1	452421	453455	-	1035	22	56	78	257	129	301
gene-HB27c_C0481	CP053287.1	453548	454081	+	534	7	15	34	76	22	73
gene-HB27c_C0482	CP053287.1	454091	454885	+	795	126	210	396	725	400	855
gene-HB27c_C0483	CP053287.1	454879	455778	+	900	100	129	270	452	301	545
gene-HB27c_C0484	CP053287.1	455812	456666	+	855	33	83	134	289	142	229
gene-HB27c_C0485	CP053287.1	456663	457916	+	1254	36	61	121	221	136	273
gene-HB27c_C0486	CP053287.1	457906	459780	-	1875	9	15	42	73	47	101
gene-HB27c_C0487	CP053287.1	459777	460139	-	363	2	1	4	16	6	12
gene-HB27c_C0488	CP053287.1	460111	462612	-	2502	23	22	36	59	31	136
gene-HB27c_C0489	CP053287.1	462609	462785	-	177	7	9	13	32	9	35
gene-HB27c_C0490	CP053287.1	462782	464539	-	1758	23	25	54	89	80	128
gene-HB27c_C0491	CP053287.1	464511	464864	-	354	15	12	28	35	50	73
gene-HB27c_C0492	CP053287.1	464919	466592	-	1674	36	67	102	283	103	274
gene-HB27c_C0493	CP053287.1	466602	466859	-	258	6	7	18	40	18	41
gene-HB27c_C0494	CP053287.1	467149	467883	-	735	78	104	295	363	426	607
gene-HB27c_C0495	CP053287.1	467852	469384	-	1533	81	84	210	352	283	542
gene-HB27c_C0496	CP053287.1	469442	470077	-	636	124	141	248	415	403	796
gene-HB27c_C0497	CP053287.1	470208	471152	-	945	94	199	588	850	894	1847
gene-HB27c_C0498	CP053287.1	471164	471565	-	402	33	84	202	386	278	577
gene-HB27c_C0499	CP053287.1	471608	474211	-	2604	68	107	230	453	254	578
gene-HB27c_C0500	CP053287.1	474252	474743	-	492	132	260	494	520	733	1358
gene-HB27c_C0501	CP053287.1	474841	475287	+	447	11	20	26	29	28	83
gene-HB27c_C0502	CP053287.1	475376	476008	+	633	22	29	82	93	68	152
gene-HB27c_C0503	CP053287.1	476016	477635	-	1620	33	59	131	219	194	313
gene-HB27c_C0504	CP053287.1	477728	477821	-	94	0	1	6	13	5	20
gene-HB27c_C0505	CP053287.1	477879	480335	+	2457	42	58	124	249	128	237
gene-HB27c_C0506	CP053287.1	480310	480915	+	606	80	75	143	331	181	450
gene-HB27c_C0507	CP053287.1	480912	481571	+	660	60	64	131	247	159	427
gene-HB27c_C0508	CP053287.1	481708	482520	-	813	17	12	37	48	28	66
gene-HB27c_C0509	CP053287.1	482546	483298	-	753	4	3	8	8	9	10
gene-HB27c_C0510	CP053287.1	483300	483956	-	657	2	5	8	14	22	19
gene-HB27c_C0511	CP053287.1	484014	485450	-	1437	3	4	4	21	7	14
gene-HB27c_C0512	CP053287.1	485620	486309	+	690	58	52	114	170	167	285
gene-HB27c_C0513	CP053287.1	486311	486724	+	414	29	14	50	77	60	99
gene-HB27c_C0514	CP053287.1	486724	487515	+	792	24	23	52	85	46	126
gene-HB27c_C0515	CP053287.1	487512	488882	-	1371	13	12	21	40	18	57
gene-HB27c_C0516	CP053287.1	488884	489939	-	1056	4	3	7	8	9	20
gene-HB27c_C0517	CP053287.1	489941	491947	-	2007	8	11	10	28	26	32
gene-HB27c_C0518	CP053287.1	492059	492607	-	549	9	9	26	53	30	62
gene-HB27c_C0519	CP053287.1	492604	492882	-	279	8	4	20	20	18	29
gene-HB27c_C0520	CP053287.1	492879	493625	-	747	3	8	16	50	27	32
gene-HB27c_C0521	CP053287.1	493641	494327	-	687	24	27	88	178	124	197
gene-HB27c_C0522	CP053287.1	494345	494773	+	429	7	11	24	39	20	40
gene-HB27c_C0523	CP053287.1	494777	495220	+	444	36	51	99	175	120	212
gene-HB27c_C0524	CP053287.1	495303	495575	+	273	205	263	614	711	809	1160
gene-HB27c_C0525	CP053287.1	495602	496768	+	1167	86	77	233	469	343	510
gene-HB27c_C0526	CP053287.1	496765	497550	+	786	23	29	70	131	71	118
gene-HB27c_C0527	CP053287.1	497651	498184	+	534	12	17	25	66	50	80
gene-HB27c_C0528	CP053287.1	498171	498800	-	630	29	52	86	151	90	176
gene-HB27c_C0529	CP053287.1	498802	499812	-	1011	53	90	168	238	136	339
gene-HB27c_C0530	CP053287.1	499809	500912	-	1104	57	82	216	376	250	613
gene-HB27c_C0531	CP053287.1	500909	501733	-	825	69	104	303	445	308	681
gene-HB27c_C0532	CP053287.1	501773	502330	-	558	133	247	647	878	909	1653
gene-HB27c_C0533	CP053287.1	502343	503044	-	702	79	167	414	549	517	910
gene-HB27c_C0534	CP053287.1	503101	503691	-	591	118	303	905	1142	1606	2265
gene-HB27c_C0535	CP053287.1	503688	504458	-	771	382	777	2100	3391	3795	6194
gene-HB27c_C0536	CP053287.1	504643	504717	+	75	1	2	5	4	7	1
gene-HB27c_C0537	CP053287.1	504754	506052	-	1299	79	108	178	481	180	431
gene-HB27c_C0538	CP053287.1	506170	506718	-	549	46	59	117	203	134	277
gene-HB27c_C0539	CP053287.1	506715	507101	-	387	30	37	94	86	68	127
gene-HB27c_C0540	CP053287.1	507163	508755	+	1593	18	37	67	156	89	157
gene-HB27c_C0541	CP053287.1	508805	509173	-	369	18	22	58	115	44	123
gene-HB27c_C0542	CP053287.1	509243	509908	+	666	13	15	61	126	42	108
gene-HB27c_C0543	CP053287.1	509784	511076	-	1293	23	25	82	118	67	124
gene-HB27c_C0544	CP053287.1	511076	512185	-	1110	28	38	85	168	73	163
gene-HB27c_C0545	CP053287.1	512166	512948	-	783	52	59	159	202	120	241
gene-HB27c_C0546	CP053287.1	512921	514030	-	1110	46	78	146	186	126	229
gene-HB27c_C0547	CP053287.1	514021	515286	-	1266	100	186	372	659	408	894
gene-HB27c_C0548	CP053287.1	515289	515558	-	270	24	43	70	159	76	198
gene-HB27c_C0549	CP053287.1	515569	516312	-	744	16	35	62	111	56	150
gene-HB27c_C0550	CP053287.1	516334	516987	+	654	16	18	44	77	63	125
gene-HB27c_C0551	CP053287.1	516884	518077	-	1194	29	49	111	232	151	334
gene-HB27c_C0552	CP053287.1	518077	519249	-	1173	28	34	110	223	90	276
gene-HB27c_C0553	CP053287.1	519264	519947	+	684	11	19	46	80	77	169
gene-HB27c_C0554	CP053287.1	519886	521097	-	1212	75	113	249	480	389	828
gene-HB27c_C0555	CP053287.1	521108	521980	-	873	44	79	188	353	221	531
gene-HB27c_C0556	CP053287.1	521973	523091	-	1119	87	170	425	743	592	1397
gene-HB27c_C0557	CP053287.1	523088	524137	-	1050	43	81	233	334	273	543
gene-HB27c_C0558	CP053287.1	524134	524712	-	579	30	47	122	280	148	377
gene-HB27c_C0559	CP053287.1	524779	525600	+	822	30	56	158	234	153	348
gene-HB27c_C0560	CP053287.1	525628	528564	+	2937	101	181	354	625	495	999
gene-HB27c_C0561	CP053287.1	528768	531059	+	2292	35	39	95	141	107	239
gene-HB27c_C0562	CP053287.1	531070	532263	+	1194	12	13	38	93	46	111
gene-HB27c_C0563	CP053287.1	532275	534008	+	1734	20	23	82	76	60	128
gene-HB27c_C0564	CP053287.1	534064	535506	-	1443	94	147	222	328	289	563
gene-HB27c_C0565	CP053287.1	535543	536568	+	1026	19	42	127	178	144	254
gene-HB27c_C0566	CP053287.1	536647	537060	+	414	9	19	52	72	39	83
gene-HB27c_C0567	CP053287.1	537241	537927	+	687	119	207	331	635	322	832
gene-HB27c_C0568	CP053287.1	537928	538176	+	249	98	188	300	569	278	757
gene-HB27c_C0569	CP053287.1	538223	538549	-	327	4	7	22	36	28	47
gene-HB27c_C0570	CP053287.1	538539	541565	-	3027	37	60	136	225	150	304
gene-HB27c_C0571	CP053287.1	541562	542059	-	498	35	28	86	123	135	311
gene-HB27c_C0572	CP053287.1	542056	543210	-	1155	28	46	105	165	184	274
gene-HB27c_C0573	CP053287.1	543207	543641	-	435	37	67	110	138	126	252
gene-HB27c_C0574	CP053287.1	543643	544350	-	708	15	22	60	79	62	110
gene-HB27c_C0575	CP053287.1	544350	544955	-	606	32	40	167	299	209	446
gene-HB27c_C0576	CP053287.1	545067	546062	+	996	429	594	1034	1740	1506	3090
gene-HB27c_C0577	CP053287.1	546063	547235	+	1173	91	128	387	558	331	647
gene-HB27c_C0578	CP053287.1	547281	547568	+	288	60	62	167	385	157	370
gene-HB27c_C0579	CP053287.1	547547	547945	+	399	67	77	186	411	182	389
gene-HB27c_C0580	CP053287.1	547955	549199	+	1245	112	189	322	556	338	611
gene-HB27c_C0581	CP053287.1	549201	551435	+	2235	141	253	441	819	504	1107
gene-HB27c_C0582	CP053287.1	552255	553367	-	1113	57	93	209	370	314	573
gene-HB27c_C0583	CP053287.1	553321	554616	-	1296	22	46	97	145	127	213
gene-HB27c_C0584	CP053287.1	554617	555228	+	612	8	24	42	75	52	103
gene-HB27c_C0585	CP053287.1	555197	555700	-	504	10	15	26	71	30	58
gene-HB27c_C0586	CP053287.1	555751	555827	+	77	1	2	5	4	4	9
gene-HB27c_C0587	CP053287.1	555904	556419	+	516	15	17	59	75	70	102
gene-HB27c_C0588	CP053287.1	556420	556902	+	483	30	31	99	211	133	306
gene-HB27c_C0589	CP053287.1	556913	558403	+	1491	56	100	246	397	234	498
gene-HB27c_C0590	CP053287.1	558462	559763	-	1302	17	29	92	153	85	174
gene-HB27c_C0591	CP053287.1	559747	560961	-	1215	32	53	126	263	132	351
gene-HB27c_C0592	CP053287.1	560971	562245	-	1275	44	95	194	301	233	422
gene-HB27c_C0593	CP053287.1	562294	562611	+	318	22	62	106	203	126	258
gene-HB27c_C0594	CP053287.1	562608	563243	-	636	40	72	160	296	148	373
gene-HB27c_C0595	CP053287.1	563400	563873	-	474	13	25	57	56	35	75
gene-HB27c_C0596	CP053287.1	563947	564927	-	981	14	26	80	145	80	231
gene-HB27c_C0597	CP053287.1	564927	565967	-	1041	42	53	149	262	181	352
gene-HB27c_C0598	CP053287.1	565936	566580	-	645	8	13	35	77	41	61
gene-HB27c_C0599	CP053287.1	566587	567102	+	516	8	11	28	38	45	75
gene-HB27c_C0600	CP053287.1	567102	567620	+	519	35	45	133	191	193	360
gene-HB27c_C0601	CP053287.1	568160	569071	-	912	3	6	19	38	15	37
gene-HB27c_C0602	CP053287.1	569071	569832	-	762	8	10	15	43	7	36
gene-HB27c_C0603	CP053287.1	569838	570590	-	753	4	6	15	49	16	43
gene-HB27c_C0604	CP053287.1	570831	571790	-	960	4	7	15	22	25	57
gene-HB27c_C0605	CP053287.1	571811	572329	-	519	9	9	20	43	46	119
gene-HB27c_C0606	CP053287.1	572329	572844	-	516	8	11	21	55	42	112
gene-HB27c_C0607	CP053287.1	573143	574606	-	1464	15	20	41	83	65	83
gene-HB27c_C0608	CP053287.1	574787	575539	-	753	73	91	154	254	190	358
gene-HB27c_C0609	CP053287.1	575548	576585	-	1038	186	280	444	834	805	2239
gene-HB27c_C0610	CP053287.1	576659	577117	-	459	19	39	66	147	117	240
gene-HB27c_C0611	CP053287.1	577121	577945	-	825	15	15	48	98	60	103
gene-HB27c_C0612	CP053287.1	577947	578789	-	843	28	54	119	201	155	283
gene-HB27c_C0613	CP053287.1	579779	579862	-	84	16	30	61	108	69	99
gene-HB27c_C0614	CP053287.1	580561	580995	+	435	19	14	35	69	72	119
gene-HB27c_C0615	CP053287.1	581142	582317	+	1176	76	54	130	211	160	361
gene-HB27c_C0616	CP053287.1	582314	583093	+	780	11	17	37	50	33	31
gene-HB27c_C0617	CP053287.1	583065	584438	-	1374	15	20	21	70	52	82
gene-HB27c_C0618	CP053287.1	584586	585485	+	900	20	18	43	62	61	117
gene-HB27c_C0619	CP053287.1	585482	586222	+	741	15	11	37	56	53	74
gene-HB27c_C0620	CP053287.1	586219	587766	+	1548	25	30	72	98	108	225
gene-HB27c_C0621	CP053287.1	587779	589224	+	1446	31	50	126	168	162	397
gene-HB27c_C0622	CP053287.1	589221	589670	+	450	3	6	11	17	9	31
gene-HB27c_C0623	CP053287.1	589658	590617	+	960	19	27	85	104	109	274
gene-HB27c_C0624	CP053287.1	590715	591887	+	1173	32	33	111	108	101	256
gene-HB27c_C0627	CP053287.1	592865	594622	+	1758	16	21	40	55	45	102
gene-HB27c_C0628	CP053287.1	594619	595350	+	732	0	0	7	5	2	10
gene-HB27c_C0629	CP053287.1	595347	595757	+	411	0	0	4	3	3	8
gene-HB27c_C0630	CP053287.1	595711	597048	+	1338	3	4	11	19	21	52
gene-HB27c_C0631	CP053287.1	597051	597476	+	426	5	13	10	24	19	40
gene-HB27c_C0632	CP053287.1	597520	599526	-	2007	134	183	241	499	298	811
gene-HB27c_C0633	CP053287.1	599541	599996	-	456	17	23	44	68	47	117
gene-HB27c_C0634	CP053287.1	599990	600736	-	747	37	38	56	100	75	147
gene-HB27c_C0635	CP053287.1	600729	601256	-	528	43	44	43	117	75	135
gene-HB27c_C0636	CP053287.1	601266	602237	-	972	119	115	189	295	228	546
gene-HB27c_C0637	CP053287.1	602224	602835	-	612	52	49	79	118	105	254
gene-HB27c_C0638	CP053287.1	602940	603881	-	942	9	13	25	41	32	46
gene-HB27c_C0639	CP053287.1	603933	604979	-	1047	14	26	33	76	56	105
gene-HB27c_C0640	CP053287.1	604989	605786	-	798	25	43	70	190	77	274
gene-HB27c_C0641	CP053287.1	605783	606628	-	846	38	61	78	189	93	232
gene-HB27c_C0642	CP053287.1	606625	607872	-	1248	55	71	175	338	214	502
gene-HB27c_C0643	CP053287.1	607900	609195	-	1296	0	8	9	25	10	28
gene-HB27c_C0644	CP053287.1	609296	610387	-	1092	4	5	5	14	3	14
gene-HB27c_C0645	CP053287.1	610497	610820	+	324	22	36	66	125	107	147
gene-HB27c_C0646	CP053287.1	610822	611226	-	405	11	18	32	57	51	94
gene-HB27c_C0647	CP053287.1	611314	612795	-	1482	13	32	53	112	75	155
gene-HB27c_C0648	CP053287.1	612795	613718	-	924	21	39	85	139	88	182
gene-HB27c_C0649	CP053287.1	613780	614640	-	861	8	6	44	72	47	82
gene-HB27c_C0650	CP053287.1	614691	616619	+	1929	69	70	56	215	84	168
gene-HB27c_C0651	CP053287.1	616732	617937	+	1206	35	48	54	156	76	146
gene-HB27c_C0652	CP053287.1	618008	619492	-	1485	15	26	58	86	42	82
gene-HB27c_C0653	CP053287.1	619497	621365	-	1869	34	51	98	261	90	247
gene-HB27c_C0654	CP053287.1	621362	621778	-	417	6	11	32	54	27	62
gene-HB27c_C0655	CP053287.1	621866	624097	+	2232	42	46	115	194	197	367
gene-HB27c_C0656	CP053287.1	624185	624640	+	456	0	1	2	4	2	6
gene-HB27c_C0657	CP053287.1	624688	627411	+	2724	32	57	89	162	123	208
