Geneid	30_R1	480_R1	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-SynWH7803_2295	61.73232818264215	97.92116109087392	host	pspE	None	None	4.101481380767936
gene-SynWH7803_1480	29.591038164049593	38.22779069091139	host	mfd	None	None	0.5499467881536345
gene-SynWH7803_0431	254.3702630025835	521.5056357583743	host	rplB	None	None	45.987578355853294
gene-SynWH7803_1127	56.75644458689276	63.80728211805702	host	gene-SynWH7803_1127	None	None	0.2061744077160872
gene-SynWH7803_0476	54.64158771080824	69.17354760954355	host	rpcF	None	None	0.8527950074603654
gene-SynWH7803_0715	292.89305708394886	316.39936811383404	host	ctaC%2C coxB	None	None	0.4534330605327476
gene-SynWH7803_2026	3735.9561468793404	4492.226416833311	host	apcA	None	None	34.75522794903714
gene-SynWH7803_2057	54.70341909529796	64.85873942257564	host	gene-SynWH7803_2057	None	None	0.4312841630999913
gene-SynWH7803_2340	21.895468120990753	28.48335203157415	host	trmE	None	None	0.4307386942359148
gene-SynWH7803_2433	46.70921856820153	54.46885688716836	host	tauB	None	None	0.2975545174692424
gene-SynWH7803_1085	67.13737760672956	79.73382025906871	host	gene-SynWH7803_1085	None	None	0.5401684258020829
gene-SynWH7803_2293	44.861381350118826	31.639033183246035	host	sixA	None	None	1.1426767561485158
gene-SynWH7803_1413	267.29906387779135	282.6411596099026	host	gene-SynWH7803_1413	None	None	0.21400498763347292
gene-SynWH7803_0027	108.330859787586	106.47842592830924	host	murB	None	None	0.007987343730413658
gene-SynWH7803_0299	31.153737048693632	44.85444966559895	host	gene-SynWH7803_0299	None	None	1.2347980811370394
gene-SynWH7803_0068	22.864133973128197	22.61887451443951	host	gene-SynWH7803_0068	None	None	0.0006612601505099344
gene-SynWH7803_1903	40.28552045240671	44.048425861672854	host	gene-SynWH7803_1903	None	None	0.08394874032309159
gene-SynWH7803_0317	68.52115096627739	56.972144860621995	host	gene-SynWH7803_0317	None	None	0.5314209860757987
gene-SynWH7803_2195	462.4994791571774	489.5099921852005	host	gene-SynWH7803_2195	None	None	0.3831725607772994
gene-SynWH7803_0115	39.59647595939584	36.96518091754832	host	gene-SynWH7803_0115	None	None	0.04521658673335457
gene-SynWH7803_1773	41.98565177639326	62.37443822911832	host	gene-SynWH7803_1773	None	None	1.9916742741064628
gene-SynWH7803_2236	2058.234103736839	5011.791729188129	host	gene-SynWH7803_2236	None	None	616.9356981862983
gene-SynWH7803_1783	121.68649691219733	136.67044247460845	host	gene-SynWH7803_1783	None	None	0.43451247168003504
gene-SynWH7803_1309	1232.3239586412708	1467.7977819108019	host	gene-SynWH7803_1309	None	None	10.267670640997348
gene-SynWH7803_2032	131.9645013437802	145.48650461446812	host	gene-SynWH7803_2032	None	None	0.32950785638890384
gene-SynWH7803_1588	65.55829883290312	60.02215304111043	host	crtL	None	None	0.12202898528638806
gene-SynWH7803_1806	135.44686292247417	204.51342304155617	host	gene-SynWH7803_1806	None	None	7.015804380143804
gene-SynWH7803_0095	1697.012838020242	960.166546087071	host	gene-SynWH7803_0095	None	None	102.16518711213524
gene-SynWH7803_2029	196.54076052661284	173.82992125957074	host	ftsW	None	None	0.6963054118187256
gene-SynWH7803_0611	1003.3630901965602	957.3122241848044	host	gene-SynWH7803_0611_gene_rpoD	None	None	0.5408040395259933
gene-SynWH7803_1512	133.61938316110664	168.19246714990143	host	gene-SynWH7803_1512	None	None	1.9802041160155572
gene-SynWH7803_1244	136.79769905118474	117.53451550007249	host	pstA	None	None	0.7294990946753569
gene-SynWH7803_1207	687.0618078512765	737.5143078409285	host	gene-SynWH7803_1207	None	None	0.893407774834478
gene-SynWH7803_2469	28.67227416724986	21.607975094799755	host	exsB	None	None	0.49626167448901304
gene-SynWH7803_1496	310.56547011877626	248.91251511019684	host	gene-SynWH7803_1496	None	None	3.3969941281373908
gene-SynWH7803_1276	87.5236753791534	102.74751968882595	host	ilvE	None	None	0.6090397326887678
gene-SynWH7803_0974	73.12405160069369	60.1611517113109	host	gene-SynWH7803_0974	None	None	0.6303654470511874
gene-SynWH7803_1110	220.7729686136045	209.37065261152628	host	gene-SynWH7803_1110	None	None	0.15112720937363616
gene-SynWH7803_1952	1113.9675537662038	1053.2140860094344	host	gene-SynWH7803_1952	None	None	0.8515631031404767
gene-SynWH7803_2168	34.10194435964318	36.08109605403234	host	gene-SynWH7803_2168	None	None	0.027905897253207725
gene-SynWH7803_2020	1304.4531983547456	1126.9457815655937	host	atpG	None	None	6.479578891694282
gene-SynWH7803_2299	101.87944397736818	117.80069118323622	host	trpB	None	None	0.5769436376326006
gene-SynWH7803_0274	101.54046673876002	94.59342657599645	host	solA	None	None	0.12303168566995218
gene-SynWH7803_0164	46.81557031044598	52.41312459697541	host	gene-SynWH7803_0164	None	None	0.1578808127017934
gene-SynWH7803_0310	1580.2421580579357	1429.4812787057133	host	psbI	None	None	3.7759022083928846
gene-SynWH7803_1893	29.801100734107422	36.13554072447264	host	gene-SynWH7803_1893	None	None	0.3042703503236803
gene-SynWH7803_2444	75.35539220248718	71.46166926776912	host	gene-SynWH7803_2444	None	None	0.05163254917556322
gene-SynWH7803_2212	195.08125114791088	186.59244051518323	host	gene-SynWH7803_2212	None	None	0.09439988599203444
gene-SynWH7803_1013	82.6731170595047	72.49231945338084	host	gene-SynWH7803_1013	None	None	0.33399396871561
gene-SynWH7803_2424	181.7659416772056	146.41919481963222	host	gene-SynWH7803_2424	None	None	1.90348735282442
gene-SynWH7803_2062	329.67803835529037	420.08463977083096	host	rpoB	None	None	5.450627123729374
gene-SynWH7803_2279	247.06746052381618	261.9548869271274	host	gene-SynWH7803_2279	None	None	0.21770700836996948
gene-SynWH7803_0192	151.8714916406889	130.78511241589325	host	rfbB	None	None	0.7865292769223367
gene-SynWH7803_0291	854.5546057181173	806.827181310405	host	gene-SynWH7803_0291	None	None	0.6855459288102771
gene-SynWH7803_1028	110.72777388323821	134.2209924878362	host	murF	None	None	1.1266260462959532
gene-SynWH7803_0731	238.5990282426674	207.86731141499493	host	gene-SynWH7803_0731	None	None	1.057681548737152
gene-SynWH7803_0873	81.07092486842902	101.26504418487735	host	gene-SynWH7803_0873	None	None	1.118272102548592
gene-SynWH7803_1284	196.66719312255884	204.04956875503345	host	gene-SynWH7803_1284	None	None	0.06800248350429984
gene-SSBP1_gp22	10.38457901623121	95.42469313307768	phage	gene-SSBP1_gp22	early	early	34.17385292472927
gene-SynWH7803_1994	211.35228325911598	190.51264503791083	host	pyR	None	None	0.5403438949389
gene-SynWH7803_1129	75.35828098714542	87.87728735728	host	gene-SynWH7803_1129	None	None	0.4800593463943496
gene-SynWH7803_2182	234.56093677347846	359.2231087689868	host	gene-SynWH7803_2182	None	None	13.086118803040732
gene-SynWH7803_0403	75.71781370007366	72.89444336682782	host	alr	None	None	0.02681952416301785
gene-SynWH7803_1675	450.04555971448997	371.2071063038332	host	gene-SynWH7803_1675	None	None	3.7841592443887557
gene-SynWH7803_0100	36.70476655918813	48.509387150622224	host	gene-SynWH7803_0100	None	None	0.81764038743054
gene-SynWH7803_0856	26.47225656245751	37.93946504316904	host	gene-SynWH7803_0856	None	None	1.0207526445669146
gene-SynWH7803_0789	116.56179720738967	138.6473388270221	host	gapA%2C gap1	None	None	0.955630265067679
gene-SynWH7803_0604	79.88474047433441	124.36058057791955	host	gene-SynWH7803_0604	None	None	4.842461855989339
gene-SynWH7803_0003	43.28010550618514	63.44614591872837	host	purL	None	None	1.9051975521057067
gene-SynWH7803_1772	30.866164091321075	40.91226593522815	host	ubiE	None	None	0.7030257015988198
gene-SynWH7803_0581	203.39180328330903	156.5886616222722	host	gene-SynWH7803_0581	None	None	3.04257353231325
gene-SynWH7803_2140	350.05471811077575	501.7392494500632	host	gene-SynWH7803_2140	None	None	13.50572904003099
gene-SynWH7803_1206	69.14314844011034	80.62965668358468	host	purK	None	None	0.4404667173003704
gene-SynWH7803_0145	633.5401411480583	653.0970591048861	host	infC	None	None	0.14863282357097266
gene-SynWH7803_1079	55.62811287414735	58.173218002589316	host	gene-SynWH7803_1079	None	None	0.0284599488640328
gene-SynWH7803_1924	149.34864930482598	175.48382172259093	host	gene-SynWH7803_1924	None	None	1.0513838643437996
gene-SynWH7803_1039	112.9617665527767	117.11747904630441	host	gene-SynWH7803_1039	None	None	0.03753043062162083
gene-SynWH7803_0093	1146.9195105169404	562.6949714674042	host	gene-SynWH7803_0093	None	None	99.82318108099898
gene-SynWH7803_0586	33.0796044298856	41.534181155107916	host	metB	None	None	0.47899906861880964
gene-SSBP1_gp02	1.2940783081765048	12.575491578451276	phage	gene-SSBP1_gp02	early	early	4.588112191476038
gene-SynWH7803_1875	550.861327339784	435.7733390344789	host	gene-SynWH7803_1875	None	None	6.712335124426738
gene-SynWH7803_0022	155.43258683547393	163.02011522711342	host	grpE	None	None	0.09039111102065753
gene-SynWH7803_0078	117.19601174410887	149.64250071771974	host	gene-SynWH7803_0078	None	None	1.9726812239392386
gene-SynWH7803_0293	47.235896809104325	69.52131117457313	host	purH	None	None	2.126805282591517
gene-SynWH7803_0127	349.99782542317377	372.65114850484474	host	gene-SynWH7803_0127	None	None	0.3550638450734748
gene-SynWH7803_1426	142.74075884128717	179.13597215752654	host	gene-SynWH7803_1426	None	None	2.0576379476456297
gene-SynWH7803_0432	323.80145548749135	614.8195185650111	host	rplW	None	None	45.11486285658793
gene-SynWH7803_2074	67.64255156697604	78.33483295743606	host	aslB	None	None	0.3915842228069888
gene-SynWH7803_1106	86.38503067040537	113.7978910050017	host	vacB	None	None	1.8769456091328596
gene-SynWH7803_2162	277.0664186201001	328.9890292602611	host	gene-SynWH7803_2162	None	None	2.2241838639671445
gene-SynWH7803_0364	79.58381273565973	88.26982819400845	host	proX	None	None	0.224740029840299
gene-SynWH7803_0876	29.856550727894785	46.957658109733686	host	gene-SynWH7803_0876	None	None	1.9036053232245584
gene-RNA_35	263.6374328657668	346.13265368151474	host	gene-RNA_35	None	None	5.580350371050314
gene-SynWH7803_1841	243.8752123047063	264.72606049100995	host	pilT	None	None	0.4274054090530222
gene-SynWH7803_1976	44.72292029656908	78.95545675478	host	rnz	None	None	4.737556314618366
gene-SynWH7803_0935	126.21001953166764	158.33717609817478	host	gene-SynWH7803_0935	None	None	1.8136783719906282
gene-SynWH7803_0157	234.40973793936084	222.01912381164504	host	gene-SynWH7803_0157	None	None	0.16818318398290008
gene-SynWH7803_2533	104.19025424675294	115.82811581982092	host	thrC	None	None	0.3077920765273156
gene-SynWH7803_1852	399.91156046013464	363.5109494408869	host	lgt	None	None	0.8678054847677772
gene-SynWH7803_2414	31.70883999974308	41.01896707589379	host	metC	None	None	0.5959100766226116
gene-SynWH7803_0461	56.83281738456065	71.5644379174607	host	hemF	None	None	0.8451140291701613
gene-SynWH7803_0922	74.08925101762048	108.59127515743864	host	gene-SynWH7803_0922	None	None	3.258118680378302
gene-SynWH7803_0351	50.21476814607573	58.80648014117969	host	dfp	None	None	0.3385464584496168
gene-SynWH7803_2191	2064.5390805003667	2221.7454607140726	host	gene-SynWH7803_2191_gene_hli	None	None	2.8828984336273247
gene-SynWH7803_0956	111.15653378973889	109.85949442935033	host	gene-SynWH7803_0956	None	None	0.0038058576926590613
gene-SSBP1_gp43	6.123141187063573	26.958491138652093	phage	gene-SSBP1_gp43	early	early	6.561221092885845
gene-SynWH7803_2119	1486.9822479820157	1651.1117422843386	host	gene-SynWH7803_2119	None	None	4.292174004904449
gene-SynWH7803_0101	41.462791853897706	68.95942291019826	host	gene-SynWH7803_0101	None	None	3.4235172744069438
gene-SynWH7803_1245	141.82443028091365	140.55260815328276	host	pstC	None	None	0.0028641343030242333
gene-SynWH7803_1478	91.03449899702476	126.34912614681618	host	gene-SynWH7803_1478	None	None	2.8684839759746725
gene-SynWH7803_0382	693.0186190966357	757.0888587531228	host	rpsL	None	None	1.415410813454548
gene-SynWH7803_0512	56.10324050641338	57.75569503377981	host	gene-SynWH7803_0512	None	None	0.011991179928297699
gene-SynWH7803_0223	147.4965482218545	220.18362017912554	host	gene-SynWH7803_0223	None	None	7.184791136137074
gene-SynWH7803_1554	87.04967521046375	111.26899201393614	host	gene-SynWH7803_1554	None	None	1.4788706344099305
gene-SynWH7803_1447	340.53866752135656	267.75279378235604	host	gene-SynWH7803_1447	None	None	4.354642266879205
gene-SSBP1_gp14	2.973765809193483	25.06714654637954	phage	gene-SSBP1_gp14	early	early	8.703666025710689
gene-SynWH7803_0991	48.752419528445465	52.04713657367181	host	gene-SynWH7803_0991	None	None	0.05384527882795403
gene-SynWH7803_0466	151.47313467628356	216.02623274342838	host	gene-SynWH7803_0466	None	None	5.669536929171461
gene-SynWH7803_1340	235.45588909796098	222.56685402846685	host	lspA	None	None	0.18135259385666955
gene-SynWH7803_0414	2430.7785315761757	1939.7497199367747	host	rpmJ	None	None	27.583541391882935
gene-SynWH7803_2509	71.30598509334676	75.8094756880897	host	purU	None	None	0.06893030626831752
gene-SynWH7803_1246	101.08943953407586	105.17711289338104	host	gene-SynWH7803_1246_gene_dnaK	None	None	0.04050359424669624
gene-SynWH7803_0853	207.5789340437702	195.95599894177903	host	gene-SynWH7803_0853	None	None	0.16738652510901247
gene-SynWH7803_0206	719.848086269341	836.680548113254	host	gene-SynWH7803_0206	None	None	4.384700621303907
gene-SynWH7803_0638	241.95728629818188	266.7158685989692	host	frr	None	None	0.6025356278815228
gene-SynWH7803_0946	95.74075288135117	107.81797072334615	host	gene-SynWH7803_0946	None	None	0.3582730040257435
gene-SynWH7803_2039	39.951659356865484	53.997973452398845	host	fumC	None	None	1.0500250707255752
gene-SynWH7803_1961	33.07689908501299	40.4457840187658	host	gene-SynWH7803_1961	None	None	0.3692769555909904
gene-SynWH7803_2467	195.51366439366691	224.72403450692426	host	gene-SynWH7803_2467	None	None	1.0151941679503107
gene-SynWH7803_0989	41.60807506900334	46.922902927839566	host	znuC	None	None	0.1595339609264735
gene-SynWH7803_1548	92.68236771986356	97.54389634352039	host	gene-SynWH7803_1548	None	None	0.06212197005235707
gene-SynWH7803_0859	150.89737363221786	202.59802868789285	host	gene-SynWH7803_0859	None	None	3.780753180440763
gene-SynWH7803_1088	274.5290820985259	279.3372589713041	host	gene-SynWH7803_1088	None	None	0.02087016589170581
gene-SynWH7803_1896	70.29460542262714	80.32471471212341	host	aroH	None	None	0.33396476716677326
gene-SynWH7803_0543	366.41043006133987	355.05185631996477	host	gene-SynWH7803_0543	None	None	0.08941368098766296
gene-SynWH7803_0553	13492.650722381792	7966.878374218677	host	gene-SynWH7803_0553	None	None	711.4359291453698
gene-SynWH7803_1098	51.927048912762544	66.83119244452146	host	rhlE	None	None	0.9352340177680087
gene-SynWH7803_0954	103.29923337198416	95.67963487267981	host	gene-SynWH7803_0954	None	None	0.14589057069922795
gene-SynWH7803_1460	37.49411637766529	38.199991778952985	host	gap3	None	None	0.0032912738803402806
gene-SynWH7803_1535	298.52727494877894	467.1117979540424	host	clpA	None	None	18.560143024805832
gene-SynWH7803_0473	71.43687356296097	77.6181210642149	host	rlpA	None	None	0.1281668580356043
gene-SynWH7803_1562	57.963420295831106	68.08159590247902	host	gene-SynWH7803_1562	None	None	0.40611473858629843
gene-SynWH7803_0874	79.60765693695929	95.1503080519426	host	gene-SynWH7803_0874	None	None	0.6911673630939608
gene-SynWH7803_0435	96.42283913564502	108.36480743031156	host	gene-SynWH7803_0435	None	None	0.34819142937142394
gene-SynWH7803_1118	256.44640383724646	488.0041508055719	host	ahpC	None	None	36.01245901870072
gene-SynWH7803_0587	38.59900578093981	47.135751175271174	host	gene-SynWH7803_0587	None	None	0.4250086226106592
gene-SynWH7803_2226	143.2359818821651	158.06315014835099	host	gene-SynWH7803_2226	None	None	0.36482833075590027
gene-SynWH7803_1579	910.8810908915432	1344.2435032659637	host	gene-SynWH7803_1579	None	None	41.63915841845951
gene-SynWH7803_2339	35.03220229026134	29.096013773423447	host	gene-SynWH7803_2339_gene_def	None	None	0.2747490595438003
gene-SynWH7803_1719	545.5464410612665	316.68680792134154	host	gene-SynWH7803_1719	None	None	30.372716282248994
gene-SynWH7803_0318	40.50915778630134	42.03342418938659	host	gene-SynWH7803_0318	None	None	0.014073875640689158
gene-SynWH7803_1939	56.75011181143397	62.49524626415769	host	gene-SynWH7803_1939	None	None	0.13839771380848936
gene-SynWH7803_1115	2932.717760464548	3301.1049052499707	host	rpmF	None	None	10.88490126528174
gene-RNA_13	229.36171028300188	271.8856703181105	host	gene-RNA_13	None	None	1.803787158846553
gene-SynWH7803_0831	140.52604886494177	163.17824621956484	host	gene-SynWH7803_0831	None	None	0.8447724534979242
gene-SynWH7803_1412	43.948946475201154	53.37805944024932	host	gene-SynWH7803_1412	None	None	0.4567497503461439
gene-SynWH7803_2298	165.04150344737346	148.6077895000199	host	gene-SynWH7803_2298	None	None	0.43052377316970386
gene-SynWH7803_0996	132.95282109217035	123.08068033902974	host	gene-SynWH7803_0996	None	None	0.1903250209543543
gene-SynWH7803_1182	199.2058957570753	189.94980612784497	host	gene-SynWH7803_1182	None	None	0.11007829874953348
gene-SSBP1_gp08	3.0311744155485694	31.81259491197404	phage	gene-SSBP1_gp08	early	early	11.886919552324985
gene-SynWH7803_1494	30.347405030962737	27.915477776165453	host	gene-SynWH7803_1494	None	None	0.05075504238439664
gene-SynWH7803_2193	44.74455483618623	69.61582546304318	host	xseA	None	None	2.7045210105799438
gene-SynWH7803_0406	1510.1592907976046	1641.8093879557948	host	rpmE	None	None	2.749352840748343
gene-SynWH7803_1235	558.64605467985	520.0879198768037	host	gene-SynWH7803_1235	None	None	0.6891086192501344
gene-SynWH7803_0797	534.3615170944535	527.7758713694528	host	gene-SynWH7803_0797_gene_hli	None	None	0.02041672296177385
gene-SynWH7803_2124	95.05984883423683	107.97932243055946	host	smc	None	None	0.41103595174843394
gene-SSBP1_gp26	7.710549919551673	116.8891942217046	phage	gene-SSBP1_gp26	early	early	47.83306921618791
gene-SynWH7803_0514	130.85980295713907	197.60890192952323	host	gene-SynWH7803_0514	None	None	6.782141110159156
gene-SynWH7803_1807	2811.61841073908	2411.784236306146	host	gene-SynWH7803_1807	None	None	15.302990966520618
gene-SynWH7803_2301	79.43345505112784	96.46901869942953	host	gene-SynWH7803_2301	None	None	0.824918554661368
gene-SynWH7803_0132	185.20896675448364	207.62136596023055	host	gene-SynWH7803_0132	None	None	0.6393544443047912
gene-SynWH7803_0801	123.36879871282677	112.1998595988979	host	gene-SynWH7803_0801	None	None	0.26477461353448956
gene-SynWH7803_0212	31.013495145580542	27.41861520744772	host	gene-SynWH7803_0212	None	None	0.11058270607986098
gene-SynWH7803_0474	44.861381350118826	51.8878613006436	host	gene-SynWH7803_0474	None	None	0.2551514572229965
gene-SynWH7803_0877	28.4162388605874	48.92984798740157	host	adhC	None	None	2.720293789618233
gene-SynWH7803_2398	31.433142762134832	41.816047153601744	host	alaS	None	None	0.7358764221581005
gene-SynWH7803_0142	67.11117935844389	60.540850424776394	host	cysE	None	None	0.1690894471866158
gene-SynWH7803_1070	57.530567749920905	61.75963641861627	host	ruvA	None	None	0.07496433562672174
gene-SSBP1_gp11	4.083535994690304	57.34424159773781	phage	gene-SSBP1_gp11	early	early	23.08973946734614
gene-SynWH7803_2138	2624.7843298709877	2783.657866367749	host	rpsU	None	None	2.333463101125621
gene-SynWH7803_0423	298.9502135348255	797.0198615462671	host	rplX	None	None	113.1752499044675
gene-SynWH7803_0456	316.31224462715875	316.03416205703525	host	trpE	None	None	6.11452164423481e-05
gene-SynWH7803_1479	485.3185800603764	349.07735459369326	host	gene-SynWH7803_1479	None	None	11.122819962179607
gene-SynWH7803_0160	60.24242638444529	62.47791655982101	host	gene-SynWH7803_0160	None	None	0.020360993965242456
gene-SynWH7803_1837	63.795681392375215	65.11028618114973	host	gene-SynWH7803_1837	None	None	0.006703280628506106
gene-SynWH7803_0823	107.79193018847997	159.12188677267014	host	gene-SynWH7803_0823_gene_hli	None	None	4.935608940990761
gene-SynWH7803_0651	107.2260557515955	147.3369332003309	host	gene-SynWH7803_0651	None	None	3.16008720735775
gene-RNA_9	136.40284869968565	65.74602948474634	host	gene-RNA_9	None	None	12.348290394710418
gene-SynWH7803_0399	60.70305663937954	56.7280425103937	host	gene-SynWH7803_0399	None	None	0.06727663046687736
gene-SynWH7803_1123	266.94278876480627	251.7357307388943	host	pcxA	None	None	0.22292673120985493
gene-SynWH7803_0490	1105.4463142343075	871.2994385776061	host	gene-SynWH7803_0490	None	None	13.867428145932967
gene-SynWH7803_1981	84.71931941166108	100.77128888604554	host	serA	None	None	0.694551940853591
gene-SynWH7803_0616	294.92204406096636	305.1652623037509	host	gene-SynWH7803_0616	None	None	0.08742354558783547
gene-SynWH7803_0180	151.880098305824	178.3719846443267	host	gene-SynWH7803_0180	None	None	1.0625520291995867
gene-SynWH7803_1044	695.3514109268419	934.9853330751898	host	gene-SynWH7803_1044	None	None	17.611213405900177
gene-SynWH7803_0229	53.702142169930525	62.282682199360245	host	gene-SynWH7803_0229	None	None	0.31739353659848113
gene-SynWH7803_2110	284.95284820538444	281.9145756520366	host	gene-SynWH7803_2110	None	None	0.008142203732233346
gene-SynWH7803_1093	67.6690584230784	87.70295773771666	host	gene-SynWH7803_1093	None	None	1.2916004170715578
gene-SynWH7803_1930	48.254829258599834	80.01437134793832	host	gene-SynWH7803_1930	None	None	3.931842207462268
gene-SSBP1_gp54	3.654219971326837	26.20235527777688	phage	gene-SSBP1_gp54	early	early	8.514345693638147
gene-SynWH7803_2394	54.252652808275755	58.547924720802456	host	cya1	None	None	0.08177866286981035
gene-SynWH7803_0840	738.7174128986234	1004.9278923537398	host	gene-SynWH7803_0840	None	None	20.32179915211197
gene-SynWH7803_1142	67.70364433114264	122.62604118260818	host	purQ	None	None	7.92432790441389
gene-SynWH7803_0969	52.428361336885864	71.2227359180527	host	gene-SynWH7803_0969	None	None	1.4283274622664235
gene-SynWH7803_2287	95.86620027366158	116.45706188370622	host	gene-SynWH7803_2287_gene_ppnK	None	None	0.9984388369319749
gene-SynWH7803_2397	104.67655648361061	101.49818980652228	host	gene-SynWH7803_2397	None	None	0.02449867143236301
gene-SynWH7803_1736	673.6350734579946	991.1345653021006	host	gene-SynWH7803_1736_gene_rpoD	None	None	30.276239118688157
gene-SynWH7803_2438	17.371136387452026	37.56384431794829	host	gene-SynWH7803_2438	None	None	3.711164073697797
gene-SynWH7803_0792	107.3118562077296	100.12565163642975	host	katG	None	None	0.12447492422481139
gene-SynWH7803_0120	271.59708900183404	344.37302848872787	host	gene-SynWH7803_0120	None	None	4.299183692365713
gene-SynWH7803_0711	193.44684824223214	230.9148609024561	host	gene-SynWH7803_0711	None	None	1.6540747462067236
gene-SynWH7803_1671	113.51288917378552	141.88203104512058	host	gene-SynWH7803_1671	None	None	1.5756151489350543
gene-SynWH7803_1955	50.609950317093855	60.85779602870208	host	lpxB	None	None	0.47107053462415305
gene-SynWH7803_0588	352.18762600150757	322.90393272337786	host	gene-SynWH7803_0588	None	None	0.6351247330268004
gene-SynWH7803_1537	61.00526944843149	74.39817467533858	host	gene-SynWH7803_1537	None	None	0.6623535744517552
gene-SynWH7803_0699	31.24959470115115	42.25365170359628	host	gene-SynWH7803_0699	None	None	0.8237001522781778
gene-SynWH7803_0890	140.36174619393242	166.850097960882	host	gene-SynWH7803_0890	None	None	1.1419364075300513
gene-SynWH7803_1078	58.21113496987738	58.10660357854912	host	gene-SynWH7803_1078	None	None	4.696967078874364e-05
gene-SynWH7803_0214	20.421972107143645	31.622668972201055	host	glcE	None	None	1.205269242530114
gene-SynWH7803_0438	48.67200061537989	53.92992280315598	host	gene-SynWH7803_0438	None	None	0.13472333077000417
gene-SynWH7803_0390	11721.565242991845	11302.80610165172	host	gene-SynWH7803_0390	None	None	3.808121746974734
gene-SynWH7803_2175	56.19116898701108	71.6649034360558	host	ndh	None	None	0.9363515289570075
gene-SynWH7803_0421	227.98955745843972	491.517780691372	host	rpsH	None	None	48.26019191054193
gene-SynWH7803_2017	641.9513248424302	786.7743449082336	host	atpA	None	None	7.340005007623462
gene-SynWH7803_0768	160.56942505097174	203.8246670000697	host	gene-SynWH7803_0768	None	None	2.567297325738374
gene-SynWH7803_2512	50.38683007945898	46.79115458867736	host	gene-SynWH7803_2512	None	None	0.06652166269531064
gene-SynWH7803_1511	123.20250858426374	116.60774767624618	host	gene-SynWH7803_1511	None	None	0.09067767182290937
gene-SynWH7803_0098	114.80971937629096	136.63602533976217	host	gene-SynWH7803_0098	None	None	0.9472970651164193
gene-SynWH7803_1810	30.792062302213612	38.35403846914504	host	gene-SynWH7803_1810	None	None	0.41349752850362587
gene-SynWH7803_0937	289.9250466358426	349.020568656145	host	gene-SynWH7803_0937_gene_hli	None	None	2.732846614227198
gene-SynWH7803_1966	414.209983884712	419.3960429228577	host	kaiA	None	None	0.016131846149272783
gene-SynWH7803_0415	118.24874975438931	145.85383188989834	host	adk	None	None	1.4426980511962038
gene-SynWH7803_1189	244.1740899199325	328.08379628901224	host	gene-SynWH7803_1189	None	None	6.151805848923161
gene-SynWH7803_1720	868.107081213703	738.821161366976	host	gene-SynWH7803_1720	None	None	5.200869779900934
gene-SynWH7803_0810	405.9955012185754	551.1658308955501	host	gene-SynWH7803_0810	None	None	11.008815291343572
gene-SynWH7803_2435	66.74498200871338	59.96975886387301	host	gene-SynWH7803_2435	None	None	0.18112986834159028
gene-SynWH7803_1366	61.14558383308011	87.68653088667007	host	ksgA	None	None	2.3664982246200257
gene-SynWH7803_0330	34.0863613491665	43.3735384363101	host	ictB	None	None	0.5567503862439597
gene-SynWH7803_1504	277.7447286529416	260.8009006411048	host	gene-SynWH7803_1504	None	None	0.2665450168735394
gene-SynWH7803_1817	63.063335258568685	67.96537809153797	host	gene-SynWH7803_1817	None	None	0.09169754980367431
gene-SynWH7803_2016	894.2557373861227	1057.0077539732445	host	atpC	None	None	6.787453109349538
gene-SynWH7803_2289	196.71715722027108	214.22601413723316	host	ndhG	None	None	0.37299569856090403
gene-SynWH7803_2156	882.8648922618247	861.6309303352209	host	cpcG1	None	None	0.1292296413840731
gene-SynWH7803_0540	3624.158736213171	3845.082305027262	host	psaE	None	None	3.2672143654269417
gene-SynWH7803_0477	40.32287584388113	43.764667967964286	host	rpcE	None	None	0.07043809634817824
gene-SynWH7803_0802	120.9194704207226	126.57593638411738	host	gene-SynWH7803_0802	None	None	0.0646387898832269
gene-SynWH7803_0701	44.861381350118826	46.87881951530719	host	gene-SynWH7803_0701	None	None	0.022182514927828537
gene-SynWH7803_0653	87.6546848365797	105.55564392147981	host	gene-SynWH7803_0653	None	None	0.8292629545714719
gene-SynWH7803_0309	92.3518483049423	92.90001101467543	host	gene-SynWH7803_0309	None	None	0.0008110103656869259
gene-SynWH7803_0783	101.30947708867895	102.43390261624486	host	gene-SynWH7803_0783	None	None	0.003102757912607993
gene-SynWH7803_1424	80.08647320445401	75.82703629600165	host	betA	None	None	0.0581822666785432
gene-SynWH7803_0867	41.31535304487047	51.833217347181225	host	gene-SynWH7803_0867	None	None	0.5938119555469985
gene-SynWH7803_0039	89.63357506335869	59.17831329196283	host	hepA	None	None	3.11642765848646
gene-SynWH7803_1171	61.06681426073444	73.51621297034352	host	gene-SynWH7803_1171	None	None	0.5758063680820014
gene-SSBP1_gp33	5.974003044111302	111.59453310662651	phage	gene-SSBP1_gp33	early	early	47.44337531082151
gene-RNA_50	1223.9882289985123	1966.0183655599953	host	gene-RNA_50	None	None	86.302129359964
gene-SynWH7803_2313	56.150029598351345	57.61383383549808	host	mraW	None	None	0.009417414194686969
gene-SynWH7803_0082	12.20997841027699	12.95852489992337	host	holA	None	None	0.011131409767517416
gene-SynWH7803_2338	56.541267618788815	81.41179778788148	host	gene-SynWH7803_2338	None	None	2.241861277487208
