# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084821_sorted.bam" "SRR13084827_sorted.bam" "SRR13084839_sorted.bam" "SRR13084830_sorted.bam" "SRR13084822_sorted.bam" "SRR13084838_sorted.bam" "SRR13084833_sorted.bam" "SRR13084829_sorted.bam" "SRR13084817_sorted.bam" "SRR13084834_sorted.bam" "SRR13084835_sorted.bam" "SRR13084831_sorted.bam" "SRR13084828_sorted.bam" "SRR13084826_sorted.bam" "SRR13084823_sorted.bam" "SRR13084840_sorted.bam" "SRR13084818_sorted.bam" "SRR13084820_sorted.bam" "SRR13084836_sorted.bam" "SRR13084825_sorted.bam" "SRR13084832_sorted.bam" "SRR13084824_sorted.bam" "SRR13084819_sorted.bam" "SRR13084837_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084821_sorted.bam	SRR13084827_sorted.bam	SRR13084839_sorted.bam	SRR13084830_sorted.bam	SRR13084822_sorted.bam	SRR13084838_sorted.bam	SRR13084833_sorted.bam	SRR13084829_sorted.bam	SRR13084817_sorted.bam	SRR13084834_sorted.bam	SRR13084835_sorted.bam	SRR13084831_sorted.bam	SRR13084828_sorted.bam	SRR13084826_sorted.bam	SRR13084823_sorted.bam	SRR13084840_sorted.bam	SRR13084818_sorted.bam	SRR13084820_sorted.bam	SRR13084836_sorted.bam	SRR13084825_sorted.bam	SRR13084832_sorted.bam	SRR13084824_sorted.bam	SRR13084819_sorted.bam	SRR13084837_sorted.bam
gene-b0313	U00096.3	328747	329334	-	588	835	501	834	878	384	875	734	1399	1291	609	1602	840	358	709	1489	650	1118	485	1031	648	930	956	522	993
gene-b0314	U00096.3	329463	331496	+	2034	568	367	478	738	264	634	389	900	1065	307	896	726	278	648	1111	567	1108	426	772	513	637	804	410	707
gene-b4730	U00096.3	331802	331876	+	75	2	1	1	5	0	3	5	5	3	1	3	1	2	1	0	0	4	2	5	0	3	2	1	10
gene-b0315	U00096.3	332371	333459	+	1089	180	103	181	601	89	423	143	494	341	133	488	658	91	409	513	203	726	236	652	568	395	354	404	874
gene-b0316	U00096.3	333501	334433	-	933	129	70	105	233	67	239	94	232	307	85	316	153	101	188	368	147	271	92	343	146	255	225	128	191
gene-b0317	U00096.3	334525	335022	-	498	13	4	5	6	7	4	7	14	8	4	17	5	20	8	22	30	23	4	20	7	10	9	4	9
gene-b0318	U00096.3	335280	335885	+	606	46	18	38	77	32	58	24	126	106	47	142	56	55	30	147	89	106	38	103	51	57	83	27	61
gene-b0319	U00096.3	335925	336788	+	864	32	14	21	32	13	34	22	62	40	19	71	42	32	17	85	62	61	22	60	39	35	28	31	38
gene-b0320	U00096.3	336778	338325	+	1548	50	26	26	24	18	42	36	77	71	28	66	54	36	47	122	84	107	35	62	49	52	52	39	53
gene-b0321	U00096.3	338325	339743	+	1419	64	34	58	83	36	75	55	134	146	38	159	66	56	61	227	131	175	50	104	73	53	120	65	86
gene-b0322	U00096.3	339769	340089	+	321	45	31	33	59	36	53	37	104	108	27	110	42	35	43	144	79	85	25	107	44	45	63	36	41
gene-b0323	U00096.3	340165	341115	+	951	39	21	26	35	21	31	24	49	64	22	74	29	37	35	95	60	89	30	44	35	45	36	30	38
gene-b0324	U00096.3	341125	342507	+	1383	128	69	108	224	84	138	82	332	342	72	300	162	86	160	436	192	299	95	196	176	129	235	117	229
gene-b0325	U00096.3	342884	343933	+	1050	363	275	332	1005	289	811	281	1590	1722	408	1755	1008	345	1065	2270	708	1874	473	1313	1302	690	1676	828	1401
gene-b0326	U00096.3	344176	344991	+	816	14	7	14	29	6	40	9	30	20	15	23	25	17	20	33	17	34	13	49	21	27	16	17	27
gene-b4845	U00096.3	345252	345434	+	183	162	131	141	393	103	750	115	275	337	107	304	266	135	287	323	136	281	241	786	183	782	184	179	325
gene-b0327	U00096.3	345404	345649	+	246	56	46	53	156	34	299	67	109	122	24	106	106	40	109	95	64	116	77	336	60	344	65	69	139
gene-b0328	U00096.3	345666	346337	-	672	27	10	20	38	12	26	11	34	58	10	46	20	35	30	62	42	61	20	43	26	40	23	22	29
gene-b0329	U00096.3	346484	346759	+	276	357	236	338	1705	390	969	363	1982	1752	661	2161	1060	414	738	2632	574	1771	406	2379	1008	993	1040	854	1509
gene-b0330	U00096.3	346857	348443	-	1587	91	56	94	224	83	122	91	303	319	106	454	169	105	112	472	199	378	78	314	215	132	256	128	212
gene-b0331	U00096.3	348682	349572	+	891	28	21	16	26	15	31	32	47	51	19	58	15	21	25	56	53	60	23	37	27	33	35	27	24
gene-b0333	U00096.3	350012	351181	+	1170	24	13	11	22	16	24	11	36	37	9	47	14	28	18	61	44	50	23	26	20	45	24	7	22
gene-b0334	U00096.3	351215	352666	+	1452	38	23	17	18	11	30	18	38	48	26	58	22	43	30	84	66	87	22	34	31	48	41	13	35
gene-b0335	U00096.3	352706	354592	+	1887	114	62	67	127	66	126	78	189	225	71	212	90	100	130	288	143	244	92	138	112	126	154	92	163
gene-b0336	U00096.3	354922	356181	+	1260	14622	8656	9091	3309	3226	7181	8373	9182	8450	3268	8272	1001	3360	6824	8287	4937	3629	5456	3024	737	8238	2848	585	908
gene-b0337	U00096.3	356171	357454	+	1284	14043	8551	9698	5845	4272	5503	9564	11977	10463	4695	10653	2449	4067	5448	11256	6469	6340	3932	4478	1776	6151	4997	1445	2415
gene-b0338	U00096.3	357791	358690	-	900	56	31	55	112	37	78	42	95	99	23	105	48	36	65	108	2361	150	1343	87	67	79	95	48	75
gene-b0339	U00096.3	358799	359458	+	660	53	35	43	55	27	49	34	92	100	30	85	57	38	48	156	51	102	40	72	63	43	100	44	59
gene-b0340	U00096.3	359489	359959	+	471	41	29	34	65	19	55	37	88	91	30	93	77	29	72	96	51	97	49	51	61	43	69	34	70
gene-b0341	U00096.3	359992	361146	+	1155	70	46	41	71	27	80	51	126	149	34	122	88	70	100	171	104	152	72	95	113	77	99	65	99
gene-b0342	U00096.3	361249	361860	-	612	11	5	8	9	7	10	13	25	15	10	18	10	19	8	32	13	30	4	21	11	11	14	8	12
gene-b0343	U00096.3	361926	363179	-	1254	45	17	15	46	16	45	36	43	44	24	43	32	36	26	81	57	71	28	48	34	45	40	26	40
gene-b0344	U00096.3	363231	366305	-	3075	105	53	53	93	47	114	84	146	133	69	140	95	100	101	219	188	201	59	120	88	112	122	79	118
gene-b0345	U00096.3	366428	367510	-	1083	401	282	361	560	250	441	310	859	935	276	881	572	267	622	1120	501	897	387	721	708	483	713	407	534
gene-b0346	U00096.3	367587	368420	-	834	342	235	335	571	298	446	302	1218	1207	426	1341	509	333	434	1373	483	852	235	662	504	364	751	343	679
gene-b0347	U00096.3	368611	370275	+	1665	78	41	64	81	41	74	68	113	105	42	153	91	60	85	166	106	152	54	81	107	70	91	66	90
gene-b0348	U00096.3	370277	371221	+	945	44	13	29	34	13	36	27	63	51	17	66	57	28	36	97	59	77	21	36	53	45	64	29	53
gene-b0349	U00096.3	371239	372105	+	867	52	36	47	59	31	43	42	130	101	29	105	72	32	57	147	54	119	50	61	68	71	63	53	84
gene-b0350	U00096.3	372115	372924	+	810	50	35	55	59	22	57	40	133	100	44	132	64	33	72	122	62	118	39	81	67	65	78	48	77
gene-b0351	U00096.3	372921	373871	+	951	66	46	68	117	38	78	65	198	182	46	238	104	59	93	217	80	169	64	105	99	75	131	79	146
gene-b0352	U00096.3	373868	374881	+	1014	98	54	96	145	50	100	62	273	266	61	319	149	63	132	293	131	227	81	157	128	126	188	78	194
gene-b0353	U00096.3	375459	376670	+	1212	75	34	46	83	36	58	48	109	137	59	140	68	72	71	197	103	171	57	90	99	72	115	32	81
gene-b0354	U00096.3	376772	377311	+	540	784	506	818	1227	426	1443	600	1680	1346	641	1857	1098	467	1186	1769	607	1266	635	1568	908	1296	854	717	1534
gene-b0355	U00096.3	377535	378368	-	834	505	324	412	966	238	882	370	1047	1175	243	1031	810	293	854	1275	470	1276	503	1044	870	729	1057	627	1098
gene-b0356	U00096.3	378462	379571	-	1110	1041	645	778	1381	494	1003	759	2166	2415	591	2065	1400	605	1517	2771	1139	2302	839	1264	1521	982	1892	1023	1520
gene-b0357	U00096.3	379606	379881	-	276	370	237	285	543	175	482	282	693	878	214	728	505	184	506	979	369	777	289	615	523	474	662	406	528
gene-b0358	U00096.3	380069	380842	-	774	44	27	26	43	22	60	36	81	94	35	72	33	27	46	116	66	85	24	65	38	53	53	23	44
gene-b0360	U00096.3	381351	381716	+	366	29	26	21	43	32	31	28	65	78	24	68	38	30	37	99	79	76	23	64	42	43	54	20	47
gene-b0361	U00096.3	381674	382579	+	906	74	51	57	101	71	78	58	165	219	65	182	104	81	114	273	172	210	57	148	113	99	139	87	142
gene-b0363	U00096.3	382739	383935	-	1197	31	26	23	68	24	55	32	81	80	32	78	44	39	26	125	71	115	28	68	42	48	68	34	55
gene-b4731	U00096.3	383960	384079	+	120	3	0	1	2	0	2	2	1	0	1	2	2	1	4	5	2	4	0	4	2	1	2	2	9
gene-b0364	U00096.3	384059	384616	-	558	7	3	3	8	1	18	9	16	5	3	15	13	9	3	11	14	14	4	20	12	15	7	2	16
gene-b0365	U00096.3	385232	386194	+	963	83	46	75	24	16	45	68	90	78	43	83	39	38	21	106	109	57	30	80	19	47	41	19	30
gene-b0366	U00096.3	386207	386974	+	768	49	29	55	20	25	32	30	69	53	43	63	27	39	22	67	78	61	17	45	27	34	32	15	26
gene-b0367	U00096.3	386971	387798	+	828	52	26	43	46	11	22	39	64	44	25	41	23	47	19	81	90	78	13	41	32	36	45	19	34
gene-b0368	U00096.3	387795	388646	+	852	56	47	50	80	28	46	50	108	110	35	123	60	47	58	165	88	136	34	93	67	46	103	43	66
gene-b0369	U00096.3	388753	389727	-	975	631	376	411	864	347	610	331	1157	1549	299	1058	735	309	773	1578	600	1152	442	894	752	605	965	647	855
gene-b4767	U00096.3	391592	391648	-	57	12	4	12	20	6	36	10	21	31	8	22	13	12	21	35	15	41	9	35	14	28	18	13	14
gene-b0372	U00096.3	391739	392605	-	867	46	19	48	76	31	79	42	135	111	28	111	70	46	85	171	126	124	48	85	63	68	99	56	67
gene-b0373	U00096.3	392602	392901	-	300	14	5	10	23	12	18	19	34	25	6	26	18	10	18	29	30	28	12	26	14	19	31	8	19
gene-b0375	U00096.3	394506	395129	+	624	15	19	13	32	14	37	16	37	25	14	41	30	14	26	55	15	41	21	45	29	42	36	16	32
gene-b0376	U00096.3	395130	396287	-	1158	107	94	101	203	88	193	87	312	458	69	325	197	121	277	510	214	368	131	266	260	201	326	165	216
gene-b0377	U00096.3	396639	397859	+	1221	189	105	163	472	135	428	162	664	817	153	684	454	135	468	891	239	863	245	615	512	347	707	322	555
gene-b0378	U00096.3	397872	398966	+	1095	452	297	362	845	267	689	343	1329	1369	371	1319	784	276	865	1538	430	1364	462	1007	813	677	1129	630	1017
gene-b0379	U00096.3	399025	399333	-	309	34	21	17	58	13	64	36	67	64	23	90	58	27	67	82	36	85	23	86	59	53	63	41	73
gene-b0380	U00096.3	399593	399805	+	213	115	72	90	140	65	274	66	213	291	71	274	119	90	213	312	84	155	114	241	127	259	173	107	159
gene-b0381	U00096.3	399829	400923	-	1095	893	634	869	1853	544	1547	725	2778	3011	662	2702	1717	594	1819	3484	1048	2744	854	2055	1633	1298	2382	1342	2073
gene-b0382	U00096.3	401386	401646	+	261	169	136	200	336	159	274	121	629	594	200	676	249	195	181	860	297	432	97	629	176	251	304	177	279
gene-b0383	U00096.3	401747	403162	+	1416	236	145	273	745	161	436	221	1146	853	235	995	584	214	404	1034	388	880	201	925	448	427	634	341	606
gene-b0384	U00096.3	403281	403601	+	321	113	65	140	384	165	180	112	592	633	200	688	223	176	148	917	287	519	79	535	215	146	411	144	265
gene-b0385	U00096.3	403703	404818	+	1116	49	31	39	82	32	87	41	124	118	36	154	63	50	75	170	74	179	34	145	72	72	119	44	104
gene-b0386	U00096.3	404835	405644	-	810	126	74	109	268	89	198	86	298	345	92	337	181	92	167	367	144	281	103	396	132	220	217	134	292
gene-b0387	U00096.3	405764	406222	+	459	439	275	290	798	211	748	301	1005	1176	256	1138	783	216	811	1311	315	1261	465	1133	802	638	984	680	1035
gene-b0388	U00096.3	406405	406929	+	525	365	256	364	794	240	638	288	1875	1912	477	1981	784	236	692	2304	427	1389	396	1003	838	539	1050	617	923
gene-b0389	U00096.3	406979	407170	+	192	202	135	177	584	184	397	134	1011	881	332	1190	454	213	354	1333	308	841	184	937	443	353	593	348	588
gene-b0390	U00096.3	407428	408105	+	678	136	85	118	768	120	360	97	751	671	195	890	528	141	429	928	241	963	190	918	577	271	662	356	785
gene-b0391	U00096.3	408177	408461	+	285	233	145	204	586	182	348	133	681	959	204	637	432	218	373	1020	426	853	237	758	490	349	747	400	517
gene-b4732	U00096.3	408947	409030	+	84	28	14	25	104	19	76	23	111	95	32	103	76	25	77	115	37	129	34	150	88	67	105	63	109
gene-b0393	U00096.3	409108	410019	-	912	1035	747	765	1511	418	1303	708	2117	1903	512	1835	1626	452	1982	2241	813	2429	953	1551	1665	1324	1616	1396	2021
gene-b0394	U00096.3	410144	411052	+	909	636	407	568	1291	562	863	517	2505	2476	798	2549	1256	592	947	2631	870	1924	566	1566	1129	844	1591	858	1686
gene-b0396	U00096.3	411297	412481	-	1185	259	163	223	385	169	441	188	608	719	192	649	320	190	376	743	256	521	216	579	285	410	471	299	430
gene-b0397	U00096.3	412607	415753	-	3147	903	619	879	1259	427	1128	796	2020	1626	575	1937	1352	431	1572	2213	685	1847	805	1243	1377	1046	1190	963	1673
gene-b0398	U00096.3	415750	416952	-	1203	269	180	231	445	140	356	223	599	616	181	583	380	185	406	752	295	629	229	486	385	367	543	304	425
gene-b0399	U00096.3	417142	417831	+	690	184	117	176	343	117	192	162	607	640	155	576	278	139	234	675	232	519	114	369	310	227	391	203	320
gene-b0400	U00096.3	417889	419184	+	1296	180	99	156	356	122	228	146	554	603	131	563	315	122	257	669	219	632	135	456	337	220	461	231	371
gene-b0401	U00096.3	419591	420910	+	1320	1199	774	946	1506	586	1421	753	1862	2642	620	1822	1687	658	1593	2684	1161	2892	1072	1901	1863	1399	2473	1155	1622
gene-b0402	U00096.3	420986	422359	+	1374	437	262	322	1220	204	864	271	1166	1736	217	1158	1246	238	1081	1570	449	1783	562	1286	1302	791	1575	1005	1371
gene-b0403	U00096.3	422518	424332	+	1815	485	295	470	902	261	656	359	1428	1522	416	1514	939	345	847	1749	481	1348	467	895	926	647	1211	618	1151
gene-b0404	U00096.3	424337	424918	-	582	189	120	139	296	100	296	146	486	570	139	527	316	138	332	739	177	519	180	366	329	235	451	243	340
gene-b0405	U00096.3	425011	426081	+	1071	959	621	793	2827	391	2472	659	2743	2939	543	2769	3349	386	3063	2994	649	4406	1703	3148	3462	2264	3335	2444	4164
gene-b0406	U00096.3	426137	427264	+	1128	7614	4841	7041	16402	2865	18657	6030	20197	17759	4262	19020	35404	2984	20995	18128	4510	19773	11190	16733	16726	16354	15264	12945	24916
gene-b0407	U00096.3	427287	427619	+	333	6412	4038	6010	13725	2971	15122	5209	17243	16388	4293	16683	13564	3185	13870	16741	4362	15156	7250	14995	11247	13904	12119	8473	16590
gene-b0408	U00096.3	427647	429494	+	1848	8506	5685	7540	20908	3764	20057	6692	28209	26583	5715	26090	26170	3782	25894	26703	6482	28912	13734	19727	23712	18109	23044	16889	30689
gene-b0409	U00096.3	429505	430476	+	972	3872	2560	2998	8218	1456	8966	2596	10462	10539	1829	9243	10631	1507	11768	10638	2863	12507	6549	8059	9907	8297	9794	7019	11179
gene-b0410	U00096.3	430605	430952	+	348	278	172	277	693	154	778	211	809	787	230	853	716	181	717	866	253	916	392	949	655	655	652	470	976
gene-b0411	U00096.3	431129	432013	-	885	7604	4612	5823	8651	2757	9974	6100	16450	12150	3464	13869	6745	2485	10283	12386	3808	8933	6520	7805	3566	9869	5767	3009	6884
gene-b0412	U00096.3	432312	432851	-	540	36	31	39	75	34	95	40	99	105	36	106	54	32	82	146	49	91	43	101	36	96	66	33	71
gene-b0413	U00096.3	433002	433451	+	450	122	95	103	215	81	205	106	342	522	87	280	209	74	340	468	219	417	112	276	315	207	340	202	258
gene-b0414	U00096.3	433455	434558	+	1104	406	343	343	873	283	610	339	1085	1488	291	1000	715	276	942	1509	546	1310	397	844	871	562	976	721	1096
gene-b0415	U00096.3	434647	435117	+	471	914	543	611	2152	374	1387	551	1893	2399	387	1719	2176	487	2221	2669	892	3745	1059	2246	2679	1382	2809	1892	2518
gene-b0416	U00096.3	435137	435556	+	420	603	389	433	1361	252	938	435	1470	1688	292	1245	1591	278	1495	1768	676	2694	697	1574	2050	853	1916	1288	1881
gene-b0417	U00096.3	435634	436611	+	978	472	314	360	1070	216	959	385	1198	1356	278	1147	1272	256	1267	1482	442	1822	603	1079	1424	862	1343	922	1346
gene-b0418	U00096.3	436589	437107	+	519	728	503	605	1056	420	1135	569	1656	1998	477	1675	1158	413	1398	2157	663	1640	777	1241	1223	1041	1462	1008	1345
gene-b0419	U00096.3	437161	438135	-	975	641	392	625	1943	454	1041	487	2979	2840	691	3162	1750	501	1494	3529	950	3055	821	1895	2085	976	2578	1282	2101
gene-b0420	U00096.3	438315	440177	-	1863	1725	1223	1506	3736	938	2634	1273	4617	4774	1168	4797	3297	1003	3296	5326	1714	5135	1799	3782	3264	2384	4358	2339	3839
gene-b0421	U00096.3	440202	441101	-	900	621	410	525	1283	280	878	408	1358	1661	337	1381	1025	356	1153	1838	609	1635	583	1234	1120	866	1432	787	1238
gene-b0422	U00096.3	441101	441343	-	243	310	208	295	703	164	625	246	745	740	187	786	500	179	603	925	301	784	286	838	533	643	666	469	703
gene-b0423	U00096.3	441549	442997	+	1449	683	471	541	1771	299	1440	457	1974	2106	342	1754	1934	303	2214	2063	581	2362	1051	1668	1998	1467	1850	1655	2653
gene-b0424	U00096.3	443051	443641	-	591	781	481	669	1274	512	889	582	1995	2222	661	2099	1001	510	1039	2509	761	1813	567	1333	1051	769	1516	805	1414
gene-b0425	U00096.3	443604	444515	-	912	561	350	515	943	362	762	402	1486	1577	463	1544	799	388	853	1837	603	1377	440	1009	841	683	1162	561	1049
gene-b0426	U00096.3	444683	445174	+	492	4106	2653	3558	7322	2120	6653	3169	11601	9304	3158	10845	7001	2051	7016	11246	2918	8836	3743	8376	5727	6204	6638	4820	8891
gene-b0427	U00096.3	445302	446666	-	1365	558	355	391	987	230	1070	402	1160	1140	302	925	988	253	1202	1173	358	1307	704	1050	857	1106	957	733	1087
gene-b0428	U00096.3	446815	447705	-	891	18328	11531	15939	32252	10015	25831	13488	39768	42859	11634	33309	29505	9214	32255	38556	13721	30506	15812	24267	20486	25281	25497	19670	37419
gene-b0429	U00096.3	447717	448046	-	330	6070	3733	5540	12300	3333	9904	4909	13421	13605	3832	11688	10001	3034	10805	12374	4611	9270	4761	8397	6543	8895	8095	6272	12865
gene-b0430	U00096.3	448046	448660	-	615	3909	2466	3291	7572	1999	6040	3062	9052	9178	2255	7334	6531	1912	7034	8802	3268	6652	3362	5295	4435	5991	5640	4408	7869
gene-b0431	U00096.3	448650	450641	-	1992	5827	3855	4194	11947	2696	7851	3857	15751	15352	2741	10048	11713	2621	11790	14498	5418	13619	5737	8234	9400	9375	10450	8035	10411
gene-b0432	U00096.3	450663	451610	-	948	7301	4716	5443	15082	3500	10827	5266	19731	19640	3643	14666	14924	3350	15231	19440	6124	18337	7676	12831	13471	10714	13923	10274	14948
gene-b0433	U00096.3	452070	453545	-	1476	824	560	563	1465	355	1295	504	1687	2077	345	1547	1662	361	1805	2042	635	2242	997	1440	1735	1279	1969	1231	1683
gene-b0434	U00096.3	453589	454167	-	579	390	313	377	1007	208	778	269	1009	1023	238	986	905	228	970	1260	395	1184	512	976	952	710	1002	674	1049
gene-b0435	U00096.3	454472	454789	+	318	1277	806	1199	3005	1689	1928	995	4623	6417	2241	5412	1625	1904	1488	7340	2261	3626	918	4309	1569	2068	3329	1361	2376
gene-b0436	U00096.3	455133	456431	+	1299	54669	35096	45881	90402	22349	77134	41326	133903	88839	33424	115049	101553	20861	105822	119931	30385	122722	56617	78744	90080	73263	67602	68207	126888
gene-b0437	U00096.3	456677	457300	+	624	2614	1781	2496	4819	1925	3514	2027	6222	6254	2187	6407	3886	2172	3635	8609	3979	6628	2036	5140	4276	3398	5433	2719	4397
gene-b0438	U00096.3	457426	458700	+	1275	9532	6036	8927	19006	7239	11766	7200	27948	27774	9517	28183	18068	7107	16168	34601	11832	27529	8304	17555	18151	10705	23137	13371	23276
gene-b0439	U00096.3	458888	461242	+	2355	4452	2934	3951	10245	4376	5850	3421	13623	14202	5119	14424	10634	4355	8380	19508	8281	15127	4230	10312	11744	5524	11781	8854	14422
gene-b0440	U00096.3	461451	461723	+	273	6153	4282	4882	10182	3562	11133	4467	13284	16025	4210	12236	8822	3728	11397	18089	5832	14639	5711	13908	8832	11668	11732	8493	10681
gene-b0441	U00096.3	461915	463786	+	1872	1639	1193	1535	5947	1144	3410	1334	7022	6581	1469	6531	5492	1098	5632	8110	1955	7656	2473	5600	5459	3340	4796	4599	7810
gene-b0442	U00096.3	463937	464308	+	372	66	69	63	294	43	137	51	223	189	64	258	286	38	207	256	52	357	94	324	273	120	223	225	450
gene-b0443	U00096.3	464402	464800	+	399	57	31	53	226	46	113	47	131	140	66	161	130	50	91	165	79	274	37	235	142	89	211	132	233
gene-b0444	U00096.3	464852	465547	-	696	1112	644	884	1750	585	1441	772	2602	2822	860	2815	1624	641	1694	3099	861	2428	925	1961	1492	1401	2003	1293	2138
gene-b0445	U00096.3	465612	467312	-	1701	78	40	57	69	51	82	70	161	165	54	162	88	60	83	228	133	159	56	130	76	99	112	59	79
gene-b0446	U00096.3	467412	468230	+	819	75	72	75	119	48	109	66	100	169	56	136	86	67	108	201	144	183	74	117	82	99	145	84	92
gene-b0447	U00096.3	468383	468841	+	459	32	18	17	43	21	41	24	52	87	22	52	46	23	42	104	48	67	17	50	30	49	48	25	27
gene-b0448	U00096.3	468871	470643	+	1773	239	148	181	461	163	349	172	639	693	179	574	391	175	369	766	343	692	266	500	375	365	580	339	448
gene-b0449	U00096.3	470636	472417	+	1782	296	205	223	708	197	450	238	882	934	226	884	633	201	562	1047	330	949	332	674	567	469	761	469	741
gene-b0450	U00096.3	472598	472936	+	339	147	126	164	252	368	198	95	1342	3006	332	3244	58	394	205	4616	465	775	96	1034	202	137	1089	97	225
gene-b0451	U00096.3	472966	474252	+	1287	538	411	479	947	947	450	327	3834	9870	740	8333	377	1049	719	13958	1551	3453	338	2816	1143	358	4682	569	857
gene-b0452	U00096.3	474301	475161	-	861	764	508	623	1214	488	796	532	1678	2754	663	1846	979	557	935	2228	793	1840	551	1481	1112	791	1586	785	1274
gene-b0453	U00096.3	475379	475951	+	573	1008	684	1128	4292	1719	1806	1043	7088	8341	2041	6988	3247	1709	1973	9903	3394	6375	1001	5124	3609	1613	5800	2394	3868
gene-b0454	U00096.3	475982	476371	-	390	46	23	43	122	39	65	33	160	164	33	154	113	52	89	219	89	179	35	102	89	67	145	74	100
gene-b0455	U00096.3	476448	476561	+	114	256163	193923	168725	189475	141878	228863	86612	201182	231325	103166	149561	375659	135673	311681	487099	227438	333107	418487	143361	238742	242180	343907	195507	128366
gene-b0456	U00096.3	476672	477025	+	354	86	43	48	189	41	167	43	169	201	31	211	160	47	170	238	61	293	77	310	219	126	257	173	224
gene-b0457	U00096.3	477067	478617	-	1551	177	115	144	324	151	300	137	481	461	130	488	245	169	280	720	234	414	165	487	229	312	328	176	322
gene-b0458	U00096.3	478781	479251	-	471	65	48	42	111	26	105	43	119	136	28	130	92	43	103	156	84	150	56	138	77	109	119	70	73
gene-b0459	U00096.3	479367	479918	-	552	206	143	189	600	166	465	166	627	607	181	718	511	191	440	909	311	961	189	836	569	406	680	402	627
gene-b0460	U00096.3	480090	480308	-	219	393	239	409	1397	282	1243	348	1371	1279	441	1552	942	399	836	1872	556	1587	346	1959	947	1100	1019	698	1278
gene-b0461	U00096.3	480334	480708	-	375	372	249	406	1322	374	1254	336	1290	1215	533	1512	824	441	665	1851	649	1314	334	2074	757	1262	883	610	1051
gene-b0462	U00096.3	481254	484403	-	3150	5760	3986	5219	12722	3614	8920	4584	18068	22374	4265	15468	13106	3503	13706	21836	6634	21198	6213	12275	14213	7912	18040	10500	16483
gene-b0463	U00096.3	484426	485619	-	1194	3267	2184	2993	7871	2201	4877	2625	11467	11353	2837	11487	7480	2158	6768	13822	3602	11418	3340	7856	7192	4170	9562	5501	9450
gene-b0464	U00096.3	485761	486408	+	648	260	182	228	698	219	691	182	882	920	274	870	605	240	552	1183	341	973	304	1102	606	575	766	433	726
gene-b0465	U00096.3	486536	489898	+	3363	1113	756	991	4046	591	2893	869	4616	4628	782	4158	4561	637	3581	5302	1082	5631	1899	3910	4336	2537	4246	3184	4846
gene-b0466	U00096.3	490110	490271	-	162	165	110	164	369	121	293	159	487	432	165	502	259	109	285	419	185	369	132	423	251	271	272	176	364
gene-b0467	U00096.3	490285	490812	-	528	405	261	383	569	206	515	339	969	864	318	1028	512	247	518	969	366	715	287	613	453	468	624	322	630
gene-b0468	U00096.3	490882	491259	+	378	32	26	47	134	33	74	41	179	272	41	180	67	46	61	298	86	230	37	149	69	69	217	55	88
gene-b0469	U00096.3	491412	491963	+	552	632	466	484	2705	270	1488	414	2475	2925	310	1987	2836	321	2384	3306	631	4157	1117	2582	3295	1460	3601	2095	2570
gene-b0470	U00096.3	492092	494023	+	1932	1670	1140	1323	4763	808	2982	1216	5355	5717	1016	5306	5233	832	4634	6258	1555	7177	2394	4358	5740	2702	6097	4094	5970
gene-b0471	U00096.3	494076	494405	+	330	661	503	573	1541	364	1388	561	2071	2341	436	1772	1740	359	2017	2474	743	2337	859	1540	1858	1269	1871	1398	2110
gene-b0472	U00096.3	494405	495010	+	606	977	687	798	2171	462	1877	709	2738	3222	462	2460	2305	424	3082	3625	953	3206	1364	1929	2569	1562	2677	2088	2978
gene-b0473	U00096.3	495120	496994	+	1875	2003	1202	1864	2889	2464	1995	1706	4627	5222	3254	5427	3382	2433	2694	7549	4660	5776	1465	3500	4101	1785	5008	2559	4086
gene-b0474	U00096.3	497175	497819	+	645	9904	6352	8633	13349	5082	10965	7780	19615	15289	6999	21500	12259	5077	11333	20245	7898	17030	6253	15867	10616	11124	12233	8154	15453
gene-b0475	U00096.3	498055	499017	+	963	527	338	374	938	341	630	394	1483	1485	462	1458	912	371	728	1678	504	1299	456	875	860	591	1050	649	1088
gene-b0476	U00096.3	499014	499973	-	960	130	79	99	275	87	237	94	348	399	107	326	246	106	212	429	163	370	131	329	233	256	293	181	226
gene-b0477	U00096.3	500125	501429	+	1305	1135	797	836	3454	456	2475	770	3843	3469	634	3495	4083	469	3545	4090	719	5091	1924	3384	4343	2201	3704	3081	4982
gene-b0478	U00096.3	501562	503238	-	1677	861	570	752	1196	511	1167	644	2072	2510	595	1999	1226	528	1407	2587	1013	2207	873	1504	1262	1135	1839	911	1347
gene-b0479	U00096.3	503476	504696	-	1221	72	34	58	105	50	89	51	151	180	47	170	87	73	80	236	131	152	56	161	73	114	113	68	89
gene-b0480	U00096.3	504914	506566	+	1653	1530	972	1470	3315	1207	2012	1285	5881	5218	1718	5942	2848	1164	2324	6670	1916	4535	1224	3547	2871	1985	3678	1980	3582
gene-b0481	U00096.3	506603	507082	-	480	564	408	541	994	414	673	436	1419	1484	434	1532	704	397	734	2011	535	1451	420	1317	791	676	1280	565	932
gene-b4585	U00096.3	507204	507287	+	84	77	58	32	78	53	85	37	97	206	48	132	83	54	69	202	89	178	112	164	76	139	103	96	82
