Geneid	8_R1	8_R2	24_R1	24_R2	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA1798	12.758252263264115	15.664721995793508	17.89294800745417	20.602675122217907	host	parS			0.49701665585973304
gene-PA5314	44.41877999274018	50.57421926219367	110.93948283170756	65.35681151210751	host	gene-PA5314			9.990778075826112
gene-PA2561	5.459511453937511	7.455780779669143	11.230978412463616	8.398482033448737	host	gene-PA2561			0.530779181052117
gene-PA4161	2.4367780681957156	1.4187695623382552	3.6274267519407823	1.3522869687012669	host	fepG			0.38733868633329654
gene-PA2484	15.634535898093603	29.48485307337408	31.541722284724994	21.660578851214975	host	gene-PA2484			1.6381686257978827
gene-PA4913	2.4983186594081874	2.502855022791589	5.142591914024169	4.398128962932411	host	gene-PA4913			0.37333478064646003
gene-PA2661	11.086233895731317	21.79499591994689	20.17548643727405	22.56396828556574	host	gene-PA2661			1.1172520443458984
gene-PA2424	0.7834021512195894	1.0286889743686358	1.3495377054925202	1.2366548696674053	host	pvdL			0.04234886977454507
gene-PA0437	14.536828098281878	24.526798631365686	21.67123049229802	18.45187450432003	host	codA			0.6991386619608223
gene-PA4070	2.333229696027072	3.908243647576771	3.220680591915303	7.070517927548465	host	gene-PA4070			0.7712623122756465
gene-PA2071	8.487026216264619	12.015840258778963	15.222089277767967	12.692926074772114	host	fusA2			0.4783271055729346
gene-PA4756	46.9674358382567	73.58253942704322	69.04249331389936	54.22059502540763	host	carB			1.9107526180455239
gene-PA0957	19.215976530858256	28.433169192742678	13.623864824134097	9.017656951713796	host	gene-PA0957			2.979516585823025
gene-PA2520	0.609330771693762	2.2482870689525205	1.617483757346564	2.9345515345684596	host	czcA			0.3951852009081842
gene-PA3137	4.832274249118468	4.580224691708607	4.310702045579082	6.005137622465408	host	gene-PA3137			0.08471704598658653
gene-PA1949	21.736772826912564	36.76531120757467	40.38626176824584	31.40448252435239	host	rbsR			1.5151393021481518
gene-PA4319	50.51525536587053	103.21406722429533	100.0256792055879	85.48468726471195	host	gene-PA4319			5.1491949580626395
gene-PA3784	9.551989914380988	16.707540073608772	27.122539737500425	18.82002425741316	host	gene-PA3784			2.173375853278495
gene-PA4627	20.58240242162981	27.39611579001604	22.597063038571132	20.446372228924645	host	gene-PA4627			0.3473320459581937
gene-PA2755	30.464747313433737	34.67331002911914	40.70335488338724	42.828423879608856	host	eco			0.6436827309109138
gene-PA4342	0.09961398163509522	2.806231389190569	1.909756355475404	1.110638627003134	host	gene-PA4342			0.6725113450015304
gene-PA5545	10.632236071083364	15.603736782716311	7.917133691167723	9.118716900310588	host	gene-PA5545			0.7912856554530577
gene-PA2112	4.970657349735093	7.417735652225071	9.910711409261474	6.650396617337316	host	gene-PA2112			0.4373757612332793
gene-PA0264	37.95722688707063	67.79315943029016	55.76763343075299	52.63394511533669	host	gene-PA0264			2.109523683041311
gene-PA2535	3.415979460589033	6.67176715412818	6.036440721192437	6.4963095780106865	host	gene-PA2535			0.3050475511648552
gene-PA1555.1	46.92300538149928	72.05800347875784	203.09334764825047	195.76039273598047	host	ccoQ2			38.47744221547518
gene-PA1349	1.2643313053685161	6.738455830592739	1.615947685402265	3.9759548481473153	host	gene-PA1349			1.4138555694712422
gene-PA5090	6.296082189439424	6.5972853634898385	8.078921260040199	6.682949046564128	host	gene-PA5090			0.0684339267361631
gene-PA5475	25.577354696305328	70.46808393046905	116.67487945863263	111.49103140300693	host	gene-PA5475			16.609473204153797
gene-PA3750	4.9308920909372125	10.061477191622187	7.411382464328947	5.243922994265567	host	gene-PA3750			0.6103898068169346
gene-PA2824	8.959562503227717	18.84296824655675	18.786469825691846	16.81915703985247	host	gene-PA2824			1.0408454380685226
gene-PA2835	1.7643493357402456	1.9089572207732455	1.4954363325926046	1.991040563401968	host	gene-PA2835			0.019832139960544816
gene-PA1005	21.147131352345788	36.20762025649338	32.19657440634747	31.938456622517716	host	gene-PA1005			1.0283623853136623
gene-PA5246	23.40613334305639	30.652053601909646	23.214418078013043	23.28610149556474	host	gene-PA5246			0.4030862655504411
gene-PA3562	21.176558509667654	26.08775219680888	14.580001969043257	15.68740235753764	host	fruI			1.0949943015198773
gene-PA5466	6.731059044771433	16.80488372445781	14.525061195072931	18.124157814281915	host	gene-PA5466			1.3879228708150313
gene-PA2277	15.593419432878365	22.140640586233285	13.897150094459478	19.879774240736573	host	arsR			0.604713798152361
gene-PA2682	4.406835926683017	4.987573414983238	5.936851278977887	5.209600917631758	host	gene-PA2682			0.058443902089998306
gene-PA0307	10.393547054426477	17.115111552913067	25.764860007546112	18.035313903427593	host	gene-PA0307			1.6662174890204124
gene-PA3948	31.698592013167794	62.392600211018895	57.44001472597022	40.88004484776921	host	rocA1			3.184055999057584
gene-PA4854	28.97819045979892	38.31329377239736	40.98778948156335	34.00533838662223	host	purH			0.5817791258453788
gene-PA1477	30.988610373874184	46.74304340984291	50.06882966746385	39.28094809551219	host	ccmC			1.2929951206853436
gene-PA5377	4.402582224051082	11.933255197952754	12.829470373747268	9.817252149402705	host	gene-PA5377			1.0991855020736578
gene-PA4807	5.145946574654101	8.128431031963338	11.367512362638177	12.054541100776289	host	selB			0.829166255381801
gene-PA2078	1.341202648734922	3.1836315889909006	1.9965356842682067	2.368223287732837	host	gene-PA2078			0.19941903055423466
gene-PA3343	13.27547870636942	20.696685765391983	23.754430975413296	23.74729395666169	host	gene-PA3343			0.8996677914069261
gene-PA3689	14.133130196953795	31.325542164238673	50.337285033301384	47.676924696168356	host	gene-PA3689			5.867655182902356
gene-PA2557	1.1345415430475003	2.7243466177288975	4.0824844710498995	3.0688102021822474	host	gene-PA2557			0.4075766113872074
gene-PA2146	0.8805164448102165	3.3520379769530204	0.6752352828288035	8.306905664879212	host	gene-PA2146			2.8615906562080347
gene-PA0481	19.656934686844295	31.20113187196271	28.870870741491007	16.28724992769929	host	gene-PA0481			1.6031707876268302
gene-F358_gp64	1201.6516479146987	2352.855149850312	2972.7372073514002	3088.3068363267503	phage	gene-F358_gp64			232.95546965840023
gene-PA1127	27.642879903738923	38.11165602887192	15.927368004664869	13.199512913229556	host	gene-PA1127			4.151650813445716
gene-PA1345	1.209464097777052	3.470940456135505	3.495935124683466	2.633132361697561	host	gene-PA1345			0.31953531344703745
gene-PA3755	20.523172486603535	42.81911430883988	31.681309486237918	36.34628404918157	host	gene-PA3755			2.016623055843699
gene-PA4930	17.99294885550905	25.83030044413046	21.171165302286948	22.735132040013806	host	alr			0.36403653508988915
gene-PA3286	16.717269482094824	31.553086825791397	26.393812194903663	22.048476885180566	host	gene-PA3286			1.2356098558248096
gene-PA3340	24.329584694668238	42.81970855244467	34.04846726299267	32.011384641232915	host	gene-PA3340			1.3010661794645637
gene-PA0629	6.339718402633559	9.475094014853871	5.942070488893472	4.22897015666578	host	gene-PA0629			0.5520575525302248
gene-PA4951	50.398620818971516	85.66401583532536	80.43134087176246	77.80370509224889	host	orn			2.5422565502983048
gene-PA4237	658.8430432275337	765.5848460100578	699.5437530106406	596.9354028832082	host	rplQ			5.532663310410277
gene-PA3114	28.447454370791615	54.47647733174	45.87822383192067	53.67539044998875	host	truA			2.4018818594581104
gene-PA3983	131.19695027672225	205.5469687467592	185.9597968910525	215.52644334150244	host	gene-PA3983			5.755587061868388
gene-PA1666	16.047281952754243	19.771073700750126	12.306063142678788	19.768558720508675	host	gene-PA1666			0.5638523996029611
gene-PA1552.1	263.24601324197056	356.65684074780137	375.0823087197419	354.00572763057096	host	ccoQ1			5.608083456171568
gene-PA1520	22.568313800828015	41.730294322313604	35.92251704649235	34.97033014165934	host	gene-PA1520			1.4417706760133395
gene-PA1649	3.300203367950103	6.651287954268986	5.210476985608091	4.8283517536735285	host	gene-PA1649			0.28462779672223837
gene-PA5302	15.013051338328385	32.82375511733662	38.76378640418316	37.210212272338566	host	dadX			2.889430990936316
gene-PA1871	6.472531384285124	7.974490347080598	7.129453201037296	6.358594746299383	host	lasA			0.05924307475262073
gene-PA3512	0.9519096700650989	2.174294903969527	1.6059649969982357	1.796087711325235	host	gene-PA3512			0.12012535163131877
gene-PA0119	13.039470196033962	25.445692731714484	23.276110460534227	17.949628887181422	host	gene-PA0119			1.1669742645116181
gene-PA3618	10.795444222761944	33.98847501364909	18.123474810126943	15.764799992304388	host	gene-PA3618			3.83132544696472
gene-PA3882	4.536420723662236	11.26284760256215	9.528920311280077	12.686910469997342	host	gene-PA3882			0.9970230125558387
gene-PA4506	18.414751327265517	37.65869825959566	15.9889045983413	17.62070898610742	host	gene-PA4506			3.4861891473949496
gene-PA5058	4.4826291735792845	8.365157161736594	9.773458995668244	11.232024123764727	host	phaC2			0.7455032414223817
gene-PA4755	59.23272889113255	128.21229031847477	104.87805374050399	119.95380758844446	host	greA			6.893845494313191
gene-PA0267	11.710868715975879	17.738984974035386	19.379252617186665	16.598707864913187	host	gene-PA0267			0.49961705668902695
gene-PA3564	6.7636130450908665	6.47862915191628	8.867691678919863	6.549290065632846	host	gene-PA3564			0.13644730795289725
gene-PA3705	14.792676272811638	25.30059968691497	34.68947870393541	21.1448507833289	host	wspD			2.1774951074620117
gene-PA4015	4.217210340933142	10.620667695398518	8.706981278581942	9.737760229164627	host	gene-PA4015			0.7296827000321957
gene-PA5459	20.677934574897986	23.279242953921766	20.194133333059273	20.15960684001967	host	gene-PA5459			0.07863974270070409
gene-PA1492	16.160066516516917	27.447275670109438	22.560802390985906	15.991903953778161	host	gene-PA1492			1.1156650475454026
gene-PA5241	71.28883437193248	125.06870217440807	81.36918114340943	74.82024123331766	host	ppx			5.30695471633021
gene-PA2033	2.115564263438408	3.8410151339870917	2.6207151571177327	1.8144096381734371	host	gene-PA2033			0.23021831939214638
gene-PA5336	21.995646091925803	55.02600380990331	42.817860875850016	43.32621385995824	host	gmk			3.471538748949019
gene-PA2514	1.012206587582419	1.8716364539937098	0.5544453935251173	1.3641839215050906	host	antC			0.19366222331008723
gene-PA0986	1.6809859400922316	8.105837289722759	9.023598779621285	9.130731020073844	host	gene-PA0986			1.365329755713824
gene-PA0799	15.074865880425515	26.74360901612398	24.886081086425424	21.33591871209392	host	gene-PA0799			0.8999198129098611
gene-PA3324	2.5777007558019154	3.482049567964689	2.4868699118011923	4.064946019054798	host	gene-PA3324			0.1359559624058628
gene-PA4443	67.51777078766968	108.33436201593004	129.87466603324205	88.86365394562408	host	cysD			5.40751775298816
gene-PA5315	782.3049951967693	995.6068489700771	880.6106911599643	843.3542408581566	host	rpmG			6.902135864140193
gene-PA3082	10.012345772437392	15.53298575213406	11.026437534560127	13.881352422643403	host	gbt			0.3848248957471602
gene-PA4068	41.19680811460446	66.00270906877819	52.328556240900575	44.33597744891544	host	gene-PA4068			1.8019532461763168
gene-PA1975	0.8895939339319714	1.451397886928112	3.021155801522688	1.416922990635442	host	gene-PA1975			0.37527809977022447
gene-PA0565	5.672707715237501	11.628308734208709	16.396863859134843	7.110657785544232	host	gene-PA0565			1.7271282762256204
gene-PA5221	20.039339778439412	28.573234065613335	28.96526523582868	32.18600439432823	host	gene-PA5221			0.7370822363650397
gene-PA2689	0.4850057794364471	0.8616386144036616	0.8678433798980033	2.0798213885241545	host	gene-PA2689			0.3367684994713509
gene-PA0883	1.2505885737884235	1.2242225654958858	2.3290724248297865	0.7661177820046703	host	gene-PA0883			0.23662090113190243
gene-PA1672	26.01336772384199	36.360374150003786	63.418948453401335	34.29794693988782	host	gene-PA1672			4.933650550864697
gene-PA2675	2.3804306645903783	1.8124122578835642	0.7823415690706138	3.7914904852865616	host	gene-PA2675			0.5389841926730061
gene-F358_gp53	4248.904455364593	5330.537099628085	5014.538598745292	5327.88950317328	phage	gene-F358_gp53			39.13267752196922
gene-PA1823	51.42973471192577	70.64510144976259	66.00364384697896	59.266212589832264	host	gene-PA1823			0.8484665098007288
gene-PA0907	5.850210955349236	7.423722525229287	8.758984233756683	10.751619042370628	host	gene-PA0907			0.39492028517232375
gene-PA1971	10.92001216486095	22.71426647396476	16.143981465258516	15.737948299920596	host	braZ			1.0745788283288868
gene-PA0428	40.14054342778575	53.909150764346954	42.24440738197702	41.430692003585065	host	gene-PA0428			0.6866031027320016
gene-PA0259	57.92004223242256	111.53575345849833	97.87402062125611	85.01900502070289	host	gene-PA0259			4.441870245096879
gene-PA2925	3.1077050993301762	3.3126022360476908	3.3364566916246767	1.9545660387951087	host	hisM			0.11054450937524998
gene-PA2203	3.5073291023402766	5.183737390300571	6.486779118723569	8.670273542954947	host	gene-PA2203			0.5971640998893187
gene-PA0688	9.487624348415777	13.328211706735695	17.113280121991792	13.867354714269903	host	gene-PA0688			0.54481373597638
gene-PA2157	1.7329013738118	2.518847706643292	1.812133027399984	2.2968847496267815	host	gene-PA2157			0.05160304057576476
gene-PA5374	60.51549384332034	99.92459068266419	72.37976587251782	61.29870883651914	host	betI			3.4577189280664067
gene-PA5126	52.785831999135546	70.03180881080311	82.17093980270518	82.68178831942711	host	gene-PA5126			2.0529729381798036
gene-PA1556	33.2774490866206	67.13322955221774	133.55688214848337	146.45152808551939	host	ccoO2			22.922296582848574
gene-PA4564	49.30892090937213	67.09266206257452	80.26151516669599	55.38586721310667	host	gene-PA4564			2.222305706304612
gene-PA1434	7.251311898437077	19.717870452664826	17.000041238278115	16.88034306232139	host	gene-PA1434			1.4734021612598653
gene-PA3179	20.25870393950948	22.79732288201641	29.80108173311619	28.302410092414394	host	gene-PA3179			0.6025320502492277
gene-PA3757	8.54953064154436	15.289618385198615	11.435436241455545	13.81236220523904	host	gene-PA3757			0.5303925901260051
gene-PA0452	1.3024997976060562	3.2584338975965967	5.564957953577763	5.585432282388766	host	gene-PA0452			0.812680276494485
gene-PA0549	39.586035096256495	72.2302808690136	52.9384461737782	47.76949388233741	host	gene-PA0549			2.7151320963023933
gene-PA5010	67.63496370724037	96.26622861726472	86.64676923401053	76.32499614303212	host	waaG			1.4175541681871344
gene-PA0872	49.6838936919529	122.90635976940443	178.713983145047	151.31030104268058	host	phhA			18.408966474748993
gene-PA2130	1.6379824815255344	2.02120594624063	1.949132775175928	2.664299640511087	host	cupA3			0.06730724666925844
gene-PA3870	2.2413145867896422	3.071685709789677	6.302195973068833	3.2037652702013486	host	moaA1			0.6437782337619649
gene-PA5348	38.47179543478485	78.798677365911	53.60329322148656	52.513585461893754	host	gene-PA5348			3.7818752694143867
gene-PA0885	1.1574864063232895	1.2338017717986705	3.017953001187892	2.58106159796503	host	gene-PA0885			0.3342459402476769
gene-PA1384	3.6471095347168734	5.664745835608182	8.61424419987515	6.3809904730755855	host	galE			0.5185457937337322
gene-PA4978	0.9196785822408	2.9624898045954957	1.7902938345303143	2.608977284600123	host	gene-PA4978			0.3004923175423554
gene-PA4587	13.215359206258235	26.07441183686338	32.582534800246364	26.202552843894605	host	ccpR			2.019340605272164
gene-PA3019	27.923772683466588	45.039676580188726	49.139431315753555	49.54690464361936	host	gene-PA3019			1.8175194623296396
gene-PA1633	4.799983451354809	9.236199508885774	26.971167898903435	19.834992770202334	host	kdpA			4.992745936921064
gene-PA2133	0.8620440718421701	1.969029301147229	1.983208522993689	0.7393304469695421	host	gene-PA2133			0.2501559933111927
gene-PA3437	28.746051764187154	49.68433481413941	25.58423386513901	27.89320741630621	host	folM			2.8621038178157994
gene-PA0462	10.281434572592486	23.803748833783832	23.00971976550238	16.376012096024937	host	gene-PA0462			1.6394716637649311
gene-PA1220	0.11712332757570576	1.5159810708120074	1.526897836705513	0.5022529877275272	host	gene-PA1220			0.42120582133605106
gene-PA3051	24.654460454686063	58.71058856654738	65.56965597512041	58.935647928001835	host	gene-PA3051			4.93117508527097
gene-PA3275	10.310047099232355	26.962574563709385	22.34414935906223	24.220465442722197	host	gene-PA3275			1.9323024881875257
gene-PA1376	25.507555972149248	42.28439324837346	41.93468116336113	36.948614690592024	host	aceK			1.2538997727546397
gene-PA5096	3.511161550822164	3.370718064750282	5.268089513091595	4.84433113921467	host	gene-PA5096			0.15939147660763556
gene-PA3729	173.69049498845595	280.3451906878677	209.04265133311338	200.2776432685115	host	gene-PA3729			7.21126792715304
gene-PA2512	2.863098633447414	3.63317664598779	1.2197798657552583	1.7279663005731147	host	antA			0.37840357903997296
gene-PA1430	154.2958316789103	272.6547690453587	214.7473277823205	206.33850222731786	host	lasR			8.311402469642323
gene-PA4393	11.519226901517186	21.137557125256695	19.256121477376706	17.697707042181165	host	ampG			0.7482567939038984
gene-PA3720	1.0417377656909605	6.080880161007733	2.9291896776235427	5.062851596008328	host	gene-PA3720			1.0031128501950397
gene-PA4674	43.991292183851606	76.18985142909689	79.70424318881172	60.11771301142531	host	gene-PA4674			3.102386361091226
gene-PA5102	2.047974350868491	4.677860026623256	1.5705152904133195	2.5671064848769913	host	gene-PA5102			0.5182013327607744
gene-PA0960	24.654460454686063	26.279977739311683	30.790728896993443	38.06073140999202	host	gene-PA0960			0.9016298511902666
gene-PA5481	6.63773935318471	12.754934250764826	17.20984284953412	12.198952374997443	host	gene-PA5481			1.1545804422198098
gene-PA4336	18.96496958052774	23.68085906179734	19.58528594707545	19.30145353555151	host	gene-PA4336			0.18020743592686864
gene-PA1302	3.7618308205506903	6.565587999928639	8.210607429702353	6.105203395186514	host	gene-PA1302			0.4108109235530644
gene-PA2864	11.22203027592607	13.204717878865967	19.036978180718272	23.62390225447781	host	gene-PA2864			1.4250966729464822
gene-PA4191	2.7966253650091653	6.387883714885995	4.402130918501812	3.913375368854901	host	gene-PA4191			0.3861025595119987
gene-PA1948	16.732456644922074	23.56291440375865	18.736258298312748	16.38249700329987	host	rbsC			0.43489213427248746
gene-PA2908	2.284064456292442	4.398750653135081	3.6061611834998772	5.87677051743746	host	cbiD			0.41903077786728465
gene-PA2594	2.3113556676268185	8.564457031114967	6.971804295207397	7.004231821977698	host	gene-PA2594			0.8833954599092538
gene-PA4996	54.49933363667445	97.769420942943	76.66123859450889	74.3408438066511	host	rfaE			3.097045095678827
gene-F358_gp43	102.83130619206243	125.46066574986475	390.61971252937957	482.9620652358495	phage	gene-F358_gp43			98.57693080756077
gene-PA0306	9.131281649883727	8.877648157765037	8.726117501172231	8.795294058022847	host	gene-PA0306			0.0026449558095872367
gene-PA3141	52.34445507946861	99.83234786855638	104.2985045272743	94.29460484457482	host	wbpM			4.892686916508519
gene-PA2252	33.24771638080071	60.831839402496804	11.375332980435447	17.108904160784796	host	gene-PA2252			12.014684455171084
gene-PA1437	13.077583371616086	31.829786702893028	28.77089465966207	23.719006530864593	host	gene-PA1437			2.0838062875578904
gene-PA4240	843.1825475502634	877.6357401073428	789.713633856087	649.6348771431972	host	rpsK			9.559890663259766
gene-PA0698	0.3081807556835758	2.5810692422538257	0.7089970469702438	1.3215531739580562	host	gene-PA0698			0.6006270043191135
gene-PA4007	65.78417647387798	92.2557106149838	88.0814024861611	85.28089107399477	host	proA			1.2461792683011284
gene-PA1146	2.6281404545604437	1.8104408159786871	2.9751483527685356	2.254019626649274	host	gene-PA1146			0.07763818505665218
gene-PA4897	2.141700605154547	6.484669831778207	5.461903176659656	5.6813437458237255	host	gene-PA4897			0.5583534847233383
gene-PA3924	1.4942097245264283	4.751409267866385	3.302755108880993	2.6383949284011106	host	gene-PA3924			0.45529188088462536
gene-PA0331	37.201383894001545	65.34681876338038	59.22816255086075	48.15164039767968	host	ilvA1			2.206773281651613
gene-PA4283	7.990503803873322	16.275490764551954	15.554727457075709	15.75613534824231	host	recD			0.84114740139122
gene-PA4725	26.7089988259099	48.72173573330577	40.00357321929668	38.03494500659772	host	cbrA			1.602393776259657
gene-PA4170	3.3295412832695006	9.536601935717147	8.875761531203052	7.206926633546185	host	gene-PA4170			0.8028941123159357
gene-PA3304.1	7.6702765859023305	24.19426522031869	17.646148724592734	25.373820939994683	host	gene-PA3304.1			2.6372670119147186
gene-PA0228	1.349249079609685	3.268653947675582	1.9753151557379927	2.629956565090659	host	pcaF			0.22295740402114472
gene-PA1268	1.7218988254066456	1.7877535877082775	2.0407110769937176	1.7452892710049253	host	gene-PA1268			0.0088953646766572
gene-PA2165	2.590157324033166	2.2642560031091223	4.634688867354122	4.360611251036699	host	gene-PA2165			0.31606437036205304
gene-PA0388	45.43464855220718	81.7897266376537	92.64228080411185	98.77666008783645	host	gene-PA0388			5.366177904948283
gene-PA1501	5.856615127166805	9.92511474555285	19.848295363458163	17.013098331414056	host	gene-PA1501			2.3437737738525604
gene-PA1610	116.67866750066544	172.21679764382822	118.05625247225456	91.21790279784909	host	fabA			7.0001833916496645
gene-PA4388	8.251696968507172	20.380390899874364	13.118856923531041	11.56493879577989	host	gene-PA4388			1.475305039416603
gene-PA3239	13.43116129247823	38.24325118780431	27.79550612002747	27.614543933451923	host	gene-PA3239			2.907284733905919
gene-PA3405	0.33316838452278463	0.9301150422536308	0.42582405223438063	0.2857412268017419	host	hasE			0.1337228937780576
gene-PA2352	5.901333619472728	8.686770757295275	13.37540528326843	13.834131097603484	host	gene-PA2352			1.048137655025329
gene-PA1308	21.132394675445195	43.54967739657364	39.10962758144431	27.79037531523227	host	gene-PA1308			2.405797465905819
gene-PA3084	13.85082048016071	31.918432032229813	26.766630087865384	22.33276374868446	host	gene-PA3084			1.8533134605727777
gene-PA5528	37.890012909307	61.78100029943448	61.960537251013584	50.302487126656125	host	gene-PA5528			1.8542769079648358
gene-PA3852	7.111863592697904	10.709331587906316	13.452764480973856	9.352530154164707	host	gene-PA3852			0.5190495338006671
gene-PA4217	2.324738206645336	2.3289593884537116	2.533388951953228	2.413556168816698	host	phzS			0.00298806921808043
gene-PA1773	46.34742415805849	90.30571501153435	91.18312371845538	69.72085933962504	host	cmaX			4.5151193518089325
gene-PA4324	48.89801323512736	87.91278267555455	96.73870818660659	106.07666809636666	host	gene-PA4324			5.5762075407242
gene-PA2370	0.43636213194134627	0.3322373924059631	0.557716457793702	0.6237419110126519	host	gene-PA2370			0.02574988540922109
gene-PA2645	54.03312890068921	83.85313684143077	78.56989231095396	71.15812060018469	host	nuoJ			1.7632655900034855
gene-PA1365	4.058596684186649	7.056575279246556	7.200297610508618	5.870683387017607	host	gene-PA1365			0.2618925000002228
gene-PA2073	3.6180549933501562	5.902959959414124	2.616005875613478	3.28033324521245	host	gene-PA2073			0.3966717940989986
gene-PA2793	27.870259644427726	40.807418849862856	48.1158962117777	42.780016947140794	host	gene-PA2793			1.3870298557978582
gene-PA4667	35.45903787899011	82.64503514344814	56.62379123011084	54.88358900444422	host	gene-PA4667			4.902422739724423
gene-PA1160	52.00550252160342	131.10658537357503	103.69081811939816	76.31969579607775	host	gene-PA1160			9.6537223119813
gene-PA2138	0.2931564857869924	0.5803290480907964	1.2139782968337112	0.9554153742764545	host	gene-PA2138			0.16251250031759668
gene-F358_gp55	1205.369168799177	1888.3767111741063	979.5544602228302	1057.8599070725277	phage	gene-F358_gp55			100.42067764636258
gene-PA0297	107.06518683509087	255.02198090794775	210.4581938098126	174.71880687101253	host	spuA			15.680590528685451
gene-PA1155	327.5013184437384	392.304475387321	424.0347723225881	503.1051275321862	host	nrdB			9.698342242135558
gene-PA5456	14.88356829292108	28.805900550331764	16.29277392115952	16.85741560145576	host	gene-PA5456			1.6247362711010294
gene-PA5123	5.421399681135155	9.631405454198	9.700762387865115	9.963542253924613	host	gene-PA5123			0.4093970652906278
gene-PA1700	10.736619875427802	16.65205962744404	24.09065234866635	20.121712842200083	host	gene-PA1700			1.3425998821128486
gene-PA4395	71.80611607427316	126.47239287043745	96.65993073694324	84.84371376810721	host	gene-PA4395			4.303418171446995
gene-PA1584	325.7313885496235	549.620599814297	505.51088885675006	463.57397437688024	host	sdhB			15.256149752086905
gene-PA4244	492.7491475702084	615.9612516435714	522.8649486621936	575.4315944207989	host	rplO			4.077626284564728
gene-PA3345	43.40870815098572	50.37797930490762	31.34938509680394	33.61489098888185	host	gene-PA3345			1.4773735714612108
gene-PA1035	37.355243113160704	73.49292476015302	68.9803995597716	71.5080408308941	host	gene-PA1035			3.484557810270498
gene-PA3849	24.286483432974332	45.16345854559747	33.975420678693474	35.220378319694106	host	gene-PA3849			1.5775107862161228
gene-PA2978	63.30629200622615	83.0786393049208	50.010974495965584	47.74643725267816	host	ptpA			3.232523404677696
gene-PA4269	166.91069727822466	244.96693535572672	242.3554477129142	224.1052113735959	host	rpoC			4.5059522579326385
gene-F358_gp42	153.47956913682947	241.99902281180835	724.4118776611283	740.8317540213162	phage	gene-F358_gp42			155.93513066246678
gene-PA3079	8.011147099885397	13.192000340532493	7.95314907432616	6.551175431610718	host	gene-PA3079			0.7175512848787381
gene-PA1469	4.705830626205638	8.879423421107088	7.060551505097863	6.141657903871465	host	gene-PA1469			0.3422609217075707
gene-PA1314	5.733595454578154	12.514275113957943	5.569382487828272	10.162641461754975	host	gene-PA1314			1.0335580458067408
gene-PA3317	8.725446909888895	17.149191822831256	16.027807042619504	12.356250251986436	host	gene-PA3317			0.8071369641874803
gene-PA0016	27.8843024356493	49.42865432565485	48.463611827835	36.47255921141885	host	trkA			1.9630340939546909
gene-PA3202	46.843474863903516	79.96621797819125	85.07964563642925	84.15650611764903	host	gene-PA3202			3.37442754620777
gene-PA0008	42.686408904025804	61.5483107429552	53.600866772407336	48.092959883834205	host	glyS			0.9453192742314361
gene-PA3861	53.64513254713098	89.32928542400631	68.5007532148135	63.22204128683767	host	rhl			2.4836857083933457
gene-PA3782	5.427082490025234	10.035031931004012	10.10729542850662	14.229553671799952	host	gene-PA3782			0.9749835425638173
gene-PA4786	4.690892918369473	5.232738930393919	4.601160776798043	3.4617676061202185	host	gene-PA4786			0.09237237551916909
gene-PA3828	45.34305595687571	71.56286546400078	54.438808110530246	48.86558009444909	host	gene-PA3828			1.841512632625414
gene-PA3957	2.6510172531920495	1.7493072739941211	4.472526174435946	5.002007712185331	host	gene-PA3957			0.5033288081409403
gene-PA4846	362.82037074531246	703.9279751601343	498.9806244082472	526.6210809956103	host	aroQ1			28.189574581089474
gene-PA2572	2.3113556676268185	3.6034408252244967	5.992713135105632	5.946989282811254	host	gene-PA2572			0.5550791575602145
gene-PA3411	4.728252689939793	10.799990851771923	5.697875811267712	2.8965549018258767	host	gene-PA3411			1.4250551698467606
gene-PA3902	17.61032889620433	22.184396792925444	23.817389976143254	21.694067686791993	host	gene-PA3902			0.24483047568804608
gene-PA2562	19.31986959606978	29.639072638321444	30.737025973914662	27.945826181475624	host	gene-PA2562			0.7504239440647793
gene-PA0569	9.736156357901503	18.41272325684258	10.838171418653408	13.198696667300844	host	gene-PA0569			0.8556858523898961
gene-PA1997	5.823292806781677	11.113136949358358	10.845190002735016	9.923810336961111	host	gene-PA1997			0.47971459400245775
gene-PA1405	11.97900338476272	18.59465737271717	15.595264611322875	12.663017983236518	host	gene-PA1405			0.4678192904961887
gene-PA1646	3.0959659376481734	3.622048999292575	5.037896321503723	4.209541503572369	host	gene-PA1646			0.130341595308599
gene-PA0936	52.45965067993904	90.55857231027073	81.06275075902596	78.22919235493568	host	lpxO2			2.633014110097906
gene-PA1343	8.057013220485642	16.931078095354863	16.064421107822515	9.674114737470738	host	gene-PA1343			1.1814961206220271
gene-PA1842	33.00845118726564	52.4358469650965	64.06364501549311	82.83189480411488	host	gene-PA1842			5.633554884323202
gene-PA0899	45.135782836864024	69.65072051176146	39.66593723806798	36.261770831098566	host	aruB			3.585400094857095
gene-PA1059	61.63615113671516	90.29696784812758	74.64842471548774	71.09044659912303	host	gene-PA1059			1.433265478023985
gene-PA3524	75.30122030345977	118.449069101881	122.8195401263182	147.8500419113385	host	gloA1			5.8638228034324715
gene-PA2259	1.59061035191523	11.78030003396041	12.974022208487744	9.053220569988328	host	ptxS			2.2129474639965827
gene-PA2043	16.21788428580678	24.32176392579866	15.200645436704232	11.942274528790408	host	gene-PA2043			1.226504951826424
