# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932968_sorted.bam" "SRR2932965_sorted.bam" "SRR2932967_sorted.bam" "SRR2932971_sorted.bam" "SRR2932970_sorted.bam" "SRR2932969_sorted.bam" "SRR2932964_sorted.bam" "SRR2932966_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932968_sorted.bam	SRR2932965_sorted.bam	SRR2932967_sorted.bam	SRR2932971_sorted.bam	SRR2932970_sorted.bam	SRR2932969_sorted.bam	SRR2932964_sorted.bam	SRR2932966_sorted.bam
gene-Syncc8109_0653	CP006882.1	531074	531772	-	699	12	406	72	16	22	66	1097	246
gene-Syncc8109_0654	CP006882.1	531765	533336	-	1572	50	2746	443	165	165	533	7350	1609
gene-Syncc8109_0655	CP006882.1	533448	536147	+	2700	44	2041	447	125	137	510	6410	1362
gene-Syncc8109_0656	CP006882.1	536147	536560	+	414	2	174	19	6	6	32	561	96
gene-Syncc8109_0657	CP006882.1	536557	537210	+	654	6	226	39	7	14	31	588	109
gene-Syncc8109_0658	CP006882.1	537221	538381	+	1161	5	163	39	8	14	41	407	114
gene-Syncc8109_0659	CP006882.1	538378	539391	+	1014	7	213	48	21	20	63	743	173
gene-Syncc8109_0660	CP006882.1	539365	540486	-	1122	5	137	31	11	7	27	506	92
gene-Syncc8109_0661	CP006882.1	540483	541031	-	549	5	170	25	16	10	33	533	99
gene-Syncc8109_0662	CP006882.1	541081	541749	+	669	2	152	29	7	11	33	447	108
gene-Syncc8109_0663	CP006882.1	541734	542105	-	372	4	65	16	6	3	11	178	39
gene-Syncc8109_0664	CP006882.1	542160	542759	-	600	1	59	19	1	4	7	175	30
gene-Syncc8109_0665	CP006882.1	542756	544423	-	1668	3	103	31	18	11	16	323	94
gene-Syncc8109_0666	CP006882.1	544425	545255	-	831	1	40	13	6	10	15	142	43
gene-Syncc8109_0667	CP006882.1	545480	546382	+	903	2	24	15	10	4	8	82	23
gene-Syncc8109_0668	CP006882.1	546375	547358	+	984	1	67	15	5	4	16	245	63
gene-Syncc8109_0669	CP006882.1	547409	548422	+	1014	7	346	84	24	27	85	1114	242
gene-Syncc8109_0670	CP006882.1	548432	549286	+	855	13	485	81	26	29	75	1355	268
gene-Syncc8109_0671	CP006882.1	549291	549839	+	549	10	311	51	14	20	64	934	198
gene-Syncc8109_0672	CP006882.1	549845	550534	+	690	9	236	94	17	23	110	1026	190
gene-Syncc8109_0673	CP006882.1	550535	552214	-	1680	33	1173	557	88	120	626	4819	1121
gene-Syncc8109_0674	CP006882.1	552346	552522	+	177	1	80	22	4	4	17	312	37
gene-Syncc8109_0675	CP006882.1	552532	553326	-	795	16	417	121	28	30	132	1593	283
gene-Syncc8109_0676	CP006882.1	553332	554309	-	978	6	125	26	11	17	38	419	109
gene-Syncc8109_0677	CP006882.1	554399	555232	-	834	5	257	58	18	29	74	889	199
gene-Syncc8109_0678	CP006882.1	555266	555985	+	720	5	328	56	22	22	75	973	194
gene-Syncc8109_0679	CP006882.1	555969	556853	-	885	8	275	59	21	25	78	1050	223
gene-Syncc8109_0680	CP006882.1	556853	557752	-	900	9	196	48	10	20	61	602	161
gene-Syncc8109_0681	CP006882.1	557783	559471	+	1689	10	496	99	52	45	125	1581	361
gene-Syncc8109_0682	CP006882.1	559455	560231	-	777	11	485	103	48	34	92	1555	346
gene-Syncc8109_0683	CP006882.1	560333	560404	-	72	3	201	72	30	21	49	640	249
gene-Syncc8109_0684	CP006882.1	560429	561190	-	762	4	192	51	15	18	49	632	157
gene-Syncc8109_0685	CP006882.1	561187	562065	-	879	23	623	160	83	91	232	2133	670
gene-Syncc8109_0686	CP006882.1	562071	563006	-	936	92	3216	690	453	433	1142	10082	2949
gene-Syncc8109_0687	CP006882.1	563045	563581	-	537	41	1969	424	199	266	670	6570	1269
gene-Syncc8109_0688	CP006882.1	563629	564045	+	417	2	142	19	2	8	24	398	72
gene-Syncc8109_0689	CP006882.1	564026	564829	-	804	8	230	57	19	18	75	711	192
gene-Syncc8109_0690	CP006882.1	564856	566583	-	1728	4	202	50	15	14	45	624	162
gene-Syncc8109_0691	CP006882.1	566622	567179	+	558	2	168	47	13	20	71	588	96
gene-Syncc8109_0692	CP006882.1	567264	567380	-	117	63	2487	480	302	291	646	6644	1405
gene-Syncc8109_0693	CP006882.1	567413	567889	-	477	110	5201	706	472	378	985	14694	2470
gene-Syncc8109_0694	CP006882.1	567967	569040	+	1074	5	271	55	17	11	51	878	156
gene-Syncc8109_0695	CP006882.1	569059	569259	+	201	3	94	23	15	5	34	336	102
gene-Syncc8109_0696	CP006882.1	569320	569382	-	63	2	59	8	4	4	11	165	32
gene-Syncc8109_0699	CP006882.1	570082	571194	+	1113	14	341	92	35	33	112	1136	342
gene-Syncc8109_0700	CP006882.1	571163	571765	+	603	2	56	15	5	3	11	186	52
gene-Syncc8109_0701	CP006882.1	571765	572010	+	246	2	112	54	5	9	18	297	79
gene-Syncc8109_0702	CP006882.1	572000	573265	+	1266	8	319	42	22	16	80	988	205
gene-Syncc8109_0703	CP006882.1	573290	574138	+	849	9	612	108	22	21	102	1747	267
gene-Syncc8109_0704	CP006882.1	574178	574660	+	483	10	440	94	24	25	99	1322	288
gene-Syncc8109_0705	CP006882.1	574605	574718	+	114	23	307	99	49	62	900	1120	441
gene-Syncc8109_0706	CP006882.1	574665	574738	-	74	22	358	99	55	65	905	1425	416
gene-Syncc8109_0707	CP006882.1	574953	575174	-	222	41	1663	356	95	97	339	4767	1215
gene-Syncc8109_0708	CP006882.1	575180	575252	-	73	20	775	248	59	50	193	2445	588
gene-Syncc8109_0709	CP006882.1	575312	575788	-	477	93	3453	1011	281	278	980	10615	3334
gene-Syncc8109_0710	CP006882.1	575814	576101	-	288	4	95	18	9	10	21	326	83
gene-Syncc8109_0711	CP006882.1	576155	577000	+	846	16	1042	200	88	80	249	3227	757
gene-Syncc8109_0712	CP006882.1	576981	577718	-	738	6	326	65	22	15	70	1142	211
gene-Syncc8109_0713	CP006882.1	577762	578076	+	315	10	132	28	10	4	28	419	100
gene-Syncc8109_0714	CP006882.1	578082	579200	+	1119	31	1000	169	66	79	224	2607	732
gene-Syncc8109_0715	CP006882.1	579217	579753	+	537	10	490	90	32	26	117	1308	373
gene-Syncc8109_0716	CP006882.1	579754	580179	-	426	4	233	55	13	12	59	660	148
gene-Syncc8109_0717	CP006882.1	580270	580767	+	498	23	975	252	70	58	237	2833	972
gene-Syncc8109_0718	CP006882.1	580877	581131	-	255	4	150	30	3	10	23	412	92
gene-Syncc8109_0719	CP006882.1	581167	581559	+	393	5	137	22	11	9	18	405	74
gene-Syncc8109_0720	CP006882.1	581550	582029	+	480	6	106	20	5	10	17	331	78
gene-Syncc8109_0721	CP006882.1	582102	582521	-	420	1	97	27	2	12	19	300	80
gene-Syncc8109_0722	CP006882.1	582496	582960	-	465	9	253	58	17	25	88	880	206
gene-Syncc8109_0723	CP006882.1	582968	584269	-	1302	36	1991	397	178	166	614	6616	1135
gene-Syncc8109_0724	CP006882.1	584229	584351	+	123	0	128	24	12	11	39	393	93
gene-Syncc8109_0725	CP006882.1	584406	585857	+	1452	6	213	72	22	20	54	671	212
gene-Syncc8109_0726	CP006882.1	585864	586655	-	792	3	154	26	12	13	31	475	126
gene-Syncc8109_0727	CP006882.1	586660	587037	+	378	4	279	46	20	16	49	931	129
gene-Syncc8109_0728	CP006882.1	587003	587734	-	732	7	240	48	19	13	51	824	165
gene-Syncc8109_0729	CP006882.1	587750	587815	-	66	0	4	1	1	1	1	12	2
gene-Syncc8109_0730	CP006882.1	587909	588529	+	621	12	493	79	26	31	90	1534	232
gene-Syncc8109_0731	CP006882.1	588529	589176	+	648	1	171	41	15	8	52	579	120
gene-Syncc8109_0732	CP006882.1	589173	590381	+	1209	6	223	60	25	15	63	722	190
gene-Syncc8109_0733	CP006882.1	590372	591295	+	924	1	178	43	9	15	45	604	162
gene-Syncc8109_0734	CP006882.1	591330	592301	+	972	5	103	27	7	8	27	378	79
gene-Syncc8109_0735	CP006882.1	592278	593972	-	1695	7	344	84	24	26	94	1115	249
gene-Syncc8109_0736	CP006882.1	594019	595107	+	1089	10	408	94	23	18	90	1322	289
gene-Syncc8109_0737	CP006882.1	595155	595337	-	183	4	168	25	17	13	25	478	146
gene-Syncc8109_0738	CP006882.1	595355	596464	-	1110	12	275	58	24	20	75	808	248
gene-Syncc8109_0739	CP006882.1	596484	596774	-	291	5	96	19	6	6	18	244	60
gene-Syncc8109_0740	CP006882.1	596817	597488	-	672	0	43	21	4	6	10	164	51
gene-Syncc8109_0741	CP006882.1	597487	597894	+	408	3	84	29	10	7	34	330	76
gene-Syncc8109_0742	CP006882.1	597902	598039	-	138	0	34	9	4	5	14	147	22
gene-Syncc8109_0743	CP006882.1	598093	599601	+	1509	16	572	128	28	27	118	1564	398
gene-Syncc8109_0744	CP006882.1	599664	600251	+	588	41	968	245	85	76	266	2896	926
gene-Syncc8109_0745	CP006882.1	600664	601014	+	351	3	135	51	8	14	63	410	113
gene-Syncc8109_0746	CP006882.1	601015	601968	-	954	25	813	221	85	89	301	2663	618
gene-Syncc8109_0747	CP006882.1	602106	602573	+	468	5	213	46	21	14	52	593	157
gene-Syncc8109_0748	CP006882.1	602761	604137	-	1377	16	1290	168	55	50	184	3925	498
gene-Syncc8109_0749	CP006882.1	604197	604271	+	75	3	184	16	8	6	18	520	81
gene-Syncc8109_0750	CP006882.1	604441	606690	+	2250	9	164	53	16	28	53	542	157
gene-Syncc8109_0751	CP006882.1	606691	607749	-	1059	3	158	41	9	15	47	675	121
gene-Syncc8109_0752	CP006882.1	607753	608634	-	882	7	323	57	17	10	75	1113	153
gene-Syncc8109_0753	CP006882.1	608638	609180	-	543	4	376	65	29	20	73	1222	158
gene-Syncc8109_0754	CP006882.1	609274	609438	+	165	4	140	30	11	13	24	508	81
gene-Syncc8109_0755	CP006882.1	609468	609926	-	459	10	187	31	23	10	42	691	104
gene-Syncc8109_0756	CP006882.1	609956	610747	+	792	8	128	33	12	8	34	427	93
gene-Syncc8109_0757	CP006882.1	610734	611084	+	351	5	152	42	13	17	50	572	128
gene-Syncc8109_0758	CP006882.1	611053	612066	-	1014	14	515	159	52	50	191	1754	451
gene-Syncc8109_0759	CP006882.1	612107	613426	-	1320	25	1022	240	67	79	277	3257	655
gene-Syncc8109_0760	CP006882.1	613513	613956	-	444	9	692	70	22	28	95	2083	192
gene-Syncc8109_0761	CP006882.1	613963	615744	-	1782	10	820	129	36	34	166	2576	510
gene-Syncc8109_0762	CP006882.1	615683	615841	+	159	0	47	15	1	4	18	151	52
gene-Syncc8109_0763	CP006882.1	615937	616353	+	417	15	1226	133	18	29	81	2644	393
gene-Syncc8109_0764	CP006882.1	616441	616701	+	261	20	596	86	29	29	62	1492	266
gene-Syncc8109_0765	CP006882.1	616752	617150	+	399	2	110	21	6	6	26	363	102
gene-Syncc8109_0766	CP006882.1	617220	617579	+	360	16	728	163	60	91	203	2126	628
gene-Syncc8109_0767	CP006882.1	617712	617945	+	234	16	459	127	54	58	132	1357	397
gene-Syncc8109_0768	CP006882.1	617908	619413	-	1506	15	414	98	31	32	88	1237	345
gene-Syncc8109_0769	CP006882.1	619492	620157	+	666	7	332	105	28	29	90	1058	257
gene-Syncc8109_0770	CP006882.1	620147	621445	-	1299	6	254	83	30	24	102	1129	206
gene-Syncc8109_0771	CP006882.1	621417	622745	-	1329	13	578	171	39	60	229	2528	361
gene-Syncc8109_0772	CP006882.1	622876	624084	+	1209	3	151	41	12	8	41	525	99
gene-Syncc8109_0773	CP006882.1	624088	624576	+	489	3	133	24	8	8	21	283	82
gene-Syncc8109_0774	CP006882.1	624576	626381	+	1806	11	340	84	23	34	85	1212	289
gene-Syncc8109_0775	CP006882.1	626430	627602	+	1173	8	358	89	40	25	99	1035	305
gene-Syncc8109_0776	CP006882.1	627617	628000	+	384	3	122	14	7	12	20	297	65
gene-Syncc8109_0777	CP006882.1	628038	628181	-	144	0	39	5	2	0	11	108	22
gene-Syncc8109_0778	CP006882.1	628255	628863	-	609	4	297	45	18	19	58	819	163
gene-Syncc8109_0779	CP006882.1	628949	629185	+	237	0	24	5	5	2	8	145	19
gene-Syncc8109_0780	CP006882.1	629205	630278	-	1074	10	362	73	24	27	79	1004	225
gene-Syncc8109_0781	CP006882.1	630278	630358	-	81	2	72	17	7	5	20	228	61
gene-Syncc8109_0782	CP006882.1	630365	630541	-	177	2	62	27	14	9	25	256	60
gene-Syncc8109_0783	CP006882.1	630631	631305	+	675	5	119	35	9	19	24	376	67
gene-Syncc8109_0784	CP006882.1	631302	632735	+	1434	5	291	47	12	14	35	1043	185
gene-Syncc8109_0785	CP006882.1	632739	633308	+	570	1	52	11	6	4	9	138	41
gene-Syncc8109_0786	CP006882.1	633337	633534	+	198	0	25	3	2	0	4	93	16
gene-Syncc8109_0787	CP006882.1	633504	633833	+	330	3	96	26	6	10	18	254	102
gene-Syncc8109_0788	CP006882.1	633944	634045	-	102	2	71	20	4	6	17	221	63
gene-Syncc8109_0789	CP006882.1	634110	634508	-	399	2	97	18	5	6	13	249	73
gene-Syncc8109_0790	CP006882.1	634508	634951	-	444	14	302	78	22	28	91	913	311
gene-Syncc8109_0791	CP006882.1	634859	634978	+	120	10	105	31	12	14	30	318	112
gene-Syncc8109_0792	CP006882.1	635248	635349	-	102	0	43	13	3	1	10	119	40
gene-Syncc8109_0793	CP006882.1	635445	635597	+	153	3	55	5	3	2	12	153	25
gene-Syncc8109_0794	CP006882.1	635634	636158	+	525	4	109	37	6	14	30	325	113
gene-Syncc8109_0795	CP006882.1	636155	636445	-	291	1	40	20	4	10	12	161	52
gene-Syncc8109_0796	CP006882.1	636482	636598	+	117	1	11	4	1	2	6	46	19
gene-Syncc8109_0797	CP006882.1	636576	636689	+	114	0	7	2	1	1	4	26	10
gene-Syncc8109_0798	CP006882.1	636722	636901	-	180	1	13	11	1	5	6	37	14
gene-Syncc8109_0799	CP006882.1	637015	637224	+	210	0	43	7	8	1	3	106	37
gene-Syncc8109_0800	CP006882.1	637221	637559	-	339	3	6274	29	19	5	41	392	97
gene-Syncc8109_0801	CP006882.1	637531	638004	-	474	10	6383	62	23	17	46	653	178
gene-Syncc8109_0802	CP006882.1	638048	638572	+	525	1	84	32	6	5	31	373	71
gene-Syncc8109_0803	CP006882.1	638541	639461	-	921	4	122	30	12	13	38	487	79
gene-Syncc8109_0804	CP006882.1	639533	640300	+	768	10	307	79	26	29	95	988	229
gene-Syncc8109_0805	CP006882.1	640321	640797	+	477	6	262	42	17	19	61	890	161
gene-Syncc8109_0806	CP006882.1	640860	642461	+	1602	6	210	27	16	20	57	622	146
gene-Syncc8109_0807	CP006882.1	642477	643043	+	567	17	742	124	61	52	153	2283	497
gene-Syncc8109_0808	CP006882.1	643108	644268	+	1161	4	215	38	14	16	48	767	108
gene-Syncc8109_0809	CP006882.1	644307	645338	+	1032	3	224	21	10	9	39	694	94
gene-Syncc8109_0810	CP006882.1	645338	645814	+	477	0	35	5	5	3	12	148	16
gene-Syncc8109_0811	CP006882.1	645835	646386	+	552	11	258	56	25	24	64	728	155
gene-Syncc8109_0812	CP006882.1	646374	646895	+	522	3	178	27	10	10	38	471	84
gene-Syncc8109_0813	CP006882.1	646892	647965	+	1074	4	195	41	21	24	56	715	195
gene-Syncc8109_0814	CP006882.1	648001	649044	+	1044	2	155	44	6	22	44	448	85
gene-Syncc8109_0815	CP006882.1	649077	650150	+	1074	5	267	54	31	21	64	921	178
gene-Syncc8109_0816	CP006882.1	650215	651117	+	903	66	3243	716	208	233	894	8924	2494
gene-Syncc8109_0817	CP006882.1	651185	651472	+	288	7	282	59	8	13	54	829	87
gene-Syncc8109_0818	CP006882.1	651460	651609	+	150	0	33	3	2	2	3	45	9
gene-Syncc8109_0821	CP006882.1	652313	653194	+	882	22	631	119	42	41	159	2070	418
gene-Syncc8109_0822	CP006882.1	653191	653562	+	372	3	214	32	14	12	43	621	127
gene-Syncc8109_0823	CP006882.1	653564	654646	+	1083	6	277	61	16	16	64	898	158
gene-Syncc8109_0824	CP006882.1	654707	655780	+	1074	79	5544	588	173	193	709	18889	1736
gene-Syncc8109_0825	CP006882.1	655868	656821	-	954	1	154	32	7	13	30	556	83
gene-Syncc8109_0826	CP006882.1	656821	657471	-	651	12	467	66	28	31	103	1393	238
gene-Syncc8109_0827	CP006882.1	657468	657731	-	264	2	182	23	14	8	43	606	99
gene-Syncc8109_0828	CP006882.1	657778	658002	+	225	0	6	5	2	1	1	28	7
gene-Syncc8109_0829	CP006882.1	658016	658183	+	168	0	16	6	2	2	0	44	13
gene-Syncc8109_0830	CP006882.1	658222	658536	+	315	2	172	25	11	10	24	482	80
gene-Syncc8109_0831	CP006882.1	658497	659522	-	1026	6	320	45	22	17	48	893	184
gene-Syncc8109_0832	CP006882.1	659588	660205	-	618	2	104	21	13	10	16	336	75
gene-Syncc8109_0833	CP006882.1	660208	660525	-	318	3	64	12	7	5	7	182	51
gene-Syncc8109_0834	CP006882.1	660586	661608	+	1023	8	183	46	10	17	55	589	121
gene-Syncc8109_0835	CP006882.1	661605	662852	+	1248	10	288	83	20	23	85	905	188
gene-Syncc8109_0836	CP006882.1	662918	663163	+	246	5	89	39	20	32	46	272	106
gene-Syncc8109_0837	CP006882.1	663330	663593	-	264	6	279	61	28	26	67	722	242
gene-Syncc8109_0838	CP006882.1	663781	663906	-	126	4	122	17	7	8	15	310	47
gene-Syncc8109_0839	CP006882.1	663955	664323	-	369	4	113	22	9	7	44	259	66
gene-Syncc8109_0840	CP006882.1	664383	664997	-	615	16	362	78	40	35	108	1115	269
gene-Syncc8109_0841	CP006882.1	665005	665553	-	549	5	253	58	18	16	58	921	133
gene-Syncc8109_0842	CP006882.1	665653	665985	+	333	2	53	16	13	2	15	161	51
gene-Syncc8109_0843	CP006882.1	666026	666751	+	726	4	106	27	10	16	40	311	113
gene-Syncc8109_0844	CP006882.1	668589	668708	-	120	5	81	30	18	27	27	327	124
gene-Syncc8109_0845	CP006882.1	669156	670274	-	1119	5	296	77	66	53	80	753	291
gene-Syncc8109_0846	CP006882.1	670372	670635	-	264	5	94	32	7	9	39	294	101
gene-Syncc8109_0847	CP006882.1	670574	670657	+	84	3	42	16	2	6	15	136	34
gene-Syncc8109_0848	CP006882.1	670965	671066	-	102	0	27	6	2	2	5	55	12
gene-Syncc8109_0849	CP006882.1	671311	671874	+	564	12	236	61	20	23	63	800	178
gene-Syncc8109_0850	CP006882.1	671865	672077	-	213	3	54	19	3	9	18	189	47
gene-Syncc8109_0851	CP006882.1	672098	673243	-	1146	7	199	46	12	17	51	614	156
gene-Syncc8109_0852	CP006882.1	673285	673536	-	252	2	131	20	3	3	23	359	47
gene-Syncc8109_0853	CP006882.1	673601	674257	-	657	2	135	29	8	10	29	462	69
gene-Syncc8109_0854	CP006882.1	674268	675101	-	834	14	467	134	34	31	142	1599	367
gene-Syncc8109_0855	CP006882.1	675219	679229	+	4011	172	6850	1386	655	648	1925	20449	5587
gene-Syncc8109_0856	CP006882.1	679310	680293	-	984	1	72	18	3	8	17	239	65
gene-Syncc8109_0857	CP006882.1	680290	681135	-	846	5	160	51	12	11	39	476	124
gene-Syncc8109_0858	CP006882.1	681113	681859	-	747	12	544	147	48	50	148	1551	414
gene-Syncc8109_0859	CP006882.1	681877	682074	-	198	1	68	18	9	3	27	201	66
gene-Syncc8109_0860	CP006882.1	682114	683859	+	1746	12	288	74	31	30	70	824	241
gene-Syncc8109_0861	CP006882.1	683909	684139	+	231	5	161	39	27	17	54	476	169
gene-Syncc8109_0862	CP006882.1	684215	685618	-	1404	8	523	105	50	77	148	1677	363
gene-Syncc8109_0863	CP006882.1	685624	686289	-	666	17	885	170	60	42	173	2761	524
gene-Syncc8109_0864	CP006882.1	686325	689648	-	3324	57	2241	416	113	141	463	6723	1419
gene-Syncc8109_0865	CP006882.1	689753	690388	+	636	19	763	174	53	60	194	2024	632
gene-Syncc8109_0866	CP006882.1	690381	690737	+	357	9	349	99	24	29	87	989	303
gene-Syncc8109_0867	CP006882.1	690749	691243	+	495	5	234	39	11	13	54	602	156
gene-Syncc8109_0868	CP006882.1	691260	692228	+	969	8	400	88	34	33	119	1219	386
gene-Syncc8109_0869	CP006882.1	692275	692348	+	74	25	109	3413	240	1380	136	388	3750
gene-Syncc8109_0870	CP006882.1	692425	694053	+	1629	11	369	99	33	49	99	1116	260
gene-Syncc8109_0871	CP006882.1	694034	694267	-	234	7	146	56	14	20	49	500	130
gene-Syncc8109_0872	CP006882.1	694551	694718	+	168	1	70	14	4	8	7	209	40
gene-Syncc8109_0873	CP006882.1	694708	695808	-	1101	11	382	77	57	36	96	1079	232
gene-Syncc8109_0874	CP006882.1	695836	697041	+	1206	3	102	15	11	6	36	360	93
gene-Syncc8109_0875	CP006882.1	697072	698691	+	1620	70	2599	575	199	197	741	8189	1996
gene-Syncc8109_0876	CP006882.1	698670	698993	-	324	7	290	49	14	15	40	1016	168
gene-Syncc8109_0877	CP006882.1	699084	700145	+	1062	5	106	18	3	7	33	335	72
gene-Syncc8109_0878	CP006882.1	700145	701035	+	891	4	165	32	18	17	50	561	114
gene-Syncc8109_0879	CP006882.1	701035	702009	+	975	4	133	26	9	14	44	419	119
gene-Syncc8109_0880	CP006882.1	702006	702749	+	744	2	193	40	6	13	35	511	133
gene-Syncc8109_0881	CP006882.1	702777	703109	-	333	1	114	25	4	11	24	398	92
gene-Syncc8109_0882	CP006882.1	703120	703257	-	138	5	228	51	11	14	39	753	174
gene-Syncc8109_0883	CP006882.1	703211	703600	-	390	24	1073	195	57	51	182	3186	758
gene-Syncc8109_0884	CP006882.1	703792	704004	-	213	3	53	11	3	3	11	159	36
gene-Syncc8109_0885	CP006882.1	704072	704986	+	915	0	131	33	10	9	31	418	79
gene-Syncc8109_0886	CP006882.1	704977	705561	-	585	2	97	32	5	15	15	347	112
gene-Syncc8109_0887	CP006882.1	705621	705938	+	318	17	401	107	66	45	101	1100	460
gene-Syncc8109_0888	CP006882.1	705964	706857	-	894	14	494	68	32	29	85	1550	275
gene-Syncc8109_0889	CP006882.1	706875	708200	-	1326	33	1544	271	77	114	331	4686	705
gene-Syncc8109_0890	CP006882.1	708229	708900	-	672	13	861	144	40	47	179	2911	401
gene-Syncc8109_0891	CP006882.1	708943	709947	-	1005	3	200	28	10	10	36	621	122
gene-Syncc8109_0892	CP006882.1	709987	710562	-	576	6	190	29	18	6	32	617	106
gene-Syncc8109_0893	CP006882.1	710564	711694	-	1131	5	534	60	27	15	66	1674	209
gene-Syncc8109_0894	CP006882.1	711764	713278	-	1515	4	416	112	27	23	91	1383	273
gene-Syncc8109_0895	CP006882.1	713359	713499	-	141	3	67	14	3	10	6	172	66
gene-Syncc8109_0896	CP006882.1	713496	714002	-	507	6	142	34	10	14	26	381	126
gene-Syncc8109_0897	CP006882.1	714611	714700	+	90	2	25	4	0	3	2	55	10
gene-Syncc8109_0898	CP006882.1	714701	716005	-	1305	4	108	29	8	10	27	365	85
gene-Syncc8109_0899	CP006882.1	716186	717394	+	1209	6	166	43	15	17	40	471	130
gene-Syncc8109_0900	CP006882.1	717470	718423	+	954	7	306	82	27	29	86	1057	234
gene-Syncc8109_0901	CP006882.1	718424	718708	-	285	41	1325	304	96	98	323	4308	862
gene-Syncc8109_0902	CP006882.1	718691	719191	+	501	34	1345	300	87	101	346	4178	870
gene-Syncc8109_0903	CP006882.1	719191	719391	+	201	12	509	148	51	52	138	1681	397
gene-Syncc8109_0904	CP006882.1	719407	719862	-	456	7	228	39	13	8	42	677	87
gene-Syncc8109_0905	CP006882.1	719997	720275	+	279	4	101	28	12	6	24	288	71
gene-Syncc8109_0906	CP006882.1	720275	720508	+	234	0	13	1	2	1	3	58	8
gene-Syncc8109_0907	CP006882.1	720519	721247	+	729	2	50	25	9	4	15	163	47
gene-Syncc8109_0908	CP006882.1	721250	721501	-	252	4	64	17	5	4	23	303	38
gene-Syncc8109_0909	CP006882.1	721544	722314	-	771	13	291	63	24	42	86	1015	192
gene-Syncc8109_0910	CP006882.1	722313	722825	+	513	4	88	25	15	6	30	269	84
gene-Syncc8109_0911	CP006882.1	723218	724231	+	1014	7	168	51	17	26	46	509	140
gene-Syncc8109_0912	CP006882.1	724275	724622	+	348	3	42	15	7	6	23	118	37
gene-Syncc8109_0913	CP006882.1	724623	725213	-	591	3	65	19	4	5	26	267	62
gene-Syncc8109_0914	CP006882.1	725210	726061	-	852	1	40	18	2	5	19	137	40
gene-Syncc8109_0915	CP006882.1	726168	726353	-	186	1	53	9	6	4	12	165	52
gene-Syncc8109_0916	CP006882.1	726906	727175	-	270	10	466	83	48	37	115	1106	429
gene-Syncc8109_0917	CP006882.1	727329	727442	+	114	4	21	21	9	27	16	50	26
gene-Syncc8109_0918	CP006882.1	728255	728377	+	123	1	5	1	1	0	4	25	10
gene-Syncc8109_0919	CP006882.1	728405	728584	+	180	2	36	11	3	6	4	96	28
gene-Syncc8109_0920	CP006882.1	729109	729240	-	132	0	4	1	3	1	2	20	6
gene-Syncc8109_0921	CP006882.1	730423	730566	-	144	0	16	9	0	1	3	67	22
gene-Syncc8109_0922	CP006882.1	730563	730745	-	183	1	29	12	0	2	8	66	35
gene-Syncc8109_0923	CP006882.1	731163	731399	+	237	6	151	30	26	20	34	284	144
gene-Syncc8109_0924	CP006882.1	731396	731521	-	126	5	206	24	36	26	42	349	181
gene-Syncc8109_0925	CP006882.1	731738	731860	-	123	0	33	8	3	1	9	82	23
gene-Syncc8109_0926	CP006882.1	732099	732350	-	252	4	103	16	3	5	17	322	84
gene-Syncc8109_0927	CP006882.1	732609	732734	+	126	9	101	33	10	22	38	316	143
gene-Syncc8109_0928	CP006882.1	732731	732898	+	168	7	201	40	16	20	44	471	181
gene-Syncc8109_0929	CP006882.1	733020	733151	+	132	3	234	33	12	17	30	569	88
gene-Syncc8109_0930	CP006882.1	733312	733470	-	159	6	302	31	11	12	26	582	77
gene-Syncc8109_0931	CP006882.1	733627	733824	-	198	0	25	6	0	1	6	92	20
gene-Syncc8109_0932	CP006882.1	734128	734253	-	126	3	99	28	6	6	16	304	82
gene-Syncc8109_0933	CP006882.1	734659	734823	+	165	0	6	0	1	0	1	29	7
gene-Syncc8109_0934	CP006882.1	735130	735261	-	132	0	11	3	1	1	3	24	20
gene-Syncc8109_0935	CP006882.1	735486	735656	+	171	0	18	4	0	0	6	36	18
gene-Syncc8109_0936	CP006882.1	735951	736097	-	147	2	29	11	3	2	4	100	27
gene-Syncc8109_0937	CP006882.1	736101	736277	-	177	2	48	6	4	6	5	123	29
gene-Syncc8109_0938	CP006882.1	736375	736488	+	114	0	57	17	7	9	15	143	53
gene-Syncc8109_0939	CP006882.1	736423	736611	-	189	0	69	21	8	11	14	192	57
gene-Syncc8109_0940	CP006882.1	736698	736874	-	177	0	9	3	4	1	2	39	15
gene-Syncc8109_0941	CP006882.1	737107	737286	-	180	2	46	13	3	2	8	126	42
gene-Syncc8109_0943	CP006882.1	737323	737445	-	123	2	34	12	0	2	9	131	26
gene-Syncc8109_0944	CP006882.1	737535	737750	+	216	5	189	45	9	13	35	501	102
gene-Syncc8109_0945	CP006882.1	737875	738120	-	246	4	96	24	3	9	16	261	68
gene-Syncc8109_0946	CP006882.1	738211	738372	+	162	5	90	24	16	8	32	259	112
gene-Syncc8109_0947	CP006882.1	738497	738607	+	111	3	44	11	6	12	13	149	47
gene-Syncc8109_0948	CP006882.1	738563	738688	-	126	2	56	11	11	13	18	178	62
gene-Syncc8109_0949	CP006882.1	738833	739009	-	177	2	43	20	13	8	12	101	51
