# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR17374249_sorted.bam" "SRR17374246_sorted.bam" "SRR17374247_sorted.bam" "SRR17374244_sorted.bam" "SRR17374248_sorted.bam" "SRR17374245_sorted.bam" "SRR17374241_sorted.bam" "SRR17374243_sorted.bam" "SRR17374242_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR17374249_sorted.bam	SRR17374246_sorted.bam	SRR17374247_sorted.bam	SRR17374244_sorted.bam	SRR17374248_sorted.bam	SRR17374245_sorted.bam	SRR17374241_sorted.bam	SRR17374243_sorted.bam	SRR17374242_sorted.bam
gene-LUU82_04115	CP089586.1	797634	801944	-	4311	15516	17967	19215	19263	20896	22524	19243	18115	25579
gene-LUU82_04120	CP089586.1	802208	803911	-	1704	17067	18168	21575	21244	24359	24373	21366	19905	27830
gene-LUU82_04125	CP089586.1	803931	805217	-	1287	10270	10823	12545	11732	13850	14296	11781	11180	16157
gene-LUU82_04130	CP089586.1	805454	806236	-	783	7567	7716	9031	9137	10750	10149	8354	8388	11361
gene-LUU82_04135	CP089586.1	806243	807013	-	771	7088	6763	8499	8689	10083	9385	8150	7969	9511
gene-LUU82_04140	CP089586.1	807386	807940	-	555	20446	22054	25183	24616	27376	29497	25290	23695	33718
gene-LUU82_04145	CP089586.1	807959	808681	-	723	17548	18560	21433	22632	23087	24801	21669	20126	27327
gene-LUU82_04150	CP089586.1	808818	809699	-	882	47928	49659	58789	71026	72311	68134	60449	61440	69880
gene-LUU82_04155	CP089586.1	809734	809847	-	114	15136	14317	17768	18297	20139	19106	16011	15781	20369
gene-LUU82_04160	CP089586.1	809881	810648	-	768	83883	77566	95780	98843	117608	104167	90160	91686	109345
gene-LUU82_04165	CP089586.1	810847	810939	-	93	1407	1115	1420	1343	1731	1307	970	895	1253
gene-LUU82_04170	CP089586.1	810990	811763	-	774	6170	6754	7569	8550	8948	7506	6619	6103	7435
gene-LUU82_04175	CP089586.1	811788	813191	-	1404	11147	11997	13256	11968	14312	12904	10477	9488	13540
gene-LUU82_04180	CP089586.1	813257	813802	-	546	3565	3753	4029	3733	4740	4084	3320	3210	4122
gene-LUU82_04185	CP089586.1	813799	814695	-	897	3913	4103	4338	3773	4946	4390	3625	3473	4486
gene-LUU82_04190	CP089586.1	815112	816419	-	1308	14465	15319	18711	16462	19258	19505	17140	15796	22931
gene-LUU82_04195	CP089586.1	816575	818650	-	2076	17186	18250	21185	20213	21978	22365	19218	18469	25851
gene-LUU82_04200	CP089586.1	818824	819696	-	873	228	254	298	334	312	340	269	267	301
gene-LUU82_04205	CP089586.1	819869	821113	-	1245	272	295	366	399	439	382	360	310	398
gene-LUU82_04210	CP089586.1	821141	822259	-	1119	148	150	188	176	196	183	188	141	209
gene-LUU82_04215	CP089586.1	822486	823394	-	909	5152	7531	6411	7577	7682	7834	7685	7071	9462
gene-LUU82_04220	CP089586.1	823416	824582	-	1167	6169	8681	7552	8793	8706	9179	8729	7669	10799
gene-LUU82_04225	CP089586.1	824691	825458	-	768	1885	1964	2249	2222	2458	2355	2223	2029	2781
gene-LUU82_04230	CP089586.1	825442	826326	-	885	1651	1761	2053	2117	2327	2171	2035	1887	2425
gene-LUU82_04235	CP089586.1	826727	829333	+	2607	1480	1913	1957	2110	2037	2213	1943	1638	2530
gene-LUU82_04240	CP089586.1	829792	830142	-	351	90287	79422	108521	113624	151007	110970	94599	100699	107095
gene-LUU82_04245	CP089586.1	830245	830982	-	738	8035	6332	8707	7542	11139	8938	6800	6908	8819
gene-LUU82_04250	CP089586.1	830982	831485	-	504	4123	3263	4651	4233	6202	4549	3474	3654	4314
gene-LUU82_04255	CP089586.1	831673	831948	-	276	16442	15139	20795	30488	31378	23968	21036	23764	22443
gene-LUU82_04260	CP089586.1	832290	833657	-	1368	9537	11743	12045	14276	13710	14675	13750	12658	16619
gene-LUU82_04265	CP089586.1	833683	834015	-	333	1947	2329	2500	3077	2727	2952	2808	2497	3272
gene-LUU82_04270	CP089586.1	834002	835252	-	1251	5171	6166	6498	7630	7100	8059	7057	6558	8709
gene-LUU82_04275	CP089586.1	835252	838818	-	3567	10644	12829	12618	14320	13542	15940	13667	12791	18072
gene-LUU82_04280	CP089586.1	838965	839696	-	732	1818	2210	2255	2668	2639	2698	2257	2200	2657
gene-LUU82_04285	CP089586.1	839812	840045	-	234	18684	23013	23479	34843	32859	29113	30579	31077	31936
gene-LUU82_04290	CP089586.1	840480	841214	-	735	9610	13742	10074	14465	13136	16850	14124	12504	18659
gene-LUU82_04295	CP089586.1	841207	842133	-	927	11761	16956	12091	15423	15062	19547	15755	13772	22089
gene-LUU82_04300	CP089586.1	842126	843112	-	987	10663	15182	11144	15632	13972	18028	14263	13049	19229
gene-LUU82_04305	CP089586.1	843117	843689	-	573	6766	9468	6940	9288	8806	10880	8766	8108	11499
gene-LUU82_04310	CP089586.1	843892	845952	-	2061	2138	2865	2587	2848	2901	3321	2896	2708	3949
gene-LUU82_04315	CP089586.1	846142	847788	-	1647	18221	20039	22703	25758	27214	25269	23474	21671	27342
gene-LUU82_04320	CP089586.1	847803	848177	-	375	4181	4609	5217	6510	6403	5805	5231	4925	6076
gene-LUU82_04325	CP089586.1	848620	848808	+	189	89513	91623	114555	151681	167963	124055	150386	154300	146368
gene-LUU82_04330	CP089586.1	849189	849830	-	642	2101	2894	2691	3000	3088	3234	2978	2543	3718
gene-LUU82_04335	CP089586.1	849837	850481	-	645	2319	2971	2687	2981	2998	3416	2892	2777	3744
gene-LUU82_04340	CP089586.1	850482	851357	-	876	2158	2894	2752	3350	3083	3184	2836	2683	3289
gene-LUU82_04345	CP089586.1	851585	853579	-	1995	12481	12899	16064	15999	17706	17383	15105	13973	19191
gene-LUU82_04350	CP089586.1	853576	854319	-	744	6753	7046	8276	7733	8405	8747	7467	6950	9783
gene-LUU82_04355	CP089586.1	854326	855420	-	1095	8411	8923	10257	9464	10720	11189	9663	9011	12867
gene-LUU82_04360	CP089586.1	855423	856730	-	1308	7427	8037	9082	8471	9532	9988	8287	7715	11620
gene-LUU82_04365	CP089586.1	856727	857662	-	936	4133	4719	5237	4888	5683	5899	4804	4527	6002
gene-LUU82_04370	CP089586.1	857655	858143	-	489	1951	2198	2456	2517	2736	2733	2176	2143	2627
gene-LUU82_04375	CP089586.1	858442	858645	+	204	2962	3662	4029	4323	4333	4019	4657	4105	5328
gene-LUU82_04380	CP089586.1	858808	859761	-	954	416	519	555	770	685	669	729	637	806
gene-LUU82_04385	CP089586.1	860264	862672	-	2409	6019	7642	7765	7974	8146	9621	8345	7351	11370
gene-LUU82_04390	CP089586.1	862672	863871	-	1200	2449	3178	3338	3255	3486	4004	3447	3046	4767
gene-LUU82_04395	CP089586.1	864087	864305	-	219	4318	5504	5599	7515	6892	6872	6336	6229	7092
gene-LUU82_04400	CP089586.1	864305	864928	-	624	10457	13446	13219	18645	16850	16923	15271	15310	17197
gene-LUU82_04405	CP089586.1	865203	866900	+	1698	3077	4083	3830	4507	4227	4719	4309	4168	5057
gene-LUU82_04410	CP089586.1	867163	867564	-	402	911	1321	1107	1587	1430	1383	1574	1350	1545
gene-LUU82_04415	CP089586.1	868001	868213	-	213	478	707	580	619	815	562	559	539	663
gene-LUU82_04420	CP089586.1	868243	868854	-	612	894	1357	934	846	1368	855	950	816	1111
gene-LUU82_04425	CP089586.1	868854	869546	-	693	974	1847	1071	857	1587	1013	1134	938	1368
gene-LUU82_04430	CP089586.1	869656	872829	-	3174	4271	7213	4314	3889	6087	4292	4447	3742	5486
gene-LUU82_04435	CP089586.1	872822	873922	-	1101	1278	2534	1399	1158	1785	1344	1460	1138	1864
gene-LUU82_04440	CP089586.1	873924	875198	-	1275	1281	2921	1353	1137	1733	1389	1397	1046	1770
gene-LUU82_04445	CP089586.1	875216	876097	-	882	691	1826	724	651	918	651	678	518	852
gene-LUU82_04450	CP089586.1	876125	877432	-	1308	684	2512	724	716	915	722	719	562	959
gene-LUU82_04455	CP089586.1	877650	878177	-	528	2811	5261	3072	4271	4426	4394	4086	3325	5139
gene-LUU82_04460	CP089586.1	878577	879494	-	918	5364	5525	6142	6839	7735	6925	5659	5877	6820
gene-LUU82_04465	CP089586.1	879494	879985	-	492	2568	2587	2889	3176	3722	2980	2434	2705	2936
gene-LUU82_04475	CP089586.1	880809	881606	-	798	1122	1277	1404	1636	1566	1733	1377	1394	1681
gene-LUU82_04480	CP089586.1	881896	884649	-	2754	19221	23927	23987	25648	26969	29753	24648	23274	33111
gene-LUU82_04485	CP089586.1	884870	885487	-	618	8548	10321	11052	14490	13173	13564	12869	11951	14417
gene-LUU82_04490	CP089586.1	885511	886290	-	780	4691	6037	6386	7202	7001	7194	6732	5968	7875
gene-LUU82_04495	CP089586.1	886400	886690	-	291	4410	5109	5478	6390	5901	6111	5912	5198	6771
gene-LUU82_04500	CP089586.1	886702	887265	-	564	9710	12022	12058	13973	12825	13823	13541	12636	15594
gene-LUU82_04505	CP089586.1	887262	887930	-	669	7793	9510	9676	10647	10723	10931	10907	10386	12762
gene-LUU82_04510	CP089586.1	887954	888745	-	792	2235	2665	3038	2807	2918	3329	3326	2829	4255
gene-LUU82_04515	CP089586.1	889005	890177	-	1173	56778	72495	74531	83693	83769	88172	83773	77725	100316
gene-LUU82_04520	CP089586.1	890210	891622	-	1413	39852	49145	51894	53860	53799	59356	55052	48592	69939
gene-LUU82_04525	CP089586.1	891728	893047	-	1320	14328	14991	18366	16866	18074	19108	16457	14792	22413
gene-LUU82_04530	CP089586.1	893063	894412	-	1350	9583	10288	12580	11507	12643	12739	11175	9833	15477
gene-LUU82_04535	CP089586.1	894414	895379	-	966	5851	6230	7529	7254	7535	7419	6951	5958	8804
gene-LUU82_04540	CP089586.1	895671	897905	-	2235	14070	15769	16954	18162	20559	19758	16931	17200	20609
gene-LUU82_04545	CP089586.1	897886	898287	-	402	5652	7067	6994	8358	8146	8443	7718	7474	9354
gene-LUU82_04550	CP089586.1	898301	899215	-	915	13472	17148	16495	20758	19406	20791	19309	19596	22075
gene-LUU82_04555	CP089586.1	899252	899683	-	432	8554	11269	10669	14882	13589	13131	12902	14123	14771
gene-LUU82_04560	CP089586.1	899827	901440	-	1614	2961	3790	3727	4954	4127	4870	4056	3753	4925
gene-LUU82_04565	CP089586.1	901635	902075	+	441	1063	1415	1317	2004	1784	1619	1850	1614	1799
gene-LUU82_04570	CP089586.1	902184	902879	-	696	883	1081	1037	1398	1251	1267	1285	1135	1411
gene-LUU82_04575	CP089586.1	903003	903137	-	135	35	39	59	67	83	46	57	55	68
gene-LUU82_04580	CP089586.1	903194	903328	-	135	69	74	100	86	135	90	107	86	136
gene-LUU82_04585	CP089586.1	903692	903765	+	74	99	71	103	112	156	86	68	129	87
gene-LUU82_04590	CP089586.1	904239	904427	-	189	542	646	700	995	783	815	924	837	995
gene-LUU82_04595	CP089586.1	904676	905623	+	948	2256	3172	2785	3615	3107	3745	3998	3742	4876
gene-LUU82_04600	CP089586.1	905928	906155	-	228	1710	2325	2148	3214	2758	2958	3088	2721	3370
gene-LUU82_04605	CP089586.1	906463	908019	-	1557	670	746	1022	1061	1006	847	936	804	1102
gene-LUU82_04610	CP089586.1	908191	909123	-	933	204	206	242	221	269	215	250	201	284
gene-LUU82_04615	CP089586.1	909146	910147	-	1002	80	98	60	109	90	102	114	116	115
gene-LUU82_04620	CP089586.1	910585	911310	+	726	51	59	71	80	85	83	82	73	101
gene-LUU82_04625	CP089586.1	911405	912130	+	726	69	69	94	102	66	88	85	85	98
gene-LUU82_04630	CP089586.1	912238	912954	+	717	90	98	133	126	130	141	148	119	159
gene-LUU82_04635	CP089586.1	913454	913678	-	225	245	299	333	570	472	423	435	459	431
gene-LUU82_04640	CP089586.1	913635	913781	-	147	185	246	253	466	375	335	351	363	349
gene-LUU82_04645	CP089586.1	914454	915413	+	960	373	563	416	570	715	871	764	747	1041
gene-LUU82_04650	CP089586.1	915890	916123	+	234	1577	2085	2063	3364	2410	2487	2555	2194	2670
gene-LUU82_04655	CP089586.1	916742	916927	+	186	1160	1516	1378	2471	1882	1900	1900	1545	1956
gene-LUU82_04660	CP089586.1	917580	917930	-	351	1028	1617	683	1766	1651	2286	2480	3206	4026
gene-LUU82_04665	CP089586.1	918081	918578	-	498	1644	2658	1010	2553	2707	3622	3986	4860	6817
gene-LUU82_04670	CP089586.1	918837	919343	-	507	629	820	589	975	1053	1012	1148	1213	1303
gene-LUU82_04675	CP089586.1	920014	920412	+	399	984	1302	808	1417	1456	1684	1714	2147	2531
gene-LUU82_04680	CP089586.1	920393	920464	+	72	542	705	421	776	776	885	996	1092	1366
gene-LUU82_04685	CP089586.1	920781	921110	-	330	8875	13460	5160	13985	16180	19220	19275	25825	31322
gene-LUU82_04690	CP089586.1	921304	921471	-	168	47	64	57	82	62	63	49	49	69
gene-LUU82_04695	CP089586.1	921599	922102	-	504	1980	3169	2598	3606	2657	3669	3556	3031	4284
gene-LUU82_04700	CP089586.1	922095	922682	-	588	2378	3916	3202	4535	3214	4395	4171	3757	5160
gene-LUU82_04705	CP089586.1	922694	923494	-	801	2392	3864	3113	4348	3292	4368	3984	3723	4889
gene-LUU82_04710	CP089586.1	923730	924545	-	816	3459	4980	4002	2996	4828	4398	4701	4353	7385
gene-LUU82_04715	CP089586.1	924545	926311	-	1767	5745	7765	6188	4699	7655	6947	7343	6925	11907
gene-LUU82_04720	CP089586.1	926363	926977	-	615	1339	1768	1371	1280	1849	1590	1831	1748	2575
gene-LUU82_04725	CP089586.1	927301	929082	-	1782	2015	2358	2920	3206	2997	3324	3253	2707	3885
gene-LUU82_04730	CP089586.1	929248	929343	+	96	165	222	228	274	230	256	275	231	322
gene-LUU82_04735	CP089586.1	929406	929720	-	315	6606	10411	8900	15918	11017	13448	15016	14013	16561
gene-LUU82_04740	CP089586.1	929893	932241	-	2349	6532	7066	8276	8561	8863	9199	7662	7020	10126
gene-LUU82_04745	CP089586.1	932251	933963	-	1713	3014	3363	3960	3985	4286	4461	3738	3196	4561
gene-LUU82_04750	CP089586.1	934036	934557	-	522	1477	1714	1894	2459	2293	2341	2129	1778	2300
gene-LUU82_04760	CP089586.1	935194	936132	+	939	1378	1686	1861	2077	2067	2017	1866	1583	2175
gene-LUU82_04765	CP089586.1	936435	938837	-	2403	12445	16142	15072	15836	16092	19906	16344	14429	22732
gene-LUU82_04770	CP089586.1	938837	939895	-	1059	4788	6259	5654	6171	6147	7699	6007	5373	8296
gene-LUU82_04775	CP089586.1	940276	941016	-	741	1186	1625	1503	2031	1819	1992	1827	1737	2015
gene-LUU82_04780	CP089586.1	941256	941363	-	108	51	82	60	130	57	142	65	82	80
gene-LUU82_04785	CP089586.1	941400	941723	-	324	285	697	547	1154	417	1159	554	633	639
gene-LUU82_04790	CP089586.1	941742	942476	-	735	424	967	769	1665	570	1617	776	871	981
gene-LUU82_04795	CP089586.1	942538	943503	-	966	654	1450	1150	2272	891	2550	1169	1204	1363
gene-LUU82_04800	CP089586.1	943516	944394	-	879	559	1255	884	2002	724	2278	1076	985	1179
gene-LUU82_04805	CP089586.1	944391	945467	-	1077	580	1302	934	2204	743	2288	1025	1032	1170
gene-LUU82_04810	CP089586.1	945467	946150	-	684	480	1072	777	1804	669	1964	846	843	960
gene-LUU82_04815	CP089586.1	946359	947411	+	1053	1919	5051	3235	6795	3543	7407	5683	5586	7616
gene-LUU82_04820	CP089586.1	947614	949539	+	1926	378	625	466	937	578	984	508	642	659
gene-LUU82_04825	CP089586.1	949693	949866	-	174	29066	25532	33813	36591	45510	34490	29465	29352	32283
gene-LUU82_04830	CP089586.1	949946	950503	-	558	75705	67335	88366	95095	117106	89945	75204	76838	88370
gene-LUU82_04835	CP089586.1	950630	951769	+	1140	2802	3030	3521	3535	3909	3841	3028	3093	3971
gene-LUU82_04840	CP089586.1	951831	952313	-	483	1336	1465	1703	2402	2057	1958	1618	1480	1770
gene-LUU82_04845	CP089586.1	952315	952857	-	543	1508	1738	1918	2752	2250	2383	2020	1871	2392
gene-LUU82_04850	CP089586.1	952927	953316	+	390	2042	2502	2522	3008	2897	3282	2633	2460	3318
gene-LUU82_04855	CP089586.1	953319	953573	-	255	1265	1560	1589	1791	1859	2073	1710	1566	2076
gene-LUU82_04860	CP089586.1	953812	954738	+	927	1709	2308	2336	2576	2647	2860	2545	2264	3366
gene-LUU82_04865	CP089586.1	954801	955235	-	435	1162	1461	1386	1668	1688	1632	1421	1284	1634
gene-LUU82_04870	CP089586.1	955251	956288	-	1038	2555	3165	2920	3637	3536	3466	2978	2791	3512
gene-LUU82_04875	CP089586.1	956615	957076	-	462	8005	8250	9941	10302	12741	8297	6659	5922	6823
gene-LUU82_04880	CP089586.1	957101	958012	-	912	19196	19143	22454	20032	27310	18840	15391	12812	17517
gene-LUU82_04885	CP089586.1	958452	959363	+	912	4196	4400	5036	4796	6505	4160	3319	2967	3637
gene-LUU82_04890	CP089586.1	959503	962955	-	3453	3472	8889	4576	5974	5020	7931	6814	5542	9627
gene-LUU82_04895	CP089586.1	963509	964735	-	1227	5441	5979	6355	7614	7936	7408	6454	6165	7166
gene-LUU82_04900	CP089586.1	965049	965324	-	276	6465	8147	8862	14052	11584	11708	11470	9760	12546
gene-LUU82_04905	CP089586.1	965465	965947	+	483	2438	3083	3020	3421	3401	3573	3392	3230	4234
gene-LUU82_04910	CP089586.1	965949	966116	+	168	1311	1659	1692	2019	1969	1946	1885	1799	2175
gene-LUU82_04915	CP089586.1	966256	968103	-	1848	29854	28907	33105	32435	41985	36223	26404	29219	32678
gene-LUU82_04920	CP089586.1	968205	968396	+	192	2316	2272	2869	4079	4110	2826	3293	3294	3181
gene-LUU82_04925	CP089586.1	968550	969377	-	828	2461	3555	3103	3773	3775	3893	3932	3317	4574
gene-LUU82_04930	CP089586.1	969534	970148	+	615	2288	3677	2874	4772	3643	4606	4288	4168	5081
gene-LUU82_04935	CP089586.1	970332	971684	+	1353	1931	2615	2366	3086	2755	3502	3176	2948	3871
gene-LUU82_04940	CP089586.1	971766	972185	-	420	1661	2504	2175	3441	2510	2873	3245	3095	3736
gene-LUU82_04945	CP089586.1	972468	973487	-	1020	13237	15485	17113	20268	19300	18991	17906	17508	21440
gene-LUU82_04950	CP089586.1	973561	974634	-	1074	4201	3301	5107	4368	6282	4804	4087	4010	5077
gene-LUU82_04955	CP089586.1	974634	975443	-	810	2105	1683	2760	2471	3336	2617	2043	2057	2699
gene-LUU82_04960	CP089586.1	975449	976246	-	798	2468	2080	3401	2821	3797	3225	2658	2398	3218
gene-LUU82_04965	CP089586.1	976239	977333	-	1095	3335	2830	4329	3834	4919	4138	3444	3031	4329
gene-LUU82_04970	CP089586.1	977346	977885	-	540	1612	1446	2191	2018	2547	2089	1763	1591	2145
gene-LUU82_04975	CP089586.1	978029	978304	-	276	1229	1199	1525	1549	1680	1690	1555	1434	1977
gene-LUU82_04980	CP089586.1	978471	979877	-	1407	107879	124071	129557	136419	142664	171273	156283	143598	212985
gene-LUU82_04985	CP089586.1	979881	981173	-	1293	108163	121907	130093	127744	141039	175310	150421	141427	218418
gene-LUU82_04990	CP089586.1	981264	982241	-	978	94288	103768	109995	102526	117702	150573	124479	115295	189907
gene-LUU82_04995	CP089586.1	982245	983357	-	1113	83383	92251	97736	97223	108302	132367	110811	104369	165705
gene-LUU82_05000	CP089586.1	983528	984154	-	627	1411	2356	1824	3610	2422	2704	2658	2687	2623
gene-LUU82_05005	CP089586.1	984520	985071	+	552	3093	4100	3938	5269	5151	5371	4472	4195	5402
gene-LUU82_05010	CP089586.1	985402	985524	+	123	1045	1248	1339	2029	1726	1603	1376	1423	1439
gene-LUU82_05015	CP089586.1	985553	985771	+	219	3290	4127	4039	5050	4805	4778	4375	4203	4910
gene-LUU82_05020	CP089586.1	985771	987468	+	1698	23551	30531	29057	33881	33403	36049	33791	31542	40763
gene-LUU82_05025	CP089586.1	987714	988376	-	663	4994	5869	6410	5826	7969	5073	4397	3943	4804
gene-LUU82_05030	CP089586.1	988509	989528	-	1020	5217	5471	5738	3770	5852	3241	2127	1612	2391
gene-LUU82_05035	CP089586.1	989525	990886	-	1362	5369	5377	5830	3699	6302	3289	1833	1263	1980
gene-LUU82_05040	CP089586.1	991084	991317	+	234	955	1011	1300	1936	1561	1355	1401	1122	1513
gene-LUU82_05045	CP089586.1	991554	993272	-	1719	76462	106178	99794	117155	111282	124393	122538	109042	146233
gene-LUU82_05050	CP089586.1	993275	993541	-	267	28135	38425	35692	40463	38553	44241	42536	36954	53906
gene-LUU82_05055	CP089586.1	993695	994237	-	543	3783	4343	5850	6295	5191	5186	6048	5414	6795
gene-LUU82_05060	CP089586.1	994291	995463	-	1173	1620	2155	1925	2422	2218	2565	2315	2180	3019
gene-LUU82_05065	CP089586.1	995888	997183	-	1296	13326	12332	17255	19674	19168	15616	15860	14696	16358
gene-LUU82_05070	CP089586.1	997335	997469	+	135	840	945	1488	2131	1532	1077	1853	1624	1432
gene-LUU82_05075	CP089586.1	998116	998691	+	576	1583	1856	2165	2123	2292	2812	2872	2380	4295
gene-LUU82_05080	CP089586.1	998706	1000106	+	1401	2916	3498	4014	4055	4212	5186	5194	4710	7841
gene-LUU82_05085	CP089586.1	1000099	1000905	+	807	1381	1643	1823	2017	1960	2503	2402	2193	3593
gene-LUU82_05090	CP089586.1	1001170	1002417	-	1248	4113	10630	7638	9449	5475	9839	10967	8530	13222
gene-LUU82_05095	CP089586.1	1002439	1003917	-	1479	4440	11439	8521	10298	5697	10524	11738	9260	14212
gene-LUU82_05100	CP089586.1	1003932	1004498	-	567	2130	5299	3862	4556	2678	4766	5219	3913	6612
gene-LUU82_05105	CP089586.1	1004501	1005529	-	1029	3409	8666	6363	7801	4346	7813	8769	6846	10583
gene-LUU82_05110	CP089586.1	1005522	1007006	-	1485	4264	10883	7970	9417	5600	9752	10968	8451	13329
gene-LUU82_05115	CP089586.1	1006985	1009174	-	2190	5076	13761	9558	10995	7057	11548	12822	9809	15704
gene-LUU82_05120	CP089586.1	1009167	1009838	-	672	2191	6521	3982	4849	3038	4721	5179	3940	6219
gene-LUU82_05125	CP089586.1	1009840	1010103	-	264	1365	3978	2386	2935	1994	2825	3059	2323	3681
gene-LUU82_05130	CP089586.1	1010103	1010807	-	705	1467	4060	2488	3350	2296	2950	3046	2277	3490
gene-LUU82_05135	CP089586.1	1010811	1011935	-	1125	3844	10838	6448	7742	5814	7326	7703	5731	8929
gene-LUU82_05140	CP089586.1	1011922	1012404	-	483	1979	5563	3304	4180	3202	3691	4000	3084	4416
gene-LUU82_05145	CP089586.1	1012605	1013465	+	861	2229	4304	3078	4385	3404	4025	4486	3866	5099
gene-LUU82_05150	CP089586.1	1014364	1014681	+	318	3640	4309	4992	5013	6332	5163	4971	4690	5949
gene-LUU82_05155	CP089586.1	1014829	1014948	-	120	33	33	37	65	65	28	41	36	21
gene-LUU82_05160	CP089586.1	1015253	1016353	+	1101	70195	93695	83283	68174	88633	94793	65549	52963	90840
gene-LUU82_05165	CP089586.1	1016353	1018341	+	1989	147601	200972	175575	126154	181696	200543	135383	109391	200986
gene-LUU82_05170	CP089586.1	1018331	1018936	+	606	60804	81862	71797	53085	76231	81231	57126	45116	82270
gene-LUU82_05175	CP089586.1	1018945	1019223	+	279	19902	27082	24190	21428	28024	27582	20195	16777	26392
gene-LUU82_05180	CP089586.1	1019760	1020953	-	1194	1887	2376	2432	3073	3198	3189	2866	2870	3267
gene-LUU82_05185	CP089586.1	1021404	1022621	+	1218	6421	8613	7902	9967	8617	10216	9919	9967	11584
gene-LUU82_05190	CP089586.1	1022669	1023139	+	471	3012	4102	3930	4711	4008	4940	4917	4661	5956
gene-LUU82_05195	CP089586.1	1023294	1023728	+	435	747	732	1074	867	908	1060	1010	827	1297
gene-LUU82_05200	CP089586.1	1023956	1027708	+	3753	35522	42525	47423	46991	44372	58713	56093	51018	79614
gene-LUU82_05205	CP089586.1	1027778	1027888	-	111	44	63	55	99	86	110	84	90	110
gene-LUU82_05210	CP089586.1	1027915	1028334	-	420	212	272	253	400	378	391	374	410	436
gene-LUU82_05215	CP089586.1	1028487	1029497	+	1011	1393	1435	1604	1966	1710	1937	1675	1317	1833
gene-LUU82_05220	CP089586.1	1029693	1030847	+	1155	1241	1528	1488	1956	1651	1899	1834	1701	2210
gene-LUU82_05225	CP089586.1	1031375	1032403	+	1029	348	494	523	543	497	610	568	449	734
gene-LUU82_05230	CP089586.1	1032485	1033666	+	1182	450	575	648	665	593	711	726	583	851
gene-LUU82_05235	CP089586.1	1033704	1034033	+	330	203	252	258	310	281	307	271	204	408
gene-LUU82_05240	CP089586.1	1034272	1035093	-	822	13323	19318	17030	23497	20700	23295	21803	20266	25289
gene-LUU82_05245	CP089586.1	1035086	1035889	-	804	4998	6382	6116	6933	6525	7934	6291	5772	8677
gene-LUU82_05250	CP089586.1	1035876	1037549	-	1674	7438	10218	9308	9967	9860	12050	9511	8806	13526
gene-LUU82_05255	CP089586.1	1037536	1038870	-	1335	4626	6198	5711	6323	6174	7264	5712	5253	7634
gene-LUU82_05260	CP089586.1	1038824	1038928	-	105	848	1039	1062	1136	1172	1284	979	854	1118
gene-LUU82_05265	CP089586.1	1039079	1040017	+	939	6095	7432	7979	9411	9539	9891	7980	6901	9651
gene-LUU82_05270	CP089586.1	1040069	1040620	-	552	952	1699	1162	1697	1219	1773	1534	1336	1925
gene-LUU82_05275	CP089586.1	1040785	1041000	+	216	591	933	853	1158	928	1174	1215	1065	1293
gene-LUU82_05280	CP089586.1	1041064	1041195	+	132	472	684	717	834	803	865	939	854	1080
gene-LUU82_05285	CP089586.1	1041241	1042200	-	960	192	575	267	331	327	301	344	236	334
gene-LUU82_05290	CP089586.1	1042688	1043044	+	357	10104	15382	8898	17070	17807	23001	22628	25962	34256
gene-LUU82_05295	CP089586.1	1043133	1043270	-	138	132	170	124	205	212	242	263	295	355
gene-LUU82_05300	CP089586.1	1043411	1043701	+	291	2146	2502	2421	4706	3545	3584	3587	3490	3873
gene-LUU82_05305	CP089586.1	1043789	1044430	-	642	61	77	75	121	120	106	106	92	98
gene-LUU82_05310	CP089586.1	1044427	1044747	-	321	52	48	51	66	70	69	76	56	59
gene-LUU82_05315	CP089586.1	1044750	1046714	-	1965	136	162	140	172	157	169	170	146	216
gene-LUU82_05320	CP089586.1	1046758	1047018	-	261	17	35	39	49	38	37	36	33	45
gene-LUU82_05325	CP089586.1	1047040	1047141	-	102	6	23	23	26	24	23	17	20	19
gene-LUU82_05330	CP089586.1	1047687	1047806	-	120	628	588	767	858	1016	672	560	664	609
gene-LUU82_05335	CP089586.1	1048057	1048659	-	603	9274	11122	11595	16907	13770	13695	13354	12881	14934
gene-LUU82_05340	CP089586.1	1048674	1048850	-	177	4204	5127	5540	8147	6477	6260	6129	5943	6722
gene-LUU82_05345	CP089586.1	1049049	1050035	+	987	921	1601	1175	2163	1364	1958	1702	1636	2188
gene-LUU82_05350	CP089586.1	1050116	1050334	-	219	349	396	523	620	763	568	1045	800	751
gene-LUU82_05355	CP089586.1	1050544	1051113	+	570	58	74	87	110	101	97	98	85	95
gene-LUU82_05360	CP089586.1	1051255	1051329	+	75	73	75	111	146	171	118	127	173	111
gene-LUU82_05365	CP089586.1	1051332	1051420	+	89	12	23	20	52	45	39	32	43	42
gene-LUU82_05370	CP089586.1	1051600	1053111	-	1512	1467	2057	1954	2614	2304	2630	2243	1956	2485
gene-LUU82_05375	CP089586.1	1053250	1054608	-	1359	4190	5206	5288	6473	6128	6541	5965	5313	7024
gene-LUU82_05380	CP089586.1	1054625	1056949	-	2325	4001	4922	5200	5998	5618	6142	5088	4551	6414
