# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR9623113_sorted.bam" "SRR9623111_sorted.bam" "SRR9623115_sorted.bam" "SRR9623114_sorted.bam" "SRR9623109_sorted.bam" "SRR9623110_sorted.bam" "SRR9623112_sorted.bam" "SRR9623108_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR9623113_sorted.bam	SRR9623111_sorted.bam	SRR9623115_sorted.bam	SRR9623114_sorted.bam	SRR9623109_sorted.bam	SRR9623110_sorted.bam	SRR9623112_sorted.bam	SRR9623108_sorted.bam
gene-FLV31_RS03105	NZ_VIQP01000001.1	706097	707149	+	1053	8	125	49	12	460	219	16	2893
gene-FLV31_RS03110	NZ_VIQP01000001.1	707156	708166	+	1011	5	92	36	19	243	120	8	1196
gene-FLV31_RS03115	NZ_VIQP01000001.1	708171	709028	+	858	4	31	57	24	136	73	6	626
gene-FLV31_RS03120	NZ_VIQP01000001.1	709033	709578	+	546	5	24	34	17	70	33	3	294
gene-FLV31_RS03125	NZ_VIQP01000001.1	709575	710351	+	777	7	26	45	26	79	50	6	364
gene-FLV31_RS03130	NZ_VIQP01000001.1	710561	711868	+	1308	28	27	88	67	169	66	35	394
gene-FLV31_RS03135	NZ_VIQP01000001.1	711861	713090	+	1230	2	17	55	33	84	37	9	284
gene-FLV31_RS03140	NZ_VIQP01000001.1	713087	714145	+	1059	3	19	29	35	102	44	6	419
gene-FLV31_RS03145	NZ_VIQP01000001.1	714142	715908	+	1767	14	26	53	53	123	51	8	365
gene-FLV31_RS03150	NZ_VIQP01000001.1	715959	717056	+	1098	8	72	51	25	303	99	18	1167
gene-FLV31_RS03155	NZ_VIQP01000001.1	717056	717829	+	774	8	37	33	13	190	77	18	719
gene-FLV31_RS03160	NZ_VIQP01000001.1	717937	719004	+	1068	4	95	33	18	393	160	27	1447
gene-FLV31_RS03165	NZ_VIQP01000001.1	719001	719981	+	981	4	61	27	10	211	98	6	1316
gene-FLV31_RS03170	NZ_VIQP01000001.1	720057	721328	+	1272	6	163	30	13	647	251	29	3428
gene-FLV31_RS03175	NZ_VIQP01000001.1	721382	721603	-	222	8	94	19	10	524	221	13	1264
gene-FLV31_RS03180	NZ_VIQP01000001.1	721643	722575	+	933	3	107	25	13	86	211	0	199
gene-FLV31_RS03185	NZ_VIQP01000001.1	722609	723211	+	603	6	114	29	7	378	201	9	1740
gene-FLV31_RS03190	NZ_VIQP01000001.1	723226	724263	+	1038	9	102	48	16	314	252	7	988
gene-FLV31_RS03195	NZ_VIQP01000001.1	724260	724874	-	615	11	72	38	27	327	160	19	426
gene-FLV31_RS03200	NZ_VIQP01000001.1	725146	725844	+	699	7	26	24	11	86	27	3	208
gene-FLV31_RS03205	NZ_VIQP01000001.1	725944	729162	+	3219	16	104	103	42	210	149	15	2290
gene-FLV31_RS03210	NZ_VIQP01000001.1	729168	730619	+	1452	4	40	25	17	101	75	10	1117
gene-FLV31_RS03215	NZ_VIQP01000001.1	730624	731679	+	1056	7	38	42	30	87	47	8	968
gene-FLV31_RS03220	NZ_VIQP01000001.1	731681	732667	+	987	13	58	44	34	137	82	12	824
gene-FLV31_RS03225	NZ_VIQP01000001.1	732911	733693	+	783	3	32	26	12	120	59	5	509
gene-FLV31_RS03230	NZ_VIQP01000001.1	733756	734805	-	1050	44	218	76	57	1336	402	66	5331
gene-FLV31_RS03235	NZ_VIQP01000001.1	734936	735274	+	339	1	3	12	5	62	15	3	120
gene-FLV31_RS03240	NZ_VIQP01000001.1	735285	735914	+	630	1	12	13	6	31	11	5	80
gene-FLV31_RS03245	NZ_VIQP01000001.1	735916	736587	+	672	2	9	9	9	16	21	1	67
gene-FLV31_RS03250	NZ_VIQP01000001.1	736589	737281	+	693	1	5	8	3	15	12	3	69
gene-FLV31_RS03255	NZ_VIQP01000001.1	737326	738798	+	1473	10	71	78	40	413	163	8	663
gene-FLV31_RS03260	NZ_VIQP01000001.1	738824	739519	+	696	3	73	40	18	204	146	4	340
gene-FLV31_RS03265	NZ_VIQP01000001.1	739902	740396	+	495	13	65	40	14	332	138	32	1048
gene-FLV31_RS03270	NZ_VIQP01000001.1	740371	740673	+	303	9	66	20	9	358	121	12	938
gene-FLV31_RS03275	NZ_VIQP01000001.1	741020	743575	+	2556	54	150	268	175	662	216	48	2862
gene-FLV31_RS03280	NZ_VIQP01000001.1	743579	744004	+	426	18	147	97	39	1160	280	61	4566
gene-FLV31_RS03285	NZ_VIQP01000001.1	743982	744209	+	228	5	36	37	14	232	71	7	1146
gene-FLV31_RS20245	NZ_VIQP01000001.1	744214	744591	+	378	3	9	29	21	61	39	5	271
gene-FLV31_RS03290	NZ_VIQP01000001.1	744685	745881	+	1197	57	394	162	98	1795	706	66	6157
gene-FLV31_RS03295	NZ_VIQP01000001.1	745922	746110	+	189	84	1508	114	98	7721	3466	200	8274
gene-FLV31_RS03300	NZ_VIQP01000001.1	746207	746704	+	498	10	210	60	41	1169	399	29	4845
gene-FLV31_RS03305	NZ_VIQP01000001.1	746709	747248	+	540	19	254	58	36	1178	438	26	5175
gene-FLV31_RS03310	NZ_VIQP01000001.1	747305	748885	+	1581	27	968	248	73	5640	2005	96	29922
gene-FLV31_RS03315	NZ_VIQP01000001.1	748973	749836	+	864	20	469	97	41	2367	869	60	9797
gene-FLV31_RS03320	NZ_VIQP01000001.1	750115	750843	+	729	2	10	17	9	39	18	0	64
gene-FLV31_RS03325	NZ_VIQP01000001.1	750850	751350	+	501	1	4	9	2	7	8	0	9
gene-FLV31_RS03330	NZ_VIQP01000001.1	751337	751891	+	555	1	5	10	8	6	8	0	8
gene-FLV31_RS03335	NZ_VIQP01000001.1	751989	752507	+	519	22	18	46	32	65	25	15	197
gene-FLV31_RS03340	NZ_VIQP01000001.1	752558	754024	+	1467	10	21	65	41	81	38	11	371
gene-FLV31_RS03345	NZ_VIQP01000001.1	754057	754491	+	435	2	27	23	17	154	32	6	636
gene-FLV31_RS03350	NZ_VIQP01000001.1	754610	755626	+	1017	33	110	92	61	602	207	27	3594
gene-FLV31_RS03355	NZ_VIQP01000001.1	755692	756639	+	948	13	30	54	28	118	51	9	482
gene-FLV31_RS03360	NZ_VIQP01000001.1	756652	757416	+	765	8	27	41	25	99	40	7	469
gene-FLV31_RS03365	NZ_VIQP01000001.1	757419	758651	+	1233	7	60	41	23	93	55	6	608
gene-FLV31_RS03370	NZ_VIQP01000001.1	758695	759222	-	528	3	148	37	20	629	211	14	2652
gene-FLV31_RS03375	NZ_VIQP01000001.1	759280	760230	-	951	5	290	71	31	1062	445	21	4926
gene-FLV31_RS03380	NZ_VIQP01000001.1	760335	761438	+	1104	10	29	56	14	89	24	1	316
gene-FLV31_RS03385	NZ_VIQP01000001.1	761479	762042	+	564	3	14	24	17	32	22	3	113
gene-FLV31_RS03390	NZ_VIQP01000001.1	762110	762436	+	327	2	22	26	16	41	32	0	124
gene-FLV31_RS03395	NZ_VIQP01000001.1	762803	763771	-	969	16	163	229	82	718	275	17	2950
gene-FLV31_RS03400	NZ_VIQP01000001.1	763843	764589	+	747	15	71	137	69	123	109	5	256
gene-FLV31_RS03405	NZ_VIQP01000001.1	764579	766096	-	1518	51	129	496	244	592	221	17	1000
gene-FLV31_RS03410	NZ_VIQP01000001.1	766143	766679	-	537	33	55	251	139	404	107	19	981
gene-FLV31_RS03415	NZ_VIQP01000001.1	766716	767135	-	420	45	58	204	124	527	154	22	1347
gene-FLV31_RS03420	NZ_VIQP01000001.1	767222	768229	-	1008	14	257	52	30	2130	521	44	8940
gene-FLV31_RS03425	NZ_VIQP01000001.1	768579	769610	+	1032	9	115	61	29	586	177	34	2234
gene-FLV31_RS03430	NZ_VIQP01000001.1	769836	771242	+	1407	12	137	46	17	685	196	12	3418
gene-FLV31_RS03435	NZ_VIQP01000001.1	771235	771717	+	483	2	30	22	12	145	39	8	738
gene-FLV31_RS03440	NZ_VIQP01000001.1	771725	774073	+	2349	19	159	90	51	690	286	30	3844
gene-FLV31_RS03445	NZ_VIQP01000001.1	774177	774878	+	702	4	47	21	9	339	68	20	1613
gene-FLV31_RS03450	NZ_VIQP01000001.1	774907	775560	+	654	11	52	14	11	276	67	8	1230
gene-FLV31_RS20190	NZ_VIQP01000001.1	776220	776390	+	171	6	31	8	9	473	178	16	37
gene-FLV31_RS03455	NZ_VIQP01000001.1	776464	777450	-	987	66	109	147	135	398	165	89	2594
gene-FLV31_RS03460	NZ_VIQP01000001.1	777465	779087	-	1623	6	80	24	14	460	121	14	2738
gene-FLV31_RS03465	NZ_VIQP01000001.1	779207	780394	-	1188	7	98	22	7	590	190	12	3736
gene-FLV31_RS03470	NZ_VIQP01000001.1	780612	781769	+	1158	2	53	13	6	296	87	11	1376
gene-FLV31_RS03475	NZ_VIQP01000001.1	781783	782178	+	396	0	30	9	3	98	45	3	558
gene-FLV31_RS03480	NZ_VIQP01000001.1	782228	782734	-	507	12	125	52	48	785	204	14	2060
gene-FLV31_RS03485	NZ_VIQP01000001.1	782842	783123	-	282	15	18	31	23	66	20	5	238
gene-FLV31_RS03490	NZ_VIQP01000001.1	783438	784133	-	696	11	18	64	41	100	52	12	315
gene-FLV31_RS03495	NZ_VIQP01000001.1	784188	784574	-	387	4	4	32	15	31	16	2	136
gene-FLV31_RS03500	NZ_VIQP01000001.1	784583	785767	-	1185	30	17	81	63	187	50	26	894
gene-FLV31_RS03505	NZ_VIQP01000001.1	786019	786486	-	468	1	2	6	4	10	5	0	24
gene-FLV31_RS03510	NZ_VIQP01000001.1	786668	788164	+	1497	2	16	7	6	77	19	3	139
gene-FLV31_RS03515	NZ_VIQP01000001.1	788443	789270	-	828	0	7	5	1	47	17	2	163
gene-FLV31_RS03520	NZ_VIQP01000001.1	790214	792082	-	1869	15	153	40	5	1010	317	23	3683
gene-FLV31_RS03525	NZ_VIQP01000001.1	792091	792510	-	420	1	19	6	2	109	30	2	373
gene-FLV31_RS03530	NZ_VIQP01000001.1	792503	796009	-	3507	7	60	13	19	291	111	7	1085
gene-FLV31_RS03535	NZ_VIQP01000001.1	796230	797729	+	1500	10	207	57	17	1484	392	34	6844
gene-FLV31_RS03540	NZ_VIQP01000001.1	797803	798744	+	942	58	265	303	195	1952	614	66	4898
gene-FLV31_RS03545	NZ_VIQP01000001.1	798991	800673	-	1683	25	412	76	32	2617	707	85	10737
gene-FLV31_RS03550	NZ_VIQP01000001.1	800936	803194	+	2259	17	41	146	77	598	144	55	10227
gene-FLV31_RS03555	NZ_VIQP01000001.1	803229	805571	+	2343	90	72	418	247	538	174	52	4948
gene-FLV31_RS03560	NZ_VIQP01000001.1	805910	824179	+	18270	83	245	490	252	2164	611	141	18128
gene-FLV31_RS03565	NZ_VIQP01000001.1	824200	825150	+	951	33	34	170	118	412	107	35	3664
gene-FLV31_RS03570	NZ_VIQP01000001.1	825212	825568	+	357	23	42	102	59	397	96	32	1996
gene-FLV31_RS03575	NZ_VIQP01000001.1	825879	825949	+	71	1	2	23	8	4	7	0	13
gene-FLV31_RS03580	NZ_VIQP01000001.1	826106	826711	-	606	11	9	84	48	26	22	1	44
gene-FLV31_RS03585	NZ_VIQP01000001.1	826876	827823	-	948	18	19	164	122	29	27	3	52
gene-FLV31_RS03590	NZ_VIQP01000001.1	827887	828471	-	585	11	7	88	47	30	15	0	66
gene-FLV31_RS03595	NZ_VIQP01000001.1	828538	829215	-	678	22	31	111	67	88	37	4	324
gene-FLV31_RS03600	NZ_VIQP01000001.1	829222	829902	-	681	32	57	107	97	335	92	45	994
gene-FLV31_RS03605	NZ_VIQP01000001.1	829968	832157	-	2190	10	121	50	32	977	244	14	4243
gene-FLV31_RS03610	NZ_VIQP01000001.1	832766	833197	+	432	2	34	13	15	186	49	1	896
gene-FLV31_RS03615	NZ_VIQP01000001.1	833206	834126	+	921	6	35	13	8	127	49	2	608
gene-FLV31_RS03620	NZ_VIQP01000001.1	834130	834573	+	444	1	17	6	3	50	19	1	192
gene-FLV31_RS03625	NZ_VIQP01000001.1	836193	836837	+	645	24	18	99	68	136	46	23	555
gene-FLV31_RS03630	NZ_VIQP01000001.1	836902	837276	-	375	4	13	15	8	70	23	7	187
gene-FLV31_RS03635	NZ_VIQP01000001.1	837459	838664	+	1206	8	21	57	23	101	48	3	543
gene-FLV31_RS03640	NZ_VIQP01000001.1	838739	839578	-	840	12	48	118	66	175	105	7	679
gene-FLV31_RS03645	NZ_VIQP01000001.1	839734	840444	-	711	8	17	90	46	16	45	1	35
gene-FLV31_RS03650	NZ_VIQP01000001.1	840691	841149	-	459	8	19	63	37	28	34	3	123
gene-FLV31_RS03655	NZ_VIQP01000001.1	841157	842044	-	888	12	23	122	50	71	51	5	405
gene-FLV31_RS03660	NZ_VIQP01000001.1	842351	842569	+	219	9	7	27	15	44	32	0	38
gene-FLV31_RS03665	NZ_VIQP01000001.1	842624	843331	-	708	28	65	154	82	109	147	31	154
gene-FLV31_RS03670	NZ_VIQP01000001.1	843385	844302	-	918	21	80	250	120	120	176	9	179
gene-FLV31_RS03675	NZ_VIQP01000001.1	844361	844735	-	375	14	30	125	93	59	58	6	69
gene-FLV31_RS03680	NZ_VIQP01000001.1	844879	845250	-	372	22	36	106	60	91	55	12	119
gene-FLV31_RS03685	NZ_VIQP01000001.1	845250	845723	-	474	21	18	80	52	73	54	13	192
gene-FLV31_RS03690	NZ_VIQP01000001.1	845723	846196	-	474	43	82	215	152	460	133	49	798
gene-FLV31_RS03695	NZ_VIQP01000001.1	846177	846581	-	405	59	87	196	159	630	148	56	889
gene-FLV31_RS03700	NZ_VIQP01000001.1	846691	848772	-	2082	31	218	269	110	638	270	25	1195
gene-FLV31_RS03705	NZ_VIQP01000001.1	849244	850035	-	792	8	18	103	46	32	43	2	63
gene-FLV31_RS03710	NZ_VIQP01000001.1	850329	850691	+	363	9	14	61	33	33	29	5	84
gene-FLV31_RS03715	NZ_VIQP01000001.1	850660	851466	-	807	4	9	101	62	52	25	5	76
gene-FLV31_RS03720	NZ_VIQP01000001.1	851661	852257	-	597	13	8	112	59	38	35	7	109
gene-FLV31_RS03725	NZ_VIQP01000001.1	852395	853669	-	1275	43	81	425	190	185	175	10	373
gene-FLV31_RS03730	NZ_VIQP01000001.1	853842	856193	-	2352	78	73	723	408	272	178	17	546
gene-FLV31_RS03735	NZ_VIQP01000001.1	856339	857544	-	1206	73	47	361	227	259	84	26	361
gene-FLV31_RS20195	NZ_VIQP01000001.1	857984	858577	-	594	2	7	27	20	54	20	2	133
gene-FLV31_RS03745	NZ_VIQP01000001.1	858803	859387	-	585	3	10	17	15	58	14	5	134
gene-FLV31_RS03750	NZ_VIQP01000001.1	859610	861037	-	1428	9	22	42	30	79	32	4	163
gene-FLV31_RS03755	NZ_VIQP01000001.1	861538	862725	-	1188	33	23	142	87	136	45	15	457
gene-FLV31_RS03760	NZ_VIQP01000001.1	862957	863499	-	543	4	5	17	9	28	8	3	41
gene-FLV31_RS03765	NZ_VIQP01000001.1	863705	864622	-	918	3	7	17	11	58	19	2	186
gene-FLV31_RS03770	NZ_VIQP01000001.1	864808	865287	-	480	1	11	14	7	34	6	2	77
gene-FLV31_RS03775	NZ_VIQP01000001.1	865395	865751	-	357	1	3	15	4	7	2	1	14
gene-FLV31_RS03780	NZ_VIQP01000001.1	865973	866770	-	798	3	11	10	7	15	9	1	43
gene-FLV31_RS03785	NZ_VIQP01000001.1	866957	867580	-	624	8	15	21	7	35	15	6	136
gene-FLV31_RS03790	NZ_VIQP01000001.1	867680	868675	-	996	3	3	19	11	17	14	0	36
gene-FLV31_RS03795	NZ_VIQP01000001.1	868683	869069	-	387	1	4	10	6	10	7	0	42
gene-FLV31_RS03800	NZ_VIQP01000001.1	869422	870573	+	1152	4	9	17	14	41	25	1	209
gene-FLV31_RS03805	NZ_VIQP01000001.1	870762	871109	+	348	1	2	8	4	7	7	0	66
gene-FLV31_RS03810	NZ_VIQP01000001.1	871297	871839	+	543	0	9	11	4	32	23	1	146
gene-FLV31_RS03815	NZ_VIQP01000001.1	871898	872569	+	672	4	4	19	5	11	10	0	27
gene-FLV31_RS03820	NZ_VIQP01000001.1	872605	873048	+	444	1	1	14	6	3	8	0	1
gene-FLV31_RS03825	NZ_VIQP01000001.1	873178	873735	+	558	2	5	11	6	6	7	0	12
gene-FLV31_RS03830	NZ_VIQP01000001.1	873755	874306	-	552	0	10	13	6	15	10	0	68
gene-FLV31_RS03835	NZ_VIQP01000001.1	874352	875284	-	933	0	19	23	17	72	19	1	336
gene-FLV31_RS03840	NZ_VIQP01000001.1	875432	876052	-	621	0	3	11	4	6	6	1	31
gene-FLV31_RS03845	NZ_VIQP01000001.1	876190	876702	-	513	5	6	20	6	28	7	2	217
gene-FLV31_RS03850	NZ_VIQP01000001.1	876736	877611	-	876	4	11	23	10	115	30	2	811
gene-FLV31_RS03855	NZ_VIQP01000001.1	877763	879391	-	1629	17	69	149	99	268	82	21	1349
gene-FLV31_RS03860	NZ_VIQP01000001.1	879441	879884	-	444	6	6	12	14	103	27	7	356
gene-FLV31_RS03865	NZ_VIQP01000001.1	880093	881940	-	1848	6	117	47	15	471	165	13	2824
gene-FLV31_RS03870	NZ_VIQP01000001.1	882064	883704	-	1641	11	174	50	25	750	303	21	4737
gene-FLV31_RS03875	NZ_VIQP01000001.1	883766	884626	-	861	11	82	19	24	338	125	17	1567
gene-FLV31_RS03880	NZ_VIQP01000001.1	884790	885842	-	1053	4	18	17	5	38	30	9	124
gene-FLV31_RS03885	NZ_VIQP01000001.1	885847	886479	-	633	4	20	20	10	42	29	7	155
gene-FLV31_RS03890	NZ_VIQP01000001.1	886493	887020	-	528	1	14	19	15	31	21	4	91
gene-FLV31_RS03895	NZ_VIQP01000001.1	886983	887450	-	468	3	23	28	34	65	44	10	157
gene-FLV31_RS03900	NZ_VIQP01000001.1	887500	887832	-	333	3	25	15	20	197	44	10	214
gene-FLV31_RS03905	NZ_VIQP01000001.1	887894	888283	-	390	1	16	18	7	37	25	5	141
gene-FLV31_RS03910	NZ_VIQP01000001.1	888252	891731	-	3480	20	59	85	56	241	129	16	977
gene-FLV31_RS03915	NZ_VIQP01000001.1	891895	894102	-	2208	5	32	45	26	85	68	7	266
gene-FLV31_RS03920	NZ_VIQP01000001.1	894099	894962	-	864	0	13	20	12	34	21	1	183
gene-FLV31_RS03925	NZ_VIQP01000001.1	895162	896997	+	1836	20	71	91	37	310	153	7	1289
gene-FLV31_RS03930	NZ_VIQP01000001.1	897067	897861	-	795	104	213	405	304	1825	753	90	1915
gene-FLV31_RS03935	NZ_VIQP01000001.1	898080	898349	+	270	13	15	36	17	75	19	17	327
gene-FLV31_RS03940	NZ_VIQP01000001.1	898412	900208	-	1797	15	257	72	33	1540	451	34	7506
gene-FLV31_RS03945	NZ_VIQP01000001.1	900595	901596	+	1002	15	92	36	14	529	150	13	2144
gene-FLV31_RS03950	NZ_VIQP01000001.1	901588	902790	-	1203	8	89	30	7	491	177	18	2240
gene-FLV31_RS03955	NZ_VIQP01000001.1	902794	903186	-	393	6	40	15	3	376	90	8	1521
gene-FLV31_RS03960	NZ_VIQP01000001.1	903247	903657	+	411	3	20	9	6	230	36	6	709
gene-FLV31_RS03965	NZ_VIQP01000001.1	903770	903843	+	74	0	1	2	0	11	1	0	43
gene-FLV31_RS03970	NZ_VIQP01000001.1	904356	906989	+	2634	30	53	198	115	294	85	42	2024
gene-FLV31_RS03975	NZ_VIQP01000001.1	906999	907775	+	777	9	15	60	34	49	47	9	343
gene-FLV31_RS03980	NZ_VIQP01000001.1	907778	908692	-	915	4	21	28	21	64	30	2	282
gene-FLV31_RS03985	NZ_VIQP01000001.1	908789	909496	+	708	3	5	28	16	44	14	4	118
gene-FLV31_RS03990	NZ_VIQP01000001.1	909493	910266	+	774	8	8	25	16	25	19	6	142
gene-FLV31_RS03995	NZ_VIQP01000001.1	910294	911163	-	870	4	16	21	13	27	15	2	132
gene-FLV31_RS04000	NZ_VIQP01000001.1	911168	913588	-	2421	5	28	49	30	75	53	9	351
gene-FLV31_RS04005	NZ_VIQP01000001.1	913847	914209	-	363	3	11	5	3	120	22	4	349
gene-FLV31_RS04010	NZ_VIQP01000001.1	914220	916070	-	1851	2	29	31	15	66	43	4	319
gene-FLV31_RS04015	NZ_VIQP01000001.1	916107	916697	-	591	0	18	17	10	72	24	0	415
gene-FLV31_RS04020	NZ_VIQP01000001.1	916722	917102	-	381	1	5	2	1	3	3	0	5
gene-FLV31_RS04025	NZ_VIQP01000001.1	917144	919657	-	2514	5	14	25	8	17	20	1	23
gene-FLV31_RS04030	NZ_VIQP01000001.1	919788	920558	+	771	1	2	4	1	7	5	2	9
gene-FLV31_RS04035	NZ_VIQP01000001.1	920869	922275	+	1407	1	7	10	5	9	6	0	10
gene-FLV31_RS04040	NZ_VIQP01000001.1	922289	923047	+	759	0	7	12	3	15	7	1	38
gene-FLV31_RS04045	NZ_VIQP01000001.1	923309	924682	+	1374	0	1	10	4	4	4	0	10
gene-FLV31_RS04050	NZ_VIQP01000001.1	924714	925814	+	1101	1	4	13	6	2	4	2	8
gene-FLV31_RS04055	NZ_VIQP01000001.1	925834	926679	+	846	2	2	8	11	4	7	0	12
gene-FLV31_RS04060	NZ_VIQP01000001.1	926690	927517	+	828	0	3	7	9	12	7	1	18
gene-FLV31_RS04065	NZ_VIQP01000001.1	927560	928846	+	1287	1	3	7	1	17	11	1	35
gene-FLV31_RS04070	NZ_VIQP01000001.1	928986	930410	+	1425	9	13	26	14	98	25	44	2631
gene-FLV31_RS04075	NZ_VIQP01000001.1	930548	931219	+	672	6	31	17	10	142	29	9	664
gene-FLV31_RS04080	NZ_VIQP01000001.1	931223	931978	-	756	1	12	5	6	74	20	4	309
gene-FLV31_RS04085	NZ_VIQP01000001.1	932096	932845	+	750	1	6	4	1	7	7	1	34
gene-FLV31_RS04090	NZ_VIQP01000001.1	932927	933223	+	297	0	4	0	0	4	5	0	15
gene-FLV31_RS04095	NZ_VIQP01000001.1	933223	934266	+	1044	0	4	3	4	19	8	1	68
gene-FLV31_RS04100	NZ_VIQP01000001.1	934266	935141	+	876	2	6	7	7	12	5	1	41
gene-FLV31_RS04105	NZ_VIQP01000001.1	935310	938840	+	3531	0	16	20	9	24	16	1	94
gene-FLV31_RS04110	NZ_VIQP01000001.1	938852	940291	+	1440	3	9	24	17	20	14	3	77
gene-FLV31_RS04115	NZ_VIQP01000001.1	940483	940842	+	360	3	78	11	10	509	143	18	1747
gene-FLV31_RS04120	NZ_VIQP01000001.1	940862	941707	+	846	10	52	28	14	340	111	15	1150
gene-FLV31_RS04125	NZ_VIQP01000001.1	941694	942182	+	489	9	46	55	46	187	76	8	528
gene-FLV31_RS04130	NZ_VIQP01000001.1	942184	943722	+	1539	53	173	413	184	477	299	20	1018
gene-FLV31_RS04135	NZ_VIQP01000001.1	944140	944304	+	165	5	40	55	32	673	95	9	417
gene-FLV31_RS04140	NZ_VIQP01000001.1	944503	945954	+	1452	2	16	24	8	53	20	0	237
gene-FLV31_RS04145	NZ_VIQP01000001.1	946062	947057	+	996	0	4	4	4	13	6	1	82
gene-FLV31_RS04150	NZ_VIQP01000001.1	947108	947863	-	756	0	13	3	1	52	15	0	174
gene-FLV31_RS04155	NZ_VIQP01000001.1	947942	949033	+	1092	4	11	6	3	61	10	5	199
gene-FLV31_RS04160	NZ_VIQP01000001.1	949081	949323	+	243	3	40	10	4	225	53	6	1024
gene-FLV31_RS04165	NZ_VIQP01000001.1	949320	949910	-	591	7	69	24	6	575	125	16	2108
gene-FLV31_RS04170	NZ_VIQP01000001.1	949969	951024	+	1056	10	86	30	6	600	145	8	2700
gene-FLV31_RS04175	NZ_VIQP01000001.1	951181	951717	+	537	27	276	71	64	1333	479	65	4430
gene-FLV31_RS04180	NZ_VIQP01000001.1	951727	951924	+	198	43	543	148	81	3511	879	92	10740
gene-FLV31_RS04185	NZ_VIQP01000001.1	952099	953097	+	999	7	136	32	15	717	182	20	2925
gene-FLV31_RS04190	NZ_VIQP01000001.1	953129	953617	+	489	19	118	48	37	705	229	23	3078
gene-FLV31_RS04195	NZ_VIQP01000001.1	953707	955056	+	1350	23	244	92	41	1505	433	37	7400
gene-FLV31_RS04200	NZ_VIQP01000001.1	955130	955954	-	825	2	3	13	4	9	20	0	29
gene-FLV31_RS04205	NZ_VIQP01000001.1	956017	956799	-	783	1	0	10	2	4	3	0	10
gene-FLV31_RS04210	NZ_VIQP01000001.1	957311	957955	+	645	33	58	81	85	626	176	25	576
gene-FLV31_RS04215	NZ_VIQP01000001.1	957982	960207	+	2226	87	248	540	295	1629	713	47	2657
gene-FLV31_RS04220	NZ_VIQP01000001.1	960224	961621	+	1398	25	61	159	75	229	176	10	599
gene-FLV31_RS04225	NZ_VIQP01000001.1	961634	962746	+	1113	9	42	92	39	181	107	4	427
gene-FLV31_RS04230	NZ_VIQP01000001.1	962811	963266	+	456	4	52	60	27	183	140	5	432
gene-FLV31_RS04235	NZ_VIQP01000001.1	963300	963755	-	456	4	55	39	27	232	98	7	675
gene-FLV31_RS04240	NZ_VIQP01000001.1	963795	964304	-	510	5	41	53	20	142	83	6	383
gene-FLV31_RS04245	NZ_VIQP01000001.1	964374	964778	-	405	5	12	21	18	33	45	0	108
gene-FLV31_RS04250	NZ_VIQP01000001.1	964778	965755	-	978	19	67	73	44	157	128	21	662
gene-FLV31_RS04255	NZ_VIQP01000001.1	965887	967122	-	1236	59	74	202	180	471	200	77	3682
gene-FLV31_RS04260	NZ_VIQP01000001.1	967214	969373	-	2160	8	112	39	14	384	180	25	3391
gene-FLV31_RS04265	NZ_VIQP01000001.1	969466	970455	-	990	4	101	17	11	608	204	11	2315
gene-FLV31_RS04270	NZ_VIQP01000001.1	970578	971024	+	447	0	15	4	2	120	26	2	284
gene-FLV31_RS04275	NZ_VIQP01000001.1	971158	971562	-	405	27	143	45	20	1229	273	54	3897
gene-FLV31_RS04280	NZ_VIQP01000001.1	971654	972760	-	1107	3	70	14	7	338	135	13	1333
gene-FLV31_RS04285	NZ_VIQP01000001.1	972753	973394	-	642	4	71	9	7	419	89	7	1872
gene-FLV31_RS04290	NZ_VIQP01000001.1	973506	974192	+	687	124	195	141	129	1420	352	192	4682
gene-FLV31_RS04295	NZ_VIQP01000001.1	974265	974621	+	357	3	9	21	14	58	16	6	271
gene-FLV31_RS04300	NZ_VIQP01000001.1	974631	975311	+	681	7	47	41	15	178	62	15	887
gene-FLV31_RS04305	NZ_VIQP01000001.1	975308	975652	+	345	7	17	23	12	61	28	4	342
gene-FLV31_RS04310	NZ_VIQP01000001.1	975658	976206	+	549	2	23	28	9	41	26	2	260
gene-FLV31_RS04315	NZ_VIQP01000001.1	976502	977104	-	603	0	19	20	10	96	38	4	577
gene-FLV31_RS04320	NZ_VIQP01000001.1	977174	977602	+	429	6	39	27	5	313	87	6	1178
gene-FLV31_RS04325	NZ_VIQP01000001.1	977712	978032	+	321	17	117	24	21	526	301	28	927
gene-FLV31_RS04330	NZ_VIQP01000001.1	978076	979764	+	1689	3	51	49	15	235	96	8	990
gene-FLV31_RS04335	NZ_VIQP01000001.1	979842	981101	+	1260	3	48	18	12	131	59	8	440
gene-FLV31_RS04340	NZ_VIQP01000001.1	981984	982760	-	777	16	108	65	39	335	180	20	1027
gene-FLV31_RS04345	NZ_VIQP01000001.1	982783	983232	-	450	9	37	40	26	157	59	7	658
gene-FLV31_RS04350	NZ_VIQP01000001.1	983585	984352	-	768	2	25	20	9	158	62	5	773
gene-FLV31_RS04355	NZ_VIQP01000001.1	984405	985736	-	1332	1	16	30	20	60	27	3	201
gene-FLV31_RS04360	NZ_VIQP01000001.1	985749	986246	-	498	2	7	11	9	35	14	5	120
