# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932976_sorted.bam" "SRR2932978_sorted.bam" "SRR2932974_sorted.bam" "SRR2932979_sorted.bam" "SRR2932973_sorted.bam" "SRR2932975_sorted.bam" "SRR2932977_sorted.bam" "SRR2932972_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932976_sorted.bam	SRR2932978_sorted.bam	SRR2932974_sorted.bam	SRR2932979_sorted.bam	SRR2932973_sorted.bam	SRR2932975_sorted.bam	SRR2932977_sorted.bam	SRR2932972_sorted.bam
gene-SynWH7803_0618	CT971583.1	619434	620243	+	810	9	12	40	8	144	39	19	224
gene-SynWH7803_0619	CT971583.1	620240	621253	-	1014	20	53	103	32	366	118	70	708
gene-SynWH7803_0620	CT971583.1	621324	622637	-	1314	55	87	273	52	1089	264	131	1810
gene-SynWH7803_0621	CT971583.1	622750	623175	-	426	14	23	91	20	408	64	40	606
gene-SynWH7803_0622	CT971583.1	623220	625004	-	1785	55	66	189	36	755	199	127	1635
gene-SynWH7803_0623	CT971583.1	625151	625615	+	465	8	16	76	7	321	48	55	798
gene-SynWH7803_0624	CT971583.1	625903	626415	+	513	13	14	55	10	183	42	30	315
gene-SynWH7803_0625	CT971583.1	626509	626868	+	360	69	88	243	73	626	177	124	1090
gene-SynWH7803_0626	CT971583.1	626930	627235	+	306	18	45	95	24	282	86	69	445
gene-SynWH7803_0627	CT971583.1	627198	628703	-	1506	21	17	74	11	379	61	56	728
gene-SynWH7803_0628	CT971583.1	628782	629483	+	702	3	13	31	2	238	29	22	335
gene-SynWH7803_0629	CT971583.1	629455	630723	-	1269	5	16	48	5	132	28	12	202
gene-SynWH7803_0630	CT971583.1	630742	632070	-	1329	15	56	89	28	336	105	54	578
gene-SynWH7803_0631	CT971583.1	632229	633548	+	1320	8	15	42	5	187	42	16	267
gene-SynWH7803_0632	CT971583.1	633632	634087	+	456	3	0	2	1	19	3	7	20
gene-SynWH7803_0633	CT971583.1	634091	635896	+	1806	8	4	23	3	65	34	22	105
gene-SynWH7803_0634	CT971583.1	635988	637160	+	1173	16	62	143	22	542	107	107	991
gene-SynWH7803_0635	CT971583.1	637228	637614	+	387	4	6	28	4	95	26	25	230
gene-SynWH7803_0636	CT971583.1	637663	639135	+	1473	6	13	44	7	124	43	29	294
gene-SynWH7803_0637	CT971583.1	639132	640277	-	1146	4	5	24	3	105	32	9	155
gene-SynWH7803_0638	CT971583.1	640274	640822	-	549	12	24	81	17	456	105	68	857
gene-SynWH7803_0639	CT971583.1	640831	641538	-	708	15	20	80	21	415	77	45	745
gene-SynWH7803_0640	CT971583.1	641641	641826	+	186	3	2	16	5	79	12	14	148
gene-SynWH7803_0641	CT971583.1	641830	642495	-	666	20	33	93	24	473	90	45	836
gene-SynWH7803_0642	CT971583.1	642492	643139	-	648	8	8	37	6	135	37	15	276
gene-SynWH7803_0643	CT971583.1	643154	644308	-	1155	0	3	11	3	43	16	5	77
gene-SynWH7803_0644	CT971583.1	644381	645556	+	1176	49	126	245	58	715	200	159	1360
gene-SynWH7803_0645	CT971583.1	645639	647492	+	1854	42	66	191	30	944	219	98	1878
gene-SynWH7803_0646	CT971583.1	647492	647848	+	357	4	13	35	8	146	28	12	340
gene-SynWH7803_0647	CT971583.1	647850	648077	+	228	4	3	12	3	69	8	7	128
gene-SynWH7803_0648	CT971583.1	648112	649368	+	1257	6	8	19	1	87	20	10	116
gene-SynWH7803_0649	CT971583.1	649403	651058	+	1656	11	7	43	9	208	55	26	345
gene-SynWH7803_0650	CT971583.1	651083	651907	-	825	5	7	28	2	68	22	9	144
gene-SynWH7803_0651	CT971583.1	651910	652824	-	915	21	31	73	15	324	89	45	607
gene-SynWH7803_0652	CT971583.1	652821	654032	-	1212	40	87	257	30	1108	220	131	2130
gene-SynWH7803_0653	CT971583.1	654165	655010	+	846	5	13	31	9	132	29	25	189
gene-SynWH7803_0654	CT971583.1	655060	655791	+	732	66	151	406	66	1509	304	314	3038
gene-SynWH7803_0655	CT971583.1	655930	656970	+	1041	24	54	207	28	672	138	117	1526
gene-SynWH7803_0656	CT971583.1	656991	657980	+	990	19	21	107	7	388	84	46	784
gene-SynWH7803_0657	CT971583.1	658005	658712	+	708	13	28	77	7	274	65	43	576
gene-SynWH7803_0658	CT971583.1	658725	659483	+	759	74	105	348	70	1217	300	226	2271
gene-SynWH7803_0659	CT971583.1	659515	660021	-	507	23	51	149	37	568	133	111	1117
gene-SynWH7803_0660	CT971583.1	660034	660711	-	678	8	14	52	6	136	38	14	340
gene-SynWH7803_0661	CT971583.1	660775	662034	+	1260	19	31	103	18	399	91	63	873
gene-SynWH7803_0662	CT971583.1	662031	662798	-	768	0	0	18	2	48	9	7	57
gene-SynWH7803_0663	CT971583.1	662797	663576	+	780	3	5	18	3	95	21	13	149
gene-SynWH7803_0664	CT971583.1	663579	664568	-	990	2	4	18	4	88	22	17	142
gene-SynWH7803_0665	CT971583.1	664674	665285	-	612	3	1	2	1	27	12	4	60
gene-SynWH7803_0666	CT971583.1	665282	665782	-	501	2	3	7	0	26	6	1	92
gene-SynWH7803_0667	CT971583.1	665861	665965	+	105	13	31	75	18	305	66	77	329
gene-SynWH7803_0668	CT971583.1	665987	666370	+	384	39	93	197	38	742	190	131	863
gene-SynWH7803_0669	CT971583.1	666439	667389	+	951	20	63	139	26	641	143	79	1127
gene-SynWH7803_0670	CT971583.1	667390	668280	-	891	51	69	363	63	2495	334	155	3459
gene-SynWH7803_0671	CT971583.1	668432	670024	-	1593	7	7	34	4	114	39	18	180
gene-SynWH7803_0672	CT971583.1	670029	671318	-	1290	1	5	13	3	29	15	5	80
gene-SynWH7803_0673	CT971583.1	671441	671962	+	522	5	3	41	5	122	29	17	180
gene-SynWH7803_0674	CT971583.1	672019	672426	-	408	7	12	25	5	61	19	13	128
gene-SynWH7803_0675	CT971583.1	672522	673307	+	786	7	13	437	8	145	24	30	206
gene-SynWH7803_0676	CT971583.1	673309	673887	-	579	3	5	25	6	101	26	14	166
gene-SynWH7803_0677	CT971583.1	674177	674488	+	312	38	81	189	59	615	243	108	1063
gene-SynWH7803_0678	CT971583.1	674560	675975	+	1416	296	873	1760	518	4826	1935	954	7116
gene-SynWH7803_0679	CT971583.1	676035	676376	+	342	90	239	467	135	1242	561	291	1701
gene-SynWH7803_0680	CT971583.1	676478	678817	+	2340	69	108	292	81	920	381	154	1312
gene-SynWH7803_0681	CT971583.1	678825	680573	+	1749	41	51	224	40	804	212	134	566
gene-SynWH7803_0682	CT971583.1	680576	680920	+	345	13	15	57	6	182	59	31	223
gene-SynWH7803_0683	CT971583.1	680920	681171	+	252	2	2	20	5	84	19	11	91
gene-SynWH7803_0684	CT971583.1	681305	681856	+	552	7	8	46	14	221	49	12	242
gene-SynWH7803_0685	CT971583.1	681938	683782	+	1845	26	60	172	26	471	127	100	982
gene-SynWH7803_0686	CT971583.1	683790	685289	+	1500	14	24	104	16	334	91	79	537
gene-SynWH7803_0687	CT971583.1	685286	686431	+	1146	25	37	143	35	429	124	93	743
gene-SynWH7803_0688	CT971583.1	686459	686710	+	252	8	8	43	10	174	41	25	260
gene-SynWH7803_0689	CT971583.1	686694	687617	+	924	17	12	83	12	409	81	51	508
gene-SynWH7803_0690	CT971583.1	687627	687854	-	228	19	20	95	11	617	75	48	895
gene-SynWH7803_0691	CT971583.1	687897	688391	-	495	7	1	18	7	70	17	9	101
gene-SynWH7803_0692	CT971583.1	688498	688896	-	399	9	11	50	10	260	55	34	357
gene-SynWH7803_0693	CT971583.1	688895	690025	+	1131	7	10	47	7	210	35	36	401
gene-SynWH7803_0694	CT971583.1	690000	690767	-	768	2	6	25	0	111	24	13	225
gene-SynWH7803_0695	CT971583.1	690797	691450	+	654	12	17	55	10	250	57	44	488
gene-SynWH7803_0696	CT971583.1	691450	693279	+	1830	19	31	105	15	449	103	81	912
gene-SynWH7803_0697	CT971583.1	693252	694007	-	756	3	2	14	5	60	26	13	100
gene-SynWH7803_0698	CT971583.1	694087	694590	+	504	3	4	13	3	94	21	7	124
gene-SynWH7803_0699	CT971583.1	694587	695288	-	702	2	1	5	1	24	6	8	61
gene-SynWH7803_0700	CT971583.1	695285	695926	-	642	1	3	13	4	43	19	6	88
gene-SynWH7803_0701	CT971583.1	695923	697077	-	1155	10	34	80	14	296	74	36	477
gene-SynWH7803_0702	CT971583.1	697164	698558	+	1395	10	17	52	5	184	40	34	268
gene-SynWH7803_0703	CT971583.1	698555	699118	-	564	5	9	32	7	173	30	16	384
gene-SynWH7803_0704	CT971583.1	699253	699777	-	525	4	8	25	4	203	31	13	342
gene-SynWH7803_0705	CT971583.1	699784	700026	-	243	6	12	42	10	262	36	24	448
gene-SynWH7803_0706	CT971583.1	700175	701536	+	1362	13	19	57	15	274	61	29	477
gene-SynWH7803_0707	CT971583.1	701624	702145	+	522	1	2	16	3	49	10	8	119
gene-SynWH7803_0708	CT971583.1	702328	702507	+	180	0	0	1	1	4	1	0	6
gene-SynWH7803_0709	CT971583.1	702504	702863	+	360	3	0	3	2	9	7	3	10
gene-SynWH7803_0710	CT971583.1	702826	703470	+	645	0	1	5	1	19	8	4	28
gene-SynWH7803_0711	CT971583.1	703536	704006	+	471	24	29	83	16	375	124	47	506
gene-SynWH7803_0712	CT971583.1	704003	705523	-	1521	17	25	80	18	381	82	43	741
gene-SynWH7803_0713	CT971583.1	705563	706168	-	606	3	1	25	2	68	35	17	139
gene-SynWH7803_0714	CT971583.1	706172	707860	-	1689	6	8	45	4	87	33	19	143
gene-SynWH7803_0715	CT971583.1	707866	708801	-	936	2	3	22	4	41	24	12	105
gene-SynWH7803_0716	CT971583.1	708798	709433	-	636	1	6	16	2	20	14	8	79
gene-SynWH7803_0717	CT971583.1	709430	709930	-	501	3	4	26	5	78	29	18	126
gene-SynWH7803_0718	CT971583.1	710045	711163	-	1119	17	45	121	22	522	103	64	798
gene-SynWH7803_0719	CT971583.1	711266	712942	+	1677	118	335	855	134	3103	617	440	6257
gene-SynWH7803_0720	CT971583.1	712946	714037	+	1092	17	48	206	27	677	159	92	1733
gene-SynWH7803_0721	CT971583.1	714069	714530	+	462	0	3	24	3	69	15	14	143
gene-SynWH7803_0722	CT971583.1	714620	715495	+	876	4	2	18	2	47	32	11	89
gene-SynWH7803_0723	CT971583.1	715512	715772	+	261	1	0	8	0	28	15	4	38
gene-SynWH7803_0724	CT971583.1	715777	716217	+	441	0	2	6	1	43	7	3	56
gene-SynWH7803_0725	CT971583.1	716192	716968	-	777	2	12	26	3	139	28	18	184
gene-SynWH7803_0726	CT971583.1	717132	717941	+	810	0	1	11	1	17	4	4	15
gene-SynWH7803_0727	CT971583.1	718060	718494	+	435	3	0	8	0	30	6	4	40
gene-SynWH7803_0728	CT971583.1	718495	720093	-	1599	3	3	25	6	119	30	19	216
gene-SynWH7803_0729	CT971583.1	720182	722878	-	2697	8	21	53	15	219	55	43	332
gene-RNA_23	CT971583.1	722965	723050	-	86	1	11	6	1	16	8	22	25
gene-SynWH7803_0730	CT971583.1	723112	723357	+	246	23	43	136	24	344	92	68	602
gene-SynWH7803_0731	CT971583.1	723377	723715	+	339	11	13	39	5	159	39	18	314
gene-SynWH7803_0732	CT971583.1	723747	724550	+	804	11	14	51	13	188	61	25	433
gene-SynWH7803_0733	CT971583.1	724554	724925	-	372	41	79	340	46	1053	289	149	2488
gene-SynWH7803_0734	CT971583.1	725020	725289	+	270	1	6	26	5	69	13	13	168
gene-SynWH7803_0735	CT971583.1	725265	725597	-	333	1	2	13	3	55	13	9	132
gene-SynWH7803_0736	CT971583.1	725621	725866	-	246	1	2	7	0	21	4	2	54
gene-SynWH7803_0737	CT971583.1	725952	726518	+	567	2	12	42	5	230	21	30	521
gene-SynWH7803_0738	CT971583.1	726376	726936	-	561	35	84	261	38	711	152	156	1615
gene-SynWH7803_0739	CT971583.1	726942	727196	-	255	9	31	105	15	566	70	56	1117
gene-SynWH7803_0740	CT971583.1	727238	727582	-	345	1	2	18	5	62	18	7	163
gene-SynWH7803_0741	CT971583.1	727579	727926	-	348	3	3	15	4	59	15	9	127
gene-SynWH7803_0742	CT971583.1	728021	728947	-	927	7	1	28	3	66	26	19	151
gene-SynWH7803_0743	CT971583.1	729195	729686	+	492	5	13	27	4	94	43	18	165
gene-SynWH7803_0744	CT971583.1	729699	730355	+	657	2	4	6	3	35	18	5	54
gene-SynWH7803_0745	CT971583.1	730486	731163	+	678	2	2	22	2	60	19	13	105
gene-SynWH7803_0746	CT971583.1	731160	731840	-	681	1	6	36	2	139	30	9	242
gene-SynWH7803_0747	CT971583.1	731909	732409	+	501	3	5	33	5	129	26	17	161
gene-SynWH7803_0748	CT971583.1	732369	734537	-	2169	18	20	94	13	257	68	54	537
gene-SynWH7803_0749	CT971583.1	734497	734985	-	489	6	3	19	3	70	11	8	120
gene-SynWH7803_0750	CT971583.1	735127	735342	+	216	1	1	8	4	74	10	2	135
gene-SynWH7803_0751	CT971583.1	735347	735547	-	201	1	2	10	5	44	9	5	85
gene-SynWH7803_0752	CT971583.1	735544	735906	-	363	3	6	12	6	58	12	9	89
gene-SynWH7803_0753	CT971583.1	736040	736399	-	360	128	380	1721	161	5787	712	576	10375
gene-SynWH7803_0754	CT971583.1	736434	737426	-	993	11	23	73	14	341	67	46	361
gene-SynWH7803_0755	CT971583.1	737437	738495	-	1059	38	81	150	53	648	161	74	579
gene-SynWH7803_0756	CT971583.1	738615	740900	-	2286	49	173	308	76	1124	267	226	2151
gene-SynWH7803_0757	CT971583.1	740979	741734	-	756	7	31	54	16	171	56	29	430
gene-SynWH7803_0758	CT971583.1	741749	743353	-	1605	14	9	54	11	325	69	24	624
gene-SynWH7803_0759	CT971583.1	743343	743588	-	246	10	23	61	7	331	42	33	720
gene-SynWH7803_0760	CT971583.1	743709	744113	-	405	8	9	21	3	61	16	15	118
gene-SynWH7803_0761	CT971583.1	744110	744553	-	444	1	8	26	2	86	18	14	194
gene-SynWH7803_0762	CT971583.1	744618	749048	+	4431	10	3	32	8	116	48	15	206
gene-SynWH7803_0763	CT971583.1	749052	749942	+	891	2	3	9	5	77	15	12	137
gene-SynWH7803_0764	CT971583.1	750013	751320	+	1308	6	25	55	13	255	70	36	418
gene-SynWH7803_0765	CT971583.1	751320	751709	+	390	2	5	8	3	68	15	9	133
gene-SynWH7803_0766	CT971583.1	751711	752331	+	621	3	3	9	1	59	20	9	108
gene-SynWH7803_0767	CT971583.1	752400	753095	+	696	5	6	24	5	95	31	26	200
gene-SynWH7803_0768	CT971583.1	753103	753651	+	549	0	2	15	1	52	10	6	76
gene-SynWH7803_0769	CT971583.1	753651	754745	+	1095	4	3	22	3	31	19	7	56
gene-SynWH7803_0770	CT971583.1	754735	756201	-	1467	8	5	39	6	154	40	22	182
gene-SynWH7803_0771	CT971583.1	756222	758339	-	2118	16	14	79	13	380	85	57	967
gene-SynWH7803_0772	CT971583.1	758346	759917	-	1572	18	43	127	24	695	113	95	2649
gene-SynWH7803_0773	CT971583.1	759974	760921	-	948	16	29	61	8	328	77	38	463
gene-SynWH7803_0774	CT971583.1	760936	762012	-	1077	2	3	14	1	70	16	9	109
gene-SynWH7803_0775	CT971583.1	762102	762521	-	420	2	8	24	3	126	20	9	218
gene-SynWH7803_0776	CT971583.1	762521	764353	-	1833	28	65	150	24	791	158	107	1268
gene-SynWH7803_0777	CT971583.1	764382	764699	+	318	1	1	4	0	31	2	1	50
gene-SynWH7803_0778	CT971583.1	764696	765091	+	396	0	1	16	0	55	12	11	180
gene-SynWH7803_0779	CT971583.1	765098	765721	-	624	2	8	55	6	225	27	21	794
gene-SynWH7803_0780	CT971583.1	766037	767050	-	1014	26	43	101	27	341	129	53	508
gene-SynWH7803_0781	CT971583.1	767054	767587	-	534	15	14	32	16	172	84	13	285
gene-SynWH7803_0782	CT971583.1	767692	768597	-	906	12	20	58	12	252	59	32	471
gene-SynWH7803_0783	CT971583.1	768751	770109	+	1359	12	41	93	20	288	79	62	487
gene-SynWH7803_0784	CT971583.1	770274	771350	+	1077	345	857	2005	421	7261	1408	1596	14523
gene-SynWH7803_0785	CT971583.1	771442	772110	-	669	17	34	120	19	535	70	72	937
gene-SynWH7803_0786	CT971583.1	772201	772824	+	624	8	5	50	4	141	30	24	210
gene-SynWH7803_0787	CT971583.1	772778	774361	+	1584	6	15	60	1	106	50	40	305
gene-SynWH7803_0788	CT971583.1	774361	775626	+	1266	7	16	102	13	210	78	59	466
gene-SynWH7803_0789	CT971583.1	775606	776643	-	1038	3	4	23	1	57	19	2	113
gene-SynWH7803_0790	CT971583.1	776911	777990	+	1080	145	283	721	121	3505	637	784	5154
gene-SynWH7803_0791	CT971583.1	778104	778616	+	513	1	0	11	1	25	10	2	47
gene-SynWH7803_0792	CT971583.1	778625	780820	-	2196	8	25	42	12	176	50	26	285
gene-SynWH7803_0793	CT971583.1	780927	781457	-	531	0	2	17	3	60	23	13	142
gene-SynWH7803_0794	CT971583.1	781483	782316	-	834	10	3	14	6	41	31	11	87
gene-SynWH7803_0795	CT971583.1	782321	782887	-	567	5	2	32	5	99	34	21	193
gene-SynWH7803_0796	CT971583.1	782967	783236	-	270	11	20	45	13	269	41	34	528
gene-SynWH7803_0797	CT971583.1	783291	783527	-	237	0	3	24	3	53	17	12	182
gene-SynWH7803_0798	CT971583.1	783585	784238	-	654	1	1	8	1	30	11	3	58
gene-SynWH7803_0799	CT971583.1	784316	784495	+	180	5	19	58	5	226	41	47	532
gene-SynWH7803_0800	CT971583.1	784503	784712	-	210	4	10	30	1	116	29	25	210
gene-SynWH7803_0801	CT971583.1	784811	785038	+	228	2	3	14	2	47	6	9	86
gene-SynWH7803_0802	CT971583.1	785035	785556	-	522	5	8	26	6	117	16	20	167
gene-SynWH7803_0803	CT971583.1	785553	786329	-	777	7	12	60	12	243	52	38	521
gene-SynWH7803_0804	CT971583.1	786443	787978	+	1536	26	20	109	18	374	86	48	509
gene-SynWH7803_0805	CT971583.1	788052	788720	+	669	7	12	19	3	111	27	16	171
gene-SynWH7803_0806	CT971583.1	788703	788933	-	231	0	3	3	3	10	7	2	53
gene-SynWH7803_0807	CT971583.1	788961	789509	+	549	4	4	24	6	81	13	8	153
gene-SynWH7803_0808	CT971583.1	789506	790210	+	705	10	12	45	9	165	40	25	309
gene-SynWH7803_0809	CT971583.1	790296	791447	+	1152	4	5	9	0	61	30	4	85
gene-SynWH7803_0810	CT971583.1	791741	792160	-	420	1	3	12	2	32	9	8	58
gene-SynWH7803_0811	CT971583.1	792185	793117	-	933	1	13	25	6	68	21	9	97
gene-SynWH7803_0812	CT971583.1	793179	794501	+	1323	5	6	22	2	113	29	8	157
gene-SynWH7803_0813	CT971583.1	794525	794794	+	270	6	3	22	3	114	39	11	212
gene-SynWH7803_0814	CT971583.1	794848	795096	-	249	1	2	12	1	39	10	3	65
gene-SynWH7803_0815	CT971583.1	795287	796279	+	993	4	1	19	1	74	32	9	185
gene-SynWH7803_0816	CT971583.1	796315	797058	+	744	0	2	9	2	24	14	7	49
gene-SynWH7803_0817	CT971583.1	797048	797632	+	585	0	0	7	2	13	10	4	20
gene-SynWH7803_0818	CT971583.1	797622	798086	-	465	0	2	5	1	5	7	1	19
gene-SynWH7803_0819	CT971583.1	798188	798460	+	273	3	14	18	7	40	15	8	77
gene-SynWH7803_0820	CT971583.1	798527	799777	+	1251	2	9	22	10	87	30	15	112
gene-SynWH7803_0821	CT971583.1	799826	800149	+	324	1	3	11	3	68	13	13	110
gene-SynWH7803_0822	CT971583.1	800149	801015	+	867	5	5	36	6	106	35	17	214
gene-SynWH7803_0823	CT971583.1	801008	801223	-	216	1	3	6	1	33	8	4	38
gene-SynWH7803_0824	CT971583.1	801307	801726	+	420	10	17	43	16	217	50	30	396
gene-SynWH7803_0825	CT971583.1	802004	802474	+	471	2	5	31	6	173	34	15	346
gene-SynWH7803_0826	CT971583.1	802561	802731	+	171	9	8	27	9	109	32	15	137
gene-SynWH7803_0827	CT971583.1	802744	802899	-	156	11	11	24	11	124	21	17	221
gene-SynWH7803_0828	CT971583.1	802942	803577	+	636	2	3	9	3	25	10	4	58
gene-SynWH7803_0829	CT971583.1	803646	803960	+	315	13	19	39	7	172	35	24	266
gene-SynWH7803_0830	CT971583.1	803963	804487	-	525	8	8	29	8	161	31	17	268
gene-SynWH7803_0831	CT971583.1	804654	805106	-	453	7	1	36	4	130	26	20	240
gene-SynWH7803_0832	CT971583.1	805115	805624	-	510	12	4	51	6	300	43	26	536
gene-SynWH7803_0833	CT971583.1	805628	805870	-	243	7	20	80	5	367	48	47	591
gene-SynWH7803_0834	CT971583.1	806001	806789	+	789	11	32	75	13	299	80	51	477
gene-SynWH7803_0835	CT971583.1	806804	807277	+	474	3	7	26	3	115	16	9	154
gene-SynWH7803_0836	CT971583.1	807274	807450	+	177	1	1	2	0	11	6	2	23
gene-SynWH7803_0837	CT971583.1	807549	807707	+	159	5	14	32	8	179	45	15	187
gene-SynWH7803_0838	CT971583.1	807692	808084	-	393	4	14	31	7	194	52	24	322
gene-SynWH7803_0839	CT971583.1	808207	808371	+	165	15	25	38	8	131	40	48	239
gene-SynWH7803_0840	CT971583.1	808437	808751	+	315	30	78	250	49	939	169	145	1814
gene-SynWH7803_0841	CT971583.1	808765	810231	-	1467	20	23	110	26	429	74	46	878
gene-SynWH7803_0842	CT971583.1	810346	810918	+	573	1	0	18	4	66	8	8	107
gene-SynWH7803_0843	CT971583.1	810934	811164	-	231	0	0	20	0	43	5	11	105
gene-SynWH7803_0844	CT971583.1	811219	811422	+	204	8	15	48	9	203	55	39	346
gene-SynWH7803_0845	CT971583.1	811434	811607	-	174	12	16	68	10	206	60	43	465
gene-SynWH7803_0846	CT971583.1	811697	812170	-	474	1	1	4	0	24	5	1	22
gene-SynWH7803_0847	CT971583.1	812167	812325	-	159	0	1	0	0	3	5	0	10
gene-SynWH7803_0848	CT971583.1	812462	812713	+	252	1	0	6	0	17	2	3	30
gene-SynWH7803_0849	CT971583.1	812740	813039	+	300	4	14	18	3	100	23	12	228
gene-SynWH7803_0850	CT971583.1	813046	813270	-	225	3	7	14	2	98	19	11	146
gene-SynWH7803_0851	CT971583.1	813314	814414	-	1101	0	2	12	2	24	13	6	78
gene-SynWH7803_0852	CT971583.1	814414	814848	-	435	0	2	7	1	27	5	4	37
gene-SynWH7803_0853	CT971583.1	814925	815101	+	177	2	2	5	1	15	1	0	34
gene-SynWH7803_0854	CT971583.1	815131	815913	-	783	2	1	4	1	26	15	1	41
gene-SynWH7803_0855	CT971583.1	815910	816113	-	204	0	1	4	0	5	2	0	23
gene-SynWH7803_0856	CT971583.1	816202	816867	+	666	5	7	23	3	102	21	16	237
gene-SynWH7803_0857	CT971583.1	816884	817654	+	771	2	3	14	1	61	18	4	99
gene-SynWH7803_0858	CT971583.1	817636	818436	-	801	10	5	76	2	1130	121	16	672
gene-SynWH7803_0859	CT971583.1	818453	818617	-	165	7	4	34	2	665	62	16	490
gene-SynWH7803_0860	CT971583.1	818775	819041	+	267	9	12	48	8	205	45	38	383
gene-SynWH7803_0861	CT971583.1	819048	819437	-	390	13	20	58	9	311	41	44	619
gene-SynWH7803_0862	CT971583.1	819528	820013	+	486	5	12	32	4	75	27	19	170
gene-SynWH7803_0863	CT971583.1	820040	820405	-	366	0	3	14	3	47	15	7	85
gene-SynWH7803_0864	CT971583.1	820529	820954	+	426	9	10	42	17	189	41	20	249
gene-SynWH7803_0865	CT971583.1	820964	821128	+	165	1	3	7	5	42	4	3	58
gene-SynWH7803_0866	CT971583.1	821141	822976	-	1836	0	2	24	4	71	21	12	115
gene-SynWH7803_0867	CT971583.1	822975	824606	+	1632	7	7	30	8	200	43	20	389
gene-SynWH7803_0868	CT971583.1	824617	825591	+	975	2	3	10	4	47	14	6	116
gene-SynWH7803_0869	CT971583.1	825613	827301	+	1689	6	11	43	5	214	52	30	362
gene-SynWH7803_0870	CT971583.1	827442	830492	+	3051	14	10	83	10	180	78	46	320
gene-SynWH7803_0871	CT971583.1	830660	831907	-	1248	1	2	13	3	43	18	10	91
gene-SynWH7803_0872	CT971583.1	831904	832065	-	162	1	1	13	0	14	6	2	20
gene-SynWH7803_0873	CT971583.1	832319	832738	+	420	4	1	15	3	28	14	5	54
gene-SynWH7803_0874	CT971583.1	832776	836567	-	3792	7	12	73	6	127	86	35	264
gene-SynWH7803_0875	CT971583.1	836779	837018	+	240	6	3	20	1	71	15	9	121
gene-SynWH7803_0876	CT971583.1	837002	837880	-	879	1	4	9	4	48	20	10	63
gene-SynWH7803_0877	CT971583.1	837904	839016	-	1113	2	4	8	3	53	25	3	94
gene-SynWH7803_0878	CT971583.1	839110	839526	+	417	3	8	27	5	108	27	15	144
gene-SynWH7803_0879	CT971583.1	839559	839975	-	417	6	3	23	1	75	18	7	140
gene-SynWH7803_0880	CT971583.1	840061	840432	+	372	0	0	4	0	10	8	1	19
gene-SynWH7803_0881	CT971583.1	840432	840677	+	246	1	0	1	0	11	5	5	13
gene-SynWH7803_0882	CT971583.1	840800	842731	+	1932	8	8	41	1	80	41	19	171
gene-SynWH7803_0883	CT971583.1	842855	843043	-	189	1	0	0	0	0	2	1	2
gene-SynWH7803_0884	CT971583.1	843142	843405	+	264	0	0	0	1	6	3	2	13
gene-SynWH7803_0885	CT971583.1	843415	844047	-	633	1	2	7	1	33	8	1	44
gene-SynWH7803_0886	CT971583.1	844186	844557	+	372	0	0	6	0	15	2	0	24
gene-SynWH7803_0887	CT971583.1	844626	844802	-	177	1	1	5	0	24	7	1	44
gene-SynWH7803_0888	CT971583.1	844859	845035	-	177	1	2	12	0	32	7	6	34
gene-SynWH7803_0889	CT971583.1	845619	845936	+	318	2	3	6	1	31	10	7	41
gene-SynWH7803_0890	CT971583.1	846011	846406	-	396	3	5	14	3	69	13	6	126
gene-SynWH7803_0891	CT971583.1	846423	846632	-	210	4	5	30	4	103	17	15	189
gene-SynWH7803_0892	CT971583.1	846668	847771	+	1104	2	4	16	2	52	21	10	92
gene-SynWH7803_0893	CT971583.1	847793	848644	-	852	0	1	3	0	11	7	4	15
gene-SynWH7803_0894	CT971583.1	848761	849072	+	312	4	3	23	3	90	20	13	161
gene-SynWH7803_0895	CT971583.1	849161	849733	+	573	1	0	10	0	32	11	2	65
gene-SynWH7803_0896	CT971583.1	849678	850559	-	882	1	2	6	1	14	5	1	27
gene-SynWH7803_0897	CT971583.1	850845	851183	-	339	2	1	7	0	19	11	3	26
gene-SynWH7803_0898	CT971583.1	851251	851568	-	318	0	0	7	1	10	14	7	29
gene-SynWH7803_0899	CT971583.1	851679	852362	+	684	1	3	18	3	37	12	5	47
gene-SynWH7803_0900	CT971583.1	852889	853284	-	396	3	1	15	1	10	8	6	28
gene-SynWH7803_0901	CT971583.1	853538	854140	+	603	3	0	6	0	10	8	2	14
gene-SynWH7803_0902	CT971583.1	854410	854709	+	300	0	0	9	0	12	8	2	22
gene-SynWH7803_0903	CT971583.1	854821	855852	-	1032	6	4	28	1	34	22	17	126
gene-SynWH7803_0904	CT971583.1	855868	856425	-	558	3	2	21	2	23	13	7	106
gene-SynWH7803_0905	CT971583.1	857855	858541	-	687	2	0	27	0	33	16	13	124
gene-SynWH7803_0906	CT971583.1	858649	858867	-	219	1	0	2	0	11	3	1	13
gene-SynWH7803_0907	CT971583.1	859193	859471	-	279	1	0	6	0	4	1	0	37
gene-SynWH7803_0908	CT971583.1	859456	859746	-	291	1	0	3	0	12	5	1	45
gene-SynWH7803_0909	CT971583.1	860017	860361	-	345	5	0	16	1	35	14	7	107
gene-SynWH7803_0910	CT971583.1	860372	861163	-	792	12	5	30	2	132	34	20	427
