Geneid	10_R1	10_R2	15_R1	15_R2	20_R1	20_R2	25_R1	25_R2	35_R1	35_R2	Entity	Symbol
gene-PA4750	1000	1203	1392	766	400	515	395	690	1731	497	host	folP
gene-PA2878	25	37	41	28	13	17	16	19	24	22	host	gene-PA2878
gene-PA5222	115	167	144	110	63	80	72	115	112	93	host	gene-PA5222
gene-PA4958	230	241	208	185	104	126	82	136	131	114	host	fimW
gene-PA1172	51	55	64	23	19	23	18	36	30	22	host	napC
gene-PA3934	170	181	190	146	162	166	137	208	190	168	host	gene-PA3934
gene-PA4127	27	33	21	14	15	21	23	22	27	23	host	hpcG
gene-PA0431	261	313	267	198	141	151	140	275	244	166	host	gene-PA0431
gene-PA4931	504	532	532	384	254	285	307	438	458	369	host	dnaB
gene-PA2105	96	89	123	65	54	74	78	117	120	74	host	gene-PA2105
gene-PA1785	22	29	27	23	20	21	16	29	23	12	host	gene-PA1785
gene-PA5165	390	434	426	310	183	240	202	311	320	230	host	gene-PA5165
gene-PA0993	13	10	5	11	13	3	6	9	24	13	host	cupC2
gene-PA4464	761	1427	860	521	314	336	331	527	401	316	host	ptsN
gene-PA2801	155	127	137	66	59	81	90	106	95	80	host	gene-PA2801
gene-PA3951	160	179	160	160	126	136	131	252	246	175	host	gene-PA3951
gene-PA3230	115	139	164	119	78	91	77	144	159	103	host	gene-PA3230
gene-PA5153	338	416	337	269	171	226	199	275	290	203	host	gene-PA5153
gene-PA5372	276	375	384	296	209	245	190	396	441	609	host	betA
gene-PA3014	613	684	969	507	426	476	458	649	558	509	host	faoA
gene-PHIKZ169	1222	1191	1911	1649	1680	1455	1595	2172	1272	1677	phage	gene-PHIKZ169
gene-PA2237	195	266	265	224	88	124	103	188	102	83	host	pslG
gene-PA4899	17	25	17	25	18	22	12	31	24	20	host	gene-PA4899
gene-PA1465	142	157	157	111	55	74	66	112	89	66	host	gene-PA1465
gene-PA3640	2036	2005	2237	1725	1357	1646	1584	2311	2301	1854	host	dnaE
gene-PA3423	99	91	76	67	53	64	43	55	86	62	host	gene-PA3423
gene-PA4734	252	292	272	236	152	226	197	296	300	256	host	gene-PA4734
gene-PA4634	228	255	373	224	216	240	223	437	365	252	host	gene-PA4634
gene-PA0860	351	411	391	301	184	227	192	334	279	203	host	gene-PA0860
gene-PA3518	11	7	11	6	9	10	8	11	19	9	host	gene-PA3518
gene-PA2350	5	16	13	4	1	9	7	4	13	13	host	gene-PA2350
gene-PA5080	378	340	439	348	286	360	316	372	560	371	host	gene-PA5080
gene-PA2583.1	872	807	1845	978	1093	781	781	763	843	562	host	gene-PA2583.1
gene-PHIKZ222	1640	1658	3441	3228	3900	3361	4054	5692	3585	3501	phage	gene-PHIKZ222
gene-PA3507	22	24	21	12	11	7	12	16	15	4	host	gene-PA3507
gene-PA2267	79	74	79	63	46	54	42	79	77	75	host	gene-PA2267
gene-PA2842	198	168	232	182	140	169	134	203	251	205	host	gene-PA2842
gene-PA3171	169	174	208	185	103	131	103	181	157	105	host	ubiG
gene-PA1774	1169	1090	1554	1169	950	1092	861	1286	1203	928	host	crfX
gene-PA0445	66	81	94	74	54	62	58	87	105	70	host	gene-PA0445
gene-PA4564	527	497	663	635	398	447	1072	564	643	505	host	gene-PA4564
gene-PA4838	84	70	93	68	55	64	41	63	63	52	host	gene-PA4838
gene-PA1067	31	27	26	29	27	22	24	27	35	27	host	gene-PA1067
gene-PA3574a	135	158	139	130	83	81	84	105	138	96	host	gene-PA3574a
gene-PA1973	27	30	25	23	14	19	16	25	21	28	host	pqqF
gene-PA3012	156	172	178	152	145	148	135	239	226	182	host	gene-PA3012
gene-PA3551	30	38	40	43	17	38	34	51	39	20	host	algA
gene-PA1979	4	0	7	3	0	1	1	3	3	3	host	eraS
gene-PA0253	108	110	130	94	96	70	95	155	155	150	host	gene-PA0253
gene-PA1370	273	260	259	211	121	141	106	180	143	123	host	gene-PA1370
gene-PA5454	402	1062	347	253	171	993	184	280	305	235	host	rmd
gene-PA3497	72	55	82	63	47	52	35	91	95	84	host	gene-PA3497
gene-PA4200	52	65	63	39	20	44	34	52	43	39	host	gene-PA4200
gene-PA3778	118	150	170	107	62	87	63	68	65	37	host	gene-PA3778
gene-PA1380	45	68	66	47	30	22	25	42	61	34	host	gene-PA1380
gene-PA4536	69	94	51	58	29	43	30	50	28	33	host	gene-PA4536
gene-PA5192	1958	1873	1984	1609	1135	1378	1049	1674	1452	1307	host	pckA
gene-PA2450	142	154	192	148	124	138	130	257	233	182	host	gene-PA2450
gene-PA1811	173	190	187	136	91	105	108	149	163	118	host	gene-PA1811
gene-PA1930	53	53	63	47	36	49	37	62	66	51	host	gene-PA1930
gene-PA1363	43	45	47	45	63	57	47	97	111	93	host	gene-PA1363
gene-PA4474	415	454	435	368	194	179	212	322	324	229	host	gene-PA4474
gene-PA5560	3390	2578	4500	2596	1744	1884	1943	2520	1877	1562	host	atpB
gene-PA1677	125	161	157	162	83	67	74	93	111	90	host	gene-PA1677
gene-PA4083	4	7	7	2	8	3	1	19	5	4	host	cupB4
gene-PA5227	220	358	269	239	177	180	189	368	281	278	host	gene-PA5227
gene-PA3655	1982	1923	2912	1616	1221	1367	1237	1824	1703	1363	host	tsf
gene-PA0174	8	9	10	5	2	4	4	10	9	3	host	gene-PA0174
gene-PA4403	4580	3864	4476	3074	2742	2843	3896	4371	4632	3659	host	secA
gene-PA0091	576	721	852	570	382	461	389	699	386	292	host	vgrG1
gene-PA3657	753	852	857	743	634	701	651	979	1150	853	host	map
gene-PA5518	1086	1103	1057	503	334	436	319	491	750	351	host	gene-PA5518
gene-PA0603	60	83	66	37	30	38	45	53	54	32	host	gene-PA0603
gene-PA3052	108	72	95	59	47	52	41	65	50	59	host	gene-PA3052
gene-PA1997	107	118	115	89	48	64	46	93	83	65	host	gene-PA1997
gene-PA4660	288	369	324	283	165	178	152	1711	226	181	host	phr
gene-PA4502	201	212	174	155	127	155	130	169	417	157	host	gene-PA4502
gene-PA1397	65	73	54	42	39	60	37	76	75	64	host	gene-PA1397
gene-PA4924	229	295	377	286	192	256	240	388	384	257	host	gene-PA4924
gene-PA1382	482	516	636	454	345	449	424	644	796	619	host	gene-PA1382
gene-PA5210	414	448	453	278	240	228	235	353	242	232	host	gene-PA5210
gene-PHIKZ269	952	869	1023	1141	823	628	721	898	477	457	phage	gene-PHIKZ269
gene-PA3953	26	21	22	12	11	16	8	23	46	11	host	gene-PA3953
gene-PA3148	897	1071	775	631	362	368	304	452	341	309	host	wbpI
gene-PA1771	184	208	205	149	106	127	127	181	128	103	host	estX
gene-PA4174	25	36	26	26	16	18	28	20	22	23	host	gene-PA4174
gene-PA0936	203	222	2728	190	118	136	112	224	162	119	host	lpxO2
gene-PA0926	79	83	80	84	58	54	53	60	55	49	host	gene-PA0926
gene-PA4987	104	116	141	100	54	88	63	110	94	62	host	gene-PA4987
gene-PA2570.1	1025	1069	1464	900	886	935	889	976	1288	921	host	gene-PA2570.1
gene-PA0436	191	212	170	156	111	116	106	168	101	75	host	gene-PA0436
gene-PA3223	61	59	74	34	34	38	20	47	46	39	host	azoR3
gene-PA4426	312	302	327	222	159	179	136	212	200	146	host	gene-PA4426
gene-PA0618	91	70	72	78	55	58	57	113	77	45	host	gene-PA0618
gene-PA3011	1183	1259	1102	834	541	611	546	842	694	583	host	topA
gene-PA2999	653	677	807	656	561	611	613	1064	1051	831	host	nqrA
gene-PA3082	138	148	142	124	83	117	96	142	117	92	host	gbt
gene-PA3742	1740	1805	2247	1647	1331	1308	1249	2014	1683	1255	host	rplS
gene-PA4531	117	135	184	125	67	71	43	97	76	63	host	gene-PA4531
gene-PA3651	314	360	980	242	172	155	180	338	217	169	host	cdsA
gene-PHIKZ160	303	305	391	300	270	330	248	274	280	249	phage	gene-PHIKZ160
gene-PA0557	85	106	103	86	58	79	61	76	100	83	host	gene-PA0557
gene-PA5016	1255	1307	1700	1306	687	765	868	1545	1253	1027	host	aceF
gene-PA2864	104	90	121	85	64	82	57	75	75	50	host	gene-PA2864
gene-PA5124	146	153	143	148	101	127	103	179	144	119	host	ntrB
gene-PA2910	26	38	36	27	18	12	32	41	30	14	host	gene-PA2910
gene-PA5180	76	88	69	49	50	64	31	57	37	56	host	gene-PA5180
gene-PA1147	238	251	360	243	242	221	250	295	386	281	host	gene-PA1147
gene-PA2505	25	42	33	31	25	20	24	38	40	22	host	opdT
gene-PA2228	25	43	23	20	19	18	10	28	16	15	host	gene-PA2228
gene-PA4372	140	143	133	108	105	129	122	221	169	105	host	gene-PA4372
gene-PA1104	229	308	239	193	55	87	72	131	120	92	host	fliI
gene-PHIKZ174	758	736	1334	1365	1573	1355	1730	2436	1762	1577	phage	gene-PHIKZ174
gene-PA2560	119	196	189	177	100	135	119	218	151	119	host	gene-PA2560
gene-PA2044	134	174	155	127	79	88	73	155	139	88	host	gene-PA2044
gene-PA1768	121	165	183	144	120	114	106	169	177	127	host	gene-PA1768
gene-PA0621	137	156	177	157	128	133	138	182	189	184	host	gene-PA0621
gene-PA3533	1583	1381	1751	1319	1152	1390	1278	2141	3266	2431	host	gene-PA3533
gene-PA4633	616	726	1069	725	660	828	654	1190	881	704	host	gene-PA4633
gene-PA4684	173	199	221	203	116	151	126	173	197	197	host	gene-PA4684
gene-PA5373	501	535	715	476	238	311	266	336	329	256	host	betB
gene-PA4103	7	14	14	15	3	11	7	22	14	17	host	gene-PA4103
gene-PA0920	368	398	399	304	156	219	195	267	268	202	host	gene-PA0920
gene-PA3439	65	84	68	69	39	26	29	70	61	38	host	folX
gene-PA2459	438	405	354	350	204	201	174	222	290	223	host	gene-PA2459
gene-PA4145	65	94	82	66	39	53	54	70	78	52	host	gene-PA4145
gene-PHIKZ_p48	335	334	381	320	265	358	274	332	218	250	phage	gene-PHIKZ_p48
gene-PA0705	296	307	357	326	217	236	201	336	304	354	host	migA
gene-PA1587	1335	1461	1304	975	670	714	684	1050	825	722	host	lpdG
gene-PA2099	11	26	11	20	10	5	6	11	8	12	host	gene-PA2099
gene-PA4297	77	101	84	71	46	64	76	96	101	71	host	tadG
gene-PA1126	209	182	221	167	161	194	165	248	318	234	host	gene-PA1126
gene-PA1393	49	43	37	39	27	27	34	51	62	33	host	cysC
gene-PA1759	704	783	723	606	393	415	430	613	549	450	host	gene-PA1759
gene-PHIKZ141	1166	1060	1417	1139	1065	1232	823	1140	802	994	phage	gene-PHIKZ141
gene-PA5420	34	45	41	43	22	28	18	37	56	24	host	purU2
gene-PA3883	45	25	16	28	11	15	16	17	17	13	host	gene-PA3883
gene-PA3453	117	126	108	113	71	75	78	108	105	94	host	gene-PA3453
gene-PA0001	2634	2572	2400	1853	1244	1529	1093	1520	1797	1494	host	dnaA
gene-PA1446	224	211	176	134	60	95	76	118	87	77	host	fliP
gene-PA1485	19	12	22	11	11	17	11	29	19	25	host	gene-PA1485
gene-PA4515	105	110	105	73	241	234	386	460	620	450	host	gene-PA4515
gene-PA2539	117	155	138	117	62	73	52	132	101	66	host	gene-PA2539
gene-PA4518	81	103	126	90	59	63	42	113	89	50	host	gene-PA4518
gene-PA0423	988	935	1025	819	394	414	352	516	436	328	host	pasP
gene-PA5549	252	347	371	320	254	341	217	355	186	179	host	glmS
gene-PA2811	153	148	107	102	69	76	62	80	95	82	host	gene-PA2811
gene-PA0694	2	2	4	4	0	1	2	4	6	5	host	exbD2
gene-PA0938	2539	2376	3169	2404	2859	29950	2755	4286	4067	3100	host	gene-PA0938
gene-PA0466	19	56	27	19	9	9	13	15	19	9	host	gene-PA0466
gene-PA2062	23	27	27	15	38	43	41	70	162	124	host	gene-PA2062
gene-PA1782	14	17	31	29	17	22	12	26	28	18	host	gene-PA1782
gene-PA4007	501	610	658	547	395	485	496	850	856	728	host	proA
gene-PA4739	99	101	174	151	115	190	112	170	95	124	host	gene-PA4739
gene-PA0929	66	56	43	44	84	139	167	213	243	177	host	gene-PA0929
gene-PHIKZ303	2050	1951	2443	2172	1743	2129	1442	2050	1544	1444	phage	gene-PHIKZ303
gene-PA4302	43	22	42	29	16	31	18	39	37	24	host	tadA
gene-PA1977	5	11	14	6	4	3	2	8	3	4	host	gene-PA1977
gene-PHIKZ219	2001	1706	3881	3618	4644	3110	5372	6538	4768	4641	phage	gene-PHIKZ219
gene-PA1767	612	668	548	475	276	336	309	483	367	306	host	gene-PA1767
gene-PA2650	48	59	56	48	18	35	35	75	61	52	host	gene-PA2650
gene-PA3245	443	357	491	324	256	264	247	395	434	339	host	minE
gene-PA3542	21	35	17	14	15	18	11	19	21	14	host	alg44
gene-PA1347	23	18	31	11	14	17	13	21	23	19	host	gene-PA1347
gene-PA2559	267	277	245	177	144	118	138	185	194	129	host	gene-PA2559
gene-PA0749	171	147	179	155	114	170	155	209	214	199	host	gene-PA0749
gene-PA0928	516	555	569	420	316	18025	2198	19239	640	529	host	gacS
gene-PA2471	4	10	21	12	12	8	5	11	9	15	host	gene-PA2471
gene-PA4399	97	94	101	58	50	47	58	58	54	65	host	gene-PA4399
gene-PA1918	17	32	26	15	23	27	14	34	42	27	host	gene-PA1918
gene-PA4623	14	17	11	23	18	17	9	24	23	21	host	gene-PA4623
gene-PA4971	418	476	768	363	231	306	289	429	419	310	host	aspP
gene-PA2886	42	42	34	28	22	14	10	47	27	27	host	atuA
gene-PA3137	144	140	142	91	70	85	77	144	134	95	host	gene-PA3137
gene-PA4232	562	648	893	521	380	437	451	734	574	496	host	ssb
gene-PA4188	12	9	9	5	8	2	11	14	10	5	host	gene-PA4188
gene-PHIKZ_t01	103	85	147	112	93	114	87	72	172	97	phage	gene-PHIKZ_t01
gene-PA1511	137	177	146	115	92	84	96	182	145	145	host	gene-PA1511
gene-PA4758	954	934	1601	1105	738	866	650	1005	646	537	host	carA
gene-PA0263.1	387	424	622	330	319	202	231	178	368	235	host	gene-PA0263.1
gene-PA1875	49	53	52	37	39	40	40	75	42	48	host	gene-PA1875
gene-PHIKZ037	4887	4232	9911	8984	10735	7145	10333	14135	9435	9021	phage	gene-PHIKZ037
gene-PA4859	12	17	20	7	6	7	7	15	12	8	host	gene-PA4859
gene-PA0233	67	84	86	65	47	46	28	74	58	61	host	gene-PA0233
gene-PA4937.2	4736	4383	10045	5330	4921	4287	4109	5387	6216	4118	host	gene-PA4937.2
gene-PA2119	425	601	255	153	105	129	112	170	164	140	host	gene-PA2119
gene-PA5301	661	764	668	504	401	509	493	740	1010	759	host	gene-PA5301
gene-PA1001	1153	729	618	481	221	268	209	338	232	169	host	phnA
gene-PA4400	214	209	177	133	112	137	116	156	125	111	host	gene-PA4400
gene-PA4732	394	457	471	387	287	285	238	526	436	306	host	pgi
gene-PA2860	465	465	531	443	359	344	316	426	426	340	host	gene-PA2860
gene-PA5418	52	68	82	70	44	70	51	86	77	66	host	soxA
gene-PA4805	50	51	49	34	870	23	30	42	42	20	host	gene-PA4805
gene-PA3455	219	259	211	121	114	132	77	191	148	115	host	gene-PA3455
gene-PHIKZ015	4330	4493	5253	4601	3450	2466	2728	3376	2989	1568	phage	gene-PHIKZ015
gene-PA4092	13	30	14	15	11	11	12	25	25	18	host	hpaC
gene-PA5297	80	110	123	83	73	78	74	152	88	69	host	poxB
gene-PA5552	458	463	481	353	274	337	318	456	351	279	host	glmU
gene-PA0035	184	236	212	119	92	110	96	133	174	138	host	trpA
gene-PA1757	175	199	192	145	101	145	90	163	150	115	host	thrH
gene-PA0825	36	22	26	20	16	17	20	26	42	21	host	gene-PA0825
gene-PA1735	136	109	110	101	77	95	78	133	147	123	host	gene-PA1735
gene-PA0522	2	9	15	7	2	5	3	2	9	4	host	gene-PA0522
gene-PA0181	71	93	91	40	46	57	48	94	94	75	host	gene-PA0181
gene-PA0965	570	542	547	461	311	320	315	413	372	275	host	ruvC
gene-PHIKZ252	3514	3311	4402	4149	3662	3587	3340	5042	2991	3052	phage	gene-PHIKZ252
gene-PA0964	919	943	923	647	436	494	524	778	694	539	host	pmpR
gene-PA1534	191	179	213	138	83	115	84	165	93	87	host	recR
gene-PA1399	54	43	49	34	32	47	21	63	59	52	host	gene-PA1399
gene-PA0911	36	38	51	42	34	25	15	40	38	26	host	gene-PA0911
gene-PA3044	90	88	86	69	35	57	40	82	64	54	host	gene-PA3044
gene-PA4701	611	586	921	515	365	440	338	493	529	446	host	gene-PA4701
gene-PA2887	19	20	25	11	6	10	8	21	13	11	host	atuB
gene-PA3391	57	20	40	28	27	36	27	48	69	37	host	nosR
gene-PA4219	16	17	15	6	7	11	10	17	10	13	host	gene-PA4219
gene-PA2118	89	84	96	72	60	68	49	82	87	77	host	ada
gene-PA1078	133	119	187	147	130	134	137	190	126	94	host	flgC
gene-PA2673	17	15	15	13	10	12	8	20	12	7	host	gene-PA2673
gene-PA4199	91	80	82	81	55	56	42	83	89	55	host	gene-PA4199
gene-PA3576	91	96	95	61	31	65	24	68	56	47	host	gene-PA3576
gene-PA4857	47	42	48	40	27	41	30	56	70	30	host	gene-PA4857
gene-PHIKZ240	3322	3320	6885	6721	7511	5320	7676	11180	6232	5517	phage	gene-PHIKZ240
gene-PA2781	23	26	20	26	21	16	19	38	37	22	host	gene-PA2781
gene-PA3508	30	30	24	19	13	18	19	48	41	25	host	gene-PA3508
gene-PA5267	76	79	46	59	26	45	42	58	57	39	host	hcpB
gene-PA4041	86	103	123	133	78	93	99	159	160	120	host	gene-PA4041
gene-PA4034	31	39	37	38	24	31	33	48	27	31	host	aqpZ
gene-PA0660	148	168	148	101	86	84	91	117	108	72	host	gene-PA0660
gene-PA4630	75	92	107	90	51	70	66	92	108	70	host	gene-PA4630
gene-PA2875	128	94	111	74	67	74	65	80	98	75	host	gene-PA2875
gene-PA0262	184	232	196	150	91	115	111	167	177	116	host	gene-PA0262
gene-PA0915	49	62	72	55	34	52	47	58	59	48	host	gene-PA0915
gene-PA2424	133	161	198	152	83	111	109	184	179	142	host	pvdL
gene-PA0641	210	248	229	206	144	187	161	298	246	233	host	gene-PA0641
gene-PA5161	677	733	842	642	451	515	498	862	755	631	host	rmlB
gene-PA4846	844	781	1246	865	547	606	471	631	495	433	host	aroQ1
gene-PA1299	148	130	152	128	100	84	88	114	156	99	host	gene-PA1299
gene-PA1651	117	159	136	121	75	85	81	125	105	93	host	gene-PA1651
gene-PA3002	645	727	732	644	373	398	362	625	530	367	host	mfd
gene-PA5504	321	368	391	312	254	315	305	516	619	512	host	gene-PA5504
gene-PA0319	230	269	366	209	145	153	151	216	164	173	host	gene-PA0319
gene-PA1577	72	92	67	62	33	53	29	65	66	46	host	gene-PA1577
gene-PA0191	34	40	28	33	23	34	31	71	207	151	host	gene-PA0191
gene-PA5069	153	205	193	143	85	98	72	149	131	2508	host	tatB
gene-PA0935	169	174	163	156	83	111	112	190	147	102	host	gene-PA0935
gene-PHIKZ152	154	159	172	175	169	157	167	188	712	363	phage	gene-PHIKZ152
gene-PA3502	9	8	10	10	1	6	4	7	10	5	host	gene-PA3502
gene-PA4849	76	73	103	49	47	55	38	60	73	56	host	gene-PA4849
gene-PA3201	577	615	647	516	413	515	381	529	710	504	host	gene-PA3201
gene-PA5557	1957	2106	1980	1499	1072	1147	1271	1714	1109	2194	host	atpH
gene-PA2366	41	67	40	36	27	36	24	58	42	41	host	gene-PA2366
gene-PA0438	113	144	159	95	141	76	80	109	76	86	host	codB
gene-PA0701	3	18	11	6	7	12	12	21	14	8	host	gene-PA0701
gene-PA1240	19	13	18	10	9	15	11	23	21	15	host	gene-PA1240
gene-PA3102	113	152	121	97	48	79	45	77	58	43	host	xcpS
gene-PA2496	23	36	29	24	12	16	17	13	19	25	host	gene-PA2496
gene-PA1049	208	211	178	130	74	81	74	96	72	61	host	pdxH
gene-PA0475	23	42	23	24	17	27	23	44	28	21	host	gene-PA0475
gene-PA0643	128	136	142	95	91	85	83	112	129	110	host	gene-PA0643
gene-PA2100	72	96	95	55	56	43	34	74	73	71	host	gene-PA2100
gene-PA2083	56	51	59	37	34	45	63	67	225	164	host	gene-PA2083
gene-PA4472	247	235	281	206	130	163	118	234	202	154	host	pmbA
gene-PA5369.3	4192	4152	6346	4874	3709	3434	2674	4890	3482	2798	host	gene-PA5369.3
gene-PA2528	267	297	292	244	182	180	198	324	310	209	host	gene-PA2528
gene-PA5536	25	27	34	18	17	28	20	29	28	22	host	gene-PA5536
gene-PA4180	153	137	187	142	91	90	80	128	142	93	host	gene-PA4180
gene-PA1466	125	134	145	96	63	68	68	91	109	83	host	gene-PA1466
gene-PA1197	212	193	407	276	169	212	148	288	246	189	host	gene-PA1197
gene-PA0976	204	208	264	213	102	136	157	211	208	162	host	gene-PA0976
gene-PA3823	906	863	839	700	493	552	431	634	649	515	host	tgt
gene-PA3059	29	41	60	50	33	50	34	65	33	25	host	pelF
gene-PA2922	6	7	9	5	9	11	4	6	7	12	host	gene-PA2922
gene-PA4391	279	277	336	255	268	263	292	319	495	360	host	gene-PA4391
gene-PA5319	170	194	246	153	110	123	135	254	236	188	host	radC
gene-PA4141	165	122	194	129	118	118	89	122	94	79	host	gene-PA4141
gene-PA1112	264	253	371	269	198	246	175	265	237	203	host	gene-PA1112
gene-PA3004	443	423	454	331	235	253	198	327	338	204	host	gene-PA3004
gene-PA0283	72	102	85	55	186	198	164	290	319	270	host	sbp
gene-PA4268	3029	2944	3054	2488	2342	2387	2721	3684	3667	3072	host	rpsL
gene-PA3237	30	44	27	14	19	36	22	33	30	33	host	gene-PA3237
gene-PA1277	104	144	122	88	42	60	41	83	40	46	host	cobQ
gene-PA4347	272	287	144	107	69	71	81	117	133	94	host	gene-PA4347
gene-PA2516	2	10	5	4	5	7	3	9	10	3	host	xylZ
gene-PA0412	427	507	556	466	286	285	258	514	380	318	host	pilK
gene-PA0416	98	169	103	55	31	32	28	63	45	38	host	chpD
gene-PA1993	101	78	95	111	65	54	52	98	76	38	host	gene-PA1993
gene-PA3073	78	88	84	46	23	43	23	60	42	37	host	gene-PA3073
gene-PA0243	116	114	118	101	68	75	48	104	131	99	host	gene-PA0243
gene-PA3114	301	343	388	270	169	199	127	267	205	177	host	truA
gene-PA3133.4	4086	3763	7096	4249	4504	3227	4088	3003	4517	3263	host	gene-PA3133.4
gene-PA2861	18	11	15	28	9	15	7	24	20	12	host	ligT
gene-PA0338	297	287	372	256	187	244	245	332	327	265	host	gene-PA0338
gene-PA3660	222	252	200	137	97	111	114	157	140	108	host	gene-PA3660
gene-PA2577	38	38	30	20	21	29	38	37	37	32	host	gene-PA2577
gene-PA2856	468	506	425	338	258	349	254	368	426	332	host	tesA
gene-PA0069	151	191	205	133	93	94	108	186	133	87	host	gene-PA0069
gene-PA0932	751	655	779	720	551	626	595	922	1182	826	host	cysM
gene-PA1486	5	12	14	13	5	4	8	15	6	6	host	gene-PA1486
gene-PA2662	49	99	57	49	24	37	24	41	52	39	host	gene-PA2662
gene-PA3886	54	66	59	52	43	42	40	73	53	32	host	gene-PA3886
gene-PA0171	68	103	74	46	47	45	46	69	54	33	host	gene-PA0171
gene-PA1417	18	17	36	18	16	11	16	36	28	17	host	gene-PA1417
gene-PHIKZ002	130	119	161	140	82	68	74	100	97	86	phage	gene-PHIKZ002
gene-PA5401	21	34	22	11	17	14	19	21	48	41	host	gene-PA5401
gene-PA1487	36	34	40	34	16	25	22	21	18	26	host	gene-PA1487
gene-PA5092	54	38	52	37	21	24	25	58	42	21	host	hutI
gene-PA2765	154	132	148	113	74	92	85	151	93	93	host	gene-PA2765
gene-PA4105	5	6	12	6	4	6	9	7	5	4	host	gene-PA4105
gene-PA2766	38	57	51	37	29	26	39	55	82	50	host	gene-PA2766
gene-PA3050	416	467	587	410	365	396	392	674	701	573	host	pyrD
gene-PA1204	41	43	42	37	18	19	12	24	21	19	host	gene-PA1204
gene-PA0832	111	124	105	78	67	82	53	71	93	82	host	gene-PA0832
gene-PA5289	86	72	78	64	41	55	48	69	77	70	host	gene-PA5289
gene-PA2251	70	97	93	78	35	59	65	89	106	87	host	gene-PA2251
gene-PHIKZ019	1584	1436	1681	1550	1098	694	744	1463	517	478	phage	gene-PHIKZ019
gene-PHIKZ211	884	825	1500	1490	1872	1361	2031	2913	1692	1581	phage	gene-PHIKZ211
gene-PA4897	112	161	131	117	97	95	110	169	173	149	host	gene-PA4897
gene-PA5403	172	161	170	144	130	154	728	200	324	252	host	gene-PA5403
gene-PA0695	3	5	10	3	2	3	4	0	1	0	host	gene-PA0695
gene-PA2862	28	22	37	28	17	18	27	39	40	18	host	lipA
gene-PA3600	28	17	21	20	15	18	6	27	23	23	host	gene-PA3600
gene-PA1389	80	77	102	76	51	61	45	78	92	83	host	gene-PA1389
gene-PA4328	216	290	171	127	45	51	46	91	96	68	host	gene-PA4328
gene-PA2388	241	251	230	207	237	293	283	463	501	400	host	fpvR
gene-PA1350	35	40	33	30	26	19	19	40	38	33	host	gene-PA1350
gene-PA0883	7	2	10	7	2	7	8	4	7	2	host	gene-PA0883
gene-PA0476	196	196	188	113	118	148	142	201	214	168	host	gene-PA0476
gene-PA2061	22	20	31	10	10	9	11	11	12	11	host	gene-PA2061
gene-PA3311	74	130	91	68	51	74	65	90	86	54	host	gene-PA3311
gene-PA3737	1005	996	1014	771	514	644	1727	733	767	641	host	dsbC
gene-PA1951	68	77	91	73	45	63	36	46	70	44	host	gene-PA1951
gene-PA4229	6	6	3	3	3	6	2	4	4	2	host	pchC
gene-PA1316	23	34	38	26	11	25	27	55	26	21	host	gene-PA1316
gene-PA0204	24	34	37	12	24	22	23	24	24	29	host	gene-PA0204
gene-PA4955	127	152	111	125	50	63	64	70	71	69	host	gene-PA4955
gene-PA0704	79	86	110	65	59	64	65	107	85	48	host	gene-PA0704
gene-PA2753	721	1025	93	107	49	88	31	50	39	22	host	gene-PA2753
gene-PA5149	164	168	133	103	48	71	73	112	73	51	host	gene-PA5149
gene-PA3631	257	315	236	175	106	137	118	164	178	141	host	gene-PA3631
gene-PA5446	1595	1711	1339	1123	1183	1543	1404	2165	4081	2760	host	gene-PA5446
gene-PA0934	825	843	891	656	425	466	509	761	597	510	host	relA
gene-PA3814	2855	632	687	517	390	451	385	640	875	641	host	iscS
gene-PA3299	771	702	771	573	431	470	451	672	618	448	host	fadD1
gene-PA0771	328	328	300	216	154	172	186	216	178	145	host	era
gene-PA0109	23	30	26	19	11	16	16	34	20	18	host	gene-PA0109
gene-PA4813	15	27	22	23	14	24	22	30	35	30	host	lipC
gene-PA4217	42	47	55	36	32	37	33	53	43	14	host	phzS
gene-PA1459	333	356	404	321	168	172	206	304	178	140	host	gene-PA1459
gene-PA3755	316	353	269	214	145	253	188	301	404	279	host	gene-PA3755
gene-PA0629	40	64	51	35	22	35	28	92	82	40	host	gene-PA0629
gene-PA4885	69	85	88	58	45	61	52	89	96	47	host	irlR
gene-PA1306	314	402	306	226	137	231	214	324	280	235	host	gene-PA1306
gene-PA4727	551	586	627	483	302	362	311	550	460	301	host	pcnB
gene-PA3472	202	213	263	239	124	146	139	259	211	160	host	gene-PA3472
gene-PA4027a	18	23	17	27	14	22	20	13	16	12	host	gene-PA4027a
gene-PA2964	362	383	388	303	245	267	259	454	368	310	host	pabC
gene-PHIKZ274	969	869	1177	1089	848	652	625	852	516	435	phage	gene-PHIKZ274
gene-PA4479	500	1016	551	430	231	347	199	344	271	200	host	mreD
gene-PA4051	283	279	323	212	149	187	139	245	222	176	host	thiL
gene-PA5438	1251	1730	1388	1223	995	1095	892	1126	1305	1101	host	gene-PA5438
gene-PA5091	43	50	41	29	18	22	24	38	26	24	host	hutG
gene-PA4662	406	465	725	300	160	221	164	321	223	181	host	murI
gene-PA0820	322	330	308	229	164	202	154	252	259	210	host	gene-PA0820
gene-PA0013	131	123	170	127	131	133	93	133	175	119	host	gene-PA0013
gene-PA3947	96	110	125	67	75	92	83	131	156	101	host	rocR
