# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13160338_sorted.bam" "SRR13160334_sorted.bam" "SRR13160330_sorted.bam" "SRR13160332_sorted.bam" "SRR13160348_sorted.bam" "SRR13160335_sorted.bam" "SRR13160333_sorted.bam" "SRR13160331_sorted.bam" "SRR13160339_sorted.bam" "SRR13160350_sorted.bam" "SRR13160346_sorted.bam" "SRR13160336_sorted.bam" "SRR13160344_sorted.bam" "SRR13160345_sorted.bam" "SRR13160327_sorted.bam" "SRR13160329_sorted.bam" "SRR13160337_sorted.bam" "SRR13160341_sorted.bam" "SRR13160343_sorted.bam" "SRR13160328_sorted.bam" "SRR13160349_sorted.bam" "SRR13160347_sorted.bam" "SRR13160342_sorted.bam" "SRR13160340_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13160338_sorted.bam	SRR13160334_sorted.bam	SRR13160330_sorted.bam	SRR13160332_sorted.bam	SRR13160348_sorted.bam	SRR13160335_sorted.bam	SRR13160333_sorted.bam	SRR13160331_sorted.bam	SRR13160339_sorted.bam	SRR13160350_sorted.bam	SRR13160346_sorted.bam	SRR13160336_sorted.bam	SRR13160344_sorted.bam	SRR13160345_sorted.bam	SRR13160327_sorted.bam	SRR13160329_sorted.bam	SRR13160337_sorted.bam	SRR13160341_sorted.bam	SRR13160343_sorted.bam	SRR13160328_sorted.bam	SRR13160349_sorted.bam	SRR13160347_sorted.bam	SRR13160342_sorted.bam	SRR13160340_sorted.bam
gene-PA0974	NC_002516.2	1057916	1058740	+	825	81	94	741	690	167	55	248	165	1313	85	242	5	297	250	626	544	138	308	1333	671	103	20	914	1524
gene-PA0975	NC_002516.2	1058812	1059606	+	795	70	52	229	189	27	43	98	46	129	57	33	2	131	28	321	346	83	48	298	465	13	18	192	159
gene-PA0976	NC_002516.2	1059622	1060296	+	675	46	24	96	139	19	30	43	25	50	58	19	3	77	9	209	222	47	89	130	312	5	16	93	104
gene-PA0976.1	NC_002516.2	1060356	1060431	+	76	126	372	1919	1326	83	365	1027	283	275	69	198	6	338	84	1766	1259	343	72	207	2231	29	65	87	420
gene-PA0978	NC_002516.2	1061207	1062034	-	828	4	6	24	24	6	2	9	3	11	73	1	1	146	2	17	15	7	21	13	17	0	13	13	13
gene-PA0979	NC_002516.2	1062061	1062369	-	309	0	4	16	19	1	2	12	4	15	20	2	1	69	0	30	11	9	14	9	15	0	9	2	13
gene-PA0981	NC_002516.2	1062921	1063544	+	624	9	11	51	56	5	9	32	11	12	342	5	1	570	3	54	38	19	68	18	54	1	38	13	18
gene-PA0982	NC_002516.2	1064555	1065103	-	549	2	9	62	25	3	7	22	5	71	103	8	0	169	10	68	39	18	46	41	88	4	17	20	88
gene-PA0983	NC_002516.2	1065138	1065425	+	288	2	3	8	17	4	5	7	4	23	61	5	0	115	3	37	9	8	47	27	19	6	23	15	51
gene-PA0984	NC_002516.2	1065970	1066296	+	327	0	3	5	6	3	2	10	1	53	133	5	1	202	4	20	2	1	45	34	7	2	16	8	62
gene-PA0985	NC_002516.2	1066321	1067817	-	1497	2	4	19	36	9	2	56	16	240	306	60	1	523	48	35	24	8	258	337	21	11	54	238	363
gene-PA0986	NC_002516.2	1068193	1068456	+	264	2	1	4	4	1	0	7	0	5	91	0	0	98	1	4	1	3	18	4	5	0	19	1	8
gene-PA0987	NC_002516.2	1068489	1069331	+	843	4	1	35	14	2	5	11	3	29	64	3	0	124	2	36	16	6	23	13	31	2	17	6	42
gene-PA0988	NC_002516.2	1069769	1070173	+	405	12	20	78	51	5	14	41	13	98	50	17	1	89	12	129	44	23	6219	48	89	4	7	42	136
gene-PA0989	NC_002516.2	1070294	1070854	-	561	26	28	153	127	10	32	54	34	171	98	15	1	193	11	141	102	31	60	64	163	11	24	40	122
gene-PA0990	NC_002516.2	1071239	1071877	-	639	5	9	56	32	2	3	15	10	25	132	5	2	161	4	42	27	12	18	16	34	2	19	6	18
gene-PA0992	NC_002516.2	1073285	1073902	+	618	3	8	29	22	2	3	6	3	25	86	2	0	164	4	30	18	10	30	15	28	3	10	13	39
gene-PA0993	NC_002516.2	1073960	1074673	+	714	1	1	1	2	0	1	1	1	1	84	0	0	133	0	5	1	1	22	0	2	0	19	0	2
gene-PA0994	NC_002516.2	1074784	1077303	+	2520	10	13	66	28	2	10	21	14	51	204	8	0	387	8	62	31	21	62	40	78	2	52	18	71
gene-PA0995	NC_002516.2	1077383	1077904	-	522	6	8	38	26	4	7	11	8	43	58	4	0	113	6	44	23	9	50	24	40	4	11	9	36
gene-PA0996	NC_002516.2	1078462	1080015	+	1554	81	101	812	459	37	72	184	191	947	391	66	13	336	115	401	510	164	248	492	614	35	29	554	961
gene-PA0997	NC_002516.2	1080009	1080860	+	852	91	130	762	580	55	71	163	248	2027	128	112	7	386	201	369	516	166	761	972	603	52	59	886	2051
gene-PA0998	NC_002516.2	1080853	1081899	+	1047	75	114	903	562	61	77	292	220	2003	125	151	12	436	221	445	543	191	713	1270	611	74	37	1136	2089
gene-PA0999	NC_002516.2	1081942	1082955	+	1014	109	258	1148	875	88	137	379	352	2764	281	210	10	358	369	543	829	251	486	1899	871	125	34	1629	2141
gene-PA1000	NC_002516.2	1082949	1083854	+	906	115	320	1211	837	121	197	514	393	4398	378	291	12	658	416	742	810	226	942	2715	982	146	49	2029	2732
gene-PA1001	NC_002516.2	1083972	1085564	+	1593	78	152	859	694	70	81	191	259	2592	389	211	8	524	247	408	677	165	1426	1939	724	91	32	1402	2260
gene-PA1002	NC_002516.2	1085542	1086144	+	603	18	42	233	210	19	21	60	62	566	100	70	2	156	74	118	228	37	219	577	227	29	15	444	695
gene-PA1003	NC_002516.2	1086097	1087095	-	999	13	18	136	116	15	13	34	28	249	82	38	0	206	28	87	121	20	111	456	127	15	89	254	305
gene-PA1004	NC_002516.2	1087843	1088901	+	1059	141	146	569	800	49	160	257	162	242	160	83	7	236	69	653	828	190	114	320	917	38	34	164	277
gene-PA1005	NC_002516.2	1089010	1090443	-	1434	21	28	153	129	11	23	44	43	236	200	17	1	241	26	145	138	29	141	160	184	5	42	103	238
gene-PA1006	NC_002516.2	1090606	1090857	+	252	7	11	47	26	5	10	21	10	20	29	4	2	51	3	52	39	23	11	31	66	0	9	16	28
gene-PA1007	NC_002516.2	1090891	1091964	+	1074	14	22	165	85	10	10	40	26	57	264	16	2	170	16	148	179	34	31	116	187	1	21	78	76
gene-PA1008	NC_002516.2	1092025	1092498	-	474	17	27	108	119	6	25	42	29	108	89	28	3	137	20	100	93	35	50	104	116	11	13	87	89
gene-PA1009	NC_002516.2	1092510	1093067	-	558	10	11	57	63	3	17	15	18	72	168	17	3	198	8	67	61	13	34	53	76	5	17	52	56
gene-PA1010	NC_002516.2	1093251	1094129	+	879	249	293	1304	1552	88	300	445	308	472	142	147	28	225	120	767	1432	329	82	464	1672	67	25	321	544
gene-PA1011	NC_002516.2	1094147	1095337	+	1191	200	259	1130	1594	170	266	468	327	1411	251	255	15	409	209	1204	1456	305	277	1277	1827	102	42	841	1324
gene-PA1012	NC_002516.2	1095276	1096034	+	759	55	66	532	492	77	72	165	105	392	191	100	3	203	79	585	543	86	115	541	614	51	24	341	519
gene-PA1013	NC_002516.2	1096063	1096773	+	711	94	97	547	897	60	100	253	182	563	98	107	11	272	89	707	693	144	147	529	792	58	25	388	534
gene-PA1013.1	NC_002516.2	1096867	1096956	+	90	9	21	122	90	6	21	35	24	94	65	29	1	238	17	154	130	36	41	90	195	11	26	56	153
gene-PA1014	NC_002516.2	1097296	1098288	+	993	82	65	315	403	28	73	121	69	213	127	47	7	232	36	499	453	106	85	175	519	11	35	93	265
gene-PA1015	NC_002516.2	1098328	1099128	-	801	15	17	108	101	6	11	25	15	54	130	12	0	128	7	104	131	19	30	36	144	3	55	15	55
gene-PA1016	NC_002516.2	1099669	1100820	+	1152	9	15	47	42	4	9	14	4	32	254	4	1	123	2	42	58	19	20	10	64	2	19	5	28
gene-PA1017	NC_002516.2	1100930	1103077	+	2148	5	14	26	34	1	6	9	4	35	460	1	0	298	5	35	31	12	34	14	44	0	22	10	23
gene-PA1018	NC_002516.2	1103061	1103927	+	867	3	3	17	5	1	1	0	4	14	193	1	0	138	1	9	16	1	12	3	12	0	10	3	9
gene-PA1019	NC_002516.2	1104009	1105364	+	1356	1	1	5	11	3	4	2	1	13	234	2	0	178	3	10	7	3	32	8	14	1	27	2	13
gene-PA1019a	NC_002516.2	1105388	1105795	+	408	3	7	4	5	0	2	1	8	7	78	1	1	50	1	7	6	6	9	5	17	0	7	2	5
gene-PA1020	NC_002516.2	1105888	1107000	+	1113	8	12	25	17	5	7	4	12	43	7420	3	1	99	3	17	16	7	15	30	34	1	13	18	38
gene-PA1021	NC_002516.2	1107000	1107761	+	762	0	3	25	14	5	5	1	4	42	153	5	0	82	8	11	11	2	13	18	24	0	14	17	32
gene-PA1022	NC_002516.2	1107763	1108908	+	1146	4	5	21	30	9	11	8	4	68	273	7	1	924	9	16	21	10	44	53	27	4	20	49	69
gene-PA1023	NC_002516.2	1108949	1109866	+	918	6	4	13	19	1	4	7	6	51	291	3	0	170	6	7	11	6	39	34	19	0	16	33	58
gene-PA1024	NC_002516.2	1109882	1110868	+	987	3	5	22	19	1	2	5	4	52	354	4	0	171	9	14	16	7	159	30	28	1	12	26	41
gene-PA1025	NC_002516.2	1110947	1112197	+	1251	0	0	20	14	0	4	9	4	15	185	1	0	151	5	16	12	5	32	23	19	1	18	12	27
gene-PA1026	NC_002516.2	1112574	1113050	-	477	8	14	29	29	6	9	12	7	36	113	5	1	62	9	25	39	11	9	15	36	1	8	10	17
gene-PA1027	NC_002516.2	1113129	1114718	+	1590	5	4	17	22	6	5	6	8	77	211	5	1	220	11	16	15	7	49	34	31	4	32	29	58
gene-PA1028	NC_002516.2	1114774	1116060	+	1287	2	9	33	18	3	3	13	8	46	226	5	1	152	8	30	20	11	34	19	31	0	16	14	42
gene-PA1030	NC_002516.2	1116635	1117390	+	756	24	21	89	89	15	28	50	30	228	113	25	3	202	15	146	134	49	189	103	194	10	454	50	163
gene-PA1030.1	NC_002516.2	1117532	1117609	+	78	1	1	13	5	1	2	6	3	9	50	3	0	49	1	16	6	10	17	6	23	1	8	3	17
gene-PA1031	NC_002516.2	1118158	1119519	+	1362	61	61	315	321	33	46	84	60	476	925	50	2	314	33	395	351	105	150	251	735	13	59	154	363
gene-PA1032	NC_002516.2	1119674	1122217	-	2544	28	41	201	161	24	38	75	42	142	421	26	6	495	32	191	170	63	474	106	214	16	40	90	131
gene-PA1033	NC_002516.2	1122340	1122981	-	642	4	8	33	19	3	5	10	3	22	122	4	1	125	3	23	35	6	28	11	38	1	15	13	20
gene-PA1034	NC_002516.2	1123148	1123348	-	201	4	8	95	50	7	10	16	19	42	55	1	3	54	7	55	76	13	15	17	104	6	10	10	54
gene-PA1035	NC_002516.2	1123356	1123850	-	495	21	33	128	101	5	36	41	38	190	66	13	0	106	8	169	131	40	37	43	190	4	17	17	181
gene-PA1036	NC_002516.2	1124165	1124725	+	561	7	12	51	59	3	16	23	14	135	91	7	4	82	7	54	55	10	26	53	86	3	8	28	91
gene-PA1037	NC_002516.2	1124845	1125465	-	621	12	17	85	66	8	18	26	16	88	134	11	1	147	12	48	75	16	36	56	91	5	10	36	66
gene-PA1038	NC_002516.2	1125548	1125865	-	318	1	2	23	12	2	3	2	1	25	57	5	0	76	4	17	14	6	12	23	26	3	5	18	28
gene-PA1039	NC_002516.2	1125865	1126338	-	474	4	7	25	14	3	4	1	3	29	148	5	0	96	5	9	16	11	60	29	14	3	11	15	26
gene-PA1040	NC_002516.2	1126341	1126838	-	498	5	4	24	12	2	3	6	6	18	157	2	1	152	4	10	18	8	17	25	24	1	14	6	16
gene-PA1041	NC_002516.2	1126969	1127601	+	633	2	3	15	21	29	5	12	7	736	62	64	1	151	71	18	12	8	142	315	22	20	17	240	671
gene-PA1042	NC_002516.2	1127717	1128016	+	300	10	14	50	76	4	10	23	15	51	89	9	0	76	5	53	71	15	16	50	80	6	11	37	48
gene-PA1043	NC_002516.2	1128009	1128818	+	810	16	22	87	136	9	13	26	25	176	281	16	1	138	15	97	123	22	697	91	155	13	25	63	131
gene-PA1044	NC_002516.2	1128857	1129321	-	465	6	2	35	44	3	8	22	11	24	143	2	2	63	4	27	54	9	24	19	48	3	4	13	32
gene-PA1045	NC_002516.2	1129451	1131595	+	2145	44	49	193	232	19	29	68	41	129	476	33	5	293	23	218	300	51	87	154	325	7	58	108	122
gene-PA1046	NC_002516.2	1131674	1133947	+	2274	19	42	178	139	13	23	38	28	78	544	17	4	321	20	163	208	38	34	97	205	3	34	70	69
gene-PA1047	NC_002516.2	1134024	1135202	+	1179	29	31	168	142	6	24	33	44	99	346	21	3	269	16	130	205	43	51	70	253	5	22	44	110
gene-PA1048	NC_002516.2	1135408	1136289	+	882	43	59	326	306	20	38	119	49	285	433	45	6	248	50	332	358	70	81	240	353	17	38	126	345
gene-PA1049	NC_002516.2	1136388	1137035	+	648	9	16	67	78	9	17	18	15	48	190	14	1	116	9	143	148	14	74	61	151	1	26	41	60
gene-PA1050	NC_002516.2	1137043	1138155	+	1113	14	12	67	59	7	6	18	9	74	184	9	0	139	9	109	107	7	86	48	130	2	14	47	47
gene-PA1051	NC_002516.2	1138314	1139672	+	1359	15	17	103	88	6	18	30	14	26	393	21	3	215	27	42	60	26	31	98	64	6	20	73	21
gene-PA1052	NC_002516.2	1139714	1140859	+	1146	15	21	84	51	2	12	17	19	26	75	12	0	43	13	52	51	10	23	53	72	2	14	35	16
gene-PA1052a	NC_002516.2	1140838	1141080	-	243	9	7	42	24	0	2	14	5	14	23	6	0	34	5	53	31	10	22	32	46	3	9	15	7
gene-PA1053	NC_002516.2	1141268	1141732	+	465	50	66	178	149	22	39	59	55	99	57	52	1	99	64	373	533	80	64	130	789	29	10	93	114
gene-PA1054	NC_002516.2	1142061	1144862	+	2802	24	35	325	188	14	19	57	35	113	404	30	3	361	18	332	466	48	73	132	449	6	39	83	108
gene-PA1055	NC_002516.2	1144862	1145200	+	339	2	6	53	35	4	3	5	5	8	131	7	0	89	2	31	51	2	15	23	30	3	7	10	11
gene-PA1056	NC_002516.2	1145197	1146696	+	1500	15	17	160	110	5	7	23	23	54	329	8	2	220	7	143	156	21	37	81	153	2	22	51	54
gene-PA1057	NC_002516.2	1146693	1147217	+	525	6	3	74	68	2	7	9	11	25	149	3	1	107	6	50	75	6	19	39	49	2	14	28	31
gene-PA1058	NC_002516.2	1147202	1147471	+	270	7	6	59	54	2	2	3	10	18	113	3	1	70	5	35	58	1	10	44	44	0	4	21	22
gene-PA1059	NC_002516.2	1147468	1147815	+	348	7	4	57	56	4	3	12	14	23	95	2	1	96	7	55	69	6	17	42	80	0	9	24	41
gene-PA1060	NC_002516.2	1147928	1148833	+	906	6	2	86	59	8	8	28	8	33	312	9	0	162	5	64	79	9	29	39	82	3	20	25	26
gene-PA1061	NC_002516.2	1148844	1149941	+	1098	3	4	42	46	6	6	8	10	90	301	11	1	212	8	49	52	11	40	76	64	10	22	46	59
gene-PA1062	NC_002516.2	1149952	1150473	+	522	7	7	59	45	8	2	14	14	107	181	6	0	124	12	52	55	10	195	81	86	7	17	41	70
gene-PA1063	NC_002516.2	1150470	1150721	+	252	2	4	50	31	8	2	13	13	79	125	4	0	84	9	57	48	2	26	57	65	4	7	31	75
gene-PA1064	NC_002516.2	1150750	1151415	-	666	16	15	122	110	10	17	21	29	102	221	16	0	163	15	95	128	18	152	74	132	3	13	58	113
gene-PA1065	NC_002516.2	1151435	1151908	+	474	2	8	19	16	3	3	8	5	52	111	7	3	65	6	26	19	3	126	35	28	2	5	34	53
gene-PA1066	NC_002516.2	1151919	1152575	-	657	3	11	25	19	2	4	10	3	19	109	2	0	84	4	12	14	8	17	10	31	3	13	9	17
gene-PA1067	NC_002516.2	1152624	1153538	+	915	2	1	21	9	1	3	7	5	6	247	3	0	119	0	15	12	4	23	8	19	1	13	4	10
gene-PA1068	NC_002516.2	1153637	1155547	+	1911	38	95	380	395	10	67	82	80	126	478	32	5	238	34	228	354	75	65	118	397	16	27	68	125
gene-PA1069	NC_002516.2	1155584	1157878	+	2295	105	239	923	1232	52	154	274	276	413	652	78	9	713	66	521	734	183	299	349	803	30	73	195	351
gene-PA1070	NC_002516.2	1157954	1158655	-	702	33	64	250	271	11	47	123	30	612	105	65	2	198	74	94	117	46	287	926	86	12	11	641	637
gene-PA1071	NC_002516.2	1158658	1159425	-	768	35	35	172	169	12	36	74	27	395	178	33	0	172	57	60	83	23	312	680	76	13	18	490	460
gene-PA1072	NC_002516.2	1159422	1160675	-	1254	16	31	176	141	6	22	49	22	280	456	26	2	417	38	54	72	25	169	448	74	13	22	368	230
gene-PA1073	NC_002516.2	1160672	1161595	-	924	7	13	67	58	8	11	16	14	97	178	10	3	306	9	27	35	12	132	213	25	8	263	157	122
gene-PA1074	NC_002516.2	1161856	1162977	-	1122	75	87	394	459	43	112	252	123	1300	225	93	7	333	119	257	345	91	1184	1575	284	47	60	1249	1485
gene-PA1075	NC_002516.2	1163276	1163593	+	318	5	13	42	43	3	7	21	7	43	158	8	1	89	5	75	50	11	18	42	52	4	10	23	36
gene-PA1076	NC_002516.2	1163660	1164022	+	363	13	25	197	111	8	13	28	16	57	69	14	2	114	13	259	202	19	103	74	226	7	0	41	63
gene-PA1077	NC_002516.2	1164275	1164682	+	408	17	37	180	184	4	31	76	49	67	78	7	0	142	11	157	193	22	12322	65	189	4	10	68	67
gene-PA1078	NC_002516.2	1164688	1165128	+	441	8	11	59	97	1	19	25	29	62	37	1	3	81	5	59	86	26	66	50	109	4	8	60	89
gene-PA1079	NC_002516.2	1165141	1165854	+	714	46	51	287	443	3	63	86	82	250	47	13	4	141	19	193	340	58	175	260	359	11	19	246	258
gene-PA1080	NC_002516.2	1165882	1167270	+	1389	38	40	294	301	15	41	78	54	247	258	30	4	293	67	185	236	42	209	368	240	30	37	483	199
gene-PA1081	NC_002516.2	1167488	1168237	+	750	39	38	231	340	3	47	66	53	226	173	6	0	133	22	231	304	55	112	153	265	5	19	161	164
gene-PA1082	NC_002516.2	1168284	1169069	+	786	24	21	138	173	3	22	52	35	179	686	13	1	204	26	155	174	25	117	142	171	9	18	198	136
gene-PA1083	NC_002516.2	1169115	1169810	+	696	11	19	110	138	5	12	17	20	92	279	15	4	136	12	105	135	22	64	86	135	11	17	87	61
gene-PA1084	NC_002516.2	1169822	1170931	+	1110	27	57	294	355	14	32	56	81	293	387	32	0	163	28	270	385	36	68	262	339	21	28	231	200
gene-PA1085	NC_002516.2	1170942	1172144	+	1203	14	35	174	194	13	29	46	38	229	210	17	1	173	28	133	208	36	91	201	180	11	24	192	144
gene-PA1086	NC_002516.2	1172163	1174214	+	2052	37	59	434	320	15	47	83	65	262	495	32	1	450	57	184	343	57	166	367	321	20	32	376	226
gene-PA1087	NC_002516.2	1174240	1175559	+	1320	27	43	279	252	7	31	79	47	282	167	30	4	257	38	183	941	47	139	287	242	20	22	236	227
gene-PA1088	NC_002516.2	1175614	1176375	+	762	29	31	297	250	6	36	57	61	335	199	26	1	180	27	192	262	53	74	313	274	8	14	224	295
gene-PA1089	NC_002516.2	1176380	1176982	+	603	7	16	142	148	6	13	25	26	236	103	15	0	112	21	158	154	22	40	162	179	3	13	151	157
gene-PA1090	NC_002516.2	1176958	1177620	+	663	21	28	199	209	7	24	33	46	220	163	16	3	149	14	154	241	41	69	168	237	6	18	129	182
gene-PA1091	NC_002516.2	1177613	1182697	+	5085	101	103	1130	1010	58	106	174	212	1192	712	101	8	668	146	694	1121	169	5158	1201	1075	67	89	897	937
gene-PA1092	NC_002516.2	1183058	1184524	+	1467	230	321	1765	1891	270	318	624	419	2586	171	732	38	2526	1288	1182	2140	358	2535	6157	1853	322	6929	5685	3213
gene-PA1093	NC_002516.2	1184603	1184974	+	372	47	64	332	343	31	56	157	73	490	49	102	7	181	117	302	277	59	368	907	367	34	6	706	470
gene-PA1094	NC_002516.2	1185060	1186484	+	1425	165	214	1114	1235	78	232	387	263	1120	134	172	16	494	240	1094	1285	227	725	1688	1459	97	59	1392	1333
gene-PA1095	NC_002516.2	1186606	1186986	+	381	99	104	404	533	21	93	167	115	672	51	47	5	196	61	597	604	219	323	475	822	29	11	418	669
gene-PA1096	NC_002516.2	1187009	1187305	+	297	58	81	348	380	12	58	97	64	507	68	25	3	178	39	308	427	142	249	318	599	10	12	245	435
gene-PA1097	NC_002516.2	1187587	1189059	+	1473	133	162	708	697	41	154	190	157	1037	218	93	11	334	85	1249	1339	240	266	420	1980	32	38	299	1025
gene-PA1098	NC_002516.2	1189172	1190380	+	1209	28	44	185	168	9	34	39	46	184	300	31	3	177	9	310	279	44	116	175	328	11	27	124	191
gene-PA1099	NC_002516.2	1190385	1191806	+	1422	32	36	154	176	9	35	46	29	156	227	10	4	158	15	140	241	48	77	114	208	4	15	98	94
gene-PA1100	NC_002516.2	1192053	1192382	+	330	17	22	132	148	1	21	52	33	89	74	8	2	110	13	194	137	40	34	66	179	5	15	32	81
gene-PA1101	NC_002516.2	1192405	1194201	+	1797	97	129	534	674	17	97	148	133	360	270	37	10	239	38	498	694	119	95	271	817	19	34	183	265
gene-PA1102	NC_002516.2	1194207	1195223	+	1017	73	90	548	663	12	87	151	118	385	155	49	12	228	36	419	615	121	1204	361	782	14	52	273	361
gene-PA1103	NC_002516.2	1195225	1196031	+	807	35	40	328	353	14	56	76	74	312	146	44	1	154	24	337	406	59	15123	270	476	8	17	180	252
gene-PA1104	NC_002516.2	1196021	1197376	+	1356	25	43	317	245	6	33	57	58	227	1983	22	2	139	21	286	341	57	34	217	368	9	15	143	160
gene-PA1105	NC_002516.2	1197390	1197833	+	444	8	17	113	87	3	12	22	20	85	49	12	2	82	7	79	112	24	139	66	123	6	6	50	53
gene-PA1106	NC_002516.2	1197838	1198551	-	714	7	11	101	80	10	9	19	24	86	292	16	1	183	9	76	87	17	161	90	97	6	13	50	73
gene-PA1107	NC_002516.2	1198750	1199946	-	1197	1	6	25	35	5	6	16	5	18	537	4	1	277	6	18	11	10	771	17	14	1	41	8	11
gene-PA1108	NC_002516.2	1200063	1201220	-	1158	6	7	5	8	2	1	3	4	13	258	1	0	153	1	14	7	7	1275	12	16	0	44	7	21
gene-PA1109	NC_002516.2	1201310	1202089	+	780	4	15	41	23	3	9	8	9	33	166	8	0	95	3	40	41	11	11	18	49	3	6	8	25
gene-PA1110	NC_002516.2	1202094	1202804	-	711	9	8	55	35	3	8	12	7	34	226	5	0	78	10	37	96	13	19	17	100	2	10	12	27
gene-PA1111	NC_002516.2	1202917	1203540	+	624	2	2	18	11	0	2	1	3	4	159	1	0	91	1	1	2	3	9	2	7	0	10	2	1
gene-PA1112	NC_002516.2	1203633	1204781	+	1149	8	11	47	44	8	10	18	11	125	422	8	1	239	20	46	48	11	52	75	55	9	26	57	135
gene-PA1112a	NC_002516.2	1204785	1205006	-	222	10	28	82	47	9	12	52	10	84	77	16	0	95	16	38	68	16	142	72	62	2	14	48	94
gene-PA1112.1	NC_002516.2	1205031	1205330	-	300	27	23	343	277	34	32	74	53	186	96	88	3	181	55	610	471	50	80	345	411	18	13	192	243
gene-PA1112b	NC_002516.2	1205107	1205298	-	192	25	22	337	274	33	31	69	53	167	79	83	3	162	54	599	467	48	72	326	404	18	10	187	220
gene-PA1113	NC_002516.2	1205771	1207537	+	1767	8	22	63	56	2	14	10	10	29	286	7	0	148	5	31	45	26	127	42	53	3	16	27	19
gene-PA1114	NC_002516.2	1207540	1207875	-	336	4	10	55	32	1	6	21	5	35	21	5	0	36	1	32	21	6	10	23	39	0	1329	20	24
gene-PA1115	NC_002516.2	1207979	1210303	-	2325	5	3	89	40	1	5	13	8	63	331	11	0	329	2	67	71	14	126	46	66	4	41	44	71
gene-PA1116	NC_002516.2	1210558	1211397	+	840	24	29	131	148	12	24	52	26	51	159	27	0	205	22	155	212	46	43	86	248	16	18	61	71
gene-PA1117	NC_002516.2	1211407	1211781	-	375	5	4	27	35	4	8	9	12	16	59	15	1	41	7	53	50	8	129	31	61	3	28	23	15
gene-PA1118	NC_002516.2	1211888	1212571	-	684	5	8	60	33	8	11	11	7	59	124	18	2	108	4	64	64	4	30	53	96	4	14	43	62
gene-PA1119	NC_002516.2	1212717	1213223	-	507	1	3	36	14	4	8	9	7	33	123	5	2	107	4	19	22	4	34	42	18	2	10	17	20
gene-PA1120	NC_002516.2	1213195	1214502	-	1308	6	6	53	19	1	10	6	8	45	245	5	1	203	5	58	67	8	28	55	51	2	24	40	43
gene-PA1121	NC_002516.2	1214502	1215074	-	573	4	8	67	42	4	6	6	11	49	137	9	1	101	6	59	70	13	22	46	76	4	17	19	50
gene-PA1123	NC_002516.2	1216120	1216440	-	321	10	16	47	49	6	7	22	13	34	16	11	0	58	6	54	39	9	31	31	61	4	10	22	37
gene-PA1124	NC_002516.2	1216671	1218167	+	1497	17	15	93	77	3	16	34	24	153	182	11	2	204	8	91	70	20	41	100	82	10	25	60	139
gene-PA1125	NC_002516.2	1218181	1218933	+	753	5	8	32	37	3	7	11	8	67	102	10	2	72	8	57	45	12	10	47	75	1	6	30	46
gene-PA1126	NC_002516.2	1218940	1219527	-	588	7	9	33	48	4	4	13	5	65	109	18	1	112	11	65	79	9	22	47	76	2	15	33	72
gene-PA1127	NC_002516.2	1219621	1220610	-	990	13	20	135	125	6	21	24	29	229	185	13	1	140	10	190	278	19	147	100	297	5	14	48	294
gene-PA1128	NC_002516.2	1220745	1221656	+	912	12	10	37	27	1	9	20	8	25	125	4	0	148	5	46	69	13	57	15	78	1	17	12	25
gene-PA1129	NC_002516.2	1221691	1222098	+	408	1	2	13	19	0	3	0	7	10	59	1	0	50	0	16	17	5	7	9	22	0	9	5	14
gene-PA1130	NC_002516.2	1222095	1223072	-	978	3	12	43	22	4	2	4	3	19	109	5	0	82	2	18	34	14	24	21	40	0	14	12	29
gene-PA1131	NC_002516.2	1223060	1224328	-	1269	3	2	19	12	2	4	3	4	7	100	2	0	104	0	8	16	4	1096	15	17	0	18	2	21
gene-PA1132	NC_002516.2	1224641	1225330	+	690	11	20	94	96	15	7	22	18	39	145	23	1	184	15	61	137	28	35	73	131	4	24	47	45
gene-PA1133	NC_002516.2	1225340	1225690	-	351	9	10	34	32	0	8	6	7	15	110	2	0	72	5	18	45	10	4	24	41	0	5	14	15
gene-PA1134	NC_002516.2	1225757	1226278	-	522	11	8	37	31	8	11	10	8	83	104	12	0	129	8	16	27	14	487	63	20	3	17	40	76
gene-PA1135	NC_002516.2	1226427	1227302	-	876	6	4	32	8	0	4	8	9	21	184	1	0	211	1	11	9	9	31	11	8	2	20	11	11
gene-PA1136	NC_002516.2	1227474	1228205	+	732	4	7	168	17	1	1	12	29	22	95	0	0	95	1	21	20	9	13	8	26	1	10	4	29
gene-PA1137	NC_002516.2	1228212	1229198	-	987	1	16	365	17	1	0	36	83	10	126	2	0	88	1	8	9	8	13	9	17	0	12	6	17
gene-PA1138	NC_002516.2	1229344	1230219	+	876	3	7	11	7	0	1	1	5	16	90	1	0	76	1	7	12	1	24	4	14	0	4	3	13
gene-PA1139	NC_002516.2	1230310	1231158	+	849	4	9	34	24	1	4	5	8	34	89	5	0	79	6	20	22	5	10	12	36	0	10	13	28
gene-PA1140	NC_002516.2	1231256	1232092	-	837	9	18	66	63	6	15	36	15	61	80	5	0	152	3	64	96	23	30	30	100	3	15	28	52
gene-PA1141	NC_002516.2	1232229	1233131	-	903	6	11	28	25	1	4	1	7	16	205	1	0	96	1	23	35	6	12	13	25	1	8	2	11
