# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR13084800_sorted.bam" "SRR13084797_sorted.bam" "SRR13084802_sorted.bam" "SRR13084812_sorted.bam" "SRR13084807_sorted.bam" "SRR13084801_sorted.bam" "SRR13084804_sorted.bam" "SRR13084811_sorted.bam" "SRR13084799_sorted.bam" "SRR13084805_sorted.bam" "SRR13084813_sorted.bam" "SRR13084814_sorted.bam" "SRR13084810_sorted.bam" "SRR13084815_sorted.bam" "SRR13084796_sorted.bam" "SRR13084795_sorted.bam" "SRR13084798_sorted.bam" "SRR13084809_sorted.bam" "SRR13084794_sorted.bam" "SRR13084808_sorted.bam" "SRR13084793_sorted.bam" "SRR13084806_sorted.bam" "SRR13084803_sorted.bam" "SRR13084816_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR13084800_sorted.bam	SRR13084797_sorted.bam	SRR13084802_sorted.bam	SRR13084812_sorted.bam	SRR13084807_sorted.bam	SRR13084801_sorted.bam	SRR13084804_sorted.bam	SRR13084811_sorted.bam	SRR13084799_sorted.bam	SRR13084805_sorted.bam	SRR13084813_sorted.bam	SRR13084814_sorted.bam	SRR13084810_sorted.bam	SRR13084815_sorted.bam	SRR13084796_sorted.bam	SRR13084795_sorted.bam	SRR13084798_sorted.bam	SRR13084809_sorted.bam	SRR13084794_sorted.bam	SRR13084808_sorted.bam	SRR13084793_sorted.bam	SRR13084806_sorted.bam	SRR13084803_sorted.bam	SRR13084816_sorted.bam
gene-b1293	U00096.3	1354505	1355470	-	966	675	39	152	86	126	902	85	7	93	27	117	36	12	10	52	495	46	11	362	34	6	95	96	12
gene-b1294	U00096.3	1355467	1357110	-	1644	1610	105	344	196	283	1777	148	19	213	63	263	66	20	40	193	1128	123	22	1134	55	20	192	187	26
gene-b1295	U00096.3	1357423	1357668	-	246	538	21	98	13	86	364	58	6	74	20	66	10	1	2	39	222	32	2	630	14	2	22	39	7
gene-b1296	U00096.3	1357802	1359187	-	1386	747	93	339	129	392	1507	138	15	190	45	393	125	11	33	129	814	94	13	575	97	8	110	181	8
gene-b4742	U00096.3	1359177	1359341	-	165	320	25	103	118	165	719	56	2	51	14	228	75	3	22	53	360	30	9	300	54	5	76	45	8
gene-b1297	U00096.3	1359490	1360908	-	1419	3396	176	730	952	1367	5747	174	22	199	83	1384	525	27	145	380	3207	161	102	2647	404	44	974	263	62
gene-b1298	U00096.3	1361120	1361884	+	765	917	59	189	457	540	656	103	9	101	28	642	158	5	47	84	331	47	32	589	117	11	409	115	26
gene-b1299	U00096.3	1361911	1362468	+	558	761	67	166	494	663	736	64	23	102	26	788	229	27	80	81	370	54	47	278	200	18	453	88	28
gene-b1300	U00096.3	1362743	1364230	+	1488	785	105	521	410	902	2053	179	45	197	63	926	475	50	144	242	986	128	89	624	431	48	471	233	62
gene-b1301	U00096.3	1364232	1365512	+	1281	513	57	325	245	599	1208	100	35	150	53	603	415	27	88	125	575	66	49	279	342	29	285	118	33
gene-b1302	U00096.3	1365550	1366815	+	1266	250	57	225	173	422	553	88	21	110	29	354	289	20	69	90	245	65	43	190	226	15	201	133	22
gene-b1303	U00096.3	1366935	1367912	-	978	275	36	165	58	103	269	61	5	81	17	81	36	4	13	45	117	37	5	244	29	5	72	102	6
gene-b1304	U00096.3	1368079	1368747	+	669	680	89	248	125	52	906	111	38	124	59	94	37	32	12	163	517	132	13	631	41	29	148	115	16
gene-b1305	U00096.3	1368801	1369025	+	225	102	14	42	37	27	144	26	4	26	8	39	13	9	3	13	74	28	5	77	10	5	31	27	5
gene-b1306	U00096.3	1369025	1369384	+	360	123	25	79	39	27	184	36	4	53	14	42	14	6	5	26	103	27	4	81	15	5	33	45	6
gene-b1307	U00096.3	1369393	1369614	+	222	41	16	46	21	15	103	16	5	36	10	27	7	2	7	13	42	20	8	16	10	1	18	30	3
gene-b1308	U00096.3	1369689	1370003	+	315	339	48	120	68	67	377	40	9	94	22	60	38	9	12	78	236	55	18	222	31	16	72	56	11
gene-b1309	U00096.3	1370216	1371895	+	1680	50	49	185	3	3	154	101	1	146	33	4	1	1	1	41	67	53	1	53	2	0	5	116	6
gene-b1310	U00096.3	1371909	1373201	+	1293	39	41	202	0	5	110	85	1	149	41	5	0	2	0	42	48	57	3	41	2	0	1	118	1
gene-b1311	U00096.3	1373222	1374103	+	882	43	38	137	3	3	110	60	0	103	22	1	2	0	1	34	35	44	0	31	1	0	7	104	0
gene-b1312	U00096.3	1374090	1374932	+	843	47	38	128	5	6	102	54	1	123	22	5	0	0	1	45	45	37	1	34	2	0	3	114	0
gene-b1313	U00096.3	1374963	1376015	+	1053	42	36	132	9	12	116	82	1	83	12	12	8	1	2	26	43	29	2	29	4	1	4	87	2
gene-b1314	U00096.3	1376034	1376822	+	789	43	46	115	11	5	116	50	0	77	22	10	5	1	1	30	60	32	1	26	3	3	9	80	0
gene-b1315	U00096.3	1376832	1377887	+	1056	83	52	188	11	13	190	92	2	123	35	20	9	1	2	32	76	47	2	48	3	1	9	144	3
gene-b1316	U00096.3	1377884	1380151	+	2268	110	95	313	14	29	250	168	1	235	72	21	8	0	1	89	83	112	6	84	9	6	14	224	3
gene-b1317	U00096.3	1380148	1380807	+	660	47	29	88	1	5	69	44	0	78	17	4	4	0	0	19	24	21	1	36	0	0	1	81	1
gene-b1319	U00096.3	1381947	1382852	+	906	32	42	144	5	3	112	56	0	81	34	3	4	0	1	33	56	43	2	48	2	0	1	94	3
gene-b1320	U00096.3	1382963	1383961	-	999	352	42	177	12	24	250	72	2	98	29	28	20	0	6	67	149	61	4	423	12	1	16	117	5
gene-b1321	U00096.3	1384117	1385514	+	1398	308	64	240	95	154	449	132	8	173	41	117	44	10	27	79	195	81	10	185	43	9	107	165	17
gene-b1322	U00096.3	1385511	1386572	+	1062	204	53	145	78	116	364	88	9	122	42	102	30	13	19	48	117	63	13	85	31	11	94	130	11
gene-b1323	U00096.3	1386720	1388261	+	1542	1838	102	420	375	466	2274	148	34	175	55	470	155	22	71	215	1374	119	40	1224	141	45	400	211	44
gene-b1324	U00096.3	1388305	1388811	-	507	21177	571	2856	2073	2832	24585	536	159	388	138	2402	1453	175	461	3061	15759	976	373	14597	1348	143	2696	577	235
gene-b1325	U00096.3	1388930	1389895	+	966	586	89	277	114	235	906	103	18	114	49	222	75	16	36	129	533	92	20	486	81	15	154	169	17
gene-b1326	U00096.3	1389870	1390598	-	729	734	54	200	111	161	732	63	10	93	23	142	49	12	18	95	480	47	20	700	49	10	124	107	8
gene-b4525	U00096.3	1390680	1390862	-	183	34	7	22	5	12	41	12	2	18	16	7	5	2	0	6	22	10	1	22	3	1	4	25	1
gene-b4673	U00096.3	1390868	1390933	-	66	12	5	13	2	4	17	9	0	8	4	2	2	0	0	5	11	2	0	14	2	1	0	7	0
gene-b1327	U00096.3	1390933	1391853	-	921	103	31	177	13	15	199	94	1	105	35	17	10	0	1	49	104	40	4	107	8	1	10	114	3
gene-b1328	U00096.3	1391991	1392890	+	900	243	29	125	44	42	300	69	4	98	30	65	13	1	4	42	174	48	4	309	21	4	38	97	13
gene-b1329	U00096.3	1393227	1394840	+	1614	1065	74	288	180	298	1654	134	25	168	48	303	88	21	41	134	1005	108	31	616	117	25	190	198	40
gene-b1330	U00096.3	1394891	1395922	-	1032	400	37	155	31	91	597	70	5	100	20	67	24	7	3	55	403	53	7	336	22	1	47	93	5
gene-b1331	U00096.3	1396112	1397092	+	981	1969	99	406	218	222	1781	154	29	209	76	272	80	20	34	193	1089	148	29	1506	80	25	169	236	30
gene-b1332	U00096.3	1397365	1397622	+	258	3833	358	1310	573	563	3446	294	53	257	188	580	273	42	66	774	2444	371	87	7986	211	23	743	432	70
gene-b1333	U00096.3	1397672	1398622	-	951	2437	127	477	461	530	2578	141	26	140	67	585	213	21	90	266	1630	126	41	1916	183	30	512	165	62
gene-b1334	U00096.3	1398774	1399526	-	753	10797	322	1050	1013	1361	9639	265	113	226	127	1365	528	92	233	799	5877	354	169	8355	402	105	1135	361	149
gene-b1335	U00096.3	1399721	1400236	-	516	257	30	106	27	33	170	44	5	74	20	38	11	0	6	37	115	25	3	251	9	4	39	68	4
gene-b1336	U00096.3	1400247	1401773	-	1527	116	54	176	17	10	153	81	2	133	44	16	9	1	2	48	85	42	2	135	8	1	12	127	1
gene-b1337	U00096.3	1401810	1403255	-	1446	90	53	187	15	31	183	117	0	156	58	33	11	2	2	40	96	61	3	99	20	3	18	154	1
gene-b1338	U00096.3	1403255	1404565	-	1311	52	35	200	10	31	155	123	1	161	54	14	13	4	2	28	52	57	5	54	7	2	20	137	3
gene-b1339	U00096.3	1404741	1405649	+	909	208	29	113	89	83	257	50	4	90	28	75	34	4	10	51	164	38	5	175	29	3	96	97	9
gene-b4426	U00096.3	1405658	1405751	-	94	49	22	86	7	10	61	12	1	17	11	15	8	0	3	45	52	22	0	154	7	0	8	28	4
gene-b1340	U00096.3	1405979	1406542	+	564	408	31	131	99	100	351	50	8	69	19	116	47	11	18	55	176	22	9	334	33	3	120	83	13
gene-b1341	U00096.3	1406563	1407795	-	1233	691	66	220	129	159	848	91	5	124	32	186	72	2	15	94	544	65	13	560	64	7	130	123	18
gene-b4773	U00096.3	1407989	1408036	+	48	29	3	28	11	9	24	7	1	13	6	3	1	0	1	5	9	12	1	16	3	2	10	20	1
gene-b1342	U00096.3	1408050	1409033	+	984	373	44	216	100	140	299	68	7	120	42	111	32	7	11	57	112	71	14	193	30	11	152	169	13
gene-b4699	U00096.3	1409129	1409250	+	122	727	846	2307	11	13	580	445	2	376	334	14	12	3	2	1172	665	482	8	4986	9	0	17	962	7
gene-b4743	U00096.3	1409308	1409481	+	174	94	14	63	14	22	99	9	0	50	12	24	7	0	2	26	62	11	0	63	6	1	10	33	3
gene-b1343	U00096.3	1409511	1410884	+	1374	1272	68	325	218	366	1299	82	17	132	40	382	140	21	66	129	667	85	34	724	143	36	185	151	46
gene-b1344	U00096.3	1411013	1411948	-	936	2591	75	392	290	362	2353	115	37	123	56	402	247	33	106	245	1219	108	58	1231	190	45	327	143	66
gene-b1345	U00096.3	1412000	1413235	-	1236	605	54	335	70	75	561	87	5	131	42	87	36	9	16	107	256	57	7	943	42	2	67	139	10
gene-b1346	U00096.3	1413237	1413452	-	216	9	4	31	0	1	27	21	0	23	3	0	0	1	0	5	9	10	1	12	2	0	1	22	1
gene-b1347	U00096.3	1413531	1413740	-	210	15	9	33	0	0	17	14	0	32	5	2	0	0	0	12	19	5	0	8	2	0	0	16	1
gene-b4714	U00096.3	1413556	1413734	+	179	13	8	32	0	0	14	12	0	29	5	2	0	0	0	11	19	3	0	7	2	0	0	15	1
gene-b1348	U00096.3	1413733	1413927	-	195	9	7	25	0	0	17	14	0	29	8	1	0	0	0	7	16	9	0	3	0	0	0	13	0
gene-b1349	U00096.3	1413984	1414793	-	810	88	33	112	7	10	117	53	1	78	28	9	0	2	2	35	48	34	0	67	5	1	9	61	1
gene-b1350	U00096.3	1414786	1417386	-	2601	176	106	395	26	11	288	176	2	241	88	19	10	3	2	114	130	106	4	200	12	1	21	292	2
gene-b1351	U00096.3	1417488	1417763	-	276	22	20	58	2	0	37	20	0	13	10	1	2	0	0	27	23	14	0	50	3	0	2	41	0
gene-b4526	U00096.3	1417838	1418008	-	171	5	9	13	0	0	17	12	0	15	4	2	0	0	0	6	13	7	0	2	0	0	1	13	1
gene-b1352	U00096.3	1418008	1418229	-	222	7	15	40	0	0	38	21	0	36	16	2	0	0	0	8	19	18	0	11	0	0	0	29	1
gene-b4833	U00096.3	1418405	1418502	-	98	4	6	24	0	0	19	15	0	17	13	0	0	0	0	8	13	8	0	10	0	0	0	22	0
gene-b1353	U00096.3	1418671	1419159	+	489	31	17	51	4	0	67	34	0	49	14	4	1	0	0	17	45	21	1	22	0	0	2	44	2
gene-b4527	U00096.3	1419156	1419311	-	156	23	10	38	4	0	35	29	0	40	10	2	1	1	0	13	21	17	0	13	0	0	6	29	2
gene-b1355	U00096.3	1419322	1419456	-	135	21	10	29	2	1	43	19	0	30	10	3	1	1	0	12	28	15	0	27	0	0	4	29	2
gene-b1356	U00096.3	1419765	1420241	-	477	1186	50	220	43	48	395	64	10	73	22	65	24	4	7	131	302	48	3	1803	16	4	42	86	11
gene-b1357	U00096.3	1420365	1420661	+	297	26	11	30	6	4	32	11	0	8	9	3	1	0	3	15	27	4	1	24	1	0	1	12	1
gene-b1358	U00096.3	1420684	1421106	+	423	34	16	53	10	3	57	27	3	49	14	8	0	0	0	12	25	16	1	25	1	1	2	30	0
gene-b1359	U00096.3	1421119	1421976	+	858	46	28	78	12	7	77	40	2	66	17	5	1	1	1	15	41	29	2	43	2	1	5	65	1
gene-b1360	U00096.3	1421983	1422729	+	747	41	39	75	10	8	86	48	2	78	25	14	4	1	2	24	45	37	0	27	2	1	6	77	3
gene-b1361	U00096.3	1422752	1423312	+	561	37	19	60	11	15	60	26	1	40	10	14	5	0	1	12	35	21	0	39	7	1	6	45	1
gene-b4528	U00096.3	1423400	1423585	+	186	51	11	56	5	7	84	24	0	36	16	5	6	0	1	24	40	13	1	51	3	1	3	31	0
gene-b1363	U00096.3	1423782	1425239	+	1458	275	56	232	22	39	346	89	1	117	48	48	20	3	0	88	237	70	3	300	12	2	22	119	5
gene-b1365	U00096.3	1425377	1425640	+	264	31	17	42	8	12	83	19	2	50	10	11	2	1	0	12	42	15	1	20	8	1	4	28	2
gene-b1366	U00096.3	1425621	1425980	+	360	41	23	67	6	6	72	31	1	57	20	18	5	1	0	19	51	23	2	35	3	2	2	40	2
gene-b1368	U00096.3	1426454	1427482	+	1029	83	30	153	15	9	138	38	2	83	25	16	4	3	2	48	58	37	1	108	5	3	26	77	5
gene-b1370	U00096.3	1427746	1428726	-	981	261	47	144	28	36	257	66	0	94	42	33	10	3	3	62	156	60	3	256	12	2	27	109	5
gene-b1372	U00096.3	1429049	1432411	+	3363	160	94	378	23	33	314	136	4	229	54	19	15	4	7	105	123	107	7	163	11	1	27	277	2
gene-b1373	U00096.3	1432411	1432986	+	576	42	20	104	5	6	74	30	0	39	14	13	1	0	1	18	37	33	3	59	4	0	3	53	1
gene-b1374	U00096.3	1433084	1433674	-	591	89	19	74	7	19	212	24	5	49	11	24	1	2	2	30	158	27	4	119	5	1	7	38	3
gene-b1375	U00096.3	1433991	1434224	-	234	36	13	30	0	7	120	11	1	11	8	5	0	0	0	10	91	4	0	45	0	0	0	26	0
gene-b4744	U00096.3	1434293	1434406	-	114	69	12	55	2	9	125	8	0	8	9	4	1	2	0	22	112	16	0	72	6	0	0	21	1
gene-b1376	U00096.3	1435185	1435619	-	435	221	38	92	50	59	240	48	4	56	15	57	27	6	13	59	168	34	7	225	18	1	58	57	9
gene-b1377	U00096.3	1435760	1436893	-	1134	281	34	153	7	13	396	61	3	105	37	14	139	3	2	41	427	48	2	219	14	2	11	101	6
gene-b4427	U00096.3	1437121	1437231	+	111	17	4	17	3	9	30	13	0	11	5	10	8	1	0	11	14	6	0	4	4	0	9	15	1
gene-b1378	U00096.3	1437260	1440784	-	3525	3890	245	1015	1080	1308	5018	353	87	401	179	1190	643	91	191	519	2104	282	155	1615	634	86	1262	427	124
gene-b4529	U00096.3	1441058	1441324	+	267	377	34	109	104	172	367	45	8	47	24	138	52	7	18	51	176	28	11	298	48	4	141	61	12
gene-b1379	U00096.3	1441321	1441743	-	423	549	39	136	117	161	463	47	8	46	18	141	52	5	14	71	280	38	9	507	52	5	119	52	13
gene-b1380	U00096.3	1441854	1442843	-	990	259	39	190	180	147	226	84	23	119	42	161	90	9	33	72	87	44	25	216	79	15	211	105	25
gene-b1381	U00096.3	1443051	1445690	+	2640	779	97	338	141	136	826	187	8	269	71	137	42	13	28	127	419	104	13	772	29	15	108	257	22
gene-b1382	U00096.3	1445687	1445872	+	186	89	9	30	29	14	93	9	2	25	11	13	3	1	6	13	72	3	0	99	3	1	13	18	3
gene-b1383	U00096.3	1445880	1446206	+	327	129	18	76	61	25	147	32	4	57	26	38	10	4	2	19	90	20	2	104	7	3	48	51	8
gene-b1384	U00096.3	1446378	1447283	-	906	243	34	136	41	80	244	61	5	85	18	110	42	4	11	41	136	30	9	252	19	2	34	88	10
gene-b1385	U00096.3	1447519	1449018	+	1500	397	63	263	54	125	493	125	5	199	54	113	47	7	25	88	247	69	13	282	55	7	72	184	13
gene-b1386	U00096.3	1449076	1451349	-	2274	142	70	262	29	15	308	153	0	256	72	21	6	5	2	76	112	83	2	116	8	1	20	195	3
gene-b1387	U00096.3	1451597	1453642	-	2046	86	68	326	10	13	260	181	2	261	78	8	5	1	5	91	96	93	2	85	4	1	9	227	1
gene-b1388	U00096.3	1453927	1454856	+	930	45	32	119	2	1	129	77	0	133	18	5	4	2	1	36	51	43	0	42	0	0	2	118	1
gene-b1389	U00096.3	1454868	1455155	+	288	13	16	55	0	1	43	19	0	49	9	3	0	0	0	12	18	18	0	21	2	0	0	37	0
gene-b1390	U00096.3	1455164	1455910	+	747	36	23	92	0	4	82	45	0	74	16	4	4	2	2	33	40	27	0	29	3	0	5	65	0
gene-b1391	U00096.3	1455925	1456422	+	498	44	25	112	2	2	105	44	0	90	19	4	1	0	1	32	27	35	0	14	3	0	3	71	0
gene-b1392	U00096.3	1456430	1457500	+	1071	48	35	141	6	10	114	83	0	140	26	14	4	0	5	39	54	35	3	37	2	1	9	99	0
gene-b1393	U00096.3	1457497	1458264	+	768	21	44	131	7	8	93	66	0	117	34	8	4	1	4	40	43	44	0	33	5	2	7	95	0
gene-b1394	U00096.3	1458264	1459052	+	789	27	23	95	8	5	78	69	0	84	21	8	5	0	2	22	27	29	1	32	5	0	7	71	1
gene-b1395	U00096.3	1459054	1460481	+	1428	51	42	162	11	15	158	120	1	189	69	14	6	2	1	47	51	58	0	48	3	2	17	135	2
gene-b1396	U00096.3	1460471	1460893	+	423	26	11	39	5	4	42	15	0	22	10	10	3	0	1	11	26	12	0	11	1	0	2	19	0
gene-b1397	U00096.3	1460893	1462098	+	1206	291	57	175	37	62	362	72	11	140	42	75	39	5	23	75	196	56	11	187	38	9	45	111	13
gene-b1398	U00096.3	1462125	1463438	+	1314	209	42	161	22	86	328	95	6	121	38	64	29	3	10	40	197	52	9	136	18	6	39	85	6
gene-b1399	U00096.3	1463539	1464489	+	951	298	38	174	55	92	371	74	6	133	35	83	36	4	15	72	220	41	10	217	33	5	55	122	5
gene-b1400	U00096.3	1464471	1465061	+	591	342	32	159	105	101	484	51	1	69	25	109	44	2	19	71	303	45	19	278	43	6	86	88	11
gene-b4674	U00096.3	1465165	1465230	-	66	1	1	2	0	0	5	2	0	1	1	0	0	0	0	2	1	3	0	0	0	0	0	1	0
gene-b1402	U00096.3	1467921	1468826	-	906	314	53	204	41	60	443	108	3	140	46	63	19	5	13	64	222	82	9	250	25	5	43	152	6
gene-b1403	U00096.3	1468784	1469149	-	366	178	27	121	38	47	232	58	5	72	22	52	23	4	9	39	113	37	2	139	15	5	34	78	5
gene-b1404	U00096.3	1469358	1470509	+	1152	291	59	170	69	45	347	88	5	171	53	66	24	5	7	56	188	72	2	229	16	5	44	126	3
gene-b1406	U00096.3	1474221	1475081	+	861	130	34	132	49	55	173	62	5	91	31	53	18	3	9	37	55	46	13	62	27	7	75	88	7
gene-b1407	U00096.3	1475144	1477450	+	2307	81	73	254	14	24	321	131	0	185	69	31	8	4	7	86	163	97	5	91	18	3	17	192	7
gene-b1408	U00096.3	1477621	1478226	+	606	19	16	71	0	3	57	31	0	45	11	1	2	2	1	19	21	26	0	24	0	1	0	37	0
gene-b1409	U00096.3	1478226	1479122	+	897	27	34	141	2	5	124	65	3	132	47	7	3	2	3	41	66	59	2	34	3	0	0	96	2
gene-b1410	U00096.3	1479138	1480895	+	1758	103	60	223	11	10	255	105	3	192	51	35	6	9	5	56	92	83	2	124	4	1	13	180	4
gene-b1411	U00096.3	1480909	1482201	+	1293	107	61	230	14	30	194	102	5	168	46	28	14	5	3	55	63	72	3	87	11	3	17	152	5
gene-b1412	U00096.3	1482255	1482860	-	606	541	42	200	138	128	670	64	8	94	25	142	75	5	21	81	407	44	15	472	45	12	154	84	14
gene-b1413	U00096.3	1483061	1486963	+	3903	3367	212	1061	758	1051	4788	239	93	365	131	1077	550	65	212	503	2282	255	124	1909	440	76	738	460	109
gene-b1414	U00096.3	1487235	1488035	+	801	541	35	122	86	72	466	54	6	65	18	77	28	5	12	74	277	41	10	423	31	5	86	85	9
gene-b1415	U00096.3	1488232	1489671	+	1440	353	75	256	758	807	513	109	70	179	50	709	327	60	119	93	194	79	71	230	325	92	693	188	93
gene-b1418	U00096.3	1490902	1491432	+	531	1413	91	376	262	289	1561	98	19	85	51	284	106	20	33	190	1015	95	27	1623	115	22	261	110	29
gene-b4597	U00096.3	1491442	1491506	-	65	254	21	46	77	84	240	32	8	23	13	82	34	7	6	31	165	19	8	310	25	3	73	18	8
gene-b1419	U00096.3	1491677	1491850	+	174	370	19	102	71	86	366	20	7	25	7	103	43	8	13	48	288	26	14	357	37	8	86	38	9
gene-b4774	U00096.3	1491876	1491944	+	69	376	49	175	63	82	437	49	5	54	28	85	44	11	14	87	341	73	13	386	41	10	62	86	5
gene-b4428	U00096.3	1491922	1492071	-	150	517	99	284	71	113	643	79	13	81	37	99	67	18	27	164	561	108	27	429	60	14	86	136	14
gene-b1420	U00096.3	1491962	1492129	-	168	453	102	293	55	97	597	82	18	91	31	88	56	16	30	179	543	116	27	394	53	14	70	129	14
gene-b4429	U00096.3	1492119	1492175	+	57	145	43	124	14	24	220	58	10	71	37	26	19	13	10	75	216	66	11	180	15	9	21	58	6
gene-b1421	U00096.3	1492470	1494110	+	1641	529	74	306	77	89	575	130	8	198	56	90	47	6	24	123	334	84	11	452	42	10	60	188	9
gene-b1422	U00096.3	1494148	1495071	-	924	3780	133	469	396	421	2954	140	20	140	77	431	137	24	68	290	1851	151	39	3329	117	17	353	176	39
gene-b1423	U00096.3	1495288	1496631	+	1344	169	55	246	25	18	241	129	6	188	37	25	12	2	9	85	115	74	7	177	15	4	30	166	7
gene-b1424	U00096.3	1496856	1498511	+	1656	1941	104	466	437	483	2289	119	31	164	63	491	226	24	60	215	1295	110	47	1721	177	42	434	184	63
gene-b1426	U00096.3	1498651	1498875	+	225	74	16	45	18	22	108	16	2	23	8	18	14	3	1	21	87	7	6	86	11	2	25	21	6
gene-b1427	U00096.3	1498938	1499477	+	540	334	19	96	44	32	208	41	3	42	25	47	16	3	2	39	144	27	5	325	12	2	42	51	3
gene-b1428	U00096.3	1499469	1500449	-	981	210	31	143	32	31	190	102	0	123	41	32	9	0	2	40	119	41	3	186	8	2	36	96	1
gene-b1429	U00096.3	1500573	1501565	+	993	352	38	214	66	79	479	126	6	162	49	84	24	3	12	101	234	57	11	386	25	3	78	142	8
gene-b1430	U00096.3	1501562	1502155	+	594	906	33	255	121	124	1206	77	20	101	30	134	64	4	15	159	767	55	14	859	68	13	120	104	14
gene-b1431	U00096.3	1502457	1503125	+	669	463	35	197	122	98	660	46	9	74	28	112	47	8	18	107	427	31	14	324	74	4	118	64	14
gene-b1432	U00096.3	1503657	1504865	+	1209	1406	3238	4967	116	108	1843	3285	51	1870	3125	146	76	56	77	1704	1273	2705	55	2581	64	46	102	3314	64
gene-b1433	U00096.3	1504905	1506080	-	1176	239	321	422	17	19	422	317	7	332	232	18	18	8	9	203	201	410	5	263	7	1	25	317	6
gene-b1434	U00096.3	1506172	1506708	+	537	178	26	87	15	32	157	30	4	63	10	29	16	0	4	29	68	29	3	139	2	6	20	64	4
gene-b1435	U00096.3	1506781	1508742	+	1962	2260	76	332	234	315	1814	159	37	167	35	314	125	25	67	143	782	95	51	1017	95	30	236	182	51
gene-b1436	U00096.3	1508834	1509064	-	231	48	16	42	17	8	55	12	1	27	3	8	1	3	0	16	27	9	2	41	1	0	18	33	0
gene-b4532	U00096.3	1509286	1509462	+	177	72	23	50	11	9	67	28	3	19	13	9	5	0	7	21	31	20	2	85	2	5	8	36	5
gene-b1438	U00096.3	1509508	1509924	+	417	168	22	51	18	14	146	17	1	32	8	18	4	3	0	23	69	15	2	91	9	0	18	27	2
gene-b1439	U00096.3	1510003	1511409	+	1407	615	55	196	74	113	430	91	4	136	27	96	26	6	10	62	240	48	9	432	29	11	85	133	16
gene-b1440	U00096.3	1511654	1512799	+	1146	130	40	154	59	106	330	64	4	101	18	95	48	4	15	63	180	65	16	105	54	7	84	103	10
gene-b1441	U00096.3	1512817	1513830	+	1014	89	36	145	29	53	211	87	3	135	31	41	27	1	11	39	107	40	4	49	29	1	28	106	6
gene-b1442	U00096.3	1513831	1514772	+	942	87	38	154	20	20	160	84	3	149	41	24	11	1	7	41	75	52	5	82	6	2	19	107	1
gene-b1443	U00096.3	1514762	1515556	+	795	33	29	100	20	35	86	64	0	93	25	25	13	0	3	22	39	28	3	46	9	1	10	60	2
gene-b1444	U00096.3	1515578	1517002	+	1425	156	43	211	70	118	293	85	6	174	50	94	58	3	16	59	121	59	12	146	52	6	89	158	6
gene-b4598	U00096.3	1517099	1517194	-	96	205	119	415	46	62	266	65	2	62	40	41	26	2	2	195	257	50	11	1404	27	2	80	110	3
gene-b1445	U00096.3	1517389	1517562	+	174	627	46	150	18	37	283	35	0	37	15	39	20	3	7	80	221	26	5	899	22	0	18	45	9
gene-b1446	U00096.3	1517648	1517881	+	234	1607	122	436	228	178	1142	75	15	71	45	195	109	20	50	248	721	91	26	2241	77	20	279	144	24
gene-b1447	U00096.3	1517882	1518331	-	450	490	27	123	88	115	535	49	5	64	23	119	53	8	13	64	293	28	12	433	33	7	105	60	5
gene-b1448	U00096.3	1518328	1518846	-	519	484	43	169	141	138	525	63	8	70	22	131	42	5	20	44	305	35	12	512	52	5	143	87	11
gene-b1449	U00096.3	1519027	1520064	+	1038	180	41	205	129	122	264	92	5	174	36	120	62	7	26	55	115	55	10	147	61	5	147	148	10
gene-b1450	U00096.3	1520262	1520927	+	666	202	40	136	37	45	390	56	2	63	35	80	19	1	4	64	307	32	1	225	15	1	33	80	4
gene-b1451	U00096.3	1520963	1523065	-	2103	2108	85	394	257	342	1818	190	8	234	81	335	118	17	58	143	858	131	36	1022	98	9	232	223	22
gene-b1452	U00096.3	1523307	1524368	+	1062	4563	222	1063	1039	1402	7369	263	94	216	100	1444	882	99	298	943	4800	357	191	3065	821	86	1048	268	135
gene-b1453	U00096.3	1524481	1525980	-	1500	1058	80	324	75	121	1090	114	6	188	69	112	53	10	22	133	527	94	10	577	47	15	87	189	21
gene-b1454	U00096.3	1526247	1526864	+	618	40	18	67	7	1	56	19	0	55	10	10	3	1	2	15	31	14	0	72	0	0	6	42	1
gene-b1455	U00096.3	1526940	1527152	+	213	6	4	25	0	1	12	9	0	19	3	0	0	0	0	9	12	5	1	9	0	0	0	16	0
gene-b1457	U00096.3	1529922	1530404	+	483	8	5	41	2	3	32	23	2	17	12	5	2	0	1	16	15	6	0	22	6	0	1	20	0
gene-b4745	U00096.3	1530319	1530504	-	186	10	12	38	1	2	14	13	1	17	15	2	1	0	0	11	12	10	0	11	6	0	1	34	0
gene-b1460	U00096.3	1531816	1532952	+	1137	36	39	130	2	2	115	60	0	112	35	4	3	3	2	40	59	57	1	42	3	0	7	111	2
gene-b1461	U00096.3	1533052	1533285	+	234	215	23	68	34	17	200	16	0	29	12	28	6	4	3	40	153	17	4	231	12	0	37	22	2
gene-b1462	U00096.3	1533282	1533851	-	570	170	35	105	34	17	189	45	0	80	21	24	8	5	3	49	107	39	3	138	9	0	40	67	4
gene-b1463	U00096.3	1534024	1534869	+	846	110	33	139	47	59	145	57	2	97	28	41	21	3	5	28	74	36	1	107	17	3	57	104	4
