Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	Entity	Symbol
gene-SERP2054	7068	2375	6254	4862	2113	5132	755	229	1120	1264	94	490	host	gene-SERP2054
gene-SERP2505	15	15	17	13	3	12	2	2	7	1	0	0	host	gene-SERP2505
gene-SERP0958	98	41	57	81	39	59	22	4	22	34	1	11	host	gene-SERP0958
gene-SERP2159	232	197	82	119	97	95	34	12	35	16	2	9	host	gene-SERP2159
gene-SERP2417	713	325	515	521	273	351	114	45	126	199	16	96	host	gene-SERP2417
gene-FDH45_gp182	0	0	0	4245	3558	3401	19842	25506	22586	2077	3153	2820	phage	gene-FDH45_gp182
gene-SERP1488	907	709	549	698	642	410	100	70	92	109	13	73	host	gene-SERP1488
gene-SERP2307	147	71	36	40	34	61	15	7	24	30	0	14	host	gene-SERP2307
gene-SERP1512	96	45	97	39	43	71	13	8	67	15	1	30	host	gene-SERP1512
gene-SERP0033	516	537	468	427	379	364	82	31	67	43	11	38	host	gene-SERP0033
gene-SERP1697	13364	11213	21887	13856	12077	17193	2447	1854	3766	1546	330	1049	host	gene-SERP1697
gene-SERP_tRNA-Ala-3	241	207	246	163	122	310	18	27	42	18	5	12	host	gene-SERP_tRNA-Ala-3
gene-SERP0323	4227	3610	3015	2427	2482	2239	393	248	488	274	48	225	host	gene-SERP0323
gene-SERP1554	30	8	14	21	16	11	4	2	8	3	0	4	host	gene-SERP1554
gene-SERP2351	686	305	248	228	170	205	52	22	56	93	9	38	host	arcB-2
gene-SERP0641	4770	2615	5669	3720	2089	4464	405	174	707	357	46	266	host	gene-SERP0641
gene-SERP1248	3317	3159	2606	2169	2534	2020	316	140	382	249	52	182	host	gene-SERP1248
gene-SERP0034	828	790	569	706	534	481	124	45	118	93	20	39	host	metE
gene-SERP0328	3963	5207	3094	2853	3505	2678	433	241	507	282	54	199	host	gene-SERP0328
gene-SERP2312	1938	781	1730	1163	779	1436	253	84	393	247	20	131	host	mqo-3
gene-SERP1577	85	77	82	77	65	64	18	3	22	7	6	11	host	gene-SERP1577
gene-SERP1311	17674	14182	17798	15642	14328	12623	2119	1269	2284	886	251	797	host	gene-SERP1311
gene-SERP1722	1450	874	1957	1382	1032	1667	254	96	307	347	23	131	host	gene-SERP1722
gene-FDH45_gp181	0	0	0	13736	12006	10934	71632	88187	80072	7190	10972	11040	phage	gene-FDH45_gp181
gene-SERP0158	532	311	339	273	197	283	50	18	81	93	6	47	host	gene-SERP0158
gene-SERP1378	7191	6802	5976	5517	6360	5080	868	424	1135	558	116	397	host	cbf1
gene-FDH45_gp174	0	0	0	1619	1384	1637	38311	42280	37164	4940	7092	7542	phage	gene-FDH45_gp174
gene-SERP0295	2364	2045	1996	2065	1911	1619	407	174	362	202	41	148	host	tagA
gene-SERP1663	1882	1933	1919	1509	1903	1418	239	148	324	159	37	130	host	gene-SERP1663
gene-SERP1423	2666	2243	1803	1802	1650	1654	283	145	429	242	54	232	host	vraS
gene-SERP1196	6707	7926	4682	4525	6150	3770	814	431	803	602	118	393	host	relA-2
gene-SERP1356	457	679	334	423	508	320	74	53	64	61	8	42	host	gene-SERP1356
gene-SERP1294	1422	1507	794	878	917	597	183	77	112	152	23	108	host	gene-SERP1294
gene-SERP1369	3889	5218	2170	2893	3867	1770	396	290	330	254	59	151	host	gene-SERP1369
gene-SERP0370	3013	1581	2510	2494	1579	1880	349	164	375	631	42	191	host	gene-SERP0370
gene-SERP1758	9499	6358	7632	6329	6665	4555	871	483	837	608	116	416	host	gene-SERP1758
gene-SERP2455	7817	5679	5443	7027	5184	4579	805	376	888	307	62	273	host	gene-SERP2455
gene-FDH45_gp007	0	0	0	499	466	303	30008	20000	21137	34293	38058	39083	phage	gene-FDH45_gp007
gene-SERP0721	4554	2775	3935	2836	2238	3038	464	157	539	190	43	165	host	pheS
gene-SERP2535	747	947	531	483	565	379	99	44	112	43	9	34	host	gene-SERP2535
gene-SERP0741	777	810	569	668	631	445	110	109	122	67	14	58	host	gene-SERP0741
gene-SERP0700	2299	2291	1788	1427	1938	1506	240	130	275	156	37	125	host	gene-SERP0700
gene-SERP1710	27468	15814	22498	21646	14415	20861	4019	1471	5269	1899	369	1775	host	atpG
gene-SERP0457	254	91	118	118	79	92	16	5	13	21	0	11	host	gene-SERP0457
gene-SERP1964	2695	2791	1448	1566	1457	1208	194	97	231	115	17	77	host	gene-SERP1964
gene-SERP2199	1385	1078	1400	1316	1241	1287	214	111	234	202	26	104	host	gene-SERP2199
gene-SERP1837	524	483	483	357	504	389	52	31	77	32	13	37	host	gene-SERP1837
gene-SERP0676	20912	17625	18219	18094	15824	18321	2875	1384	3670	1572	346	1272	host	gene-SERP0676
gene-SERP1306	953	698	687	781	476	621	125	44	107	50	7	44	host	gene-SERP1306
gene-FDH45_gp036	0	0	0	5969	4336	4869	16083	18515	16848	23392	23199	26944	phage	gene-FDH45_gp036
gene-SERP0914	1418	1097	1279	1182	783	1260	320	95	251	235	22	134	host	gene-SERP0914
gene-SERP2263	1598	2204	1725	1053	1842	1704	271	237	679	299	95	408	host	gene-SERP2263
gene-SERP0175	2668	2300	2628	2219	2049	1874	373	193	395	290	37	174	host	rpmG-1
gene-SERP0402	2370	1309	2375	1725	898	1766	331	95	425	288	51	216	host	gene-SERP0402
gene-SERP_tRNA-Ser-1	743	521	765	624	277	644	98	63	192	156	28	60	host	gene-SERP_tRNA-Ser-1
gene-SERP0354	5399	3224	4019	3666	1903	2340	860	210	525	1169	71	320	host	gene-SERP0354
gene-SERP1729	25972	21461	27801	24569	28150	21842	3575	2712	4212	1302	572	1458	host	gene-SERP1729
gene-SERP1810	45666	22018	39629	38729	23241	68308	8237	3256	17313	3784	685	3795	host	adk
gene-SERP0760	471	336	448	320	354	359	46	40	71	33	4	21	host	gene-SERP0760
gene-SERP1389	7830	5639	7262	6661	6776	5456	956	645	873	406	143	302	host	gene-SERP1389
gene-SERP1591	516	424	756	328	371	584	130	72	400	76	30	214	host	gene-SERP1591
gene-SERP1975	108	40	86	111	67	115	6	7	14	16	2	7	host	gene-SERP1975
gene-SERP1986	786	15098	137	939	2177	126	95	190	19	83	41	15	host	narH
gene-SERP2438	1401	872	1056	801	761	769	171	78	247	181	18	114	host	gene-SERP2438
gene-SERP0306	2631	2324	2780	2734	2056	2947	430	197	636	293	60	228	host	gene-SERP0306
gene-SERP1468	347	109	162	311	136	186	60	24	47	33	8	22	host	gene-SERP1468
gene-SERP2530	891	856	845	728	792	598	122	71	133	102	8	57	host	yycJ
gene-FDH45_gp064	1	0	0	5520	3557	4671	130009	100058	116704	58650	70998	77935	phage	gene-FDH45_gp064
gene-SERP1786	6857	5044	6380	5668	6322	4116	841	634	795	327	144	389	host	gene-SERP1786
gene-SERP0649	1570	4687	127	1240	991	147	302	51	235	136	14	149	host	purE
gene-SERP0571	397	769	118	226	136	185	52	32	66	16	5	15	host	oppC
gene-SERP2481	861	767	597	657	653	515	95	40	92	51	6	44	host	gene-SERP2481
gene-SERP1383	2054	1086	5759	2224	1224	3586	478	130	509	391	47	249	host	gene-SERP1383
gene-SERP1398	11215	12557	6954	10214	9338	6880	1563	864	1822	1491	197	798	host	gene-SERP1398
gene-SERP1883	4292	3477	3355	3343	2740	3609	554	232	715	264	71	231	host	gene-SERP1883
gene-SERP0561	2227	2821	1516	1632	2183	1056	218	120	199	113	28	104	host	gene-SERP0561
gene-SERP0063	6632	6146	5529	4652	5963	3491	819	441	737	598	135	395	host	gene-SERP0063
gene-SERP1961	209	177	158	146	184	145	40	13	39	35	5	13	host	gene-SERP1961
gene-SERP1790	1025	487	517	654	380	420	105	55	118	130	20	73	host	lacE
gene-SERP0001	9907	5185	16603	10170	5236	14623	2754	718	2473	1852	159	895	host	rpmH
gene-SERP1839	4603	4288	4846	3824	4790	4213	576	321	751	310	88	300	host	gdh
gene-SERP2302	131	134	80	97	72	65	20	9	28	15	10	11	host	hisA
gene-SERP1945	1909	1298	3107	1583	1470	3117	332	182	675	267	64	206	host	gene-SERP1945
gene-SERP0711	798	621	609	533	511	407	61	46	98	40	6	42	host	gene-SERP0711
gene-SERP0558	1246	1128	1129	979	915	922	216	138	207	202	26	96	host	gene-SERP0558
gene-SERP1347	1440	1443	943	925	1116	702	123	63	146	125	23	88	host	tnpA-2
gene-SERP1129	3926	4611	2646	2675	3451	2193	447	248	465	242	82	224	host	gene-SERP1129
gene-SERP1519	112	129	114	106	69	110	15	13	52	12	2	42	host	gene-SERP1519
gene-SERP2526	1839	1566	1499	1267	1268	1323	224	135	255	204	32	123	host	gene-SERP2526
gene-SERP0148	4007	3718	3578	2749	3371	2642	444	220	509	295	58	209	host	gene-SERP0148
gene-SERP2055	4118	3346	2637	2335	2925	2148	507	221	562	414	77	277	host	gene-SERP2055
gene-SERP0652	1220	2928	292	1648	1546	184	347	150	237	132	37	124	host	purS
gene-FDH45_gp098	0	0	0	24991	18379	17945	61938	87997	80048	3819	5674	5652	phage	gene-FDH45_gp098
gene-SERP0631	3167	3157	3637	3446	3786	3311	579	367	763	249	72	270	host	gene-SERP0631
gene-SERP0399	1076	1324	839	991	953	553	108	86	127	81	10	33	host	gene-SERP0399
gene-SERP1176	4848	2356	5575	4099	2712	4265	776	386	1102	1064	92	495	host	gene-SERP1176
gene-SERP1352	8166	8916	6650	7391	7348	5769	1120	624	1092	646	154	424	host	metK
gene-SERP0143	5444	4513	5568	4280	4921	4305	602	385	801	558	84	420	host	gene-SERP0143
gene-SERP1119	102383	79697	93890	81451	88424	75978	17769	12425	19561	4970	2248	6537	host	sodA
gene-SERP1202	4298	3469	3494	3543	2733	3380	577	195	587	426	37	211	host	yajC
gene-SERP0568	4044	3392	4316	2826	3908	2585	699	368	658	325	90	356	host	fabF
gene-SERP1136	4164	4984	2610	3061	4099	2159	486	313	439	198	86	168	host	dgkA
gene-SERP1053	1658	1571	1892	1866	1719	1431	324	208	329	217	37	153	host	gene-SERP1053
gene-FDH45_gp094	0	0	0	28705	22634	21131	140281	163892	152840	13121	19634	18381	phage	gene-FDH45_gp094
gene-SERP0084	6288	2051	672	2336	1062	1276	397	197	398	184	36	154	host	nuoF
gene-SERP0403	2893	1663	2698	2019	1165	2041	435	130	481	378	58	296	host	gene-SERP0403
gene-SERP2482	743	606	532	537	506	450	58	27	76	52	5	42	host	gene-SERP2482
gene-SERP0646	42459	34368	20793	26493	16051	18399	3568	1200	3496	1805	339	1523	host	qoxB
gene-SERP2299	132	139	105	128	128	87	27	17	32	31	0	12	host	gene-SERP2299
gene-SERP1791	247	133	105	135	90	79	30	16	32	19	3	23	host	lacF
gene-FDH45_gp024	0	0	0	2560	1544	1951	1824	2202	1804	238	295	456	phage	gene-FDH45_gp024
gene-SERP0962	9991	6032	8807	6130	4658	7131	924	371	1363	845	107	549	host	gene-SERP0962
gene-SERP_tRNA-Val-2	577	451	814	567	442	769	152	82	161	77	20	81	host	gene-SERP_tRNA-Val-2
gene-SERP0142	3257	2529	3865	2889	2922	3148	410	201	533	307	44	178	host	gene-SERP0142
gene-SERP0413	2556	1251	3385	2172	1370	2733	305	137	443	694	38	185	host	gene-SERP0413
gene-SERP1209	25459	19188	36016	23216	18172	34444	4443	2639	7690	3527	619	2352	host	rpmA
gene-SERP0805	1258	723	1110	865	627	1110	187	91	258	167	23	82	host	rimM
gene-FDH45_gp100	0	0	0	1192	1152	1604	82163	93816	94071	4433	6636	5822	phage	gene-FDH45_gp100
gene-SERP0557	5847	4973	4360	4157	3699	3936	639	266	763	288	79	282	host	gene-SERP0557
gene-SERP1238	24443	18719	23962	20207	18874	21661	2857	1700	4208	3418	403	1597	host	clpX
gene-SERP1036	1006	884	799	700	700	562	158	93	157	102	21	66	host	aroC
gene-SERP1858	1708	1708	1035	1087	1098	898	153	84	177	96	20	69	host	gene-SERP1858
gene-SERP2375	122	86	105	102	42	86	15	3	25	26	1	4	host	gene-SERP2375
gene-SERP0118	330	365	236	239	341	208	45	20	65	38	4	19	host	gene-SERP0118
gene-SERP0653	1719	3188	501	2299	2211	230	512	201	289	182	57	160	host	purQ
gene-SERP1458	36	48	21	42	19	21	8	2	6	4	4	2	host	gene-SERP1458
gene-SERP0112	791	320	452	647	366	522	103	36	89	115	8	64	host	gene-SERP0112
gene-SERP0055	201	179	164	142	102	105	30	18	30	15	3	12	host	gene-SERP0055
gene-SERP0891	940	535	1092	844	460	618	94	33	96	232	9	49	host	gene-SERP0891
gene-SERP1377	626	682	332	491	541	365	210	200	232	122	105	95	host	gene-SERP1377
gene-SERP2341	832	1048	593	724	749	535	69	43	98	69	6	41	host	gene-SERP2341
gene-SERP0635	1101	448	1080	726	382	899	188	69	195	194	14	87	host	gene-SERP0635
gene-SERP0010	970	620	800	747	495	699	123	58	221	176	25	93	host	gene-SERP0010
gene-SERP0068	6748	3110	4848	3253	3482	2564	910	365	905	662	124	584	host	pbuX
gene-SERP0847	2925	3763	3059	3027	3617	2762	387	189	421	178	44	173	host	gene-SERP0847
gene-SERP1783	26364	16524	35088	25950	20796	23948	3624	3237	4968	1260	506	1679	host	gene-SERP1783
gene-SERP0983	1241	620	1046	838	618	882	102	35	105	101	3	61	host	gene-SERP0983
gene-SERP1338	1904	2090	1551	1287	1711	1160	203	121	224	190	32	117	host	gene-SERP1338
gene-SERP1492	22300	13974	9951	15200	8046	10254	1257	513	1113	1030	123	402	host	agrC
gene-SERP_tRNA-Arg-1	1890	1742	2506	1688	1108	2963	370	209	486	105	24	120	host	gene-SERP_tRNA-Arg-1
gene-SERP1175	6676	3518	6334	4922	3511	4955	780	359	1099	1271	95	522	host	udk
gene-SERP1959	3363	4055	2977	2752	3570	2564	717	440	804	253	133	290	host	gene-SERP1959
gene-SERP2082	2300	846	2802	1775	1415	2004	442	298	470	213	42	165	host	gene-SERP2082
gene-SERP1630	2152	1199	3458	1580	972	3747	1153	641	3200	701	318	2070	host	gene-SERP1630
gene-SERP1596	703	630	835	447	447	794	219	196	541	181	93	386	host	gene-SERP1596
gene-SERP0313	2487	2918	2019	2206	2275	2021	368	204	402	208	36	136	host	gene-SERP0313
gene-SERP2378	244	179	143	148	120	143	25	7	30	27	2	9	host	gene-SERP2378
gene-SERP1206	3896	3811	3967	3671	3474	3861	601	281	900	470	76	313	host	ruvA
gene-SERP0050	2498	1019	2297	1834	1023	2037	263	133	305	112	27	111	host	gene-SERP0050
gene-SERP1449	4056	5223	2030	2713	3744	1858	478	395	505	275	110	244	host	nadE
gene-SERP1733	919	447	864	679	456	586	134	58	148	166	18	76	host	gene-SERP1733
gene-SERP2465	330	263	296	239	222	233	36	13	33	16	7	21	host	gene-SERP2465
gene-SERP1976	14121	8765	16174	13941	6375	23570	1671	693	3764	1405	194	1050	host	gltT
gene-SERP0858	872	650	967	743	862	636	189	162	249	78	28	94	host	gene-SERP0858
gene-SERP1804	36687	19138	29026	29665	20267	49584	4695	1807	9616	2997	422	2456	host	rplQ
gene-SERP2437	488	267	384	336	197	275	49	25	73	90	7	38	host	gene-SERP2437
gene-SERP1916	1060	526	949	705	667	514	80	51	102	81	14	38	host	gene-SERP1916
gene-SERP1080	7825	11646	5299	5857	7483	4259	825	592	867	597	129	395	host	recN
gene-SERP1842	1353	827	1192	1059	790	916	145	66	186	95	9	53	host	gene-SERP1842
gene-SERP1946	788	520	765	654	465	611	120	30	108	71	8	32	host	gene-SERP1946
gene-SERP1024	10749	8525	10204	8247	8816	7729	1459	716	1703	787	191	674	host	asnS
gene-SERP2384	138	87	167	155	102	115	16	11	34	45	6	6	host	gene-SERP2384
gene-FDH45_gp149	0	0	0	82195	83999	56661	20190	20290	27326	10940	9772	14030	phage	gene-FDH45_gp149
gene-SERP1560	10	2	3	4	2	6	1	0	3	0	0	3	host	gene-SERP1560
gene-FDH45_gp187	0	0	0	12070	9859	9173	34674	43076	32737	39704	35701	44387	phage	gene-FDH45_gp187
gene-SERP0795	1832	1951	3320	1737	1955	2007	359	168	443	232	39	192	host	plsX
gene-SERP2085	1115	793	1300	907	1061	899	73	67	96	46	12	37	host	gene-SERP2085
gene-SERP0350	252	171	306	243	291	195	37	11	37	26	7	22	host	gene-SERP0350
gene-SERP0915	22078	15478	19615	15858	10455	19287	2589	975	3143	1047	154	865	host	gene-SERP0915
gene-SERP0373	1294	219	692	1306	250	498	149	45	158	643	15	87	host	gene-SERP0373
gene-SERP2320	6452	7141	2506	3318	3455	3006	462	281	495	319	72	246	host	gene-SERP2320
gene-SERP0842	17081	18264	12868	13315	13011	12378	1829	985	2362	970	242	893	host	gene-SERP0842
gene-SERP0409	2761	2995	2275	2161	2276	1646	347	198	372	348	67	158	host	gene-SERP0409
gene-SERP1011	6012	3047	4029	5148	2608	3527	580	231	863	1715	83	444	host	ebh
gene-SERP0386	6829	6095	5587	6138	6749	4173	911	564	766	290	132	291	host	gene-SERP0386
gene-SERP2164	13	5	18	18	10	8	3	1	2	1	0	2	host	gene-SERP2164
gene-SERP0720	2469	2075	1909	1484	1355	1729	229	136	307	253	37	128	host	gene-SERP0720
gene-SERP2272	637	558	715	526	615	634	97	33	153	107	8	64	host	gene-SERP2272
gene-FDH45_gp045	0	0	0	17574	16434	13402	97540	104786	92709	31231	50423	42991	phage	gene-FDH45_gp045
gene-SERP1125	3181	2371	3079	2411	2324	2511	288	196	397	285	60	122	host	gene-SERP1125
gene-FDH45_gp074	0	0	0	1747	1563	996	21974	19416	19744	74477	60751	76276	phage	gene-FDH45_gp074
gene-FDH45_gp170	0	0	0	14614	15454	10743	103291	92312	113822	6744	14899	12559	phage	gene-FDH45_gp170
gene-SERP2236	326	188	329	337	187	303	79	20	51	44	7	22	host	gene-SERP2236
gene-SERP0789	1971	1831	1338	1180	1332	1148	193	102	191	164	33	101	host	gene-SERP0789
gene-SERP2548	21532	21114	17126	18713	18842	15600	3930	1862	4068	1461	386	1382	host	gyrA
gene-SERP1485	1795	1593	1798	919	1279	720	273	172	312	248	68	290	host	groES
gene-SERP2140	2643	2997	1567	1553	2175	1293	222	187	321	241	48	136	host	gene-SERP2140
gene-SERP1329	1324	1000	1311	1163	1501	809	143	99	138	134	8	94	host	gene-SERP1329
gene-SERP1479	616	226	404	409	237	445	88	17	68	74	10	29	host	gene-SERP1479
gene-SERP2264	4780	6080	4889	2941	4645	5045	737	505	1392	624	153	712	host	gene-SERP2264
gene-SERP2308	636	388	506	366	299	399	69	19	67	70	3	40	host	gene-SERP2308
gene-SERP1092	182	225	84	94	109	77	17	8	14	22	0	8	host	argC
gene-SERP1632	1503	821	2507	1130	692	2634	778	417	2026	488	217	1345	host	gene-SERP1632
gene-SERP2126	1525	489	457	409	239	380	74	22	114	96	4	78	host	feoB
gene-SERP0111	832	291	605	956	295	737	119	75	280	407	33	164	host	gene-SERP0111
gene-SERP2039	273	116	412	174	170	296	35	17	61	36	9	24	host	gene-SERP2039
gene-SERP1139	8097	7157	6294	5618	6054	4926	1022	559	1122	545	134	466	host	gene-SERP1139
gene-SERP0044	9995	5210	12716	7146	5183	11161	1540	668	2425	902	146	801	host	rpsF
gene-SERP2290	49	14	7	27	4	6	4	1	1	2	1	3	host	gene-SERP2290
gene-SERP1934	150	209	111	111	135	91	35	15	27	17	5	16	host	gene-SERP1934
gene-SERP1379	19532	18401	15132	13867	15717	13187	2073	1191	2544	1138	268	971	host	gene-SERP1379
gene-SERP1291	2389	1860	1545	1277	1069	1340	301	126	289	171	33	121	host	gene-SERP1291
gene-SERP0833	8299	8884	10498	8888	9877	9741	1513	1009	1958	955	248	722	host	gene-SERP0833
gene-SERP1300	12144	9855	13573	11310	10083	11614	1475	764	2130	927	186	669	host	murC
gene-SERP2184	981	755	1061	881	939	657	150	89	183	72	30	74	host	gene-SERP2184
gene-SERP1562	12	3	7	10	4	9	2	0	2	2	0	1	host	gene-SERP1562
gene-SERP1063	3798	3643	4387	3263	4487	2823	413	289	405	373	71	268	host	gene-SERP1063
gene-SERP1407	2035	2420	1314	1572	1875	1107	200	183	249	198	35	122	host	gene-SERP1407
gene-SERP1675	1937	1300	2143	1878	1494	1831	274	119	311	233	24	129	host	gene-SERP1675
gene-SERP1880	6430	2998	10627	6338	3014	5086	966	656	1233	2813	205	692	host	gene-SERP1880
gene-SERP2038	2044	1612	3016	2153	2165	2172	268	154	433	186	40	119	host	gene-SERP2038
gene-SERP0496	8983	13307	5972	7257	10191	5290	1146	915	1298	695	204	642	host	sufC
gene-SERP1157	214	77	208	182	68	195	18	6	35	37	2	13	host	gene-SERP1157
gene-SERP1293	3097	2419	2110	1819	2123	1563	276	176	315	182	60	159	host	tyrS
gene-SERP1777	5461	1940	4382	2800	2371	2894	669	255	802	565	78	493	host	gene-SERP1777
gene-FDH45_gp033	0	0	0	1656	1749	1522	11587	13509	11923	25790	23140	28861	phage	gene-FDH45_gp033
gene-FDH45_gp191	0	0	0	5667	5367	5081	190849	169083	186147	21345	34497	41060	phage	gene-FDH45_gp191
gene-SERP0772	705	400	455	599	402	1272	147	35	260	141	11	76	host	gene-SERP0772
gene-SERP0775	3623	4280	3336	2908	3637	2202	397	243	444	306	54	244	host	fbe
gene-SERP0708	1969	1842	1694	1568	1677	1200	261	121	239	347	91	195	host	gene-SERP0708
gene-SERP0187	48490	20729	66474	42257	23194	64298	7239	2107	11385	3905	598	3417	host	rpsG
gene-SERP0304	6055	4342	3653	3675	2690	3273	549	265	805	413	60	283	host	gene-SERP0304
gene-FDH45_gp088	0	0	0	24764	19841	18866	96611	132559	113350	24046	24735	24094	phage	gene-FDH45_gp088
gene-SERP2529	664	408	380	347	228	279	70	19	76	84	14	55	host	gene-SERP2529
gene-SERP2304	125	82	87	70	44	51	10	14	26	18	4	13	host	hisB
gene-SERP2508	759	556	598	665	556	425	76	40	98	63	13	40	host	tnpC-3
gene-FDH45_gp157	0	0	0	4400	3338	3364	43058	44950	42785	3201	4926	5284	phage	gene-FDH45_gp157
gene-FDH45_gp154	0	0	0	62312	52053	41001	34873	25464	36654	9934	9166	12263	phage	gene-FDH45_gp154
gene-SERP2332	415	679	400	441	677	384	46	48	89	37	16	34	host	gene-SERP2332
gene-SERP0547	217	129	116	118	107	94	19	10	28	14	5	8	host	gene-SERP0547
gene-SERP_tRNA-Tyr-1	3181	2207	4328	3271	1990	4623	748	311	981	255	62	227	host	gene-SERP_tRNA-Tyr-1
gene-SERP0605	6694	7098	5028	5612	6814	4345	1010	518	966	523	100	372	host	gene-SERP0605
gene-SERP0993	6345	4116	4786	3863	3227	3473	713	289	706	342	95	313	host	murG
gene-SERP2168	62776	36897	63168	45234	42107	52075	8983	4081	12611	5223	1061	4403	host	mqo-2
gene-SERP1161	1507	1111	1348	1135	974	1120	178	105	316	126	34	152	host	nadD
gene-SERP2453	948	885	570	788	653	478	142	60	96	68	9	32	host	gene-SERP2453
gene-SERP0454	248	93	290	246	95	219	13	6	37	70	3	25	host	gene-SERP0454
gene-SERP2442	141	105	97	102	83	84	9	14	26	14	0	5	host	gene-SERP2442
gene-SERP1654	225	111	196	228	96	193	36	16	68	76	3	30	host	gene-SERP1654
gene-SERP1713	16848	11172	14010	12451	9752	12572	2116	793	2739	1064	203	974	host	atpF
gene-SERP1001	7051	7526	5439	5241	6735	4401	856	543	887	424	128	301	host	gene-SERP1001
gene-FDH45_gp087	0	0	0	24380	18991	18158	81559	109236	96590	19460	24787	23206	phage	gene-FDH45_gp087
gene-SERP0670	72105	74843	52568	44118	56517	42790	7549	3972	8683	3610	991	3494	host	ptsI
gene-SERP2245	818	1069	615	507	894	444	70	57	91	58	18	78	host	gene-SERP2245
gene-SERP1041	18929	16297	10614	16049	15867	13221	4842	3030	4382	1170	536	1213	host	hup
gene-SERP0113	1114	1505	1256	903	1271	869	147	59	177	81	9	88	host	gene-SERP0113
gene-SERP0358	15438	6384	1397	1804	3960	2433	393	352	1046	311	91	276	host	fruK
gene-SERP1426	4186	4556	3438	3095	3473	3026	452	240	493	294	60	206	host	map
gene-SERP2444	124	167	89	100	108	89	20	11	37	18	1	8	host	gene-SERP2444
gene-SERP0617	191	123	109	146	102	130	148	111	203	59	39	93	host	gene-SERP0617
gene-SERP1359	35	13	18	43	6	15	4	2	4	18	0	2	host	gene-SERP1359
gene-FDH45_gp008	0	0	0	896	844	656	88942	60685	62066	144665	152400	150053	phage	gene-FDH45_gp008
gene-SERP2127	243	75	53	57	29	41	19	6	26	15	0	15	host	gene-SERP2127
gene-SERP0536	1852	1230	1737	1621	1265	1558	227	86	408	179	22	119	host	mnhC
gene-SERP0086	2018	2404	428	970	385	396	180	57	157	84	20	56	host	gene-SERP0086
gene-SERP0210	889	923	528	638	773	464	74	47	98	70	17	43	host	gene-SERP0210
gene-SERP0537	2103	1395	2018	1810	1459	1775	288	117	432	237	36	133	host	mnhB
gene-SERP2107	675	562	579	420	436	407	69	35	66	90	12	42	host	capB
gene-SERP1773	264	217	234	189	188	205	49	15	56	23	2	19	host	gene-SERP1773
gene-SERP2146	26	20	26	24	12	26	1	3	6	8	0	6	host	gene-SERP2146
gene-SERP0461	215	70	137	111	67	112	26	7	16	19	4	13	host	gene-SERP0461
gene-SERP1888	3601	3083	1827	2555	3067	1499	547	378	458	557	79	216	host	gene-SERP1888
gene-SERP1107	69	24	38	42	26	36	7	2	9	19	1	8	host	comGC
gene-SERP0814	7255	5164	3943	4750	4731	3245	1028	642	1197	550	136	393	host	sucD
gene-SERP1664	1138	1319	1187	850	996	764	120	84	129	105	25	76	host	gene-SERP1664
gene-SERP0837	2512	2069	2272	2199	2252	2482	487	259	588	244	39	204	host	rbfA
gene-SERP_tRNA-Asn-3	40	18	91	44	26	107	9	5	15	11	6	2	host	gene-SERP_tRNA-Asn-3
gene-SERP2166	60523	72443	41616	40009	56861	28098	5529	4962	5459	2842	1089	2618	host	fdaB
gene-FDH45_gp056	0	0	0	14178	12882	10672	114218	113960	116146	22145	38993	37726	phage	gene-FDH45_gp056
gene-SERP1384	574	565	599	540	566	509	75	44	99	86	11	45	host	gene-SERP1384
gene-SERP1330	12521	8449	11525	10143	7700	7727	1219	673	1626	2945	200	914	host	gene-SERP1330
gene-SERP0179	29454	15179	44564	25615	15315	40915	5585	1991	8587	4019	573	2822	host	rplA
gene-SERP0329	4944	4667	4456	3892	4507	3746	555	269	688	411	57	266	host	gene-SERP0329
gene-SERP0097	826	767	326	423	281	244	86	37	66	48	9	50	host	gene-SERP0097
gene-SERP1689	9550	10082	8104	7572	9163	7042	1188	579	1374	610	139	475	host	murF
gene-SERP2174	1745	2427	1127	1355	1597	792	131	91	134	89	22	70	host	gene-SERP2174
gene-SERP1005	1833	1839	1361	1434	1745	1061	145	88	154	123	20	49	host	gene-SERP1005
gene-SERP1615	37	24	42	22	32	37	3	4	13	3	1	10	host	gene-SERP1615
gene-SERP0042	114	86	94	51	56	49	21	5	12	8	2	8	host	gene-SERP0042
gene-SERP0647	12044	10347	4684	7078	5426	3937	849	418	1026	736	105	477	host	gene-SERP0647
gene-SERP1592	716	716	1203	471	567	988	197	167	797	145	75	391	host	gene-SERP1592
gene-SERP_SetmRNA1	41743	38724	22797	33834	36240	27211	18812	17595	14869	10273	8394	9950	host	gene-SERP_SetmRNA1
gene-FDH45_gp110	0	0	0	14460	12258	9883	28423	47536	34439	2087	2933	2658	phage	gene-FDH45_gp110
gene-FDH45_gp069	0	0	0	17655	15511	13703	110401	121961	116894	7740	12503	10577	phage	gene-FDH45_gp069
gene-SERP2492	148	11	84	64	14	100	13	3	22	15	0	5	host	gene-SERP2492
gene-SERP1466	1478	487	921	772	331	691	110	53	122	110	17	76	host	gene-SERP1466
gene-FDH45_gp042	0	0	0	302	377	323	96694	91979	100233	164799	165113	173125	phage	gene-FDH45_gp042
gene-SERP0609	9085	8465	7122	7220	7609	6629	1246	573	1204	623	149	471	host	prfC
