# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR29715797_sorted.bam" "SRR29715796_sorted.bam" "SRR29715803_sorted.bam" "SRR29715802_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR29715797_sorted.bam	SRR29715796_sorted.bam	SRR29715803_sorted.bam	SRR29715802_sorted.bam
gene-PA1646	AE004091.2	1791080	1793038	+	1959	38	56	36	26
gene-PA1647	AE004091.2	1793019	1794740	-	1722	115	138	41	48
gene-PA1648	AE004091.2	1794883	1795887	-	1005	12	31	12	6
gene-PA1649	AE004091.2	1796138	1796899	+	762	17	33	10	11
gene-PA1650	AE004091.2	1797058	1797951	+	894	59	103	40	28
gene-PA1651	AE004091.2	1797958	1799154	-	1197	89	126	84	59
gene-PA1652	AE004091.2	1799385	1800020	+	636	50	43	31	33
gene-PA1653	AE004091.2	1800071	1800547	-	477	50	71	37	37
gene-PA1654	AE004091.2	1800629	1801795	+	1167	354	450	242	151
gene-PA1655	AE004091.2	1801851	1802453	+	603	169	190	78	62
gene-PA1656	AE004091.2	1803626	1805182	+	1557	290	434	184	184
gene-PA1657	AE004091.2	1805218	1805724	+	507	56	71	40	31
gene-PA1658	AE004091.2	1805753	1807228	+	1476	176	255	160	105
gene-PA1659	AE004091.2	1807241	1807648	+	408	28	49	21	16
gene-PA1660	AE004091.2	1808193	1809773	+	1581	125	168	98	64
gene-PA1661	AE004091.2	1809737	1810744	+	1008	164	190	125	78
gene-PA1662	AE004091.2	1810751	1813384	+	2634	158	251	131	94
gene-PA1663	AE004091.2	1813395	1814906	+	1512	62	95	61	55
gene-PA1664	AE004091.2	1814995	1815135	+	141	4	5	6	7
gene-PA1665	AE004091.2	1815153	1816346	+	1194	61	110	90	69
gene-PA1666	AE004091.2	1816352	1816858	+	507	28	45	41	22
gene-PA1667	AE004091.2	1816855	1818186	+	1332	122	170	129	63
gene-PA1668	AE004091.2	1818189	1819058	+	870	72	92	109	72
gene-PA1669	AE004091.2	1819074	1822601	+	3528	181	199	309	187
gene-PA1670	AE004091.2	1822601	1823329	+	729	39	57	62	45
gene-PA1671	AE004091.2	1823326	1824315	+	990	72	85	44	35
gene-PA1672	AE004091.2	1824343	1824723	-	381	81	68	46	40
gene-PA1673	AE004091.2	1824969	1825430	+	462	579	818	150	194
gene-PA1674	AE004091.2	1825495	1826040	-	546	664	764	375	255
gene-PA1675	AE004091.2	1826118	1826675	-	558	175	210	126	102
gene-PA1676	AE004091.2	1826732	1827052	-	321	65	78	49	35
gene-PA1677	AE004091.2	1827225	1827821	-	597	94	179	93	90
gene-PA1678	AE004091.2	1827992	1828906	+	915	268	399	248	205
gene-PA1679	AE004091.2	1828931	1829710	-	780	238	341	165	123
gene-PA1680	AE004091.2	1829788	1830771	-	984	77	109	69	42
gene-PA1681	AE004091.2	1830879	1831970	+	1092	334	520	403	274
gene-PA1682	AE004091.2	1832014	1833165	+	1152	186	234	161	131
gene-PA1683	AE004091.2	1833162	1833779	+	618	284	332	225	198
gene-PA1684	AE004091.2	1833776	1834321	+	546	209	260	135	102
gene-PA1685	AE004091.2	1834393	1835142	+	750	103	133	139	78
gene-PA1686	AE004091.2	1835325	1836218	-	894	86	105	66	51
gene-PA1687	AE004091.2	1836367	1837227	+	861	123	156	78	67
gene-PA1688	AE004091.2	1837388	1838257	+	870	362	388	218	162
gene-PA1689	AE004091.2	1838260	1840362	+	2103	299	372	256	154
gene-PA1690	AE004091.2	1840468	1841517	-	1050	38	63	79	56
gene-PA1691	AE004091.2	1841514	1842302	-	789	37	31	26	29
gene-PA1692	AE004091.2	1842299	1842565	-	267	9	14	13	12
gene-PA1693	AE004091.2	1842568	1843221	-	654	103	129	146	82
gene-PA1694	AE004091.2	1843218	1844147	-	930	64	75	112	89
gene-PA1695	AE004091.2	1844144	1845253	-	1110	31	44	44	44
gene-PA1696	AE004091.2	1845241	1845717	-	477	28	57	66	50
gene-PA1697	AE004091.2	1845714	1847036	-	1323	83	77	93	78
gene-PA1698	AE004091.2	1847227	1848093	+	867	34	46	41	40
gene-PA1699	AE004091.2	1848074	1848352	+	279	27	22	25	34
gene-PA1700	AE004091.2	1848339	1848710	+	372	26	31	30	30
gene-PA1701	AE004091.2	1848707	1849072	+	366	26	32	38	38
gene-PA1702	AE004091.2	1849077	1849406	+	330	47	55	78	62
gene-PA1703	AE004091.2	1849403	1851523	+	2121	129	144	220	143
gene-PA1704	AE004091.2	1851520	1851954	+	435	10	26	37	20
gene-PA1705	AE004091.2	1851982	1852278	+	297	43	67	53	58
gene-PA1706	AE004091.2	1852288	1853172	+	885	83	130	137	90
gene-PA1707	AE004091.2	1853181	1853684	+	504	67	114	98	73
gene-PA1708	AE004091.2	1853665	1854837	+	1173	166	251	240	209
gene-PA1709	AE004091.2	1854849	1855736	+	888	39	55	67	75
gene-PA1710	AE004091.2	1855862	1856299	+	438	154	206	176	155
gene-PA1711	AE004091.2	1856308	1856553	+	246	55	87	75	58
gene-PA1712	AE004091.2	1856562	1856975	+	414	78	102	101	91
gene-PA1713	AE004091.2	1857273	1858109	+	837	172	256	289	203
gene-PA1714	AE004091.2	1858207	1859037	+	831	387	540	425	302
gene-PA1715	AE004091.2	1859071	1859493	+	423	118	167	181	109
gene-PA1716	AE004091.2	1859493	1861295	+	1803	181	220	375	263
gene-PA1717	AE004091.2	1861297	1862595	+	1299	115	157	246	180
gene-PA1718	AE004091.2	1862558	1862761	+	204	36	54	48	39
gene-PA1719	AE004091.2	1862764	1863021	+	258	46	47	61	62
gene-PA1720	AE004091.2	1863024	1863371	+	348	47	65	91	62
gene-PA1721	AE004091.2	1863368	1863799	+	432	33	34	53	46
gene-PA1722	AE004091.2	1863799	1864137	+	339	36	73	88	72
gene-PA1723	AE004091.2	1864134	1864880	+	747	209	187	238	148
gene-PA1724	AE004091.2	1864889	1865515	+	627	40	29	60	50
gene-PA1725	AE004091.2	1865494	1866138	+	645	34	52	65	61
gene-PA1726	AE004091.2	1866241	1868535	-	2295	176	238	242	161
gene-PA1727	AE004091.2	1868706	1870763	-	2058	262	353	287	181
gene-PA1728	AE004091.2	1871116	1871457	+	342	38	57	16	21
gene-PA1729	AE004091.2	1871555	1872202	+	648	65	101	52	48
gene-PA1730	AE004091.2	1872602	1874014	+	1413	22	33	26	17
gene-PA1731	AE004091.2	1874017	1874970	+	954	22	23	13	17
gene-PA1732	AE004091.2	1874967	1875767	+	801	14	13	11	12
gene-PA1733	AE004091.2	1875849	1876580	+	732	18	22	17	12
gene-PA1734	AE004091.2	1876588	1877409	-	822	23	33	20	24
gene-PA1735	AE004091.2	1877522	1878409	+	888	55	74	38	23
gene-PA1736	AE004091.2	1878980	1880185	+	1206	26	39	29	28
gene-PA1737	AE004091.2	1880199	1882343	+	2145	37	95	50	25
gene-PA1738	AE004091.2	1882595	1883509	-	915	90	112	68	52
gene-PA1739	AE004091.2	1883661	1884632	+	972	27	32	9	7
gene-PA1740	AE004091.2	1884655	1885653	+	999	26	34	18	20
gene-PA1741	AE004091.2	1885662	1886033	-	372	34	36	53	25
gene-PA1742	AE004091.2	1886278	1887000	+	723	513	677	283	307
gene-PA1743	AE004091.2	1887058	1887297	-	240	5	6	5	5
gene-PA1744	AE004091.2	1887325	1887543	-	219	17	9	12	9
gene-PA1745	AE004091.2	1887698	1888186	-	489	13	25	25	11
gene-PA1746	AE004091.2	1888407	1888913	+	507	49	75	39	34
gene-PA1747	AE004091.2	1888985	1889173	-	189	11	16	17	5
gene-PA1748	AE004091.2	1889323	1890012	-	690	88	77	64	36
gene-PA1749	AE004091.2	1890196	1890681	+	486	265	378	204	148
gene-PA1750	AE004091.2	1890739	1891815	-	1077	445	590	469	290
gene-PA1751	AE004091.2	1892133	1892510	+	378	67	73	53	36
gene-PA1752	AE004091.2	1892510	1893457	+	948	178	290	103	61
gene-PA1753	AE004091.2	1893620	1894117	+	498	126	129	78	48
gene-PA1754	AE004091.2	1894249	1895223	+	975	329	474	254	217
gene-PA1755	AE004091.2	1895280	1895627	-	348	97	110	76	56
gene-PA1756	AE004091.2	1895692	1896495	-	804	88	105	59	45
gene-PA1757	AE004091.2	1896630	1897247	+	618	135	209	124	81
gene-PA1758	AE004091.2	1897290	1898651	-	1362	148	217	187	112
gene-PA1759	AE004091.2	1898816	1901521	+	2706	417	545	404	321
gene-PA1760	AE004091.2	1901524	1904247	+	2724	110	158	168	116
gene-PA1761	AE004091.2	1904479	1904916	+	438	22	15	10	11
gene-PA1762	AE004091.2	1904995	1905756	+	762	29	23	31	22
gene-PA1763	AE004091.2	1905797	1906822	+	1026	47	53	42	26
gene-PA1764	AE004091.2	1906842	1908440	+	1599	41	35	22	28
gene-PA1765	AE004091.2	1908454	1909641	+	1188	30	28	27	16
gene-PA1766	AE004091.2	1909698	1910681	-	984	564	795	611	442
gene-PA1767	AE004091.2	1910685	1912211	-	1527	864	1156	885	590
gene-PA1768	AE004091.2	1912217	1912756	-	540	294	336	314	254
gene-PA1769	AE004091.2	1913047	1913871	-	825	928	1014	739	448
gene-PA1770	AE004091.2	1914037	1916412	+	2376	1630	2334	1467	945
gene-PA1771	AE004091.2	1916482	1917492	+	1011	76	110	114	81
gene-PA1772	AE004091.2	1917599	1918087	+	489	140	159	95	68
gene-PA1773	AE004091.2	1918275	1919273	+	999	455	606	271	206
gene-PA1774	AE004091.2	1919322	1919576	+	255	756	972	1082	659
gene-PA1775	AE004091.2	1919579	1920403	+	825	818	1100	927	602
gene-PA1776	AE004091.2	1920568	1921065	+	498	1568	1700	1311	882
gene-PA1777	AE004091.2	1921174	1922226	+	1053	3771	4453	2990	3101
gene-PA1778	AE004091.2	1922295	1923032	-	738	33	35	30	13
gene-PA1779	AE004091.2	1923044	1925770	-	2727	20	61	41	25
gene-PA1780	AE004091.2	1925797	1926123	-	327	23	22	14	14
gene-PA1781	AE004091.2	1926176	1928626	-	2451	27	44	28	10
gene-PA1781.1	AE004091.2	1928666	1928886	-	221	1	0	6	2
gene-PA1782	AE004091.2	1928894	1930489	-	1596	10	13	11	4
gene-PA1783	AE004091.2	1930564	1931775	-	1212	6	8	7	4
gene-PA1784	AE004091.2	1932129	1932824	-	696	24	40	18	10
gene-PA1785	AE004091.2	1933054	1933632	-	579	5	11	6	8
gene-PA1786	AE004091.2	1933649	1934857	-	1209	20	12	9	9
gene-PA1787	AE004091.2	1935035	1937644	-	2610	1174	1480	1166	772
gene-PA1788	AE004091.2	1938026	1938493	+	468	180	222	101	67
gene-PA1789	AE004091.2	1938549	1939412	-	864	464	714	210	219
gene-PA1790	AE004091.2	1939583	1940206	+	624	136	217	110	60
gene-PA1791	AE004091.2	1940255	1941586	-	1332	257	349	167	115
gene-PA1792	AE004091.2	1941720	1942442	-	723	136	165	123	93
gene-PA1793	AE004091.2	1942447	1942944	-	498	283	333	191	190
gene-PA1794	AE004091.2	1943067	1944737	+	1671	649	937	888	600
gene-PA1795	AE004091.2	1944747	1946129	+	1383	898	1080	919	530
gene-PA1796	AE004091.2	1946187	1947041	-	855	243	338	283	183
gene-PA1796.1	AE004091.2	1947320	1947396	+	77	149	178	175	274
gene-PA1796.2	AE004091.2	1947448	1947523	+	76	6617	10973	3454	5757
gene-PA1796.3	AE004091.2	1947578	1947662	+	85	7057	8995	5108	6876
gene-PA1796.4	AE004091.2	1947729	1947804	+	76	7423	11835	3935	6013
gene-PA1797	AE004091.2	1948502	1950334	-	1833	248	243	136	109
gene-PA1798	AE004091.2	1950439	1951725	-	1287	116	159	94	70
gene-PA1799	AE004091.2	1951726	1952433	-	708	204	225	143	92
gene-PA1800	AE004091.2	1952665	1953975	+	1311	1666	2333	1781	1427
gene-PA1801	AE004091.2	1954069	1954710	+	642	634	825	631	432
gene-PA1802	AE004091.2	1954815	1956095	+	1281	2501	3363	2942	2028
gene-PA1803	AE004091.2	1956227	1958623	+	2397	1169	1784	1228	908
gene-PA1804	AE004091.2	1958759	1959031	+	273	2060	2604	1264	1395
gene-PA1804.1	AE004091.2	1959083	1959159	+	77	235	363	257	199
gene-PA1805	AE004091.2	1959263	1961128	+	1866	580	744	617	437
gene-PA1806	AE004091.2	1961227	1962024	-	798	109	101	50	37
gene-PA1807	AE004091.2	1962046	1963656	-	1611	119	166	102	90
gene-PA1808	AE004091.2	1963658	1964677	-	1020	174	240	148	83
gene-PA1809	AE004091.2	1964682	1965764	-	1083	181	245	144	113
gene-PA1810	AE004091.2	1965771	1967618	-	1848	290	321	273	178
gene-PA1811	AE004091.2	1967615	1969444	-	1830	279	331	210	189
gene-PA1812	AE004091.2	1969635	1971239	-	1605	599	745	407	319
gene-PA1813	AE004091.2	1971317	1972093	-	777	107	119	105	78
gene-PA1814	AE004091.2	1972195	1972956	+	762	190	325	143	112
gene-PA1815	AE004091.2	1972959	1973405	+	447	188	257	210	137
gene-PA1816	AE004091.2	1973470	1974210	+	741	246	398	242	148
gene-PA1817	AE004091.2	1974238	1974627	-	390	54	130	60	71
gene-PA1818	AE004091.2	1974821	1977076	+	2256	252	334	294	206
gene-PA1819	AE004091.2	1977100	1978455	+	1356	171	234	123	122
gene-PA1820	AE004091.2	1978439	1979941	-	1503	129	164	86	78
gene-PA1821	AE004091.2	1980165	1980977	+	813	395	486	256	221
gene-PA1822	AE004091.2	1981017	1982705	+	1689	313	455	300	251
gene-PA1823	AE004091.2	1982705	1983541	+	837	224	274	227	149
gene-PA1824	AE004091.2	1983509	1984288	-	780	126	171	114	87
gene-PA1825	AE004091.2	1984389	1985033	+	645	58	52	35	36
gene-PA1826	AE004091.2	1985030	1985935	-	906	46	41	29	20
gene-PA1827	AE004091.2	1986067	1986828	+	762	7	4	8	7
gene-PA1828	AE004091.2	1986989	1987756	-	768	42	34	25	22
gene-PA1829	AE004091.2	1987781	1988851	-	1071	71	93	49	49
gene-PA1830	AE004091.2	1989109	1989423	-	315	132	147	102	112
gene-PA1831	AE004091.2	1989484	1990194	-	711	244	266	138	130
gene-PA1832	AE004091.2	1990428	1991453	+	1026	295	480	284	174
gene-PA1833	AE004091.2	1991512	1992504	+	993	152	169	70	80
gene-PA1834	AE004091.2	1992584	1993474	+	891	44	82	32	23
gene-PA1835	AE004091.2	1993461	1993898	-	438	36	29	15	13
gene-PA1836	AE004091.2	1994021	1994602	+	582	46	53	30	31
gene-PA1837	AE004091.2	1994667	1995164	-	498	91	119	64	44
gene-PA1838	AE004091.2	1995148	1996806	-	1659	599	653	265	231
gene-PA1839	AE004091.2	1997509	1998549	-	1041	73	82	53	29
gene-PA1840	AE004091.2	1998587	1998949	+	363	91	110	97	49
gene-PA1841	AE004091.2	1998963	1999460	+	498	115	135	111	49
gene-PA1842	AE004091.2	1999512	1999874	-	363	128	174	64	56
gene-PA1843	AE004091.2	1999889	2003593	-	3705	1294	1975	870	539
gene-PA1844	AE004091.2	2003868	2004332	-	465	18	26	14	8
gene-PA1845	AE004091.2	2004374	2004892	-	519	34	34	12	11
gene-PA1846	AE004091.2	2005254	2007542	+	2289	472	565	449	313
gene-PA1847	AE004091.2	2007665	2008249	+	585	265	439	366	265
gene-PA1848	AE004091.2	2008308	2009477	-	1170	24	25	31	18
gene-PA1849	AE004091.2	2009482	2009724	-	243	2	6	5	1
gene-PA1850	AE004091.2	2009747	2010751	-	1005	59	79	44	20
gene-PA1851	AE004091.2	2011000	2012205	+	1206	124	123	68	52
gene-PA1852	AE004091.2	2012255	2012530	-	276	683	857	584	419
gene-PA1853	AE004091.2	2012815	2013678	+	864	75	85	44	41
gene-PA1854	AE004091.2	2013666	2014823	-	1158	47	56	35	31
gene-PA1855	AE004091.2	2014915	2015136	-	222	5	9	1	3
gene-PA1856	AE004091.2	2015139	2016581	-	1443	139	186	76	69
gene-PA1857	AE004091.2	2016928	2017851	-	924	173	195	99	74
gene-PA1858	AE004091.2	2017967	2018794	-	828	24	46	17	17
gene-PA1859	AE004091.2	2018803	2019690	-	888	42	71	34	34
gene-PA1860	AE004091.2	2019776	2020603	+	828	18	25	23	14
gene-PA1861	AE004091.2	2020625	2021710	-	1086	98	128	71	83
gene-PA1862	AE004091.2	2021712	2022398	-	687	67	100	85	58
gene-PA1863	AE004091.2	2022411	2023166	-	756	64	84	63	48
gene-PA1864	AE004091.2	2023281	2023931	-	651	28	30	10	9
gene-PA1865	AE004091.2	2024065	2025744	+	1680	89	118	91	84
gene-PA1866	AE004091.2	2025737	2028013	+	2277	146	162	142	106
gene-PA1867	AE004091.2	2028454	2028981	+	528	16	7	9	5
gene-PA1868	AE004091.2	2028968	2031298	+	2331	21	27	27	18
gene-PA1869	AE004091.2	2031466	2031705	+	240	25	30	30	22
gene-PA1870	AE004091.2	2031988	2032413	+	426	6	12	10	2
gene-PA1871	AE004091.2	2032695	2033951	+	1257	35	53	41	23
gene-PA1872	AE004091.2	2034066	2034857	-	792	90	151	94	63
gene-PA1873	AE004091.2	2034918	2035940	-	1023	17	21	12	12
gene-PA1874	AE004091.2	2036441	2043847	+	7407	184	195	91	67
gene-PA1875	AE004091.2	2043847	2045124	+	1278	14	23	10	4
gene-PA1876	AE004091.2	2045114	2047285	+	2172	37	49	29	17
gene-PA1877	AE004091.2	2047275	2048462	+	1188	13	30	8	8
gene-PA1878	AE004091.2	2048570	2049148	-	579	19	25	19	6
gene-PA1879	AE004091.2	2049237	2049791	-	555	21	41	24	20
gene-PA1880	AE004091.2	2049949	2052144	-	2196	31	39	32	16
gene-PA1881	AE004091.2	2052149	2052610	-	462	4	3	6	6
gene-PA1882	AE004091.2	2052941	2053264	+	324	92	84	33	33
gene-PA1883	AE004091.2	2053277	2053675	+	399	12	10	8	2
gene-PA1884	AE004091.2	2053672	2054223	-	552	15	25	12	9
gene-PA1885	AE004091.2	2054309	2054842	+	534	28	38	21	10
gene-PA1886	AE004091.2	2054911	2057274	+	2364	204	249	169	120
gene-PA1887	AE004091.2	2057278	2057946	-	669	28	59	45	20
gene-PA1888	AE004091.2	2057930	2059339	-	1410	45	55	30	15
gene-PA1889	AE004091.2	2059569	2060552	+	984	122	204	103	62
gene-PA1890	AE004091.2	2060566	2061189	-	624	124	165	73	64
gene-PA1891	AE004091.2	2061278	2061667	-	390	10	25	4	1
gene-PA1892	AE004091.2	2061664	2062401	-	738	33	45	9	11
gene-PA1893	AE004091.2	2062398	2064827	-	2430	69	86	51	21
gene-PA1894	AE004091.2	2064853	2065545	-	693	11	19	1	6
gene-PA1895	AE004091.2	2065493	2066767	-	1275	70	89	26	25
gene-PA1896	AE004091.2	2066786	2067955	-	1170	52	66	24	20
gene-PA1897	AE004091.2	2067961	2068728	-	768	30	50	21	15
gene-PA1898	AE004091.2	2069490	2070203	+	714	25	30	12	5
gene-PA1899	AE004091.2	2070685	2071173	+	489	2	8	3	1
gene-PA1900	AE004091.2	2071209	2071697	+	489	7	10	3	7
gene-PA1901	AE004091.2	2071721	2072938	+	1218	106	107	64	52
gene-PA1902	AE004091.2	2072935	2073558	+	624	7	4	6	3
gene-PA1903	AE004091.2	2073555	2075438	+	1884	9	15	11	7
gene-PA1904	AE004091.2	2075452	2076288	+	837	9	3	4	4
gene-PA1905	AE004091.2	2076311	2076958	+	648	6	13	8	6
gene-PA1906	AE004091.2	2077047	2077583	-	537	34	32	42	25
gene-PA1907	AE004091.2	2077626	2079266	-	1641	11	17	12	9
gene-PA1908	AE004091.2	2079263	2080474	-	1212	6	10	9	7
gene-PA1909	AE004091.2	2080661	2081812	-	1152	10	18	13	8
gene-PA1910	AE004091.2	2081853	2084267	-	2415	42	28	25	22
gene-PA1911	AE004091.2	2084476	2085426	-	951	19	26	23	13
gene-PA1912	AE004091.2	2085423	2085929	-	507	35	48	61	32
gene-PA1913	AE004091.2	2086021	2086701	-	681	167	219	196	119
gene-PA1914	AE004091.2	2086808	2088034	-	1227	50	47	33	20
gene-PA1915	AE004091.2	2088602	2090149	-	1548	73	108	51	41
gene-PA1916	AE004091.2	2090213	2091445	-	1233	15	9	11	5
gene-PA1917	AE004091.2	2091490	2091837	-	348	9	6	1	2
gene-PA1918	AE004091.2	2091850	2093250	-	1401	9	20	9	4
gene-PA1919	AE004091.2	2093444	2094142	-	699	20	18	3	4
gene-PA1920	AE004091.2	2094329	2096356	-	2028	41	65	23	12
gene-PA1921	AE004091.2	2096514	2097323	-	810	6	9	3	2
gene-PA1922	AE004091.2	2097491	2099452	+	1962	6	12	18	12
gene-PA1923	AE004091.2	2099452	2103297	+	3846	21	26	15	14
gene-PA1924	AE004091.2	2103294	2103770	+	477	6	3	3	3
gene-PA1925	AE004091.2	2103770	2104096	+	327	6	13	3	5
gene-PA1926	AE004091.2	2104597	2106447	+	1851	232	283	248	156
gene-PA1927	AE004091.2	2106580	2108880	+	2301	77	130	84	31
gene-PA1928	AE004091.2	2108942	2109511	-	570	10	29	12	4
gene-PA1929	AE004091.2	2109558	2109854	-	297	25	21	24	9
gene-PA1930	AE004091.2	2110226	2111521	+	1296	49	64	27	12
gene-PA1931	AE004091.2	2111691	2112203	+	513	15	25	11	10
gene-PA1932	AE004091.2	2112200	2113189	+	990	65	92	30	24
gene-PA1933	AE004091.2	2113186	2115390	+	2205	907	1100	546	412
gene-PA1934	AE004091.2	2115885	2116265	+	381	10	27	11	13
gene-PA1935	AE004091.2	2117030	2117734	-	705	46	73	27	33
gene-PA1936	AE004091.2	2117897	2118097	+	201	42	34	30	23
gene-PA1937	AE004091.2	2118585	2118893	+	309	38	34	20	23
gene-PA1938	AE004091.2	2118926	2119747	+	822	169	207	79	42
gene-PA1939	AE004091.2	2120225	2122222	-	1998	2218	2263	1673	1038
gene-PA1940	AE004091.2	2122579	2123718	-	1140	89	120	76	59
gene-PA1941	AE004091.2	2123897	2125792	-	1896	190	227	140	124
gene-PA1942	AE004091.2	2126104	2126334	-	231	37	40	21	21
gene-PA1943	AE004091.2	2126396	2127493	-	1098	52	83	44	35
gene-PA1944	AE004091.2	2127684	2129171	+	1488	69	90	43	55
gene-PA1945	AE004091.2	2129307	2130635	+	1329	45	46	29	26
gene-PA1946	AE004091.2	2130854	2131813	+	960	357	396	239	211
gene-PA1947	AE004091.2	2131835	2133367	+	1533	80	119	100	69
gene-PA1948	AE004091.2	2133391	2134389	+	999	67	126	104	91
gene-PA1949	AE004091.2	2134393	2135406	+	1014	144	212	147	110
gene-PA1950	AE004091.2	2135460	2136386	+	927	124	140	148	91
gene-PA1951	AE004091.2	2136520	2137785	-	1266	33	63	37	38
gene-PA1952	AE004091.2	2137846	2138598	-	753	0	3	1	2
gene-PA1953	AE004091.2	2138612	2139292	-	681	13	13	3	2
gene-PA1954	AE004091.2	2139354	2140376	-	1023	12	28	12	6
gene-PA1955	AE004091.2	2140433	2141002	-	570	5	6	0	3
gene-PA1956	AE004091.2	2140999	2141487	-	489	4	4	4	3
gene-PA1957	AE004091.2	2141790	2142317	-	528	20	25	24	33
gene-PA1958	AE004091.2	2142314	2142889	-	576	58	109	30	31
gene-PA1959	AE004091.2	2143173	2144006	+	834	290	338	143	125
gene-PA1960	AE004091.2	2144077	2144799	+	723	44	58	42	38
gene-PA1961	AE004091.2	2144810	2145745	-	936	57	55	29	26
gene-PA1962	AE004091.2	2145894	2146502	+	609	24	24	12	8
gene-PA1963	AE004091.2	2146609	2146875	+	267	176	246	161	130
gene-PA1964	AE004091.2	2146961	2148526	-	1566	375	496	469	256
gene-PA1965	AE004091.2	2148854	2149189	+	336	76	79	61	44
gene-PA1966	AE004091.2	2149472	2149843	+	372	43	30	13	8
gene-PA1967	AE004091.2	2149864	2150364	-	501	19	21	39	18
gene-PA1968	AE004091.2	2150524	2150781	+	258	59	51	35	35
gene-PA1969	AE004091.2	2150828	2151220	+	393	13	28	25	19
gene-PA1970	AE004091.2	2151287	2151526	-	240	9	15	9	5
gene-PA1971	AE004091.2	2151755	2153068	-	1314	99	161	100	79
gene-PA1972	AE004091.2	2153594	2155297	+	1704	13	25	17	4
gene-PA1973	AE004091.2	2155374	2157701	+	2328	54	51	50	39
gene-PA1974	AE004091.2	2157968	2159167	+	1200	16	15	11	4
gene-PA1975	AE004091.2	2159270	2160433	+	1164	16	16	14	9
gene-PA1976	AE004091.2	2160363	2163008	+	2646	18	19	22	14
gene-PA1977	AE004091.2	2163010	2163873	-	864	9	13	9	5
gene-PA1978	AE004091.2	2163883	2164548	-	666	31	54	41	36
gene-PA1979	AE004091.2	2165213	2165863	+	651	1	3	0	3
gene-PA1980	AE004091.2	2165876	2166553	+	678	2	2	5	3
gene-PA1981	AE004091.2	2166580	2167227	-	648	2	1	2	0
gene-PA1982	AE004091.2	2167281	2169152	-	1872	28	23	15	6
gene-PA1983	AE004091.2	2169464	2169901	+	438	0	3	2	0
gene-PA1984	AE004091.2	2169988	2171508	+	1521	19	25	19	8
gene-PA1985	AE004091.2	2171865	2171936	+	72	1	1	0	0
gene-PA1986	AE004091.2	2171989	2172903	+	915	11	24	25	19
gene-PA1987	AE004091.2	2172913	2173665	+	753	11	34	37	16
gene-PA1988	AE004091.2	2173662	2173940	+	279	11	15	12	10
gene-PA1989	AE004091.2	2173912	2175057	+	1146	22	27	23	12
gene-PA1990	AE004091.2	2175062	2176888	+	1827	18	14	14	16
gene-PA1991	AE004091.2	2176974	2178137	+	1164	80	101	98	64
gene-PA1992	AE004091.2	2178121	2179815	+	1695	40	62	61	43
gene-PA1993	AE004091.2	2179848	2181056	-	1209	70	64	72	49
gene-PA1994	AE004091.2	2181181	2181744	-	564	59	91	52	52
gene-PA1995	AE004091.2	2181741	2182097	-	357	34	67	23	21
gene-PA1996	AE004091.2	2182116	2182394	-	279	44	62	35	34
gene-PA1997	AE004091.2	2182452	2184407	-	1956	95	89	79	53
gene-PA1998	AE004091.2	2184475	2185395	-	921	22	36	27	15
gene-PA1999	AE004091.2	2185527	2186225	+	699	17	19	18	10
gene-PA2000	AE004091.2	2186260	2186916	+	657	23	17	11	6
gene-PA2001	AE004091.2	2187065	2188246	+	1182	33	44	33	34
gene-PA2002	AE004091.2	2188459	2189883	+	1425	25	23	26	17
gene-PA2003	AE004091.2	2190084	2190854	-	771	4	15	15	3
gene-PA2004	AE004091.2	2190891	2192282	-	1392	33	32	22	13
gene-PA2005	AE004091.2	2192544	2193989	-	1446	78	96	91	65
gene-PA2006	AE004091.2	2194058	2195410	-	1353	19	29	34	19
gene-PA2007	AE004091.2	2195494	2196132	-	639	25	44	45	36
gene-PA2008	AE004091.2	2196129	2197427	-	1299	84	106	131	90
gene-PA2009	AE004091.2	2197432	2198730	-	1299	156	218	189	161
gene-PA2010	AE004091.2	2198891	2199694	+	804	29	47	24	24
gene-PA2011	AE004091.2	2199762	2200664	-	903	69	57	44	21
gene-PA2012	AE004091.2	2200685	2202652	-	1968	45	51	59	18
gene-PA2013	AE004091.2	2202649	2203446	-	798	14	23	12	10
gene-PA2014	AE004091.2	2203460	2205067	-	1608	56	72	71	43
gene-PA2015	AE004091.2	2205190	2206353	-	1164	108	140	90	75
gene-PA2016	AE004091.2	2206402	2206806	-	405	663	659	280	166
gene-PA2017	AE004091.2	2206999	2207928	+	930	74	96	52	36
gene-PA2018	AE004091.2	2208169	2211306	-	3138	74	149	110	83
gene-PA2019	AE004091.2	2211322	2212512	-	1191	42	69	58	45
gene-PA2020	AE004091.2	2212677	2213309	+	633	92	156	76	70
gene-PA2021	AE004091.2	2213315	2213539	-	225	41	39	30	22
gene-PA2022	AE004091.2	2213693	2215054	+	1362	70	79	56	32
gene-PA2023	AE004091.2	2215102	2215941	+	840	285	376	185	115
gene-PA2024	AE004091.2	2216121	2216543	-	423	34	32	16	16
gene-PA2025	AE004091.2	2216688	2218043	+	1356	335	426	262	247
gene-PA2026	AE004091.2	2218098	2219099	-	1002	75	91	36	25
