# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR2932986_sorted.bam" "SRR2932982_sorted.bam" "SRR2932985_sorted.bam" "SRR2932987_sorted.bam" "SRR2932981_sorted.bam" "SRR2932980_sorted.bam" "SRR2932983_sorted.bam" "SRR2932984_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR2932986_sorted.bam	SRR2932982_sorted.bam	SRR2932985_sorted.bam	SRR2932987_sorted.bam	SRR2932981_sorted.bam	SRR2932980_sorted.bam	SRR2932983_sorted.bam	SRR2932984_sorted.bam
gene-TX72_RS03485	NC_005070.1	699247	699795	-	549	3	12	3	2	67	76	23	9
gene-TX72_RS03490	NC_005070.1	699792	700256	-	465	6	19	3	3	133	109	25	14
gene-TX72_RS03495	NC_005070.1	700271	701359	-	1089	21	149	36	22	1307	1166	245	127
gene-TX72_RS03500	NC_005070.1	701379	702737	-	1359	5	36	16	11	270	294	66	29
gene-TX72_RS03505	NC_005070.1	702734	703876	-	1143	3	31	10	3	291	275	47	22
gene-TX72_RS03510	NC_005070.1	703906	704622	-	717	1	9	1	1	48	44	8	10
gene-TX72_RS03515	NC_005070.1	704619	705008	-	390	1	9	1	2	48	50	9	7
gene-TX72_RS14670	NC_005070.1	705066	705182	+	117	18	111	27	26	1584	1471	138	55
gene-TX72_RS03525	NC_005070.1	705732	706370	-	639	22	75	30	30	431	445	121	75
gene-TX72_RS03530	NC_005070.1	706401	706724	-	324	44	187	66	58	1403	1438	296	144
gene-TX72_RS03535	NC_005070.1	706903	708066	-	1164	10	109	27	14	817	836	160	69
gene-TX72_RS03540	NC_005070.1	708122	708598	-	477	26	99	38	22	554	568	179	67
gene-TX72_RS03545	NC_005070.1	708691	711318	+	2628	43	168	71	39	1270	1251	268	118
gene-TX72_RS03550	NC_005070.1	711321	712574	+	1254	4	30	17	5	186	227	46	21
gene-TX72_RS03555	NC_005070.1	712541	714109	-	1569	31	98	58	28	828	983	180	89
gene-TX72_RS03560	NC_005070.1	714223	715845	+	1623	70	411	165	68	3191	3441	609	266
gene-TX72_RS03565	NC_005070.1	715851	716675	+	825	13	117	47	23	704	711	182	62
gene-TX72_RS03570	NC_005070.1	716706	716951	+	246	3	15	8	3	188	187	55	11
gene-TX72_RS14115	NC_005070.1	717049	717204	+	156	5	10	11	2	81	96	44	15
gene-TX72_RS03575	NC_005070.1	717229	717432	-	204	2	10	6	5	93	104	35	15
gene-TX72_RS03580	NC_005070.1	717491	717949	-	459	1	13	8	4	122	113	18	10
gene-TX72_RS03585	NC_005070.1	718008	718340	+	333	4	32	12	5	265	310	62	22
gene-TX72_RS14675	NC_005070.1	718433	718642	+	210	1	14	2	5	75	80	15	4
gene-TX72_RS03595	NC_005070.1	718910	719551	+	642	2	8	4	2	69	76	27	11
gene-TX72_RS03600	NC_005070.1	719541	719804	+	264	8	95	36	11	422	500	118	51
gene-TX72_RS03605	NC_005070.1	719901	722003	-	2103	15	119	44	32	742	693	192	70
gene-TX72_RS03610	NC_005070.1	722075	722956	+	882	6	35	8	6	232	246	56	20
gene-TX72_RS03615	NC_005070.1	722956	723654	+	699	2	24	17	5	183	177	39	19
gene-TX72_RS03620	NC_005070.1	723682	724611	+	930	9	65	15	9	538	500	110	51
gene-TX72_RS03625	NC_005070.1	724608	725120	+	513	4	41	15	7	243	239	54	26
gene-TX72_RS03630	NC_005070.1	725117	726580	+	1464	5	20	15	10	162	149	51	15
gene-TX72_RS03635	NC_005070.1	726635	726919	+	285	2	6	1	2	46	39	11	5
gene-TX72_RS03640	NC_005070.1	727296	727862	-	567	5	12	7	3	117	125	17	16
gene-TX72_RS03645	NC_005070.1	728072	728425	-	354	2	21	4	5	208	218	40	15
gene-TX72_RS03650	NC_005070.1	728389	729747	-	1359	4	35	6	4	213	239	34	14
gene-TX72_RS03655	NC_005070.1	729764	731050	-	1287	2	12	4	8	65	70	22	8
gene-TX72_RS03660	NC_005070.1	731090	732613	-	1524	6	25	6	8	123	157	44	20
gene-TX72_RS03665	NC_005070.1	732773	733942	-	1170	140	656	281	155	5404	4629	990	403
gene-TX72_RS03670	NC_005070.1	734081	734623	+	543	20	114	46	29	674	718	158	60
gene-TX72_RS03675	NC_005070.1	734693	734765	-	73	49	171	82	53	316	398	207	70
gene-TX72_RS03680	NC_005070.1	734813	735964	-	1152	21	60	23	12	379	380	97	38
gene-TX72_RS03685	NC_005070.1	736071	736658	+	588	6	17	12	5	103	104	37	12
gene-TX72_RS03690	NC_005070.1	736728	737138	+	411	33	162	75	38	961	1064	286	106
gene-TX72_RS03695	NC_005070.1	737255	739858	+	2604	10	129	42	18	829	791	178	72
gene-TX72_RS03700	NC_005070.1	739848	740114	-	267	1	16	5	2	87	114	23	5
gene-TX72_RS03705	NC_005070.1	740113	740868	+	756	4	29	7	2	181	189	44	15
gene-TX72_RS12830	NC_005070.1	740892	742298	+	1407	20	138	55	21	698	617	225	85
gene-TX72_RS03715	NC_005070.1	742280	742837	-	558	5	34	8	2	159	169	39	22
gene-TX72_RS03720	NC_005070.1	742885	744417	+	1533	11	42	22	6	241	311	75	45
gene-TX72_RS03725	NC_005070.1	744424	747138	-	2715	4	34	20	8	122	124	45	20
gene-TX72_RS03730	NC_005070.1	747292	747498	+	207	3	44	13	8	276	364	71	26
gene-TX72_RS03735	NC_005070.1	747495	748055	-	561	11	46	14	12	281	300	73	32
gene-TX72_RS03740	NC_005070.1	747995	748231	-	237	3	18	4	1	99	80	12	5
gene-TX72_RS03745	NC_005070.1	748200	748808	-	609	9	29	11	6	356	310	62	32
gene-TX72_RS03750	NC_005070.1	748916	749152	+	237	1	24	7	5	179	170	52	13
gene-TX72_RS03755	NC_005070.1	749149	750219	-	1071	14	85	21	20	625	664	152	57
gene-TX72_RS03760	NC_005070.1	750304	750471	-	168	4	9	9	6	41	33	32	20
gene-TX72_RS03765	NC_005070.1	750571	751245	+	675	1	8	5	4	51	55	21	9
gene-TX72_RS03770	NC_005070.1	751242	752726	+	1485	15	70	30	18	579	577	132	52
gene-TX72_RS03775	NC_005070.1	752862	753335	-	474	10	29	18	9	267	329	33	22
gene-TX72_RS03780	NC_005070.1	753367	753903	+	537	1	13	4	3	98	93	24	10
gene-TX72_RS03785	NC_005070.1	753872	754819	-	948	6	36	4	13	403	308	68	44
gene-TX72_RS03790	NC_005070.1	754862	755629	+	768	3	28	7	6	268	292	61	35
gene-TX72_RS03795	NC_005070.1	755754	756122	+	369	3	20	5	0	148	173	28	17
gene-TX72_RS03800	NC_005070.1	756164	757774	+	1611	5	17	4	3	161	157	39	19
gene-TX72_RS03805	NC_005070.1	757805	758347	+	543	7	53	8	10	398	371	63	34
gene-TX72_RS03810	NC_005070.1	758382	759542	+	1161	15	49	19	15	376	410	94	39
gene-TX72_RS03815	NC_005070.1	759579	760574	+	996	14	57	18	11	694	739	119	47
gene-TX72_RS03820	NC_005070.1	760576	761049	+	474	0	14	0	2	76	79	25	4
gene-TX72_RS03825	NC_005070.1	761070	761618	+	549	9	40	13	8	328	318	77	32
gene-TX72_RS03830	NC_005070.1	761606	762127	+	522	4	22	9	6	215	179	56	21
gene-TX72_RS03835	NC_005070.1	762124	763197	+	1074	2	20	5	4	106	81	28	11
gene-TX72_RS03840	NC_005070.1	763233	764276	+	1044	3	54	18	16	427	361	73	43
gene-TX72_RS03845	NC_005070.1	764309	765382	+	1074	3	53	20	14	516	477	121	44
gene-TX72_RS03850	NC_005070.1	765446	766348	+	903	77	411	166	74	4155	3146	711	270
gene-TX72_RS03855	NC_005070.1	766379	766702	+	324	7	56	18	17	329	264	112	39
gene-TX72_RS03860	NC_005070.1	766699	767481	+	783	4	15	2	3	109	107	30	9
gene-TX72_RS03865	NC_005070.1	767503	768384	+	882	21	110	51	24	840	864	207	75
gene-TX72_RS03870	NC_005070.1	768381	768752	+	372	4	51	15	7	282	290	58	20
gene-TX72_RS03875	NC_005070.1	768754	769836	+	1083	5	39	18	7	243	230	52	28
gene-TX72_RS03880	NC_005070.1	769896	770969	+	1074	118	892	276	185	11279	7646	1321	585
gene-TX72_RS03885	NC_005070.1	771018	771983	-	966	5	15	2	3	90	76	27	14
gene-TX72_RS03890	NC_005070.1	771985	772638	-	654	6	25	12	10	297	292	51	21
gene-TX72_RS03895	NC_005070.1	772635	772889	-	255	3	8	2	2	193	153	16	5
gene-TX72_RS03900	NC_005070.1	772997	773308	+	312	5	8	9	4	34	42	11	8
gene-TX72_RS03905	NC_005070.1	773269	774291	-	1023	2	26	14	2	135	158	31	20
gene-TX72_RS03910	NC_005070.1	774347	774964	-	618	0	8	2	0	37	38	10	7
gene-TX72_RS03915	NC_005070.1	774974	775288	-	315	0	8	0	0	18	20	7	1
gene-TX72_RS03920	NC_005070.1	775352	776374	+	1023	3	30	9	6	146	131	42	24
gene-TX72_RS03925	NC_005070.1	776371	777624	+	1254	4	53	15	5	183	194	49	29
gene-TX72_RS03930	NC_005070.1	777770	778117	+	348	1	5	4	1	55	46	10	4
gene-TX72_RS03935	NC_005070.1	778208	778444	+	237	17	47	14	16	112	91	100	47
gene-TX72_RS03945	NC_005070.1	778533	778742	-	210	12	34	16	15	204	223	47	28
gene-TX72_RS03950	NC_005070.1	778869	779057	+	189	1	12	6	0	60	34	22	7
gene-TX72_RS03955	NC_005070.1	779073	779300	+	228	1	22	7	6	140	154	43	18
gene-TX72_RS03960	NC_005070.1	779345	779539	+	195	16	111	37	18	723	717	186	54
gene-TX72_RS03965	NC_005070.1	779641	780552	-	912	8	53	25	12	251	278	103	32
gene-TX72_RS03970	NC_005070.1	780629	781963	-	1335	4	29	13	6	136	189	45	20
gene-TX72_RS03975	NC_005070.1	781965	782690	-	726	3	22	6	5	133	180	30	14
gene-TX72_RS03980	NC_005070.1	782828	783289	+	462	13	70	36	14	368	574	79	46
gene-TX72_RS03985	NC_005070.1	783274	783645	-	372	5	21	6	5	124	184	24	15
gene-TX72_RS03990	NC_005070.1	783642	783887	-	246	4	11	2	0	59	73	18	6
gene-TX72_RS03995	NC_005070.1	783901	784518	-	618	6	27	11	6	205	199	51	20
gene-TX72_RS04000	NC_005070.1	784525	785061	-	537	4	28	9	4	150	184	47	22
gene-TX72_RS04005	NC_005070.1	785104	785622	+	519	13	80	19	6	396	397	102	46
gene-TX72_RS04010	NC_005070.1	785613	785825	-	213	2	19	7	2	124	134	30	9
gene-TX72_RS04015	NC_005070.1	785845	786990	-	1146	4	47	9	5	239	195	51	17
gene-TX72_RS04020	NC_005070.1	787030	787284	-	255	2	5	3	3	58	43	11	5
gene-TX72_RS04025	NC_005070.1	787352	788008	-	657	6	36	16	5	350	415	99	32
gene-TX72_RS04030	NC_005070.1	788021	788854	-	834	3	52	24	12	450	549	125	37
gene-TX72_RS04035	NC_005070.1	788971	792981	+	4011	150	728	290	167	5497	5217	1209	540
gene-TX72_RS04040	NC_005070.1	792992	793969	-	978	12	76	34	17	305	311	102	47
gene-TX72_RS04045	NC_005070.1	793966	794745	-	780	10	47	26	15	365	332	91	33
gene-TX72_RS04050	NC_005070.1	794792	795523	-	732	33	143	62	30	1082	1224	244	85
gene-TX72_RS04055	NC_005070.1	795556	795795	-	240	1	8	4	1	56	42	13	3
gene-TX72_RS04060	NC_005070.1	795794	797539	+	1746	58	220	107	36	1312	1271	387	171
gene-TX72_RS04065	NC_005070.1	797536	797973	+	438	12	45	21	13	295	283	77	32
gene-TX72_RS04070	NC_005070.1	798006	798242	+	237	15	66	27	13	654	489	98	39
gene-TX72_RS04075	NC_005070.1	798285	799637	-	1353	27	85	25	7	667	578	155	77
gene-TX72_RS04080	NC_005070.1	799694	800359	-	666	10	53	19	8	843	692	95	40
gene-TX72_RS04085	NC_005070.1	800391	803714	-	3324	23	114	36	17	813	800	204	84
gene-TX72_RS04090	NC_005070.1	803810	804445	+	636	6	41	11	12	278	306	68	30
gene-TX72_RS04095	NC_005070.1	804438	804800	+	363	4	16	5	7	119	118	32	8
gene-TX72_RS04100	NC_005070.1	804806	805300	+	495	4	32	7	8	242	268	56	19
gene-TX72_RS04105	NC_005070.1	805320	806297	+	978	7	49	21	17	481	496	108	38
gene-TX72_RS04110	NC_005070.1	806346	806422	+	77	93	313	140	109	1395	1600	383	141
gene-TX72_RS04115	NC_005070.1	806471	808114	+	1644	76	479	196	85	3838	4105	776	291
gene-TX72_RS04120	NC_005070.1	808095	808361	-	267	5	34	10	5	223	183	45	24
gene-TX72_RS04125	NC_005070.1	808750	809814	-	1065	47	315	94	48	2872	3060	535	193
gene-TX72_RS04130	NC_005070.1	809863	811068	+	1206	2	15	3	6	139	136	28	18
gene-TX72_RS04135	NC_005070.1	811101	812660	+	1560	27	168	59	34	1332	1047	277	130
gene-TX72_RS04140	NC_005070.1	812838	813899	+	1062	14	67	21	16	434	445	101	38
gene-TX72_RS04145	NC_005070.1	813899	814789	+	891	6	24	8	6	157	123	40	23
gene-TX72_RS04150	NC_005070.1	814789	815763	+	975	1	32	12	9	102	121	47	31
gene-TX72_RS04155	NC_005070.1	815760	816500	+	741	3	35	3	6	151	169	51	24
gene-TX72_RS04160	NC_005070.1	816510	816731	-	222	0	3	1	0	35	19	5	4
gene-TX72_RS04165	NC_005070.1	816724	816885	-	162	0	2	1	0	11	8	4	0
gene-TX72_RS04170	NC_005070.1	816963	817880	+	918	2	15	3	1	29	47	15	10
gene-TX72_RS04175	NC_005070.1	818270	818872	-	603	2	19	6	2	85	93	20	10
gene-TX72_RS04180	NC_005070.1	818871	819689	+	819	7	43	12	13	293	314	57	26
gene-TX72_RS04185	NC_005070.1	819743	820048	+	306	59	176	88	53	991	1064	283	102
gene-TX72_RS04190	NC_005070.1	820024	820917	-	894	6	55	24	10	299	299	80	28
gene-TX72_RS04195	NC_005070.1	820938	822254	-	1317	17	76	31	19	595	521	103	49
gene-TX72_RS04200	NC_005070.1	822286	822966	-	681	10	68	25	13	557	625	118	42
gene-TX72_RS04205	NC_005070.1	823011	823943	-	933	3	15	6	2	131	122	27	8
gene-TX72_RS04210	NC_005070.1	823983	824564	-	582	9	30	23	6	259	260	49	15
gene-TX72_RS04215	NC_005070.1	824566	825708	-	1143	22	124	48	15	1043	982	187	71
gene-TX72_RS04220	NC_005070.1	825763	827277	-	1515	16	78	19	17	616	616	135	52
gene-TX72_RS04225	NC_005070.1	827335	827919	+	585	7	38	12	13	315	317	65	17
gene-TX72_RS04230	NC_005070.1	827956	828429	+	474	4	19	8	0	123	128	33	8
gene-TX72_RS04235	NC_005070.1	828435	829778	-	1344	4	12	10	2	118	113	22	16
gene-TX72_RS04240	NC_005070.1	829835	831067	+	1233	4	20	2	3	158	163	43	21
gene-TX72_RS04245	NC_005070.1	831000	831962	-	963	12	34	12	8	160	193	48	33
gene-TX72_RS04250	NC_005070.1	832224	833171	+	948	2	51	10	13	281	289	62	22
gene-TX72_RS04255	NC_005070.1	833162	833446	-	285	2	16	3	1	68	81	35	7
gene-TX72_RS04260	NC_005070.1	833496	833702	+	207	1	19	8	2	194	219	47	14
gene-TX72_RS04265	NC_005070.1	833706	834104	+	399	2	19	6	4	143	154	33	17
gene-TX72_RS04270	NC_005070.1	834114	834563	-	450	1	11	11	3	191	146	35	9
gene-TX72_RS04275	NC_005070.1	834687	834953	+	267	5	21	8	7	245	253	60	18
gene-TX72_RS04280	NC_005070.1	834953	835186	+	234	1	8	3	4	94	97	23	6
gene-TX72_RS04285	NC_005070.1	835164	835925	+	762	1	17	6	2	105	108	24	15
gene-TX72_RS04290	NC_005070.1	835928	836179	-	252	1	20	1	3	135	104	21	13
gene-TX72_RS04295	NC_005070.1	836224	836916	-	693	5	31	9	4	245	252	50	19
gene-TX72_RS04300	NC_005070.1	836984	837487	+	504	4	11	4	3	85	90	25	10
gene-TX72_RS04305	NC_005070.1	837567	838649	+	1083	9	29	9	8	140	180	40	19
gene-TX72_RS04310	NC_005070.1	838825	839289	+	465	5	38	19	13	330	332	78	37
gene-TX72_RS04315	NC_005070.1	839353	839670	+	318	2	19	6	3	95	105	30	5
gene-TX72_RS04320	NC_005070.1	839671	840237	-	567	4	12	5	3	107	111	23	12
gene-TX72_RS04325	NC_005070.1	840306	840551	+	246	3	20	7	2	247	271	51	27
gene-TX72_RS04330	NC_005070.1	840554	841471	-	918	3	21	9	9	218	230	47	17
gene-TX72_RS04335	NC_005070.1	841468	841680	-	213	3	22	5	6	168	226	26	16
gene-TX72_RS04340	NC_005070.1	841710	841961	-	252	15	99	32	14	443	944	118	61
gene-TX72_RS04345	NC_005070.1	842788	843783	+	996	1	11	3	2	92	95	23	4
gene-TX72_RS14570	NC_005070.1	843985	847350	+	3366	101	276	154	67	1014	1173	454	219
gene-TX72_RS04360	NC_005070.1	847605	848834	+	1230	6	26	6	5	106	125	38	25
gene-TX72_RS04365	NC_005070.1	848967	849515	-	549	1	18	8	6	107	104	48	15
gene-TX72_RS04370	NC_005070.1	849512	849757	-	246	1	13	4	2	65	70	27	7
gene-TX72_RS04375	NC_005070.1	849767	850018	-	252	2	16	1	1	61	47	10	10
gene-TX72_RS14370	NC_005070.1	850018	850179	-	162	1	5	2	1	30	18	4	6
gene-TX72_RS04380	NC_005070.1	850179	850430	-	252	1	6	4	0	27	33	9	2
gene-TX72_RS04385	NC_005070.1	850810	851433	+	624	5	14	9	4	78	84	30	11
gene-TX72_RS04390	NC_005070.1	851625	851843	+	219	0	5	1	0	20	12	8	3
gene-TX72_RS13125	NC_005070.1	852392	852652	+	261	28	36	10	14	119	153	55	32
gene-TX72_RS14305	NC_005070.1	852612	852827	-	216	47	63	25	28	252	276	114	64
gene-TX72_RS13800	NC_005070.1	853766	855001	+	1236	10	22	13	6	36	53	35	44
gene-TX72_RS04410	NC_005070.1	855061	855387	-	327	0	5	6	1	12	15	9	10
gene-TX72_RS04415	NC_005070.1	855732	856988	-	1257	0	8	3	5	24	22	19	3
gene-TX72_RS04420	NC_005070.1	856989	857606	-	618	1	7	1	1	19	10	11	4
gene-TX72_RS04425	NC_005070.1	857610	857915	-	306	1	18	7	2	77	74	39	11
gene-TX72_RS04430	NC_005070.1	858432	858505	-	74	1	36	6	4	119	154	29	4
gene-TX72_RS04435	NC_005070.1	858524	858919	-	396	1	7	4	2	59	53	9	5
gene-TX72_RS04440	NC_005070.1	858916	860049	-	1134	4	20	15	5	106	90	26	19
gene-TX72_RS04445	NC_005070.1	860253	860324	-	72	9	32	18	13	51	66	38	27
gene-TX72_RS04450	NC_005070.1	860408	860926	+	519	5	15	3	2	74	72	23	11
gene-TX72_RS04455	NC_005070.1	861108	861230	+	123	5	45	8	4	571	511	55	35
gene-TX72_RS04460	NC_005070.1	861278	862663	+	1386	9	56	19	12	480	429	86	44
gene-TX72_RS04465	NC_005070.1	862660	863628	+	969	3	22	9	2	116	122	27	7
gene-TX72_RS04470	NC_005070.1	863654	865210	+	1557	12	52	22	7	422	429	92	45
gene-TX72_RS04475	NC_005070.1	865246	865530	+	285	7	19	7	4	158	170	27	11
gene-TX72_RS04480	NC_005070.1	865530	866093	+	564	8	23	16	10	201	227	61	24
gene-TX72_RS04485	NC_005070.1	866065	866832	-	768	24	101	38	32	723	825	177	103
gene-TX72_RS04490	NC_005070.1	866910	867182	+	273	13	44	24	12	454	364	99	26
gene-TX72_RS04495	NC_005070.1	867183	867506	-	324	13	81	36	13	675	543	123	48
gene-TX72_RS04500	NC_005070.1	867515	867763	-	249	10	41	15	6	533	421	79	27
gene-TX72_RS04505	NC_005070.1	867815	868345	-	531	22	73	24	15	845	758	120	58
gene-TX72_RS04510	NC_005070.1	868374	869090	-	717	3	13	4	4	65	64	14	6
gene-TX72_RS04515	NC_005070.1	869154	869903	+	750	3	34	12	13	307	262	58	18
gene-TX72_RS04520	NC_005070.1	869900	870223	+	324	3	28	19	7	343	313	52	19
gene-TX72_RS04525	NC_005070.1	870220	870531	+	312	4	18	4	3	147	117	24	8
gene-TX72_RS04530	NC_005070.1	870579	871217	+	639	2	9	0	3	84	57	22	8
gene-TX72_RS04535	NC_005070.1	871211	874432	+	3222	6	19	9	7	97	92	30	15
gene-TX72_RS04540	NC_005070.1	874564	875007	-	444	0	2	1	1	22	29	11	4
gene-TX72_RS04545	NC_005070.1	875014	875196	-	183	0	3	3	0	15	11	3	0
gene-TX72_RS04550	NC_005070.1	875214	878774	+	3561	5	36	5	7	177	179	54	30
gene-TX72_RS04555	NC_005070.1	878771	880324	+	1554	0	12	4	4	74	114	28	13
gene-TX72_RS04560	NC_005070.1	880324	880665	+	342	4	18	6	3	109	150	32	11
gene-TX72_RS04565	NC_005070.1	880771	882567	+	1797	25	187	83	47	1264	1355	361	177
gene-TX72_RS04570	NC_005070.1	882564	882821	+	258	8	29	9	7	169	217	38	9
gene-TX72_RS04575	NC_005070.1	882822	883010	-	189	12	33	8	5	159	192	21	10
gene-TX72_RS04580	NC_005070.1	883208	883498	+	291	63	267	130	52	2048	2098	531	202
gene-TX72_RS04585	NC_005070.1	883625	885421	+	1797	7	39	19	10	245	234	78	36
gene-TX72_RS04590	NC_005070.1	885454	887583	+	2130	8	54	17	17	321	366	107	52
gene-TX72_RS04595	NC_005070.1	887658	888464	+	807	8	14	6	3	93	104	26	14
gene-TX72_RS04600	NC_005070.1	888465	889019	-	555	8	53	16	9	459	454	88	24
gene-TX72_RS04605	NC_005070.1	889099	889677	+	579	2	15	8	3	81	134	34	13
gene-TX72_RS04610	NC_005070.1	889860	890759	+	900	6	23	5	3	150	161	38	20
gene-TX72_RS04615	NC_005070.1	890744	891265	-	522	1	2	3	1	52	61	13	8
gene-TX72_RS04620	NC_005070.1	891262	892221	-	960	7	26	5	4	196	154	48	14
gene-TX72_RS14120	NC_005070.1	892280	892429	+	150	1	20	12	6	177	177	38	12
gene-TX72_RS04625	NC_005070.1	892429	892617	+	189	3	20	13	4	126	145	35	15
gene-TX72_RS04630	NC_005070.1	892569	893519	-	951	4	33	14	2	191	203	56	23
gene-TX72_RS04635	NC_005070.1	893516	894493	-	978	4	32	16	8	362	363	65	27
gene-TX72_RS04640	NC_005070.1	894490	895272	-	783	7	31	12	10	421	360	66	32
gene-TX72_RS04645	NC_005070.1	895269	896099	-	831	5	53	13	11	332	389	73	36
gene-TX72_RS04650	NC_005070.1	896121	897500	-	1380	13	79	24	16	968	800	145	68
gene-TX72_RS04655	NC_005070.1	897557	898003	+	447	3	8	1	2	29	31	16	13
gene-TX72_RS04660	NC_005070.1	898196	900736	+	2541	148	835	296	212	5604	6021	1175	601
gene-TX72_RS04665	NC_005070.1	900736	901836	+	1101	9	50	25	11	334	349	93	43
gene-TX72_RS04670	NC_005070.1	901833	902696	+	864	2	14	4	2	101	83	26	24
gene-TX72_RS04675	NC_005070.1	902693	903316	+	624	4	14	5	4	85	77	32	13
gene-TX72_RS04680	NC_005070.1	903338	904234	-	897	3	31	13	4	165	185	45	18
gene-TX72_RS04685	NC_005070.1	904290	904754	-	465	1	5	0	0	24	17	9	2
gene-TX72_RS04690	NC_005070.1	904751	906157	-	1407	1	6	4	1	40	46	15	7
gene-TX72_RS04695	NC_005070.1	906208	907857	+	1650	9	54	11	11	408	425	79	37
gene-TX72_RS04700	NC_005070.1	907903	908322	+	420	10	38	20	17	311	247	75	24
gene-TX72_RS04705	NC_005070.1	908407	909114	+	708	2	18	3	2	110	123	29	17
gene-TX72_RS04710	NC_005070.1	909167	910264	+	1098	3	16	5	2	86	75	24	11
gene-TX72_RS04715	NC_005070.1	910261	911013	+	753	1	7	4	2	42	29	7	7
gene-TX72_RS04720	NC_005070.1	911004	911921	+	918	3	19	2	2	55	55	14	9
gene-TX72_RS13805	NC_005070.1	912650	913096	-	447	86	272	85	48	1240	1585	346	116
gene-TX72_RS13810	NC_005070.1	913169	945514	+	32346	731	3754	1778	617	13100	16300	5426	2344
gene-TX72_RS13815	NC_005070.1	946054	946536	-	483	27	138	62	23	421	452	193	75
gene-TX72_RS13820	NC_005070.1	946533	947207	-	675	59	293	137	66	1019	1176	449	169
gene-TX72_RS04765	NC_005070.1	947204	947620	-	417	35	146	71	31	528	632	218	92
gene-TX72_RS13145	NC_005070.1	947653	948966	-	1314	192	659	303	153	2310	2838	923	372
gene-TX72_RS04775	NC_005070.1	949001	949297	-	297	44	155	74	37	581	693	246	85
gene-TX72_RS13150	NC_005070.1	949343	950503	-	1161	33	140	98	46	586	747	267	128
gene-TX72_RS13155	NC_005070.1	950506	953529	-	3024	37	249	123	60	747	871	405	178
gene-TX72_RS04785	NC_005070.1	953648	954355	-	708	10	65	29	11	216	250	96	51
gene-TX72_RS04790	NC_005070.1	955321	956859	-	1539	20	64	25	14	487	504	135	36
gene-TX72_RS04795	NC_005070.1	956901	957929	-	1029	3	24	3	8	188	139	60	13
gene-TX72_RS04800	NC_005070.1	957986	958945	+	960	7	22	14	3	177	166	37	17
gene-TX72_RS04805	NC_005070.1	958905	959435	-	531	1	11	6	3	67	63	22	2
gene-TX72_RS04810	NC_005070.1	959492	960487	+	996	5	72	14	11	513	560	109	35
gene-TX72_RS04815	NC_005070.1	960576	961613	+	1038	1	9	2	0	48	59	18	4
gene-TX72_RS04820	NC_005070.1	961617	961850	+	234	1	5	2	1	34	21	4	4
gene-TX72_RS04825	NC_005070.1	961875	962651	-	777	1	10	5	5	71	72	9	8
gene-TX72_RS04830	NC_005070.1	962644	963336	-	693	0	2	0	0	10	15	5	5
gene-TX72_RS04835	NC_005070.1	963429	964349	+	921	2	4	4	1	17	12	9	4
gene-TX72_RS04840	NC_005070.1	964503	965546	+	1044	1	15	9	4	59	50	26	16
gene-TX72_RS04845	NC_005070.1	965547	966869	-	1323	0	20	3	2	58	57	23	6
gene-TX72_RS04850	NC_005070.1	966866	967519	-	654	3	5	3	3	64	55	17	7
gene-TX72_RS04855	NC_005070.1	967533	968489	-	957	2	19	7	3	102	96	30	17
gene-TX72_RS04860	NC_005070.1	968569	968868	+	300	2	18	10	3	142	169	41	17
gene-TX72_RS04865	NC_005070.1	968928	969233	+	306	4	19	10	4	119	123	25	10
gene-TX72_RS04870	NC_005070.1	969262	969975	+	714	1	5	0	3	35	25	9	4
gene-TX72_RS04875	NC_005070.1	970011	970319	+	309	3	14	5	5	135	157	33	14
gene-TX72_RS04880	NC_005070.1	970300	970581	-	282	6	20	9	3	210	220	40	30
gene-TX72_RS04885	NC_005070.1	970578	970787	-	210	5	49	24	15	450	436	118	38
gene-TX72_RS04890	NC_005070.1	970804	971061	-	258	2	39	16	8	206	191	58	21
gene-TX72_RS04900	NC_005070.1	971755	972834	-	1080	232	1108	524	244	7593	6487	1614	858
gene-TX72_RS04905	NC_005070.1	973280	973909	-	630	2	10	2	2	47	32	17	7
gene-TX72_RS04910	NC_005070.1	973979	980638	-	6660	25	89	55	27	613	532	155	102
gene-TX72_RS12850	NC_005070.1	980771	983557	-	2787	7	53	13	8	223	270	70	33
gene-TX72_RS04920	NC_005070.1	983554	985572	-	2019	1	8	5	5	82	56	12	7
gene-TX72_RS04925	NC_005070.1	985630	986361	-	732	2	15	9	1	89	70	27	6
gene-TX72_RS04930	NC_005070.1	986378	988096	-	1719	3	12	6	4	99	86	23	11
gene-TX72_RS13825	NC_005070.1	988106	988351	-	246	0	4	1	0	18	15	4	3
gene-TX72_RS14685	NC_005070.1	988446	988937	-	492	1	4	2	0	28	18	6	4
gene-TX72_RS04940	NC_005070.1	988836	989504	+	669	1	9	6	3	100	117	20	6
gene-TX72_RS04945	NC_005070.1	989506	990651	+	1146	4	25	19	6	189	179	45	22
gene-TX72_RS04950	NC_005070.1	990655	991743	+	1089	4	26	16	4	152	132	60	21
gene-TX72_RS04955	NC_005070.1	991930	993123	+	1194	8	34	9	9	209	231	68	32
