Geneid	10_R1	10_R2	10_R3	50_R1	50_R2	50_R3	90_R1	90_R2	90_R3	Entity	Symbol
gene-SPD_RS04705	189	322	318	230	403	224	165	277	171	host	gene-SPD_RS04705
gene-SPD_RS02200	15	22	19	25	34	12	19	25	15	host	gene-SPD_RS02200
gene-SPD_RS11800	26	28	33	11	22	16	20	24	13	host	gene-SPD_RS11800
gene-SPD_RS10250	170	273	299	186	268	167	129	224	118	host	gene-SPD_RS10250
gene-SPD_RS01105	1539	2429	2343	1433	1453	1072	1146	1654	1171	host	rplP
gene-SPD_RS01890	418	629	623	273	495	331	268	331	206	host	gene-SPD_RS01890
gene-SPD_RS07955	36	53	64	40	58	39	27	54	43	host	gene-SPD_RS07955
gene-SPD_RS02980	511	960	993	482	608	389	426	681	360	host	gene-SPD_RS02980
gene-SPD_RS10435	1747	2919	3019	191	366	227	118	121	72	host	gene-SPD_RS10435
gene-SPD_RS10405	52	96	90	20	41	22	28	26	20	host	pcpA
gene-SPD_RS02745	7	9	14	3	19	10	7	11	3	host	metF
gene-SPD_RS06115	293	468	463	246	365	210	247	305	183	host	yidA
gene-SPD_RS09435	15	22	29	38	76	42	17	19	10	host	gene-SPD_RS09435
gene-SPD_RS01255	30	38	51	43	83	33	49	48	38	host	gene-SPD_RS01255
gene-SPD_RS11325	24	43	36	18	25	32	9	24	10	host	gene-SPD_RS11325
gene-SPD_RS04425	121	146	150	83	100	74	53	81	45	host	proC
gene-SPD_RS04480	626	901	997	596	1028	544	429	651	381	host	frr
gene-SPD_RS02540	113	203	222	71	123	82	53	81	59	host	gene-SPD_RS02540
gene-SpSL1_40	8	20	25	10395	7485	9178	21978	33065	22398	phage	gene-SpSL1_40
gene-SPD_RS05180	125	226	233	154	222	141	108	150	85	host	gene-SPD_RS05180
gene-SPD_RS06475	253	485	425	268	549	265	347	478	261	host	gene-SPD_RS06475
gene-SPD_RS06680	300	486	508	346	508	301	323	422	311	host	nadE
gene-SPD_RS00430	20	43	32	23	37	28	13	26	16	host	pavB
gene-SPD_RS06555	116	224	234	134	191	104	57	140	60	host	gene-SPD_RS06555
gene-SPD_RS02355	238	460	432	127	212	147	136	229	131	host	gene-SPD_RS02355
gene-SPD_RS10685	214	349	358	141	294	190	117	122	87	host	rr06
gene-SPD_RS09615	3	7	7	3	8	5	16	13	7	host	gene-SPD_RS09615
gene-SPD_RS02735	1	1	2	2	2	1	5	2	1	host	gene-SPD_RS02735
gene-SPD_RS04530	30	65	63	34	102	44	37	43	32	host	gene-SPD_RS04530
gene-SPD_RS02010	42	59	76	37	68	43	39	49	27	host	gene-SPD_RS02010
gene-SPD_RS08105	385	694	495	139	244	134	118	140	76	host	gene-SPD_RS08105
gene-SPD_RS11955	5	8	7	6	11	11	8	7	4	host	gene-SPD_RS11955
gene-SPD_RS10725	25	65	62	37	55	39	37	42	42	host	gene-SPD_RS10725
gene-SPD_RS08175	564	1044	905	517	820	512	321	516	385	host	gene-SPD_RS08175
gene-SPD_RS03740	209	322	269	229	421	236	178	236	201	host	gene-SPD_RS03740
gene-SPD_RS01130	785	1024	1047	596	778	570	438	661	462	host	rplE
gene-SPD_RS01010	1387	2285	2141	1350	2244	1398	783	1013	849	host	gene-SPD_RS01010
gene-SPD_RS09350	63	104	107	63	75	52	43	49	33	host	gene-SPD_RS09350
gene-SPD_RS04880	482	711	657	523	706	488	447	663	449	host	gene-SPD_RS04880
gene-SPD_RS05790	32	44	40	31	54	37	30	50	24	host	relB
gene-SPD_RS05375	1536	2345	2335	1257	2375	1143	1091	1501	811	host	pulA
gene-SPD_RS02565	30	67	59	20	39	21	18	21	7	host	gene-SPD_RS02565
gene-SPD_RS00780	270	511	568	49	57	29	37	39	14	host	gene-SPD_RS00780
gene-SPD_RS02170	179	308	262	258	409	256	145	195	143	host	rpmB
gene-SPD_RS03780	839	1347	1253	655	1079	567	561	738	420	host	ciaH
gene-SPD_RS03715	842	1301	1346	676	1091	628	533	824	471	host	metG
gene-SPD_RS09660	9	6	4	1	6	4	4	4	3	host	gene-SPD_RS09660
gene-SPD_RS04505	574	926	829	676	1057	624	489	722	469	host	gene-SPD_RS04505
gene-SPD_RS03960	105	162	182	143	248	134	176	200	139	host	gene-SPD_RS03960
gene-SPD_RS06105	23	56	40	35	53	37	23	42	19	host	gene-SPD_RS06105
gene-SPD_RS10720	30	60	61	31	45	28	24	31	24	host	gene-SPD_RS10720
gene-SPD_RS08520	27	34	32	20	29	28	22	29	8	host	trpA
gene-SPD_RS07585	359	464	520	321	615	299	355	474	273	host	gene-SPD_RS07585
gene-SPD_RS08780	1106	1407	1431	861	1472	804	524	648	440	host	pepA
gene-SPD_RS06415	675	940	1024	608	976	633	422	587	395	host	gene-SPD_RS06415
gene-SPD_RS06405	550	991	928	634	866	557	370	578	368	host	gene-SPD_RS06405
gene-SPD_RS02345	33	42	44	13	22	17	22	20	11	host	gene-SPD_RS02345
gene-SPD_RS10715	109	177	195	102	105	96	77	106	70	host	gene-SPD_RS10715
gene-SPD_RS05595	1053	1719	1541	3765	4798	3394	3991	6952	4225	host	nrdE
gene-SPD_RS10315	26	37	37	21	31	21	10	21	13	host	gene-SPD_RS10315
gene-SPD_RS10600	464	732	708	431	785	389	292	345	213	host	dltA
gene-SPD_RS05185	120	195	160	148	222	128	93	114	67	host	gene-SPD_RS05185
gene-SPD_RS09520	142	225	198	101	184	107	91	144	87	host	gene-SPD_RS09520
gene-SPD_RS02325	74	148	119	76	123	87	64	96	58	host	gene-SPD_RS02325
gene-SPD_RS04125	2	5	2	0	1	0	1	3	0	host	gene-SPD_RS04125
gene-SPD_RS10915	0	0	1	0	0	3	0	2	6	host	gene-SPD_RS10915
gene-SPD_RS07075	369	595	592	312	490	294	216	316	174	host	gene-SPD_RS07075
gene-SPD_RS11495	17	23	29	10	19	12	10	15	10	host	gene-SPD_RS11495
gene-SPD_RS01950	90	135	161	52	100	58	41	43	36	host	gene-SPD_RS01950
gene-SPD_RS04380	22	27	34	38	53	26	43	42	26	host	gene-SPD_RS04380
gene-SPD_RS06160	34	24	21	42	111	28	42	49	24	host	gene-SPD_RS06160
gene-SPD_RS06490	19	32	20	10	18	8	6	14	9	host	gene-SPD_RS06490
gene-SPD_RS09505	87	115	109	94	140	97	78	95	78	host	gene-SPD_RS09505
gene-SPD_RS06870	163	211	204	175	319	152	126	232	137	host	rlmB
gene-SPD_RS04875	325	509	502	371	511	324	339	447	316	host	prmC
gene-SPD_RS07985	4	4	3	2	3	0	6	4	3	host	gene-SPD_RS07985
gene-SPD_RS07100	442	562	475	450	670	434	228	364	288	host	gene-SPD_RS07100
gene-SPD_RS02900	941	1397	1411	775	1289	742	695	948	590	host	gene-SPD_RS02900
gene-SPD_RS08550	41	49	41	26	36	21	20	28	13	host	trpE
gene-SPD_RS00135	105	161	146	66	143	83	68	62	41	host	gene-SPD_RS00135
gene-SPD_RS06830	191	356	330	202	331	186	170	245	146	host	gene-SPD_RS06830
gene-SPD_RS03095	19	35	40	16	39	22	23	18	10	host	msrB
gene-SPD_RS04145	518	887	849	476	757	495	456	644	451	host	gene-SPD_RS04145
gene-SPD_RS01370	1505	2847	2412	1774	2153	1463	1475	2250	1565	host	rpsL
gene-SPD_RS06865	577	900	820	529	1034	557	371	578	384	host	def
gene-SPD_RS09155	5	8	8	2	15	7	1	9	4	host	gene-SPD_RS09155
gene-SPD_RS00035	96	156	166	98	172	90	148	182	102	host	gene-SPD_RS00035
gene-SPD_RS11080	13	19	23	23	14	12	11	20	12	host	gene-SPD_RS11080
gene-SPD_RS06235	46	97	73	32	40	29	23	49	19	host	gene-SPD_RS06235
gene-SPD_RS01705	8	14	10	13	11	6	13	12	6	host	gene-SPD_RS01705
gene-SPD_RS07145	22	45	55	8	21	16	18	29	17	host	gene-SPD_RS07145
gene-SPD_RS07395	511	790	823	387	608	332	268	416	201	host	gene-SPD_RS07395
gene-SPD_RS09345	80	132	123	84	89	71	53	62	57	host	gene-SPD_RS09345
gene-SPD_RS03170	481	849	726	410	584	366	264	448	332	host	rnz
gene-SPD_RS07525	173	218	212	115	186	113	46	77	42	host	gene-SPD_RS07525
gene-SPD_RS11275	292	326	437	198	412	205	293	290	152	host	gene-SPD_RS11275
gene-SPD_RS01640	12	35	32	28	49	25	24	21	18	host	gene-SPD_RS01640
gene-SPD_RS06075	679	1045	1017	555	883	532	315	449	269	host	htpX
gene-SPD_RS00465	39	68	63	34	58	27	20	19	18	host	gene-SPD_RS00465
gene-SPD_RS02045	1910	2292	2400	1821	4205	1811	1770	2178	1010	host	gene-SPD_RS02045
gene-SPD_RS05970	155	283	265	258	341	203	149	212	122	host	gene-SPD_RS05970
gene-SPD_RS05575	105	126	118	99	150	86	70	128	63	host	phtA
gene-SPD_RS01900	269	442	449	133	196	143	120	184	109	host	liaF
gene-SPD_RS04555	93	159	209	90	120	87	91	108	79	host	gene-SPD_RS04555
gene-SPD_RS02270	23	37	39	22	39	20	21	22	20	host	gene-SPD_RS02270
gene-SPD_RS07530	601	882	890	341	614	377	285	497	260	host	murT
gene-SPD_RS08985	0	4	2	2	6	3	11	10	3	host	gene-SPD_RS08985
gene-SPD_RS05700	488	644	755	471	726	471	389	432	310	host	gene-SPD_RS05700
gene-SPD_RS11915	0	0	1	0	3	1	1	0	0	host	gene-SPD_RS11915
gene-SPD_RS02990	157	344	371	174	204	146	158	256	156	host	gene-SPD_RS02990
gene-SPD_RS08260	252	420	440	214	330	211	226	279	215	host	gene-SPD_RS08260
gene-SPD_RS04155	372	528	516	281	414	230	237	356	244	host	gene-SPD_RS04155
gene-SPD_RS07325	107	126	149	106	246	118	98	116	74	host	yaaA
gene-SPD_RS06030	234	334	348	151	215	135	99	175	102	host	gene-SPD_RS06030
gene-SPD_RS00235	50	66	59	24	50	28	27	33	27	host	comA
gene-SPD_RS10240	231	399	359	213	247	196	173	220	178	host	malQ
gene-SPD_RS05805	886	1425	1435	598	985	566	542	836	419	host	yycF
gene-SPD_RS02035	628	902	831	662	997	600	534	808	495	host	gene-SPD_RS02035
gene-SPD_RS02670	124	141	180	105	233	110	66	94	74	host	gene-SPD_RS02670
gene-SPD_RS01570	34	80	83	25	54	39	43	40	36	host	gene-SPD_RS01570
gene-SpSL1_10	1888	2484	2565	996	1435	884	319	410	282	phage	gene-SpSL1_10
gene-SPD_RS00345	430	780	750	148	155	133	79	140	87	host	gene-SPD_RS00345
gene-SPD_RS00610	4	6	10	3	5	2	3	10	3	host	gene-SPD_RS00610
gene-SPD_RS02295	19	20	31	11	19	11	20	11	12	host	gene-SPD_RS02295
gene-SPD_RS03165	224	413	383	162	264	153	107	218	137	host	gene-SPD_RS03165
gene-SPD_RS02430	0	0	0	0	1	0	0	0	0	host	gene-SPD_RS02430
gene-SPD_RS06690	38	61	84	38	62	33	28	35	27	host	gene-SPD_RS06690
gene-SPD_RS05755	139	269	359	209	234	112	169	199	146	host	gene-SPD_RS05755
gene-SPD_RS08965	2	6	7	5	7	7	8	18	6	host	gene-SPD_RS08965
gene-SPD_RS02115	225	318	347	247	443	236	292	352	175	host	briC
gene-SPD_RS03225	80	123	145	71	108	83	72	83	67	host	gene-SPD_RS03225
gene-SPD_RS01110	652	1027	1093	560	640	447	513	693	386	host	rpmC
gene-SPD_RS01965	25	41	56	18	53	15	12	15	9	host	gene-SPD_RS01965
gene-SPD_RS08970	3	6	8	5	6	7	8	17	12	host	gene-SPD_RS08970
gene-SPD_RS04375	120	199	184	125	193	130	91	126	88	host	gene-SPD_RS04375
gene-SPD_RS00490	1184	1648	1545	959	1409	937	675	983	490	host	gene-SPD_RS00490
gene-SPD_RS04365	435	691	680	325	379	288	260	422	313	host	aguA
gene-SPD_RS01990	190	332	300	186	356	215	145	265	126	host	rnhC
gene-SPD_RS07315	126	150	213	105	182	97	96	96	58	host	gene-SPD_RS07315
gene-SPD_RS09100	1517	2078	2054	1619	2731	1619	842	1281	919	host	groL
gene-SPD_RS09795	7	8	11	7	20	16	7	9	8	host	gene-SPD_RS09795
gene-SPD_RS03810	193	352	346	214	383	202	248	371	212	host	gene-SPD_RS03810
gene-SPD_RS10200	969	1301	1221	1235	2174	1192	681	1024	676	host	tyrS
gene-SPD_RS08220	285	355	374	271	421	233	211	239	181	host	fmt
gene-SPD_RS02700	27	50	46	28	23	24	24	26	12	host	gene-SPD_RS02700
gene-SPD_RS01335	1011	1583	1607	836	1372	890	750	1035	679	host	rseP
gene-SPD_RS09965	149	258	238	130	180	124	141	164	102	host	gene-SPD_RS09965
gene-SPD_RS00050	324	604	574	277	462	288	383	499	256	host	tilS
gene-SPD_RS00900	39	71	66	30	71	37	30	45	27	host	gene-SPD_RS00900
gene-SpSL1_27	8	30	22	810	792	662	843	1099	572	phage	gene-SpSL1_27
gene-SPD_RS07560	96	155	139	97	151	82	98	88	85	host	gene-SPD_RS07560
gene-SpSL1_23	1691	2694	2504	2020	2400	1679	1205	1371	1058	phage	gene-SpSL1_23
gene-SPD_RS01055	79	152	156	872	1000	911	1555	2004	1499	host	nrdG
gene-SPD_RS00285	94	115	110	100	162	134	56	60	51	host	purD
gene-SPD_RS00055	639	1088	1066	470	798	527	529	793	422	host	hpt
gene-SPD_RS09300	102	163	152	113	217	104	111	136	74	host	gene-SPD_RS09300
gene-SPD_RS09105	419	503	485	511	882	504	353	468	300	host	groES
gene-SPD_RS02160	1608	2152	2015	1297	2262	1241	1141	1630	945	host	gene-SPD_RS02160
gene-SPD_RS02800	16	36	51	14	25	13	10	19	15	host	vex2
gene-SPD_RS07115	1453	2590	2148	769	1289	792	590	784	502	host	gene-SPD_RS07115
gene-SPD_RS00710	355	774	687	235	319	259	192	254	149	host	mnmG
gene-SPD_RS00060	1827	3475	3386	1193	2145	1334	1067	1541	915	host	ftsH
gene-SPD_RS04545	31	64	56	37	42	27	43	60	39	host	gene-SPD_RS04545
gene-SPD_RS06935	22	45	67	72	130	56	51	66	57	host	gene-SPD_RS06935
gene-SPD_RS11255	19	39	34	18	14	13	29	27	33	host	gene-SPD_RS11255
gene-SPD_RS03415	14	16	16	9	26	15	16	15	7	host	gene-SPD_RS03415
gene-SPD_RS10910	2	1	3	1	0	6	3	5	8	host	gene-SPD_RS10910
gene-SpSL1_04	35	65	65	136	282	145	277	423	214	phage	gene-SpSL1_04
gene-SPD_RS08495	11	18	20	21	35	17	15	14	5	host	gene-SPD_RS08495
gene-SpSL1_43	15	10	19	8581	6332	8353	20428	27870	18449	phage	gene-SpSL1_43
gene-SPD_RS06990	405	649	640	351	598	333	224	365	236	host	gene-SPD_RS06990
gene-SPD_RS01590	11	21	16	8	11	7	9	8	14	host	gene-SPD_RS01590
gene-SPD_RS05720	159	242	291	226	402	194	195	243	175	host	udk
gene-SPD_RS07500	313	553	575	278	403	252	272	422	244	host	gene-SPD_RS07500
gene-SPD_RS08700	92	100	88	103	194	116	101	120	74	host	gene-SPD_RS08700
gene-SPD_RS06470	441	541	592	456	908	450	444	498	356	host	aroD
gene-SPD_RS03325	7	16	15	13	12	6	7	10	13	host	gene-SPD_RS03325
gene-SPD_RS11790	4	12	16	6	13	7	8	9	10	host	gene-SPD_RS11790
gene-SPD_RS10515	85	131	156	62	106	69	49	72	49	host	gene-SPD_RS10515
gene-SPD_RS02245	218	381	418	199	257	180	190	249	173	host	gene-SPD_RS02245
gene-SPD_RS07850	1047	1618	1631	908	1316	899	813	1034	722	host	gene-SPD_RS07850
gene-SPD_RS09140	292	402	450	343	439	379	449	410	300	host	gene-SPD_RS09140
gene-SPD_RS04620	175	331	302	83	114	79	88	148	70	host	coaE
gene-SPD_RS06295	244	325	388	173	284	163	114	173	91	host	gene-SPD_RS06295
gene-SPD_RS10245	955	1587	1802	1238	1742	958	743	1093	653	host	gene-SPD_RS10245
gene-SPD_RS06580	920	1221	1260	677	1129	717	427	599	372	host	gene-SPD_RS06580_gene_pstC
gene-SPD_RS07925	37	91	91	33	61	50	38	44	69	host	gene-SPD_RS07925
gene-SPD_RS03380	30	52	46	31	44	25	27	47	32	host	gene-SPD_RS03380
gene-SPD_RS08890	507	991	908	403	469	353	248	410	307	host	gene-SPD_RS08890
gene-SPD_RS07475	870	1390	1367	764	1169	771	785	1046	698	host	metA
gene-SPD_RS05525	240	288	209	74	178	171	72	132	77	host	gene-SPD_RS05525
gene-SPD_RS05925	51	79	59	48	81	53	23	39	30	host	gene-SPD_RS05925
gene-SPD_RS11390	27	19	27	14	26	10	13	20	12	host	gene-SPD_RS11390
gene-SPD_RS05555	1171	1838	1932	1101	1840	959	918	1463	809	host	gene-SPD_RS05555
gene-SPD_RS02840	15	33	34	8	32	15	17	17	9	host	gene-SPD_RS02840
gene-SPD_RS05665	56	109	87	102	96	48	68	104	59	host	gene-SPD_RS05665
gene-SPD_RS07455	1012	1589	1593	542	880	485	378	578	281	host	gene-SPD_RS07455
gene-SPD_RS07540	399	515	524	274	569	288	144	206	146	host	gene-SPD_RS07540
gene-SPD_RS03795	541	861	853	602	1096	577	500	748	424	host	gene-SPD_RS03795
gene-SPD_RS00910	24	40	45	28	58	25	27	50	26	host	gene-SPD_RS00910
gene-SpSL1_36	6	14	26	7539	4888	5932	13219	22232	14273	phage	gene-SpSL1_36
gene-SPD_RS02220	184	333	339	216	375	189	203	259	137	host	gene-SPD_RS02220
gene-SPD_RS08380	93	147	168	63	97	56	50	53	32	host	gene-SPD_RS08380
gene-SPD_RS07300	246	363	369	186	375	219	212	268	146	host	gene-SPD_RS07300
gene-SPD_RS07980	6	13	12	7	8	9	6	10	8	host	gene-SPD_RS07980
gene-SPD_RS10300	80	156	120	78	108	57	52	72	56	host	gene-SPD_RS10300
gene-SPD_RS07685	148	180	183	103	229	116	102	145	80	host	gene-SPD_RS07685
gene-SPD_RS06225	91	157	151	61	62	67	33	73	39	host	gene-SPD_RS06225
gene-SPD_RS07190	439	722	704	337	520	278	334	460	257	host	gene-SPD_RS07190
gene-SPD_RS04835	0	0	0	0	2	0	0	2	1	host	gene-SPD_RS04835
gene-SPD_RS06455	434	664	669	418	716	372	298	454	304	host	aroC
gene-SPD_RS10215	113	169	187	123	252	132	97	147	109	host	gene-SPD_RS10215
gene-SPD_RS09245	3	5	9	3	3	3	4	3	2	host	gene-SPD_RS09245
gene-SPD_RS05570	676	957	991	601	973	524	409	604	356	host	gene-SPD_RS05570
gene-SPD_RS03175	251	424	380	174	288	152	151	237	140	host	gene-SPD_RS03175
gene-SPD_RS08180	351	643	613	310	578	316	217	398	223	host	gene-SPD_RS08180
gene-SPD_RS09200	973	1139	1455	1521	3221	1312	1277	1739	1032	host	gene-SPD_RS09200
gene-SPD_RS10570	124	216	170	100	167	90	91	116	76	host	gene-SPD_RS10570
gene-SPD_RS03305	101	131	153	97	151	122	104	107	62	host	gene-SPD_RS03305
gene-SPD_RS05785	58	104	56	51	87	53	61	90	50	host	gene-SPD_RS05785
gene-SPD_RS01605	6	11	8	4	10	2	4	6	9	host	gene-SPD_RS01605
gene-SPD_RS10595	368	614	621	307	562	375	201	286	163	host	dltB
gene-SPD_RS05205	1099	1783	1709	1149	1637	1163	1254	1715	1186	host	gene-SPD_RS05205
gene-SPD_RS09625	1	6	4	3	3	1	6	7	5	host	gene-SPD_RS09625
gene-SPD_RS05210	327	534	565	263	397	273	295	370	218	host	gene-SPD_RS05210
gene-SPD_RS04475	865	1252	1150	840	1491	815	611	955	524	host	pyrH
gene-SPD_RS01310	1	3	6	1	1	3	2	1	1	host	gene-SPD_RS01310
gene-SPD_RS08290	450	780	687	408	677	337	345	493	306	host	yqeH
gene-SPD_RS00415	286	516	461	148	266	168	151	194	107	host	gene-SPD_RS00415
gene-SPD_RS05370	811	1263	1317	772	1364	717	616	963	518	host	ligA
gene-SPD_RS04820	526	754	621	386	721	468	402	494	332	host	mscL
gene-SPD_RS09380	154	255	266	119	215	120	130	150	90	host	endA
gene-SPD_RS09225	4	18	8	3	10	7	5	12	6	host	gene-SPD_RS09225
gene-SPD_RS06840	94	156	176	125	236	113	113	128	109	host	gene-SPD_RS06840
gene-SPD_RS06500	608	878	836	482	768	450	354	524	357	host	alaS
gene-SPD_RS05880	251	388	366	171	317	168	159	200	113	host	gene-SPD_RS05880
gene-SPD_RS03450	740	1141	1237	246	442	229	201	242	186	host	manA
gene-SPD_RS10015	17	25	28	5	7	15	25	24	29	host	gene-SPD_RS10015
gene-SPD_RS07625	58	88	86	65	101	68	41	57	39	host	gene-SPD_RS07625
gene-SPD_RS04565	469	1015	1003	554	773	548	546	789	504	host	rpmI
gene-SPD_RS06300	427	584	627	347	511	324	218	276	199	host	gene-SPD_RS06300
gene-SPD_RS00195	239	369	395	204	369	230	130	196	145	host	gene-SPD_RS00195
gene-SPD_RS00735	3	2	2	1	5	2	1	2	3	host	cibB
gene-SPD_RS04350	131	209	203	128	144	118	60	103	84	host	speE
gene-SPD_RS02545	26	41	45	7	27	8	12	11	9	host	gene-SPD_RS02545
gene-SPD_RS08250	15	28	19	18	35	20	16	28	9	host	gene-SPD_RS08250
gene-SPD_RS11655	6	11	10	5	8	6	6	8	4	host	gene-SPD_RS11655
gene-SPD_RS05820	286	475	465	427	634	421	325	465	311	host	gene-SPD_RS05820
gene-SPD_RS00300	28	46	40	32	63	34	13	21	20	host	purE
gene-SPD_RS06040	4444	1559	1632	5450	12383	5077	3759	4895	3082	host	gene-SPD_RS06040
gene-SPD_RS09975	14	25	26	22	35	41	34	56	61	host	gene-SPD_RS09975
gene-SPD_RS04150	251	334	333	163	349	149	183	179	110	host	gene-SPD_RS04150
gene-SPD_RS08855	332	551	489	309	438	285	253	357	250	host	racE
gene-SPD_RS02440	538	798	817	399	722	428	398	596	337	host	gene-SPD_RS02440
gene-SPD_RS06950	47	66	85	51	57	32	18	34	27	host	gene-SPD_RS06950
gene-SPD_RS02630	317	482	477	312	586	309	325	377	243	host	gene-SPD_RS02630
gene-SpSL1_16	2979	4539	4704	2680	3821	2440	1436	2001	1237	phage	gene-SpSL1_16
gene-SPD_RS02785	512	775	830	391	524	382	342	490	335	host	gene-SPD_RS02785
gene-SPD_RS07670	32	39	55	35	36	32	41	32	34	host	gene-SPD_RS07670
gene-SPD_RS08335	915	1249	1440	845	1225	598	593	810	461	host	trxA
gene-SPD_RS09095	45	74	74	30	71	44	77	65	37	host	gene-SPD_RS09095
gene-SPD_RS05465	436	611	580	346	493	309	296	445	273	host	gene-SPD_RS05465
gene-SPD_RS04915	17	18	23	16	32	23	8	14	6	host	gene-SPD_RS04915
gene-SPD_RS00655	43	54	65	67	65	65	23	26	28	host	gene-SPD_RS00655
gene-SPD_RS11020	14	27	21	16	20	22	9	14	12	host	gene-SPD_RS11020
gene-SPD_RS12035	1	3	5	2	3	0	2	3	2	host	gene-SPD_RS12035
gene-SPD_RS08030	510	828	722	363	600	368	455	512	310	host	gene-SPD_RS08030
gene-SPD_RS03660	331	535	529	338	527	294	313	442	242	host	rimM
gene-SPD_RS06885	313	524	534	267	391	262	202	329	154	host	gene-SPD_RS06885
gene-SPD_RS08240	926	1440	1455	906	1321	842	946	1207	852	host	gene-SPD_RS08240
gene-SPD_RS08895	853	1514	1347	676	770	593	417	699	454	host	gene-SPD_RS08895
gene-SPD_RS11515	15	21	33	17	21	13	11	14	17	host	gene-SPD_RS11515
gene-SPD_RS10940	17	31	35	20	42	22	15	40	21	host	rlmH
gene-SPD_RS04325	8	9	11	4	8	6	5	11	3	host	gene-SPD_RS04325
gene-SPD_RS00890	355	437	478	276	606	357	286	286	229	host	nrdI
gene-SPD_RS05105	8	18	14	7	16	14	15	6	5	host	gene-SPD_RS05105
gene-SPD_RS05920	200	167	172	160	250	187	212	255	175	host	gene-SPD_RS05920
gene-SPD_RS10655	707	975	1055	331	712	385	292	354	176	host	gene-SPD_RS10655
gene-SPD_RS09910	1356	2026	2145	1140	1513	1072	750	892	676	host	nagA
gene-SPD_RS08090	400	589	615	297	537	260	253	365	200	host	dnaI
gene-SPD_RS09220	3	22	14	6	13	7	10	14	4	host	gene-SPD_RS09220
gene-SPD_RS07035	6	18	10	6	17	6	7	13	4	host	gene-SPD_RS07035
gene-SPD_RS06145	233	339	313	375	549	334	175	284	187	host	gene-SPD_RS06145
gene-SPD_RS08330	1639	2013	2528	1441	2353	1123	1236	1525	913	host	gene-SPD_RS08330
gene-SPD_RS02435	182	253	257	199	337	177	200	242	155	host	psrA
gene-SPD_RS10310	39	28	38	17	42	14	20	20	17	host	gene-SPD_RS10310
gene-SPD_RS11865	115	155	178	90	124	68	98	100	54	host	gene-SPD_RS11865
gene-SPD_RS11380	131	271	225	194	327	158	117	173	121	host	gene-SPD_RS11380
gene-SPD_RS06240	36	88	75	26	37	33	30	30	21	host	gene-SPD_RS06240
gene-SPD_RS01645	414	617	564	404	617	368	249	360	252	host	gene-SPD_RS01645
gene-SPD_RS00475	2151	4408	4678	402	496	365	193	273	129	host	gene-SPD_RS00475
gene-SPD_RS02230	75	165	121	58	68	48	37	66	44	host	gene-SPD_RS02230
gene-SPD_RS02780	143	278	243	121	175	91	107	173	104	host	gene-SPD_RS02780
gene-SPD_RS01520	8	19	16	4	13	3	5	3	1	host	gene-SPD_RS01520
gene-SPD_RS06695	11	22	29	13	30	14	14	11	10	host	gene-SPD_RS06695
gene-SPD_RS00665	19	50	63	35	30	32	16	28	21	host	gene-SPD_RS00665
gene-SPD_RS02315	124	256	277	115	205	120	85	104	75	host	gene-SPD_RS02315
gene-SPD_RS07700	3	17	16	12	17	8	6	9	10	host	gene-SPD_RS07700
gene-SPD_RS00685	0	0	2	3	1	0	1	2	1	host	gene-SPD_RS00685
gene-SPD_RS05845	100	109	134	113	192	96	74	112	69	host	gene-SPD_RS05845
gene-SPD_RS07965	20	25	39	18	21	18	23	20	13	host	nanB
gene-SPD_RS08990	6	18	11	8	10	10	21	32	18	host	gene-SPD_RS08990
gene-SPD_RS07410	176	239	259	146	246	110	109	111	76	host	gene-SPD_RS07410
gene-SPD_RS03200	3	14	9	8	18	10	12	11	7	host	gene-SPD_RS03200
gene-SPD_RS05735	155	251	226	128	169	104	89	141	81	host	truB
gene-SPD_RS03020	898	1287	1799	1266	1554	930	1213	1455	991	host	gene-SPD_RS03020
gene-SPD_RS06290	123	179	224	113	149	79	68	80	68	host	gene-SPD_RS06290
gene-SPD_RS03875	85	216	194	63	113	66	56	62	38	host	gene-SPD_RS03875
gene-SPD_RS03805	186	257	290	218	358	223	168	188	169	host	gene-SPD_RS03805
gene-SPD_RS03725	82	120	159	52	109	57	63	78	41	host	gene-SPD_RS03725
gene-SPD_RS02290	8	6	14	13	17	8	12	7	12	host	gene-SPD_RS02290
gene-SPD_RS07935	36	71	48	20	43	29	38	37	20	host	gene-SPD_RS07935
gene-SPD_RS09630	5	17	15	7	5	6	13	12	18	host	gene-SPD_RS09630
gene-SpSL1_29	21	34	47	1347	1678	1107	2720	4591	1779	phage	gene-SpSL1_29
gene-SPD_RS02225	48	107	99	46	61	34	26	58	33	host	gene-SPD_RS02225
gene-SPD_RS07855	1825	2714	2943	1160	1973	1160	1489	1823	988	host	gene-SPD_RS07855
gene-SPD_RS09015	3	11	18	4	7	7	12	14	10	host	gene-SPD_RS09015
gene-SPD_RS09745	465	791	801	94	127	70	53	49	31	host	gene-SPD_RS09745
gene-SPD_RS07270	906	1467	1404	846	1499	831	746	1156	664	host	gene-SPD_RS07270
gene-SPD_RS01160	757	1743	1316	513	490	399	701	976	552	host	rpmD
gene-SPD_RS09585	50	82	92	62	79	62	54	76	62	host	gene-SPD_RS09585
gene-SPD_RS03800	271	421	438	245	400	242	258	355	214	host	gene-SPD_RS03800
gene-SPD_RS05095	12	13	13	8	20	7	6	8	4	host	gene-SPD_RS05095
gene-SPD_RS03070	51	76	69	34	62	45	29	39	29	host	gene-SPD_RS03070
