Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1459	297	691	544	625	121	540	72	87	62	6	108	62	host	gene-PA1459
gene-PA0879	14	9	9	10	5	8	7	7	2	0	6	3	host	gene-PA0879
gene-PA2433	6	10	2	10	4	6	6	0	4	0	4	1	host	gene-PA2433
gene-PA0981	54	54	38	51	11	56	32	11	9	1	19	9	host	gene-PA0981
gene-PA0918	41	33	40	29	2	33	16	3	5	1157	5	4	host	gene-PA0918
gene-PA4775	72	74	58	29	9	28	13	6	8	0	4	2	host	gene-PA4775
gene-PA1877	12	16	8	11	3	5	2	4	1	0	7	3	host	gene-PA1877
gene-PA4831	27	51	38	38	10	23	7	6	7	2	7	5	host	gene-PA4831
gene-PA4307	201	270	201	180	56	174	76	52	53	8	58	41	host	pctC
gene-PA1059	55	80	69	57	14	56	12	4	3	1	6	7	host	gene-PA1059
gene-PA0313	73	93	83	68	17	79	30	15	12	1	35	15	host	gene-PA0313
gene-PA0687	7	14	7	11	2	7	6	5	6	2	9	6	host	gene-PA0687
gene-PA2348	6	4	8	9	0	3	1	2	5	1	3	1	host	gene-PA2348
gene-PA0845	28	33	33	39	4	28	24	13	14	0	11	15	host	gene-PA0845
gene-PA2462	3653	4633	3975	4112	841	4002	926	546	464	27	647	373	host	gene-PA2462
gene-PA3280	19	33	22	34	5	17	11	8	5	0	12	2	host	oprO
gene-PA4475	142	307	253	317	83	299	123	93	54	4	95	39	host	gene-PA4475
gene-PA2035	4	18	2	11	3	3	2	3	2	1	12	1	host	gene-PA2035
gene-PA2406	11	26	20	13	2	7	0	2	2	0	1	3	host	gene-PA2406
gene-PA3233	26	33	24	107	8	43	37	23	9	0	8	7	host	gene-PA3233
gene-PA5278	254	330	264	286	65	295	90	38	43	3	62	39	host	dapF
gene-PA5368	76	104	118	101	19	207	55	23	43	9	39	32	host	pstC
gene-PA0125	17	48	48	31	8	20	13	10	7	2	13	11	host	gene-PA0125
gene-PA3093	112	185	124	113	22	81	31	21	11	1	26	19	host	gene-PA3093
gene-PA0117	25	52	17	29	6	28	6	4	6	0	8	5	host	gene-PA0117
gene-PA3223	7	5	10	5	3	4	5	0	1	0	1	1	host	azoR3
gene-PA1783	2	11	6	4	1	2	0	2	2	0	2	2	host	nasA
gene-PA1868	17	33	35	44	6	42	14	12	1	0	11	7	host	xqhA
gene-PA3710	23	50	45	51	11	50	12	14	5	0	14	4	host	gene-PA3710
gene-PA0636	172	196	160	215	56	319	324	112	117	23	122	111	host	gene-PA0636
gene-PA5449	41	67	65	144	19	71	34	21	10	1	11	10	host	wbpX
gene-PA3766	65	92	69	161	31	131	89	38	28	4	55	38	host	gene-PA3766
gene-PA3168	1853	3358	2729	2874	742	3627	920	490	522	47	707	449	host	gyrA
gene-PA3910	15	13	17	22	6	10	2	8	2	0	6	2	host	eddA
gene-PA4222	27	16	9	24	2	10	9	6	1	3	5	2	host	gene-PA4222
gene-PA0662	371	421	360	286	102	307	115	51	46	3	61	50	host	argC
gene-PA0514	1	0	5	53	6	4	2	2	1	0	2	1	host	nirL
gene-PA4959	357	380	396	384	63	295	113	61	52	4	70	49	host	fimX
gene-PA2742	10960	11506	7995	5646	2855	11558	6185	2484	2921	174	2493	1779	host	rpmI
gene-PA4560	1197	1623	1344	1036	269	1305	382	166	195	10	263	145	host	ileS
gene-PA2438	4	10	2	43	9	20	4	4	2	1	3	1	host	gene-PA2438
gene-PA3052	28	40	30	35	8	28	9	6	2	0	10	3	host	gene-PA3052
gene-PA4408	1320	2341	1941	2176	466	2275	368	220	219	12	273	190	host	ftsA
gene-PA2275	9	20	11	11	1	3	6	5	2	1	9	3	host	gene-PA2275
gene-PA1344	66	96	51	18	6	19	15	14	7	0	30	6	host	gene-PA1344
gene-PA1124	91	82	70	93	24	77	34	15	16	2	20	17	host	dgt
gene-PA1561	206	231	216	213	28	136	40	23	22	0	23	7	host	aer
gene-PA2943	17	51	40	52	7	38	6	6	10	0	14	9	host	gene-PA2943
gene-PA5444	45	32	41	37	8	23	13	7	1	1	7	3	host	gene-PA5444
gene-PA1071	60	76	83	172	27	169	74	35	36	0	23	35	host	braF
gene-PA2984	28	56	32	49	8	28	7	15	8	0	16	6	host	gene-PA2984
gene-PA0428	411	709	549	664	218	771	141	82	68	9	89	48	host	gene-PA0428
gene-PA3129	179	346	259	213	30	225	44	61	44	3	66	43	host	gene-PA3129
gene-PA4764	1916	1354	998	1664	298	1226	574	186	179	23	233	152	host	fur
gene-PA2386	8	21	20	21	3	7	6	9	9	0	12	4	host	pvdA
gene-PA3216	17	9	4	8	6	7	5	1	2	0	1	1	host	gene-PA3216
gene-PA1075	75	52	50	42	7	43	21	13	7	1	11	5	host	gene-PA1075
gene-PA0721	9	6	8	5	1	6	13	5	1	1	3	2	host	gene-PA0721
gene-PA3535	73	81	71	85	21	53	19	16	10	2	17	12	host	gene-PA3535
gene-PA4595	514	1223	861	1062	227	1083	245	146	186	19	187	142	host	gene-PA4595
gene-PA0251	16	18	11	18	1	8	11	3	4	1	6	1	host	gene-PA0251
gene-PA1532	433	602	622	572	178	618	107	78	72	4	95	70	host	dnaX
gene-PA0797	12	37	44	75	7	32	9	12	7	0	12	3	host	gene-PA0797
gene-PA3755	128	139	84	82	20	57	30	18	17	0	15	14	host	gene-PA3755
gene-PA0432	875	1764	1244	1034	379	1839	387	203	240	36	312	218	host	sahH
gene-PA5301	501	468	332	373	80	280	197	80	65	6	107	76	host	gene-PA5301
gene-PA4375	167	159	127	244	32	136	59	34	18	1	50	24	host	gene-PA4375
gene-PA4468	12	26	13	14	4	17	17	5	1	0	8	4	host	sodM
gene-PA0248	53	64	39	57	7	36	21	1	10	0	12	3	host	gene-PA0248
gene-PA0121	26	46	28	39	7	36	5	11	8	1	5	6	host	gene-PA0121
gene-PA0038	166	109	75	159	41	155	65	24	31	2	26	15	host	gene-PA0038
gene-PA0720	18	19	12	12	5	16	11	3	1	2	7	7	host	gene-PA0720
gene-PA0510	2	4	2	61	15	11	8	5	2	1	2	1	host	gene-PA0510
gene-PA4212	29	56	18	32	17	22	9	30	12	1	5	13	host	phzC1
gene-PA1285	34	37	24	27	9	18	2	4	3	0	14	5	host	gene-PA1285
gene-PA5292	96	79	71	68	16	58	32	12	8	0	14	8	host	pchP
gene-PA4623	4	10	7	12	0	7	2	2	1	0	2	1	host	gene-PA4623
gene-PA1711	198	578	303	146	55	169	41	48	42	2	54	32	host	gene-PA1711
gene-PA1186	6	9	7	15	1	3	3	1	1	0	1	2	host	gene-PA1186
gene-PA3833	26	22	32	28	4	14	15	3	6	0	8	2	host	gene-PA3833
gene-PA4003	671	919	810	721	138	637	140	75	78	1	132	89	host	pbpA
gene-PA5313	107	135	106	103	28	80	45	28	19	3	41	14	host	gene-PA5313
gene-PA2700	4	14	12	14	3	6	4	13	0	0	7	3	host	opdB
gene-PA0630	48	61	41	70	19	71	21	37	34	7	39	32	host	gene-PA0630
gene-PA2379	169	234	243	173	21	159	22	22	28	0	23	16	host	gene-PA2379
gene-PA4639	162	330	230	236	62	251	55	62	43	6	62	37	host	gene-PA4639
gene-PA2552	29	19	28	61	6	48	19	11	10	0	4	7	host	gene-PA2552
gene-PA0326	5	8	2	4	1	4	2	4	0	0	3	3	host	gene-PA0326
gene-PA1265	4	5	2	6	2	0	2	3	1	0	1	2	host	gene-PA1265
gene-PA4235	149	202	181	132	25	139	23	15	18	0	20	8	host	bfrA
gene-PA0327	38	45	45	67	13	52	23	8	11	2	14	8	host	gene-PA0327
gene-PA4126	24	28	19	36	9	28	12	8	8	4	10	3	host	gene-PA4126
gene-PA4431	947	1289	1094	921	317	1192	371	204	226	21	240	158	host	gene-PA4431
gene-PA5280	45	54	59	41	4	37	9	7	2	0	15	8	host	sss
gene-PA3942	59	68	81	89	18	81	47	26	19	3	16	9	host	tesB
gene-PA4858	25	25	20	23	9	13	11	5	5	1	1	3	host	gene-PA4858
gene-PA0420	99	139	105	123	32	100	53	28	27	5	36	20	host	bioA
gene-PA1974	4	1	6	13	2	7	3	2	4	0	2	0	host	gene-PA1974
gene-PA4952	307	484	456	1608	79	387	161	66	61	7	93	61	host	gene-PA4952
gene-PA0765	319	383	356	470	84	397	123	53	44	6	94	45	host	mucC
gene-PA0423	502	785	581	839	251	1016	379	118	109	10	115	96	host	pasP
gene-PA1364	6	23	20	20	4	12	7	8	3	0	4	3	host	gene-PA1364
gene-PA4521	63	70	67	79	9	48	12	9	8	1	20	7	host	gene-PA4521
gene-PA2927	18	52	34	30	2	26	6	10	5	1	16	8	host	gene-PA2927
gene-PA2525	38	67	84	74	8	68	20	10	11	2	9	7	host	gene-PA2525
gene-PA5164	152	181	165	149	27	154	59	15	22	0	16	15	host	rmlC
gene-PA3856	32	35	24	48	5	38	8	7	6	0	4	3	host	gene-PA3856
gene-PA2234	28	55	50	62	5	54	14	6	4	0	4	6	host	pslD
gene-PA1475	111	169	164	104	17	115	32	30	25	0	40	19	host	ccmA
gene-PA1528	592	952	764	758	165	796	173	114	113	12	147	94	host	zipA
gene-PA2979	120	246	224	213	36	226	56	38	19	2	32	21	host	kdsB
gene-PA3041	21	25	26	43	10	40	25	7	11	1	7	6	host	gene-PA3041
gene-PA2912	5	16	5	12	0	5	1	3	1	0	3	2	host	gene-PA2912
gene-PA0329	158	182	167	393	55	313	142	61	49	0	63	31	host	gene-PA0329
gene-PA4911	6	4	5	4	1	5	2	2	5	0	5	0	host	gene-PA4911
gene-PA2118a	34	24	15	10	1	13	2	2	1	0	7	1	host	gene-PA2118a
gene-PA1163	73	144	95	84	26	75	22	41	14	1	40	31	host	ndvB
gene-PA3330	4	7	4	13	0	8	4	6	4	0	4	3	host	gene-PA3330
gene-PA5006	629	1013	757	903	153	673	257	181	144	11	119	90	host	gene-PA5006
gene-PA4502	52	64	46	87	7	64	29	20	8	0	20	7	host	gene-PA4502
gene-PA0825	2	8	3	2	1	2	3	0	1	0	2	1	host	gene-PA0825
gene-PA0824	22	26	22	21	5	15	4	4	2	0	7	6	host	gene-PA0824
gene-PA2004	20	40	28	38	7	23	13	12	10	0	9	8	host	gene-PA2004
gene-PA0945	255	453	466	319	112	500	150	96	85	9	116	79	host	purM
gene-PA3711	26	25	24	31	6	24	16	13	4	1	15	3	host	gene-PA3711
gene-PA1218	10	10	7	18	2	9	7	5	3	0	3	2	host	gene-PA1218
gene-PA5324	81	104	91	148	30	111	33	19	13	2	23	14	host	gene-PA5324
gene-PA3802	649	941	874	688	177	851	191	87	76	6	154	98	host	hisS
gene-PA3254	56	104	81	94	22	79	18	18	20	1	19	7	host	gene-PA3254
gene-PA2758	36	33	21	15	1	13	4	5	2	1	6	2	host	gene-PA2758
gene-PA1339	58	74	64	88	29	137	93	38	32	3	30	22	host	gene-PA1339
gene-PA2949	48	66	76	57	19	62	16	19	15	0	22	13	host	gene-PA2949
gene-PA0898	105	158	128	181	53	156	49	21	13	1	18	28	host	aruD
gene-PA1175	8	2	4	6	0	2	4	1	2	0	3	1	host	napD
gene-PA1767	173	269	216	236	50	234	87	33	30	2	45	22	host	gene-PA1767
gene-PA3626	357	524	386	373	64	322	111	68	67	5	78	43	host	gene-PA3626
gene-PA5206	109	139	91	106	21	84	15	14	14	1	18	11	host	argE
gene-PPLUZ19_gp36	2	1	75	14835	14462	58678	52053	108985	70067	41968	462009	310174	phage	gp36
gene-PA1323	7	12	10	36	9	20	11	6	7	1	4	1	host	gene-PA1323
gene-PA5180	28	51	43	63	14	35	27	19	13	1	15	14	host	gene-PA5180
gene-PA4140	15	18	15	21	2	13	15	10	5	1	1	3	host	gene-PA4140
gene-PA4239	2530	7816	3764	3049	1246	6549	1747	575	2521	72	964	604	host	rpsD
gene-PA2182	3	3	0	3	1	3	2	2	0	0	0	0	host	gene-PA2182
gene-PA1893	13	45	31	38	10	45	29	26	11	3	41	10	host	gene-PA1893
gene-PA3518	1	3	1	6	3	3	5	0	1	0	2	2	host	gene-PA3518
gene-PA2260	5	2	1	6	1	8	1	3	1	0	4	1	host	gene-PA2260
gene-PA5557	4460	7136	4762	3641	1412	7749	1717	624	709	54	892	574	host	atpH
gene-PA3397	549	861	604	353	67	318	149	88	81	18	140	79	host	fpr
gene-PA0716	529	191	135	218	36	125	111	10	18	3	26	6	host	gene-PA0716
gene-PA0305	48	59	55	74	15	69	26	11	14	1	18	10	host	gene-PA0305
gene-PA1946	144	167	75	148	14	58	44	24	20	0	31	20	host	rbsB
gene-PA1547	25	29	20	46	6	33	11	12	6	1	17	8	host	gene-PA1547
gene-PA0579	1445	1835	1731	1979	543	1831	570	229	316	33	300	253	host	rpsU
gene-PA4735	321	318	309	577	108	485	112	65	48	2	52	34	host	gene-PA4735
gene-PA5509	59	48	49	98	10	58	37	13	10	1	13	15	host	gene-PA5509
gene-PA0905.3	404	341	247	249	45	169	127	27	43	1	57	24	host	gene-PA0905.3
gene-PA1112b	599	404	467	337	53	274	69	22	31	3	48	25	host	gene-PA1112b
gene-PPLUZ19_gp45	0	0	3	3248	3582	11057	2139	3997	3956	4526	31000	22001	phage	gp45
gene-PA0554	185	176	174	156	49	173	76	31	32	2	40	31	host	gene-PA0554
gene-PA1330	24	27	24	34	12	19	11	4	4	0	6	3	host	gene-PA1330
gene-PA3625	311	465	321	318	62	296	83	58	52	6	68	45	host	surE
gene-PA1457	486	652	473	559	120	597	171	79	92	4	96	63	host	cheZ
gene-PA2128	104	99	61	90	9	35	46	10	9	0	11	6	host	cupA1
gene-PA1977	0	4	3	13	1	7	1	1	0	0	0	0	host	gene-PA1977
gene-PA2775.1	50	56	36	50	6	28	14	7	7	0	6	2	host	gene-PA2775.1
gene-PA0504	22	50	43	73	12	44	6	5	2	0	8	2	host	bioD
gene-PA3094	136	139	87	96	12	84	40	33	13	3	33	13	host	gene-PA3094
gene-PA4048	44	88	71	80	17	54	21	4	5	1	4	12	host	gene-PA4048
gene-PA2824	197	274	236	227	42	187	57	29	32	1	53	34	host	gene-PA2824
gene-PA4657	14	30	17	29	11	35	8	2	7	1	9	4	host	gene-PA4657
gene-PA2942.1	27	76	30	27	7	13	4	6	4	1	8	5	host	gene-PA2942.1
gene-PA0467	10	13	17	20	6	7	3	0	3	0	1	1	host	gene-PA0467
gene-PA0165	35	92	66	47	22	76	29	19	17	1	11	9	host	gene-PA0165
gene-PA1245	159	251	110	165	27	119	48	34	26	1	35	24	host	gene-PA1245
gene-PA1810	105	87	112	140	22	111	45	15	15	1	17	12	host	gene-PA1810
gene-PA2285	23	39	18	16	4	20	20	19	12	1	36	4	host	gene-PA2285
gene-PA4365	1375	8	5	4	2	4	0	0	0	0	5	1	host	gene-PA4365
gene-PA1400	25	46	31	37	13	25	9	12	8	1	12	14	host	gene-PA1400
gene-PA5392	5	9	10	6	1	5	1	4	1	0	3	1	host	gene-PA5392
gene-PA4763	183	255	248	234	48	218	58	59	51	5	56	27	host	recN
gene-PA5087	101	42	24	53	9	38	33	10	7	0	14	3	host	gene-PA5087
gene-PA5274	524	527	608	563	99	467	114	67	60	4	78	64	host	rnk
gene-PA1485	4	11	2	16	3	4	0	6	3	1	4	3	host	gene-PA1485
gene-PA1806	45	43	49	68	20	69	19	12	9	0	10	7	host	fabI
gene-PA3150	717	574	416	811	157	755	398	61	54	4	77	25	host	wbpG
gene-PA5359	81	61	50	46	14	55	20	12	11	5	20	14	host	gene-PA5359
gene-PA2235	90	104	77	99	28	114	32	11	9	1	6	8	host	pslE
gene-PA3032	20	35	27	23	13	21	10	6	3	0	11	5	host	snr1
gene-PA2965	797	1629	1557	1072	272	1566	349	223	166	15	275	198	host	fabF1
gene-PA3380	0	1	1	0	0	2	0	0	0	0	1	0	host	gene-PA3380
gene-PA0816	25	106	59	27	11	30	4	14	6	0	14	6	host	gene-PA0816
gene-PA4518	63	69	61	95	19	87	24	8	9	0	8	7	host	gene-PA4518
gene-PA3145	406	384	274	462	83	382	181	44	43	3	49	31	host	wbpL
gene-PA1616	40	45	48	42	13	28	7	8	1	0	14	4	host	gene-PA1616
gene-PA4937.1	6753	4320	2736	3522	507	2179	1393	549	548	16	531	295	host	gene-PA4937.1
gene-PA2248	10	15	18	24	7	25	15	9	4	1	11	4	host	bkdA2
gene-PA5328	5	5	5	5	1	3	1	2	2	0	3	1	host	gene-PA5328
gene-PA4207	90	130	55	80	23	40	27	20	13	0	19	15	host	mexI
gene-PA5166	92	152	122	128	28	76	18	12	17	3	25	13	host	gene-PA5166
gene-PA0502	84	172	208	213	35	135	18	29	18	2	23	14	host	gene-PA0502
gene-PA2817	43	60	63	44	8	47	29	19	13	1	18	8	host	gene-PA2817
gene-PA5496	115	67	104	248	40	100	13	9	10	1	9	5	host	nrdJb
gene-PA3021	35	48	33	44	14	42	8	4	5	1	10	4	host	gene-PA3021
gene-PA3353	83	90	67	93	15	41	31	13	10	1	21	10	host	gene-PA3353
gene-PA1566	11	14	8	17	3	12	1	2	2	0	4	2	host	gene-PA1566
gene-PA4929	62	90	84	81	22	69	28	11	6	1	24	11	host	gene-PA4929
gene-PA0661	38	49	49	60	13	52	13	11	14	1	13	5	host	gene-PA0661
gene-PA0293	37	39	44	66	24	24	20	8	9	0	9	7	host	aguB
gene-PA3295	43	56	58	44	13	52	15	10	3	0	8	7	host	gene-PA3295
gene-PA4849	35	42	43	37	8	27	6	7	3	1	7	5	host	gene-PA4849
gene-PA3323	2	13	2	7	3	10	3	4	0	0	3	2	host	gene-PA3323
gene-PA4748	7928	10855	10279	8101	1415	7586	3424	1881	1573	56	1663	972	host	tpiA
gene-PA2867	330	300	219	94	19	69	30	7	14	0	22	14	host	gene-PA2867
gene-PA0990	42	34	27	56	10	32	15	9	3	2	12	5	host	gene-PA0990
gene-PA5549	219	305	364	256	65	267	83	34	38	3	53	28	host	glmS
gene-PA2354	5	7	8	13	2	3	3	3	1	0	0	0	host	gene-PA2354
gene-PA5439	71	142	110	82	21	87	20	19	18	2	38	19	host	gene-PA5439
gene-PA3914	4	10	5	14	2	5	0	1	1	1	2	1	host	moeA1
gene-PA2081	7	24	16	29	3	11	3	9	7	1	7	1	host	kynB
gene-PA4281	15	31	21	22	10	17	11	3	4	0	13	12	host	sbcD
gene-PA4153	14	19	17	27	2	19	13	9	3	1	6	0	host	gene-PA4153
gene-PA2413	3	6	9	6	2	6	5	2	3	1	7	4	host	pvdH
gene-PA4183	16	14	19	38	1	17	8	7	3	0	5	0	host	gene-PA4183
gene-PA3413	73	123	94	105	17	105	59	15	31	4	41	24	host	gene-PA3413
gene-PA3147	485	510	345	707	141	646	254	65	67	3	72	40	host	wbpJ
gene-PA4690.3	3873	3683	2529	3569	553	2705	1791	997	956	19	569	334	host	gene-PA4690.3
gene-PA2233	25	23	23	39	6	28	9	7	1	1	13	2	host	pslC
gene-PA1013.1	154	195	130	122	24	90	35	21	21	1	36	9	host	gene-PA1013.1
gene-PA3341	83	82	74	53	8	34	26	9	7	2	8	8	host	gene-PA3341
gene-PA4601	233	268	331	323	29	176	54	28	32	1	35	21	host	morA
gene-PA1776	3550	2679	2195	1744	569	2516	839	214	258	21	392	200	host	sigX
gene-PA0446	81	131	85	146	25	83	27	38	14	0	22	22	host	gene-PA0446
gene-PA2876	54	85	91	86	22	72	14	11	17	3	15	12	host	pyrF
gene-PA4745	3676	8095	6446	8347	2325	13635	2883	1725	1780	109	2038	1466	host	nusA
gene-PA0174	0	4	1	3	0	3	1	2	2	0	2	0	host	gene-PA0174
gene-PA4411	816	1169	1001	1031	189	977	163	113	81	10	148	89	host	murC
gene-PA2258	8	13	14	29	5	28	4	2	1	1	9	3	host	ptxR
gene-PA1428a	19	32	21	15	7	23	7	6	5	1	6	1	host	gene-PA1428a
gene-PA0656	11	5	11	12	4	9	6	0	3	0	4	1	host	gene-PA0656
gene-PA1796.2	1387	396	243	215	59	161	206	38	36	1	45	21	host	gene-PA1796.2
gene-PA3600	8	4	7	4	1	4	0	0	1	0	0	2	host	gene-PA3600
gene-PA3992	98	158	144	151	38	128	38	36	18	2	16	15	host	gene-PA3992
gene-PA2699	7	7	7	5	2	7	2	3	2	0	7	0	host	gene-PA2699
gene-PA3653	1092	2353	1786	1414	446	2628	601	328	402	34	469	312	host	frr
gene-PA1911	3	4	4	9	1	5	1	2	2	0	5	2	host	femR
gene-PA1949	74	165	107	161	37	124	46	36	23	0	25	14	host	rbsR
gene-PA5156	60	68	70	50	10	44	25	7	12	0	8	4	host	gene-PA5156
gene-PA3955	24	34	35	38	6	24	4	7	2	1	3	2	host	gene-PA3955
gene-PA2685	387	532	458	553	116	482	95	67	61	3	97	70	host	gene-PA2685
gene-PA4997	911	1242	1139	1179	205	901	205	131	116	7	151	94	host	msbA
gene-PA0758	95	133	115	86	21	88	28	18	8	1	19	8	host	gene-PA0758
gene-PA0556	23	53	33	34	15	36	9	2	5	1	9	3	host	gene-PA0556
gene-PA1923	8	9	3	12	3	7	1	0	1	1	5	3	host	gene-PA1923
gene-PA1990	7	12	12	27	2	17	4	2	4	0	3	4	host	pqqH
gene-PA3005	183	333	287	274	68	372	67	55	48	5	74	51	host	nagZ
gene-PA4699	173	241	189	203	34	148	57	32	37	7	28	19	host	gene-PA4699
gene-PA2252	251	267	347	306	65	324	127	68	57	2	54	34	host	gene-PA2252
gene-PA4013	104	139	123	161	18	125	30	22	26	2	18	24	host	gene-PA4013
gene-PA4949	139	324	221	181	45	141	36	46	22	3	40	21	host	gene-PA4949
gene-PA5163	254	330	295	245	54	229	66	38	34	4	50	32	host	rmlA
gene-PPLUZ19_gp49	0	0	1	638	746	2023	460	597	770	1875	11134	7617	phage	gp49
gene-PA3848	27	40	31	47	11	33	8	7	3	1	13	5	host	gene-PA3848
gene-PA4007	506	1059	939	663	175	762	158	161	124	17	174	127	host	proA
gene-PA3033	30	46	23	23	6	15	14	7	4	0	4	2	host	gene-PA3033
gene-PA0087	72	104	87	85	29	92	13	23	6	0	22	14	host	gene-PA0087
gene-PA4755	391	697	437	531	112	575	294	125	112	11	137	93	host	greA
gene-PA3264	29	39	43	47	7	34	12	13	12	1	14	8	host	gene-PA3264
gene-PA0184	5	5	2	14	3	11	1	3	2	0	1	2	host	gene-PA0184
gene-PA1571	34	27	18	22	9	26	12	8	8	0	10	7	host	gene-PA1571
gene-PA4118	90	134	139	137	22	110	34	18	23	1	11	24	host	gene-PA4118
gene-PA1680	11	21	14	19	7	8	5	4	3	0	6	0	host	gene-PA1680
gene-PA2947	7	8	14	13	1	9	5	7	4	1	6	4	host	gene-PA2947
gene-PA1168	9	7	4	6	3	7	2	1	3	0	1	2	host	gene-PA1168
gene-PA4805	13	15	12	14	3	7	9	3	2	0	2	2	host	gene-PA4805
gene-PA0557	24	49	26	30	6	27	9	7	7	1	7	5	host	gene-PA0557
gene-PA0610	30	80	44	46	16	32	20	22	10	2	53	10	host	prtN
gene-PA4296	27	17	16	38	3	26	15	8	15	5	22	4	host	pprB
gene-PA2533	272	252	246	215	43	219	111	47	44	0	40	32	host	gene-PA2533
gene-PA0577	368	654	524	441	139	445	196	142	102	11	161	74	host	dnaG
gene-PA4417	693	1068	896	887	182	678	160	118	80	3	141	100	host	murE
gene-PA3530	21	48	24	34	12	19	51	25	28	0	34	15	host	gene-PA3530
gene-PA3097	79	181	160	233	38	170	29	32	34	0	38	17	host	xcpX
gene-PA4812	1234	1119	1024	1241	307	1170	317	136	134	10	103	76	host	fdnG
gene-PA5181	87	114	81	142	26	148	103	65	42	3	74	31	host	gene-PA5181
gene-PA4018	67	76	58	69	7	61	20	5	6	0	7	9	host	gene-PA4018
gene-PA0187	7	7	13	5	1	5	2	1	0	0	1	0	host	gene-PA0187
gene-PA1910	16	14	18	26	0	10	2	5	3	1	3	6	host	femA
gene-PA4786	28	22	20	44	7	22	10	10	3	0	10	3	host	gene-PA4786
gene-PA0123	37	55	61	39	7	31	14	16	8	1	16	8	host	gene-PA0123
gene-PPLUZ19_gp21	1	0	11	146	240	630	73563	44618	44118	4850	50327	34763	phage	gp21
gene-PPLUZ19_gp33	0	0	3	986	1020	3836	13241	14542	12451	4456	35633	25532	phage	gp33
gene-PA0649	139	171	232	169	26	136	44	27	24	3	29	26	host	trpG
gene-PA4664	251	507	496	348	67	325	34	50	53	5	59	45	host	hemK
gene-PA3752	62	66	66	86	9	62	19	8	4	0	15	10	host	gene-PA3752
gene-PA4934	2709	6120	4229	2415	1185	6472	2481	752	1016	49	1109	691	host	rpsR
gene-PA5460	4	6	5	7	0	3	7	0	3	1	2	2	host	gene-PA5460
gene-PA0613	24	45	20	36	12	32	22	18	13	2	39	8	host	gene-PA0613
gene-PA1912	3	6	6	16	3	9	3	3	2	0	3	2	host	femI
gene-PA4555	50	52	35	55	5	35	22	7	6	1	9	2	host	pilY2
gene-PA3885	7	5	11	268	22	98	16	8	7	0	4	1	host	tpbA
gene-PA3293	7	13	14	14	4	14	2	4	2	0	1	2	host	gene-PA3293
gene-PA2905	29	56	39	28	11	23	8	6	4	0	10	7	host	cobH
gene-PA2308	3	3	2	4	1	8	1	1	3	0	2	3	host	gene-PA2308
gene-PA4902	3	12	6	14	0	3	3	1	0	0	3	0	host	gene-PA4902
gene-PA2100	24	37	25	22	8	32	8	5	6	0	8	6	host	gene-PA2100
gene-PA3797	151	190	151	113	20	97	51	18	24	0	25	18	host	gene-PA3797
gene-PA1066	12	31	14	25	3	19	10	11	4	0	8	3	host	gene-PA1066
gene-PA2431	17	22	26	27	2	15	6	5	4	0	6	1	host	gene-PA2431
gene-PA5352	4	3	2	5	1	5	1	0	1	0	1	2	host	gene-PA5352
gene-PA2099	1	4	4	2	0	7	0	2	0	0	2	0	host	gene-PA2099
gene-PA1112.1	610	411	471	343	53	277	74	23	32	3	50	27	host	gene-PA1112.1
gene-PA1933	192	298	225	289	61	249	100	90	53	8	75	41	host	gene-PA1933
gene-PA1374	12	32	26	25	11	16	8	4	2	0	10	2	host	gene-PA1374
gene-PA4175	50	102	85	115	41	80	41	19	20	2	13	11	host	piv
gene-PA1584	1126	1753	1485	1486	425	2049	651	253	304	18	283	209	host	sdhB
gene-PA4803	21	45	35	52	6	17	8	10	4	0	12	3	host	gene-PA4803
gene-PA0736	42	64	57	54	22	31	18	13	6	1	20	5	host	gene-PA0736
gene-PA4045	206	307	285	235	32	146	32	36	18	2	27	15	host	gene-PA4045
gene-PA4581.1	461	278	548	457	63	448	315	230	194	13	181	176	host	gene-PA4581.1
gene-PA0683	3	4	1	2	1	3	1	1	0	0	2	1	host	gene-PA0683
gene-PA2614	376	558	525	570	97	527	95	57	53	4	87	66	host	lolA
gene-PA1271	393	794	716	503	135	661	155	142	121	4	198	101	host	gene-PA1271
gene-PA5307	167	298	235	286	54	197	63	55	52	5	55	36	host	gene-PA5307
gene-PA3344	499	781	660	450	103	427	151	97	108	13	116	96	host	recQ
gene-PA2662	30	22	21	95	4	15	5	3	5	0	3	3	host	gene-PA2662
gene-PA1741	34	62	45	36	14	45	13	8	8	1	10	7	host	gene-PA1741
gene-PA0681	8	8	6	7	0	7	5	2	2	0	6	1	host	gene-PA0681
gene-PA3723	19	30	22	19	6	16	10	5	5	1	9	5	host	gene-PA3723
gene-PA2264	31	40	19	24	7	30	18	4	5	1	11	2	host	gene-PA2264
gene-PA2636	29	12	8	6	1	9	7	1	1	0	2	2	host	gene-PA2636
gene-PA4174	8	22	14	27	2	7	1	0	4	0	5	0	host	gene-PA4174
gene-PA3771	20	24	13	19	1	22	8	6	4	0	5	2	host	gene-PA3771
gene-PA2546	20	29	25	30	4	32	9	9	3	1	7	4	host	gene-PA2546
gene-PA1796.3	620	429	310	405	30	170	127	45	30	1	71	30	host	gene-PA1796.3
gene-PA1035	169	190	131	128	38	101	41	33	36	0	40	21	host	gene-PA1035
