	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	ClassThreshold	ClassMax
939	NC_002516.2	RefSeq	gene	1007950.0	1008999.0	.	+	.	gene-PA0923	dinB	Gene	protein_coding	PA0923	dinB	DNA polymerase IV	None	None
940	NC_002516.2	RefSeq	gene	1009006.0	1010934.0	.	-	.	gene-PA0924	PA0924	Gene	protein_coding	PA0924	gene-PA0924	hypothetical protein	None	None
941	NC_002516.2	RefSeq	gene	1011047.0	1011454.0	.	-	.	gene-PA0925	PA0925	Gene	protein_coding	PA0925	gene-PA0925	hypothetical protein	None	None
942	NC_002516.2	RefSeq	gene	1011522.0	1011947.0	.	-	.	gene-PA0926	PA0926	Gene	protein_coding	PA0926	gene-PA0926	hypothetical protein	None	None
943	NC_002516.2	RefSeq	gene	1011983.0	1012972.0	.	-	.	gene-PA0927	ldhA	Gene	protein_coding	PA0927	ldhA	D-lactate dehydrogenase	None	None
944	NC_002516.2	RefSeq	gene	1012975.0	1015752.0	.	-	.	gene-PA0928	gacS	Gene	protein_coding	PA0928	gacS	sensor/response regulator hybrid protein	None	None
945	NC_002516.2	RefSeq	gene	1015938.0	1016657.0	.	+	.	gene-PA0929	PA0929	Gene	protein_coding	PA0929	gene-PA0929	two-component response regulator	None	None
946	NC_002516.2	RefSeq	gene	1016657.0	1017994.0	.	+	.	gene-PA0930	PA0930	Gene	protein_coding	PA0930	gene-PA0930	two-component sensor	None	None
947	NC_002516.2	RefSeq	gene	1018230.0	1020458.0	.	+	.	gene-PA0931	pirA	Gene	protein_coding	PA0931	pirA	outer membrane receptor FepA	None	None
948	NC_002516.2	RefSeq	gene	1020708.0	1021607.0	.	+	.	gene-PA0932	cysM	Gene	protein_coding	PA0932	cysM	cysteine synthase B	None	None
949	NC_002516.2	RefSeq	gene	1021616.0	1022968.0	.	+	.	gene-PA0933	ygcA	Gene	protein_coding	PA0933	ygcA	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	None	None
950	NC_002516.2	RefSeq	gene	1023053.0	1025296.0	.	+	.	gene-PA0934	relA	Gene	protein_coding	PA0934	relA	GTP pyrophosphokinase	None	None
951	NC_002516.2	RefSeq	gene	1025401.0	1026231.0	.	+	.	gene-PA0935	PA0935	Gene	protein_coding	PA0935	gene-PA0935	nucleoside triphosphate pyrophosphohydrolase	None	None
952	NC_002516.2	RefSeq	gene	1026274.0	1027212.0	.	-	.	gene-PA0936	lpxO2	Gene	protein_coding	PA0936	lpxO2	lipopolysaccharide biosynthetic protein LpxO	None	None
953	NC_002516.2	RefSeq	gene	1027445.0	1027984.0	.	+	.	gene-PA0937	PA0937	Gene	protein_coding	PA0937	gene-PA0937	hypothetical protein	None	None
954	NC_002516.2	RefSeq	gene	1028172.0	1029500.0	.	+	.	gene-PA0938	PA0938	Gene	protein_coding	PA0938	gene-PA0938	hypothetical protein	None	None
955	NC_002516.2	RefSeq	gene	1029825.0	1030151.0	.	-	.	gene-PA0939	PA0939	Gene	protein_coding	PA0939	gene-PA0939	hypothetical protein	None	None
956	NC_002516.2	RefSeq	gene	1030157.0	1030411.0	.	-	.	gene-PA0940	PA0940	Gene	protein_coding	PA0940	gene-PA0940	hypothetical protein	None	None
957	NC_002516.2	RefSeq	gene	1030423.0	1030656.0	.	-	.	gene-PA0941	PA0941	Gene	protein_coding	PA0941	gene-PA0941	hypothetical protein	None	None
958	NC_002516.2	RefSeq	gene	1030772.0	1031332.0	.	+	.	gene-PA0942	PA0942	Gene	protein_coding	PA0942	gene-PA0942	transcriptional regulator	None	None
959	NC_002516.2	RefSeq	gene	1031386.0	1032102.0	.	-	.	gene-PA0943	PA0943	Gene	protein_coding	PA0943	gene-PA0943	hypothetical protein	None	None
960	NC_002516.2	RefSeq	gene	1032095.0	1032763.0	.	-	.	gene-PA0944	purN	Gene	protein_coding	PA0944	purN	phosphoribosylglycinamide formyltransferase	None	None
961	NC_002516.2	RefSeq	gene	1032763.0	1033824.0	.	-	.	gene-PA0945	purM	Gene	protein_coding	PA0945	purM	phosphoribosylformylglycinamidine cyclo-ligase	None	None
962	NC_002516.2	RefSeq	gene	1034038.0	1035075.0	.	+	.	gene-PA0946	PA0946	Gene	protein_coding	PA0946	gene-PA0946	hypothetical protein	None	None
963	NC_002516.2	RefSeq	gene	1035277.0	1035981.0	.	+	.	gene-PA0947	PA0947	Gene	protein_coding	PA0947	gene-PA0947	DNA replication initiation factor	None	None
964	NC_002516.2	RefSeq	gene	1036158.0	1036577.0	.	-	.	gene-PA0948	PA0948	Gene	protein_coding	PA0948	gene-PA0948	hypothetical protein	None	None
965	NC_002516.2	RefSeq	gene	1036579.0	1037175.0	.	-	.	gene-PA0949	wrbA	Gene	protein_coding	PA0949	wrbA	NAD(P)H dehydrogenase	None	None
966	NC_002516.2	RefSeq	gene	1037172.0	1037525.0	.	-	.	gene-PA0950	PA0950	Gene	protein_coding	PA0950	gene-PA0950	arsenate reductase	None	None
967	NC_002516.2	RefSeq	gene	1037650.0	1038885.0	.	+	.	gene-PA0951	PA0951	Gene	protein_coding	PA0951	gene-PA0951	hypothetical protein	None	None
968	NC_002516.2	RefSeq	gene	1039044.0	1039229.0	.	+	.	gene-PA0951a	PA0951a	Gene	protein_coding	PA0951a	gene-PA0951a	hypothetical protein	None	None
969	NC_002516.2	RefSeq	gene	1039240.0	1039623.0	.	-	.	gene-PA0952	PA0952	Gene	protein_coding	PA0952	gene-PA0952	hypothetical protein	None	None
970	NC_002516.2	RefSeq	gene	1039968.0	1040432.0	.	+	.	gene-PA0953	PA0953	Gene	protein_coding	PA0953	gene-PA0953	thioredoxin	None	None
971	NC_002516.2	RefSeq	gene	1040432.0	1040707.0	.	+	.	gene-PA0954	PA0954	Gene	protein_coding	PA0954	gene-PA0954	acylphosphatase	None	None
972	NC_002516.2	RefSeq	gene	1040724.0	1041680.0	.	-	.	gene-PA0955	PA0955	Gene	protein_coding	PA0955	gene-PA0955	hypothetical protein	None	None
973	NC_002516.2	RefSeq	gene	1041689.0	1043404.0	.	-	.	gene-PA0956	proS	Gene	protein_coding	PA0956	proS	proline--tRNA ligase	None	None
974	NC_002516.2	RefSeq	gene	1043512.0	1043919.0	.	+	.	gene-PA0957	PA0957	Gene	protein_coding	PA0957	gene-PA0957	hypothetical protein	None	None
975	NC_002516.2	RefSeq	gene	1043983.0	1045314.0	.	-	.	gene-PA0958	oprD	Gene	protein_coding	PA0958	oprD	porin D	None	None
976	NC_002516.2	RefSeq	gene	1045832.0	1046461.0	.	+	.	gene-PA0959	PA0959	Gene	protein_coding	PA0959	gene-PA0959	hypothetical protein	None	None
977	NC_002516.2	RefSeq	gene	1046462.0	1046671.0	.	+	.	gene-PA0960	PA0960	Gene	protein_coding	PA0960	gene-PA0960	hypothetical protein	None	None
978	NC_002516.2	RefSeq	gene	1046720.0	1047334.0	.	-	.	gene-PA0961	PA0961	Gene	protein_coding	PA0961	gene-PA0961	cold-shock protein	None	None
979	NC_002516.2	RefSeq	gene	1047549.0	1048019.0	.	-	.	gene-PA0962	PA0962	Gene	protein_coding	PA0962	gene-PA0962	DNA-binding stress protein	None	None
980	NC_002516.2	RefSeq	gene	1048459.0	1050234.0	.	+	.	gene-PA0963	aspS	Gene	protein_coding	PA0963	aspS	aspartate--tRNA ligase	None	None
981	NC_002516.2	RefSeq	gene	1050301.0	1051047.0	.	+	.	gene-PA0964	pmpR	Gene	protein_coding	PA0964	pmpR	transcriptional regulator PmpR	None	None
982	NC_002516.2	RefSeq	gene	1051132.0	1051656.0	.	+	.	gene-PA0965	ruvC	Gene	protein_coding	PA0965	ruvC	crossover junction endodeoxyribonuclease RuvC	None	None
983	NC_002516.2	RefSeq	gene	1051673.0	1052278.0	.	+	.	gene-PA0966	ruvA	Gene	protein_coding	PA0966	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	None	None
984	NC_002516.2	RefSeq	gene	1052289.0	1053347.0	.	+	.	gene-PA0967	ruvB	Gene	protein_coding	PA0967	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	None	None
985	NC_002516.2	RefSeq	gene	1053400.0	1053846.0	.	+	.	gene-PA0968	PA0968	Gene	protein_coding	PA0968	gene-PA0968	hypothetical protein	None	None
986	NC_002516.2	RefSeq	gene	1053848.0	1054543.0	.	+	.	gene-PA0969	tolQ	Gene	protein_coding	PA0969	tolQ	translocation protein TolQ	None	None
987	NC_002516.2	RefSeq	gene	1054566.0	1055006.0	.	+	.	gene-PA0970	tolR	Gene	protein_coding	PA0970	tolR	translocation protein TolR	None	None
988	NC_002516.2	RefSeq	gene	1055009.0	1056052.0	.	+	.	gene-PA0971	tolA	Gene	protein_coding	PA0971	tolA	translocation protein TolA	None	None
989	NC_002516.2	RefSeq	gene	1056049.0	1057347.0	.	+	.	gene-PA0972	tolB	Gene	protein_coding	PA0972	tolB	translocation protein TolB	None	None
990	NC_002516.2	RefSeq	gene	1057400.0	1057906.0	.	+	.	gene-PA0973	oprL	Gene	protein_coding	PA0973	oprL	peptidoglycan associated lipoprotein OprL	None	None
991	NC_002516.2	RefSeq	gene	1057916.0	1058740.0	.	+	.	gene-PA0974	PA0974	Gene	protein_coding	PA0974	gene-PA0974	hypothetical protein	None	None
992	NC_002516.2	RefSeq	gene	1058812.0	1059606.0	.	+	.	gene-PA0975	PA0975	Gene	protein_coding	PA0975	gene-PA0975	radical activating enzyme	None	None
993	NC_002516.2	RefSeq	gene	1059622.0	1060296.0	.	+	.	gene-PA0976	PA0976	Gene	protein_coding	PA0976	gene-PA0976	7-cyano-7-deazaguanine synthase	None	None
994	NC_002516.2	RefSeq	gene	1060356.0	1060431.0	.	+	.	gene-PA0976.1	PA0976.1	Gene	tRNA	PA0976.1	gene-PA0976.1	tRNA-Lys	None	None
995	NC_002516.2	RefSeq	gene	1061207.0	1062034.0	.	-	.	gene-PA0978	PA0978	Gene	protein_coding	PA0978	gene-PA0978	hypothetical protein	None	None
996	NC_002516.2	RefSeq	gene	1062061.0	1062369.0	.	-	.	gene-PA0979	PA0979	Gene	protein_coding	PA0979	gene-PA0979	hypothetical protein	None	None
997	NC_002516.2	RefSeq	gene	1062921.0	1063544.0	.	+	.	gene-PA0981	PA0981	Gene	protein_coding	PA0981	gene-PA0981	hypothetical protein	None	None
998	NC_002516.2	RefSeq	gene	1064555.0	1065103.0	.	-	.	gene-PA0982	PA0982	Gene	protein_coding	PA0982	gene-PA0982	hypothetical protein	None	None
999	NC_002516.2	RefSeq	gene	1065138.0	1065425.0	.	+	.	gene-PA0983	PA0983	Gene	protein_coding	PA0983	gene-PA0983	hypothetical protein	None	None
1000	NC_002516.2	RefSeq	gene	1065970.0	1066296.0	.	+	.	gene-PA0984	PA0984	Gene	protein_coding	PA0984	gene-PA0984	colicin immunity protein	None	None
1001	NC_002516.2	RefSeq	gene	1066321.0	1067817.0	.	-	.	gene-PA0985	pyoS5	Gene	protein_coding	PA0985	pyoS5	pyocin S5	None	None
1002	NC_002516.2	RefSeq	gene	1068193.0	1068456.0	.	+	.	gene-PA0986	PA0986	Gene	protein_coding	PA0986	gene-PA0986	hypothetical protein	None	None
1003	NC_002516.2	RefSeq	gene	1068489.0	1069331.0	.	+	.	gene-PA0987	PA0987	Gene	protein_coding	PA0987	gene-PA0987	hypothetical protein	None	None
1004	NC_002516.2	RefSeq	gene	1069769.0	1070173.0	.	+	.	gene-PA0988	PA0988	Gene	protein_coding	PA0988	gene-PA0988	hypothetical protein	None	None
1005	NC_002516.2	RefSeq	gene	1070294.0	1070854.0	.	-	.	gene-PA0989	PA0989	Gene	protein_coding	PA0989	gene-PA0989	hypothetical protein	None	None
1006	NC_002516.2	RefSeq	gene	1071239.0	1071877.0	.	-	.	gene-PA0990	PA0990	Gene	protein_coding	PA0990	gene-PA0990	hypothetical protein	None	None
1007	NC_002516.2	RefSeq	gene	1073285.0	1073902.0	.	+	.	gene-PA0992	cupC1	Gene	protein_coding	PA0992	cupC1	fimbrial subunit CupC1	None	None
1008	NC_002516.2	RefSeq	gene	1073960.0	1074673.0	.	+	.	gene-PA0993	cupC2	Gene	protein_coding	PA0993	cupC2	chaperone CupC2	None	None
1009	NC_002516.2	RefSeq	gene	1074784.0	1077303.0	.	+	.	gene-PA0994	cupC3	Gene	protein_coding	PA0994	cupC3	usher CupC3	None	None
1010	NC_002516.2	RefSeq	gene	1077383.0	1077904.0	.	-	.	gene-PA0995	ogt	Gene	protein_coding	PA0995	ogt	methylated-DNA--protein-cysteine methyltransferase	None	None
1011	NC_002516.2	RefSeq	gene	1078462.0	1080015.0	.	+	.	gene-PA0996	pqsA	Gene	protein_coding	PA0996	pqsA	anthranilate--CoA ligase	None	None
1012	NC_002516.2	RefSeq	gene	1080009.0	1080860.0	.	+	.	gene-PA0997	pqsB	Gene	protein_coding	PA0997	pqsB	hypothetical protein	None	None
1013	NC_002516.2	RefSeq	gene	1080853.0	1081899.0	.	+	.	gene-PA0998	pqsC	Gene	protein_coding	PA0998	pqsC	hypothetical protein	None	None
1014	NC_002516.2	RefSeq	gene	1081942.0	1082955.0	.	+	.	gene-PA0999	pqsD	Gene	protein_coding	PA0999	pqsD	3-oxoacyl-ACP synthase	None	None
1015	NC_002516.2	RefSeq	gene	1082949.0	1083854.0	.	+	.	gene-PA1000	pqsE	Gene	protein_coding	PA1000	pqsE	thioesterase PqsE	None	None
1016	NC_002516.2	RefSeq	gene	1083972.0	1085564.0	.	+	.	gene-PA1001	phnA	Gene	protein_coding	PA1001	phnA	anthranilate synthase component I	None	None
1017	NC_002516.2	RefSeq	gene	1085542.0	1086144.0	.	+	.	gene-PA1002	phnB	Gene	protein_coding	PA1002	phnB	anthranilate synthase component II	None	None
1018	NC_002516.2	RefSeq	gene	1086097.0	1087095.0	.	-	.	gene-PA1003	mvfR	Gene	protein_coding	PA1003	mvfR	transcriptional regulator MvfR	None	None
1019	NC_002516.2	RefSeq	gene	1087843.0	1088901.0	.	+	.	gene-PA1004	nadA	Gene	protein_coding	PA1004	nadA	quinolinate synthetase	None	None
1020	NC_002516.2	RefSeq	gene	1089010.0	1090443.0	.	-	.	gene-PA1005	PA1005	Gene	protein_coding	PA1005	gene-PA1005	hypothetical protein	None	None
1021	NC_002516.2	RefSeq	gene	1090606.0	1090857.0	.	+	.	gene-PA1006	PA1006	Gene	protein_coding	PA1006	gene-PA1006	hypothetical protein	None	None
1022	NC_002516.2	RefSeq	gene	1090891.0	1091964.0	.	+	.	gene-PA1007	PA1007	Gene	protein_coding	PA1007	gene-PA1007	hypothetical protein	None	None
1023	NC_002516.2	RefSeq	gene	1092025.0	1092498.0	.	-	.	gene-PA1008	bcp	Gene	protein_coding	PA1008	bcp	bacterioferritin comigratory protein	None	None
1024	NC_002516.2	RefSeq	gene	1092510.0	1093067.0	.	-	.	gene-PA1009	PA1009	Gene	protein_coding	PA1009	gene-PA1009	hypothetical protein	None	None
1025	NC_002516.2	RefSeq	gene	1093251.0	1094129.0	.	+	.	gene-PA1010	dapA	Gene	protein_coding	PA1010	dapA	4-hydroxy-tetrahydrodipicolinate synthase	None	None
1026	NC_002516.2	RefSeq	gene	1094147.0	1095337.0	.	+	.	gene-PA1011	PA1011	Gene	protein_coding	PA1011	gene-PA1011	hypothetical protein	None	None
1027	NC_002516.2	RefSeq	gene	1095276.0	1096034.0	.	+	.	gene-PA1012	PA1012	Gene	protein_coding	PA1012	gene-PA1012	hypothetical protein	None	None
1028	NC_002516.2	RefSeq	gene	1096063.0	1096773.0	.	+	.	gene-PA1013	purC	Gene	protein_coding	PA1013	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	None	None
1029	NC_002516.2	RefSeq	gene	1096867.0	1096956.0	.	+	.	gene-PA1013.1	PA1013.1	Gene	tRNA	PA1013.1	gene-PA1013.1	tRNA-Ser	None	None
1030	NC_002516.2	RefSeq	gene	1097296.0	1098288.0	.	+	.	gene-PA1014	PA1014	Gene	protein_coding	PA1014	gene-PA1014	glycosyl transferase family protein	None	None
1031	NC_002516.2	RefSeq	gene	1098328.0	1099128.0	.	-	.	gene-PA1015	PA1015	Gene	protein_coding	PA1015	gene-PA1015	transcriptional regulator	None	None
1032	NC_002516.2	RefSeq	gene	1099669.0	1100820.0	.	+	.	gene-PA1016	PA1016	Gene	protein_coding	PA1016	gene-PA1016	thiolase	None	None
1033	NC_002516.2	RefSeq	gene	1100930.0	1103077.0	.	+	.	gene-PA1017	pauA	Gene	protein_coding	PA1017	pauA	pimeloyl-CoA synthetase	None	None
1034	NC_002516.2	RefSeq	gene	1103061.0	1103927.0	.	+	.	gene-PA1018	PA1018	Gene	protein_coding	PA1018	gene-PA1018	hypothetical protein	None	None
1035	NC_002516.2	RefSeq	gene	1104009.0	1105364.0	.	+	.	gene-PA1019	mucK	Gene	protein_coding	PA1019	mucK	cis%2Ccis-muconate transporter MucK	None	None
1036	NC_002516.2	RefSeq	gene	1105388.0	1105795.0	.	+	.	gene-PA1019a	PA1019a	Gene	protein_coding	PA1019a	gene-PA1019a	thioesterase	None	None
1037	NC_002516.2	RefSeq	gene	1105888.0	1107000.0	.	+	.	gene-PA1020	PA1020	Gene	protein_coding	PA1020	gene-PA1020	acyl-CoA dehydrogenase	None	None
1038	NC_002516.2	RefSeq	gene	1107000.0	1107761.0	.	+	.	gene-PA1021	PA1021	Gene	protein_coding	PA1021	gene-PA1021	enoyl-CoA hydratase	None	None
1039	NC_002516.2	RefSeq	gene	1107763.0	1108908.0	.	+	.	gene-PA1022	PA1022	Gene	protein_coding	PA1022	gene-PA1022	acyl-CoA dehydrogenase	None	None
1040	NC_002516.2	RefSeq	gene	1108949.0	1109866.0	.	+	.	gene-PA1023	PA1023	Gene	protein_coding	PA1023	gene-PA1023	short-chain dehydrogenase	None	None
1041	NC_002516.2	RefSeq	gene	1109882.0	1110868.0	.	+	.	gene-PA1024	PA1024	Gene	protein_coding	PA1024	gene-PA1024	nitronate monooxygenase	None	None
1042	NC_002516.2	RefSeq	gene	1110947.0	1112197.0	.	+	.	gene-PA1025	PA1025	Gene	protein_coding	PA1025	gene-PA1025	porin	None	None
1043	NC_002516.2	RefSeq	gene	1112574.0	1113050.0	.	-	.	gene-PA1026	PA1026	Gene	protein_coding	PA1026	gene-PA1026	hypothetical protein	None	None
1044	NC_002516.2	RefSeq	gene	1113129.0	1114718.0	.	+	.	gene-PA1027	PA1027	Gene	protein_coding	PA1027	gene-PA1027	aldehyde dehydrogenase	None	None
1045	NC_002516.2	RefSeq	gene	1114774.0	1116060.0	.	+	.	gene-PA1028	PA1028	Gene	protein_coding	PA1028	gene-PA1028	oxidoreductase	None	None
1046	NC_002516.2	RefSeq	gene	1116635.0	1117390.0	.	+	.	gene-PA1030	PA1030	Gene	protein_coding	PA1030	gene-PA1030	hypothetical protein	None	None
1047	NC_002516.2	RefSeq	gene	1117532.0	1117609.0	.	+	.	gene-PA1030.1	PA1030.1	Gene	ncRNA	PA1030.1	gene-PA1030.1	P8	None	None
1048	NC_002516.2	RefSeq	gene	1118158.0	1119519.0	.	+	.	gene-PA1031	PA1031	Gene	protein_coding	PA1031	gene-PA1031	DNA recombination protein RmuC	None	None
1049	NC_002516.2	RefSeq	gene	1119674.0	1122217.0	.	-	.	gene-PA1032	quiP	Gene	protein_coding	PA1032	quiP	acyl-homoserine lactone acylase QuiP	None	None
1050	NC_002516.2	RefSeq	gene	1122340.0	1122981.0	.	-	.	gene-PA1033	PA1033	Gene	protein_coding	PA1033	gene-PA1033	glutathione S-transferase	None	None
1051	NC_002516.2	RefSeq	gene	1123148.0	1123348.0	.	-	.	gene-PA1034	PA1034	Gene	protein_coding	PA1034	gene-PA1034	hypothetical protein	None	None
1052	NC_002516.2	RefSeq	gene	1123356.0	1123850.0	.	-	.	gene-PA1035	PA1035	Gene	protein_coding	PA1035	gene-PA1035	hypothetical protein	None	None
1053	NC_002516.2	RefSeq	gene	1124165.0	1124725.0	.	+	.	gene-PA1036	PA1036	Gene	protein_coding	PA1036	gene-PA1036	hypothetical protein	None	None
1054	NC_002516.2	RefSeq	gene	1124845.0	1125465.0	.	-	.	gene-PA1037	PA1037	Gene	protein_coding	PA1037	gene-PA1037	hypothetical protein	None	None
1055	NC_002516.2	RefSeq	gene	1125548.0	1125865.0	.	-	.	gene-PA1038	PA1038	Gene	protein_coding	PA1038	gene-PA1038	hypothetical protein	None	None
1056	NC_002516.2	RefSeq	gene	1125865.0	1126338.0	.	-	.	gene-PA1039	PA1039	Gene	protein_coding	PA1039	gene-PA1039	hypothetical protein	None	None
1057	NC_002516.2	RefSeq	gene	1126341.0	1126838.0	.	-	.	gene-PA1040	PA1040	Gene	protein_coding	PA1040	gene-PA1040	hypothetical protein	None	None
1058	NC_002516.2	RefSeq	gene	1126969.0	1127601.0	.	+	.	gene-PA1041	PA1041	Gene	protein_coding	PA1041	gene-PA1041	hypothetical protein	None	None
1059	NC_002516.2	RefSeq	gene	1127717.0	1128016.0	.	+	.	gene-PA1042	PA1042	Gene	protein_coding	PA1042	gene-PA1042	hypothetical protein	None	None
1060	NC_002516.2	RefSeq	gene	1128009.0	1128818.0	.	+	.	gene-PA1043	PA1043	Gene	protein_coding	PA1043	gene-PA1043	hypothetical protein	None	None
1061	NC_002516.2	RefSeq	gene	1128857.0	1129321.0	.	-	.	gene-PA1044	PA1044	Gene	protein_coding	PA1044	gene-PA1044	hypothetical protein	None	None
1062	NC_002516.2	RefSeq	gene	1129451.0	1131595.0	.	+	.	gene-PA1045	PA1045	Gene	protein_coding	PA1045	gene-PA1045	ATP-dependent DNA helicase DinG	None	None
1063	NC_002516.2	RefSeq	gene	1131674.0	1133947.0	.	+	.	gene-PA1046	PA1046	Gene	protein_coding	PA1046	gene-PA1046	hypothetical protein	None	None
1064	NC_002516.2	RefSeq	gene	1134024.0	1135202.0	.	+	.	gene-PA1047	PA1047	Gene	protein_coding	PA1047	gene-PA1047	esterase	None	None
1065	NC_002516.2	RefSeq	gene	1135408.0	1136289.0	.	+	.	gene-PA1048	PA1048	Gene	protein_coding	PA1048	gene-PA1048	hypothetical protein	None	None
1066	NC_002516.2	RefSeq	gene	1136388.0	1137035.0	.	+	.	gene-PA1049	pdxH	Gene	protein_coding	PA1049	pdxH	pyridoxine/pyridoxamine 5'-phosphate oxidase	None	None
1067	NC_002516.2	RefSeq	gene	1137043.0	1138155.0	.	+	.	gene-PA1050	PA1050	Gene	protein_coding	PA1050	gene-PA1050	hypothetical protein	None	None
1068	NC_002516.2	RefSeq	gene	1138314.0	1139672.0	.	+	.	gene-PA1051	PA1051	Gene	protein_coding	PA1051	gene-PA1051	transporter	None	None
1069	NC_002516.2	RefSeq	gene	1139714.0	1140859.0	.	+	.	gene-PA1052	PA1052	Gene	protein_coding	PA1052	gene-PA1052	hypothetical protein	None	None
1070	NC_002516.2	RefSeq	gene	1140838.0	1141080.0	.	-	.	gene-PA1052a	PA1052a	Gene	protein_coding	PA1052a	gene-PA1052a	hypothetical protein	None	None
1071	NC_002516.2	RefSeq	gene	1141268.0	1141732.0	.	+	.	gene-PA1053	PA1053	Gene	protein_coding	PA1053	gene-PA1053	hypothetical protein	None	None
1072	NC_002516.2	RefSeq	gene	1142061.0	1144862.0	.	+	.	gene-PA1054	PA1054	Gene	protein_coding	PA1054	gene-PA1054	monovalent cation/H+ antiporter subunit A	None	None
1073	NC_002516.2	RefSeq	gene	1144862.0	1145200.0	.	+	.	gene-PA1055	PA1055	Gene	protein_coding	PA1055	gene-PA1055	monovalent cation/H+ antiporter subunit C	None	None
1074	NC_002516.2	RefSeq	gene	1145197.0	1146696.0	.	+	.	gene-PA1056	PA1056	Gene	protein_coding	PA1056	gene-PA1056	monovalent cation/H+ antiporter subunit D	None	None
1075	NC_002516.2	RefSeq	gene	1146693.0	1147217.0	.	+	.	gene-PA1057	PA1057	Gene	protein_coding	PA1057	gene-PA1057	monovalent cation/H+ antiporter subunit E	None	None
1076	NC_002516.2	RefSeq	gene	1147202.0	1147471.0	.	+	.	gene-PA1058	PA1058	Gene	protein_coding	PA1058	gene-PA1058	monovalent cation/H+ antiporter subunit F	None	None
1077	NC_002516.2	RefSeq	gene	1147468.0	1147815.0	.	+	.	gene-PA1059	PA1059	Gene	protein_coding	PA1059	gene-PA1059	monovalent cation/H+ antiporter subunit G	None	None
1078	NC_002516.2	RefSeq	gene	1147928.0	1148833.0	.	+	.	gene-PA1060	PA1060	Gene	protein_coding	PA1060	gene-PA1060	hypothetical protein	None	None
1079	NC_002516.2	RefSeq	gene	1148844.0	1149941.0	.	+	.	gene-PA1061	PA1061	Gene	protein_coding	PA1061	gene-PA1061	hypothetical protein	None	None
1080	NC_002516.2	RefSeq	gene	1149952.0	1150473.0	.	+	.	gene-PA1062	PA1062	Gene	protein_coding	PA1062	gene-PA1062	hypothetical protein	None	None
1081	NC_002516.2	RefSeq	gene	1150470.0	1150721.0	.	+	.	gene-PA1063	PA1063	Gene	protein_coding	PA1063	gene-PA1063	hypothetical protein	None	None
1082	NC_002516.2	RefSeq	gene	1150750.0	1151415.0	.	-	.	gene-PA1064	PA1064	Gene	protein_coding	PA1064	gene-PA1064	hypothetical protein	None	None
1083	NC_002516.2	RefSeq	gene	1151435.0	1151908.0	.	+	.	gene-PA1065	PA1065	Gene	protein_coding	PA1065	gene-PA1065	hypothetical protein	None	None
1084	NC_002516.2	RefSeq	gene	1151919.0	1152575.0	.	-	.	gene-PA1066	PA1066	Gene	protein_coding	PA1066	gene-PA1066	short-chain dehydrogenase	None	None
1085	NC_002516.2	RefSeq	gene	1152624.0	1153538.0	.	+	.	gene-PA1067	PA1067	Gene	protein_coding	PA1067	gene-PA1067	transcriptional regulator	None	None
1086	NC_002516.2	RefSeq	gene	1153637.0	1155547.0	.	+	.	gene-PA1068	PA1068	Gene	protein_coding	PA1068	gene-PA1068	heat shock protein	None	None
1087	NC_002516.2	RefSeq	gene	1155584.0	1157878.0	.	+	.	gene-PA1069	PA1069	Gene	protein_coding	PA1069	gene-PA1069	hypothetical protein	None	None
1088	NC_002516.2	RefSeq	gene	1157954.0	1158655.0	.	-	.	gene-PA1070	braG	Gene	protein_coding	PA1070	braG	ABC transporter ATP-binding protein	None	None
1089	NC_002516.2	RefSeq	gene	1158658.0	1159425.0	.	-	.	gene-PA1071	braF	Gene	protein_coding	PA1071	braF	ABC transporter ATP-binding protein	None	None
1090	NC_002516.2	RefSeq	gene	1159422.0	1160675.0	.	-	.	gene-PA1072	braE	Gene	protein_coding	PA1072	braE	branched-chain amino acid ABC transporter permease BraE	None	None
1091	NC_002516.2	RefSeq	gene	1160672.0	1161595.0	.	-	.	gene-PA1073	braD	Gene	protein_coding	PA1073	braD	branched-chain amino acid ABC transporter permease BraD	None	None
1092	NC_002516.2	RefSeq	gene	1161856.0	1162977.0	.	-	.	gene-PA1074	braC	Gene	protein_coding	PA1074	braC	branched-chain amino acid ABC transporter substrate-binding protein BraC	None	None
1093	NC_002516.2	RefSeq	gene	1163276.0	1163593.0	.	+	.	gene-PA1075	PA1075	Gene	protein_coding	PA1075	gene-PA1075	hypothetical protein	None	None
1094	NC_002516.2	RefSeq	gene	1163660.0	1164022.0	.	+	.	gene-PA1076	PA1076	Gene	protein_coding	PA1076	gene-PA1076	hypothetical protein	None	None
1095	NC_002516.2	RefSeq	gene	1164275.0	1164682.0	.	+	.	gene-PA1077	flgB	Gene	protein_coding	PA1077	flgB	flagellar basal-body rod protein FlgB	None	None
1096	NC_002516.2	RefSeq	gene	1164688.0	1165128.0	.	+	.	gene-PA1078	flgC	Gene	protein_coding	PA1078	flgC	flagellar basal body rod protein FlgC	None	None
1097	NC_002516.2	RefSeq	gene	1165141.0	1165854.0	.	+	.	gene-PA1079	flgD	Gene	protein_coding	PA1079	flgD	flagellar basal body rod modification protein	None	None
