# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-M" "-O" "--primary" "-a" "dualGenome.gff3" "-t" "gene" "-o" "countData.tsv" "-g" "ID" "SRR1393883_sorted.bam" "SRR1393887_sorted.bam" "SRR1393886_sorted.bam" "SRR1393882_sorted.bam" "SRR1393881_sorted.bam" "SRR1393880_sorted.bam" "SRR1393885_sorted.bam" "SRR1393884_sorted.bam" "SRR1393888_sorted.bam" "SRR1393889_sorted.bam" "SRR1393891_sorted.bam" "SRR1393890_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1393883_sorted.bam	SRR1393887_sorted.bam	SRR1393886_sorted.bam	SRR1393882_sorted.bam	SRR1393881_sorted.bam	SRR1393880_sorted.bam	SRR1393885_sorted.bam	SRR1393884_sorted.bam	SRR1393888_sorted.bam	SRR1393889_sorted.bam	SRR1393891_sorted.bam	SRR1393890_sorted.bam
gene-PA0845	NC_002516.2	921792	923804	-	2013	12	8	0	11	6	22	19	2	2	2	1	3
gene-PA0846	NC_002516.2	924182	924922	-	741	11	4	4	18	6	5	6	0	2	2	0	1
gene-PA0847	NC_002516.2	925007	927214	-	2208	14	13	4	40	13	18	9	7	6	3	6	4
gene-PA0848	NC_002516.2	927147	927746	+	600	11	6	0	6	6	12	6	0	3	1	0	1
gene-PA0849	NC_002516.2	927880	928830	+	951	5	4	2	18	14	7	4	4	5	8	7	8
gene-PA0850	NC_002516.2	929084	929503	+	420	2	1	0	3	2	3	2	1	0	0	1	0
gene-PA0851	NC_002516.2	929514	930476	-	963	3	3	2	4	5	3	3	2	0	1	2	1
gene-PA0852	NC_002516.2	930653	931822	-	1170	15	5	1	16	14	10	10	2	0	0	2	0
gene-PA0853	NC_002516.2	932102	932725	-	624	7	5	3	4	2	9	2	1	0	1	0	0
gene-PA0854	NC_002516.2	932718	934112	-	1395	8	9	5	20	5	10	8	7	2	2	4	5
gene-PA0855	NC_002516.2	934241	935260	-	1020	11	4	2	9	1	7	3	4	0	1	2	2
gene-PA0856	NC_002516.2	935427	935975	+	549	7	6	2	14	2	8	3	10	22	17	9	8
gene-PA0857	NC_002516.2	935989	936294	+	306	3	0	2	9	4	4	4	3	9	8	1	1
gene-PA0858	NC_002516.2	936459	937397	+	939	19	5	2	14	30	11	7	11	6	4	4	7
gene-PA0859	NC_002516.2	937437	938039	+	603	8	7	0	2	11	2	1	6	0	0	0	0
gene-PA0860	NC_002516.2	938032	939822	+	1791	12	9	4	28	13	20	8	3	0	0	1	0
gene-PA0861	NC_002516.2	940117	942573	+	2457	18	196	3	24	12	20	15	8	5	10	11	13
gene-PA0862	NC_002516.2	942648	943430	+	783	2	2	0	14	5	5	7	2	0	0	0	1
gene-PA0863	NC_002516.2	943482	944441	-	960	5	8	1	5	6	7	1	0	0	0	1	0
gene-PA0864	NC_002516.2	944724	945512	-	789	2	1	1	3	3	3	3	0	0	0	0	1
gene-PA0865	NC_002516.2	945834	946907	+	1074	31	6	8	39	17	11	14	29	61	54	23	20
gene-PA0866	NC_002516.2	947205	948623	+	1419	9	10	0	9	6	7	15	4	1	1	2	0
gene-PA0867	NC_002516.2	948776	949159	+	384	5	4	1	13	13	3	4	0	0	0	0	0
gene-PA0868	NC_002516.2	949280	949693	+	414	3	2	0	5	12	6	4	1	0	0	0	0
gene-PA0869	NC_002516.2	949716	950648	-	933	17	64	1	16	14	8	9	8	2	0	2	0
gene-PA0870	NC_002516.2	950962	952161	-	1200	4	9	2	13	5	9	8	4	0	0	0	0
gene-PA0871	NC_002516.2	952158	952514	-	357	3	5	0	9	6	3	3	2	3	2	3	3
gene-PA0872	NC_002516.2	952619	953407	-	789	17	9	9	29	13	8	15	20	3	5	7	3
gene-PA0873	NC_002516.2	953691	955250	+	1560	17	14	2	27	18	11	11	8	3	4	3	5
gene-PA0874	NC_002516.2	955456	955722	-	267	3	1	0	34982	3	2	0	1	2	2	2	3
gene-PA0875	NC_002516.2	955991	958186	-	2196	19	38	2	27	9	97	15	5	1	1	6	10
gene-PA0876	NC_002516.2	958406	959350	+	945	11	5	0	9	8	9	7	1	3	2	3	5
gene-PA0877	NC_002516.2	959484	960380	-	897	3	1	1	10	4	4	3	1	0	0	0	1
gene-PA0878	NC_002516.2	960497	961324	+	828	0	1	0	3	6	3	3	1	0	0	1	1
gene-PA0879	NC_002516.2	961370	962530	+	1161	8	2	1	7	5	14	3	0	0	0	0	0
gene-PA0880	NC_002516.2	962545	962925	+	381	3	4	0	2	1	4	4	0	0	0	0	0
gene-PA0881	NC_002516.2	962964	964316	+	1353	4	15	1	6	1	10	5	5	0	0	0	0
gene-PA0882	NC_002516.2	964372	965574	+	1203	4	6	0	5	2	9	8	0	0	0	0	0
gene-PA0883	NC_002516.2	965585	966412	+	828	4	2	0	1	0	4	7	0	0	0	0	0
gene-PA0884	NC_002516.2	966526	967521	+	996	11	2	0	9	7	9	3	3	1	2	3	0
gene-PA0885	NC_002516.2	967570	968208	+	639	6	1	0	4	4	4	3	1	2	0	1	0
gene-PA0886	NC_002516.2	968205	969488	+	1284	5	2	0	17	9	10	6	0	0	0	1	0
gene-PA0887	NC_002516.2	969670	971625	+	1956	38	2227	12	55	108	20	30	25	4	5	5	7
gene-PA0887.1	NC_002516.2	971858	971972	+	115	1	2	0	0	0	1	1	2	7	5	7	8
gene-PA0888	NC_002516.2	972166	972945	+	780	17	15	6	42	50	12	10	13	9	6	12	11
gene-PA0889	NC_002516.2	973064	973753	+	690	15	2	2	9	15	8	6	1	14	8	9	7
gene-PA0890	NC_002516.2	973770	974468	+	699	11	6	1	8	21	7	6	1	4	3	1	0
gene-PA0891	NC_002516.2	974482	975594	+	1113	21	4	0	26	21	16	9	2	2	1	6	4
gene-PA0892	NC_002516.2	975613	976377	+	765	10	1	0	8	35	5	3	0	0	0	1	0
gene-PA0893	NC_002516.2	976410	977399	+	990	9	3	1	5	11	3	5	3	3	3	2	1
gene-PA0894	NC_002516.2	977420	977743	-	324	3	0	0	3	4	2	0	1	0	0	0	0
gene-PA0895	NC_002516.2	977910	979130	+	1221	29	14	13	32	42	10	20	22	0	0	0	0
gene-PA0896	NC_002516.2	979329	980345	+	1017	23	6	6	27	22	10	24	7	4	3	2	3
gene-PA0897	NC_002516.2	980357	981379	+	1023	17	6	1	24	21	8	7	3	0	0	4	8
gene-PA0898	NC_002516.2	981422	982888	+	1467	9	7	4	9	13	18	4	4	0	0	0	0
gene-PA0899	NC_002516.2	982885	984231	+	1347	14	11	2	12	14	11	6	6	5	4	1	1
gene-PA0900	NC_002516.2	984245	984535	+	291	8	7	2	11	3	2	3	5	1	4	0	1
gene-PA0901	NC_002516.2	984549	985547	+	999	19	6	1	19	12	6	9	9	1	0	1	1
gene-PA0902	NC_002516.2	985692	986696	+	1005	13	4	2	9	15	11	3	5	0	1	0	1
gene-PA0903	NC_002516.2	986818	989442	+	2625	42	48	19	61	59	23	24	24	4	4	6	6
gene-PA0904	NC_002516.2	989590	990828	+	1239	21	10	7	34	55	15	20	12	24	19	13	17
gene-PA0905	NC_002516.2	991013	991198	+	186	63	8	4	66	160	44	32	34	772	767	429	428
gene-PA0905.1	NC_002516.2	991260	991350	+	91	3545	101	161	4431	6591	638	689	607	6	8	5	5
gene-PA0905.2	NC_002516.2	991468	991544	+	77	146	11	11	159	431	73	47	63	173	162	222	289
gene-PA0905.3	NC_002516.2	991656	991732	+	77	157	10	7	185	321	88	55	71	40	47	79	79
gene-PA0906	NC_002516.2	991830	992543	-	714	4	3	3	6	4	4	4	4	0	0	0	1
gene-PA0907	NC_002516.2	992714	993244	+	531	2	4	0	2	0	1	2	2	0	0	0	0
gene-PA0908	NC_002516.2	993409	993783	+	375	3	3	0	0	2	4	0	2	1	1	0	0
gene-PA0909	NC_002516.2	993776	994051	+	276	2	2	0	2	0	2	0	2	1	1	0	0
gene-PA0910	NC_002516.2	994143	994646	+	504	1	0	0	1	0	2	1	0	1	1	2	0
gene-PA0911	NC_002516.2	994699	995151	+	453	2	3	2	1	0	1	2	1	0	0	0	0
gene-PA0912	NC_002516.2	995172	995711	-	540	7	3	2	3	4	8	5	0	0	0	0	0
gene-PA0913	NC_002516.2	996038	997486	+	1449	50	613	7	51	87	36	30	20	20	19	26	25
gene-PA0914	NC_002516.2	997536	997928	-	393	1	3	0	2	5	2	2	0	0	0	0	0
gene-PA0915	NC_002516.2	997921	998382	-	462	5	1	0	1	4	0	1	3	0	0	0	0
gene-PA0916	NC_002516.2	998444	999766	-	1323	13	5	8	29	21	14	14	9	4	2	5	3
gene-PA0917	NC_002516.2	1000013	1001917	+	1905	17	10	0	38	16	17	9	2	1	1	7	9
gene-PA0918	NC_002516.2	1001972	1002520	-	549	2	7	1	4	7	6	4	1	2	2	1	0
gene-PA0919	NC_002516.2	1002681	1003964	-	1284	13	7	4	20	12	7	6	2	0	0	0	0
gene-PA0920	NC_002516.2	1003966	1006611	-	2646	28	16	8	13	26	19	13	4	3	3	10	9
gene-PA0921	NC_002516.2	1006860	1007219	+	360	11	1	4	10	12	11	3	2	4	4	7	8
gene-PA0922	NC_002516.2	1007234	1007548	-	315	8	3	2	11	13	7	6	5	5	4	6	6
gene-PA0922.1	NC_002516.2	1007727	1007803	-	77	3973	173	274	3732	5021	1101	990	1666	3	2	1	3
gene-PA0923	NC_002516.2	1007950	1008999	+	1050	12	10	2	11	11	6	6	6	0	0	0	0
gene-PA0924	NC_002516.2	1009006	1010934	-	1929	14	8	3	14	11	15	10	8	0	0	1	2
gene-PA0925	NC_002516.2	1011047	1011454	-	408	3	2	0	6	3	1	0	0	1	1	0	0
gene-PA0926	NC_002516.2	1011522	1011947	-	426	8	0	1	2	8	2	3	1	2	2	2	1
gene-PA0927	NC_002516.2	1011983	1012972	-	990	7	5	2	8	6	9	7	5	0	1	0	1
gene-PA0928	NC_002516.2	1012975	1015752	-	2778	15	19	6	27	32	27	12	7	3	3	9	10
gene-PA0929	NC_002516.2	1015938	1016657	+	720	6	5	0	6	3	9	4	0	0	0	0	2
gene-PA0930	NC_002516.2	1016657	1017994	+	1338	8	4	1	7	6	7	6	0	0	0	1	0
gene-PA0931	NC_002516.2	1018230	1020458	+	2229	11	13	4	16	12	15	9	4	2	0	1	3
gene-PA0932	NC_002516.2	1020708	1021607	+	900	25	6	5	16	20	7	7	7	4	3	4	4
gene-PA0933	NC_002516.2	1021616	1022968	+	1353	10	4	4	16	12	5	3	3	0	0	2	2
gene-PA0934	NC_002516.2	1023053	1025296	+	2244	33	19	11	39	50	32	17	17	4	6	7	3
gene-PA0935	NC_002516.2	1025401	1026231	+	831	5	4	0	18	9	11	7	5	0	1	0	2
gene-PA0936	NC_002516.2	1026274	1027212	-	939	10	6	6	21	33	9	13	10	9	7	4	3
gene-PA0937	NC_002516.2	1027445	1027984	+	540	10	3	2	15	24	7	6	5	10	12	10	9
gene-PA0938	NC_002516.2	1028172	1029500	+	1329	40	8	7	35	61	15	14	12	3	6	2	1
gene-PA0939	NC_002516.2	1029825	1030151	-	327	0	1	0	2	2	0	3	0	0	0	1	0
gene-PA0940	NC_002516.2	1030157	1030411	-	255	4	0	0	4	1	4	0	1	0	0	1	2
gene-PA0941	NC_002516.2	1030423	1030656	-	234	2	6	0	2	2	3	2	1	0	1	0	1
gene-PA0942	NC_002516.2	1030772	1031332	+	561	2	3	1	7	5	4	6	0	1	1	0	0
gene-PA0943	NC_002516.2	1031386	1032102	-	717	25	9	8	30	47	18	14	22	52	50	44	42
gene-PA0944	NC_002516.2	1032095	1032763	-	669	10	7	2	15	14	13	2	1	0	0	2	2
gene-PA0945	NC_002516.2	1032763	1033824	-	1062	16	7	4	24	36	11	9	14	0	0	4	1
gene-PA0946	NC_002516.2	1034038	1035075	+	1038	14	4	0	24	10	7	9	5	0	0	1	1
gene-PA0947	NC_002516.2	1035277	1035981	+	705	36	5	2	55	60	13	23	10	11	8	8	9
gene-PA0948	NC_002516.2	1036158	1036577	-	420	3	3	0	6	7	1	0	2	2	2	0	3
gene-PA0949	NC_002516.2	1036579	1037175	-	597	6	5	0	16	7	1	2	2	0	0	0	1
gene-PA0950	NC_002516.2	1037172	1037525	-	354	8	0	4	7	13	3	5	6	0	0	0	0
gene-PA0951	NC_002516.2	1037650	1038885	+	1236	9	8	2	18	9	7	6	4	1	1	3	5
gene-PA0951a	NC_002516.2	1039044	1039229	+	186	4	1	0	4	9	3	2	3	0	1	1	1
gene-PA0952	NC_002516.2	1039240	1039623	-	384	6	2	0	11	5	3	1	5	1	4	4	6
gene-PA0953	NC_002516.2	1039968	1040432	+	465	6	2	1	5	8	11	1	3	1	2	3	1
gene-PA0954	NC_002516.2	1040432	1040707	+	276	3	2	1	7	3	4	2	0	0	1	1	2
gene-PA0955	NC_002516.2	1040724	1041680	-	957	22	4	1	23	26	8	3	10	3	2	5	4
gene-PA0956	NC_002516.2	1041689	1043404	-	1716	38	19	16	50	48	18	18	29	34	30	26	37
gene-PA0957	NC_002516.2	1043512	1043919	+	408	2	2	0	3	3	4	1	1	0	0	0	0
gene-PA0958	NC_002516.2	1043983	1045314	-	1332	73	25	19	1958	99	24	40	28	221	214	147	169
gene-PA0959	NC_002516.2	1045832	1046461	+	630	12	3	3	11	10	7	5	6	3	4	8	6
gene-PA0960	NC_002516.2	1046462	1046671	+	210	3	2	1	4	2	3	4	0	0	1	0	0
gene-PA0961	NC_002516.2	1046720	1047334	-	615	19	6	5	24	50	14	11	12	40	38	42	43
gene-PA0962	NC_002516.2	1047549	1048019	-	471	11	60	6	14	15	8	8	11	37	38	35	36
gene-PA0963	NC_002516.2	1048459	1050234	+	1776	60	22	34	83	76	26	46	39	14	9	13	15
gene-PA0964	NC_002516.2	1050301	1051047	+	747	371	9	7	57	90	23	19	24	4	9	9	9
gene-PA0965	NC_002516.2	1051132	1051656	+	525	9	2	2	6	14	9	3	2	3	4	6	9
gene-PA0966	NC_002516.2	1051673	1052278	+	606	13	6	4	16	14	6	11	8	2	3	2	2
gene-PA0967	NC_002516.2	1052289	1053347	+	1059	13	5	3	18	22	6	7	8	13	11	7	4
gene-PA0968	NC_002516.2	1053400	1053846	+	447	15	2	2	15	28	5	7	3	9	10	13	12
gene-PA0969	NC_002516.2	1053848	1054543	+	696	202	6	4	27	23	7	5	3	13	8	11	11
gene-PA0970	NC_002516.2	1054566	1055006	+	441	8	7	2	9	15	8	4	3	41	39	29	26
gene-PA0971	NC_002516.2	1055009	1056052	+	1044	16	5	6	31	45	17	11	22	34	25	21	22
gene-PA0972	NC_002516.2	1056049	1057347	+	1299	35	15	6	55	71	26	18	16	393	366	330	357
gene-PA0973	NC_002516.2	1057400	1057906	+	507	50	12	7	74	140	22	20	32	17	23	10	9
gene-PA0974	NC_002516.2	1057916	1058740	+	825	35	12	6	51	98	14	10	14	2	1	1	1
gene-PA0975	NC_002516.2	1058812	1059606	+	795	35	10	2	40	80	23	14	9	1	0	0	3
gene-PA0976	NC_002516.2	1059622	1060296	+	675	9	4	1	11	5	6	2	4	1	1	4	2
gene-PA0976.1	NC_002516.2	1060356	1060431	+	76	384	56	34	434	6710	206	104	273	4	5	0	0
gene-PA0978	NC_002516.2	1061207	1062034	-	828	6	4	0	8	2	6	2	1	13	5	11	14
gene-PA0979	NC_002516.2	1062061	1062369	-	309	1	3	0	1	3	1	4	0	0	1	2	2
gene-PA0981	NC_002516.2	1062921	1063544	+	624	7	5	0	7	5	5	4	1	213	206	222	230
gene-PA0982	NC_002516.2	1064555	1065103	-	549	7	3	1	8	4	5	2	3	2	2	8	5
gene-PA0983	NC_002516.2	1065138	1065425	+	288	1	0	0	1	2	2	2	2	0	0	0	0
gene-PA0984	NC_002516.2	1065970	1066296	+	327	1	3	0	1	1	2	1	0	1	2	1	2
gene-PA0985	NC_002516.2	1066321	1067817	-	1497	4	9	0	9	9	6	1	1	19	19	32	37
gene-PA0986	NC_002516.2	1068193	1068456	+	264	0	1	0	3	0	1	0	2	0	0	0	0
gene-PA0987	NC_002516.2	1068489	1069331	+	843	4	1	0	1	5	4	2	1	0	1	0	1
gene-PA0988	NC_002516.2	1069769	1070173	+	405	6	5	0	5	6	0	1	2	3	1	6	8
gene-PA0989	NC_002516.2	1070294	1070854	-	561	0	2	1	7	6	3	2	2	1	0	1	1
gene-PA0990	NC_002516.2	1071239	1071877	-	639	8	6	1	5	2	7	3	1	5	5	8	8
gene-PA0992	NC_002516.2	1073285	1073902	+	618	3	1	0	3	7	4	3	1	1	1	1	2
gene-PA0993	NC_002516.2	1073960	1074673	+	714	1	2	0	0	1	3	2	0	0	0	1	1
gene-PA0994	NC_002516.2	1074784	1077303	+	2520	15	17	3	11	12	19	9	2	3	2	2	3
gene-PA0995	NC_002516.2	1077383	1077904	-	522	3	1	1	5	1	2	3	0	0	1	1	3
gene-PA0996	NC_002516.2	1078462	1080015	+	1554	7	7	0	8	6	7	3	4	4	3	2	4
gene-PA0997	NC_002516.2	1080009	1080860	+	852	5	1	1	4	4	1	3	7	1	1	0	0
gene-PA0998	NC_002516.2	1080853	1081899	+	1047	7	7	0	9	3	3	1	6	0	1	1	1
gene-PA0999	NC_002516.2	1081942	1082955	+	1014	4	1	0	4	5	4	4	0	2	1	0	0
gene-PA1000	NC_002516.2	1082949	1083854	+	906	6	4	1	6	7	7	4	3	0	1	2	0
gene-PA1001	NC_002516.2	1083972	1085564	+	1593	13	7	0	8	3	9	6	1	0	0	1	1
gene-PA1002	NC_002516.2	1085542	1086144	+	603	5	2	1	7	0	3	3	1	0	0	0	0
gene-PA1003	NC_002516.2	1086097	1087095	-	999	4	2	0	7	4	8	5	1	2	3	0	2
gene-PA1004	NC_002516.2	1087843	1088901	+	1059	20	8	4	26	22	7	8	4	0	2	4	4
gene-PA1005	NC_002516.2	1089010	1090443	-	1434	14	7	4	14	10	6	4	5	1	1	1	3
gene-PA1006	NC_002516.2	1090606	1090857	+	252	8	1	0	1	9	2	8	0	1	1	0	0
gene-PA1007	NC_002516.2	1090891	1091964	+	1074	8	3	4	10	15	7	3	1	2	2	3	1
gene-PA1008	NC_002516.2	1092025	1092498	-	474	14	1	1	15	21	5	5	4	0	0	2	1
gene-PA1009	NC_002516.2	1092510	1093067	-	558	11	13	2	23	12	9	9	16	31	30	39	37
gene-PA1010	NC_002516.2	1093251	1094129	+	879	34	5	4	45	55	21	17	15	5	6	11	12
gene-PA1011	NC_002516.2	1094147	1095337	+	1191	22	3	6	47	44	15	8	9	1	0	0	2
gene-PA1012	NC_002516.2	1095276	1096034	+	759	17	3	0	27	39	7	5	6	6	5	3	4
gene-PA1013	NC_002516.2	1096063	1096773	+	711	4	4	1	16	37	12	7	5	7	6	9	9
gene-PA1013.1	NC_002516.2	1096867	1096956	+	90	676	50	49	492	1308	191	168	195	5	4	6	6
gene-PA1014	NC_002516.2	1097296	1098288	+	993	12	9	1	16	25	15	5	10	13	13	15	17
gene-PA1015	NC_002516.2	1098328	1099128	-	801	9	3	1	6	8	9	2	3	6	3	2	1
gene-PA1016	NC_002516.2	1099669	1100820	+	1152	6	4	1	5	8	7	6	4	0	0	0	0
gene-PA1017	NC_002516.2	1100930	1103077	+	2148	6	2	3	6	6	8	9	4	1	1	1	0
gene-PA1018	NC_002516.2	1103061	1103927	+	867	7	4	1	7	0	3	1	2	0	1	0	0
gene-PA1019	NC_002516.2	1104009	1105364	+	1356	6	5	5	7	6	8	3	3	0	0	0	0
gene-PA1019a	NC_002516.2	1105388	1105795	+	408	2	1	0	2	0	3	2	0	0	0	0	0
gene-PA1020	NC_002516.2	1105888	1107000	+	1113	5	1	1	7	3	5	7	0	0	0	0	0
gene-PA1021	NC_002516.2	1107000	1107761	+	762	6	194	1	5	3	6	6	1	1	1	0	0
gene-PA1022	NC_002516.2	1107763	1108908	+	1146	4	2	0	6	3	3	3	1	0	2	3	3
gene-PA1023	NC_002516.2	1108949	1109866	+	918	4	3	1	5	4	4	1	2	0	0	0	0
gene-PA1024	NC_002516.2	1109882	1110868	+	987	6	2	0	6	0	11	3	0	0	0	0	0
gene-PA1025	NC_002516.2	1110947	1112197	+	1251	10	3	0	10	1	6	3	0	0	0	2	2
gene-PA1026	NC_002516.2	1112574	1113050	-	477	2	5	2	7	6	1	1	1	0	0	1	2
gene-PA1027	NC_002516.2	1113129	1114718	+	1590	4	555	1	12	3	10	4	2	2	2	0	0
gene-PA1028	NC_002516.2	1114774	1116060	+	1287	5	5	1	7	7	15	10	0	0	0	1	0
gene-PA1030	NC_002516.2	1116635	1117390	+	756	3	3	2	611	5	10	1	2	0	0	0	0
gene-PA1030.1	NC_002516.2	1117532	1117609	+	78	0	0	0	0	0	0	0	0	0	0	0	0
gene-PA1031	NC_002516.2	1118158	1119519	+	1362	16	5	4	18	23	16	10	9	1	1	0	1
gene-PA1032	NC_002516.2	1119674	1122217	-	2544	25	9	6	34	35	12	18	12	0	0	1	1
gene-PA1033	NC_002516.2	1122340	1122981	-	642	6	3	1	6	3	4	8	1	4	2	1	3
gene-PA1034	NC_002516.2	1123148	1123348	-	201	59	10	2	89	202	42	28	34	1	2	2	0
gene-PA1035	NC_002516.2	1123356	1123850	-	495	23	5	2	24	35	8	6	10	21	24	25	23
gene-PA1036	NC_002516.2	1124165	1124725	+	561	3	3	215	5	4	2	5	2	0	0	0	0
gene-PA1037	NC_002516.2	1124845	1125465	-	621	11	2	0	8	9	8	2	1	1	1	1	3
gene-PA1038	NC_002516.2	1125548	1125865	-	318	2	3	0	3	1	7	0	0	0	0	1	1
gene-PA1039	NC_002516.2	1125865	1126338	-	474	3	3	0	3	1	5	0	1	0	1	0	1
gene-PA1040	NC_002516.2	1126341	1126838	-	498	4	0	1	3	2	3	1	1	0	0	1	2
gene-PA1041	NC_002516.2	1126969	1127601	+	633	8	1	2	10	10	4	6	4	0	0	0	0
gene-PA1042	NC_002516.2	1127717	1128016	+	300	1	2	1	4	1	3	0	0	1	0	0	0
gene-PA1043	NC_002516.2	1128009	1128818	+	810	7	4	3	6	2	5	0	1	0	0	0	0
gene-PA1044	NC_002516.2	1128857	1129321	-	465	8	6	0	6	2	1	0	3	0	0	0	2
gene-PA1045	NC_002516.2	1129451	1131595	+	2145	16	13	3	34	21	19	14	11	1	1	3	2
gene-PA1046	NC_002516.2	1131674	1133947	+	2274	12	18	4	25	16	8	62	3	0	0	2	0
gene-PA1047	NC_002516.2	1134024	1135202	+	1179	11	8	11	10	19	11	13	11	1	1	1	2
gene-PA1048	NC_002516.2	1135408	1136289	+	882	27	9	4	20	24	6	8	12	6	4	6	12
gene-PA1049	NC_002516.2	1136388	1137035	+	648	12	5	1	9	1	4	4	2	0	1	4	2
gene-PA1050	NC_002516.2	1137043	1138155	+	1113	8	2	0	3	4	9	2	3	0	0	1	0
gene-PA1051	NC_002516.2	1138314	1139672	+	1359	20	3	0	11	8	11	9	3	7	2	0	2
gene-PA1052	NC_002516.2	1139714	1140859	+	1146	5	4	1	3	6	5	2	2	1	0	0	0
gene-PA1052a	NC_002516.2	1140838	1141080	-	243	0	1	1	0	1	4	4	2	0	0	0	0
gene-PA1053	NC_002516.2	1141268	1141732	+	465	124	12	14	160	305	81	42	57	2	1	2	0
gene-PA1054	NC_002516.2	1142061	1144862	+	2802	30	14	8	33	32	27	16	12	11	14	9	23
gene-PA1055	NC_002516.2	1144862	1145200	+	339	3	2	0	2	3	5	4	0	1	1	1	0
gene-PA1056	NC_002516.2	1145197	1146696	+	1500	13	9	4	8	18	8	6	4	0	1	0	2
gene-PA1057	NC_002516.2	1146693	1147217	+	525	3	3	1	5	8	8	7	0	0	0	0	0
gene-PA1058	NC_002516.2	1147202	1147471	+	270	2	3	0	1	4	2	2	0	0	2	0	0
gene-PA1059	NC_002516.2	1147468	1147815	+	348	1	2	1	0	7	4	3	2	1	1	0	0
gene-PA1060	NC_002516.2	1147928	1148833	+	906	5	3	2	7	6	5	8	2	0	1	1	0
gene-PA1061	NC_002516.2	1148844	1149941	+	1098	5	52	0	5	3	5	4	0	0	0	0	0
gene-PA1062	NC_002516.2	1149952	1150473	+	522	5	2	1	2	4	4	2	1	0	1	7	1
gene-PA1063	NC_002516.2	1150470	1150721	+	252	6	0	1	0	1	2	1	0	0	0	0	0
gene-PA1064	NC_002516.2	1150750	1151415	-	666	5	1	2	9	17	3	95	6	0	0	2	2
gene-PA1065	NC_002516.2	1151435	1151908	+	474	1	3	3	3	2	3	3	2	0	0	0	1
gene-PA1066	NC_002516.2	1151919	1152575	-	657	6	2	0	3	0	0	1	0	0	1	1	0
gene-PA1067	NC_002516.2	1152624	1153538	+	915	3	2	0	3	2	5	5	2	0	1	0	0
gene-PA1068	NC_002516.2	1153637	1155547	+	1911	20	14	2	27	10	11	10	3	1	0	2	2
gene-PA1069	NC_002516.2	1155584	1157878	+	2295	15	11	4	19	21	20	13	9	1	1	0	0
gene-PA1070	NC_002516.2	1157954	1158655	-	702	9	5	0	7	9	1	2	7	2	1	0	0
gene-PA1071	NC_002516.2	1158658	1159425	-	768	6	3	0	8	2	3	1	1	3	0	3	3
gene-PA1072	NC_002516.2	1159422	1160675	-	1254	10	229	5	9	2	10	5	6	3	1	2	1
gene-PA1073	NC_002516.2	1160672	1161595	-	924	5	9	0	9	2	8	8	4	13	13	8	8
gene-PA1074	NC_002516.2	1161856	1162977	-	1122	40	10	16	47	41	9	19	29	12	8	14	18
gene-PA1075	NC_002516.2	1163276	1163593	+	318	7	2	5	4	9	1	300	2	0	0	0	0
gene-PA1076	NC_002516.2	1163660	1164022	+	363	9	2	0	10	9	2	4	5	0	0	0	0
gene-PA1077	NC_002516.2	1164275	1164682	+	408	5	4	2	10	10	5	8	7	14	7	8	6
gene-PA1078	NC_002516.2	1164688	1165128	+	441	6	5	2	4	8	4	4	9	8	6	1	4
gene-PA1079	NC_002516.2	1165141	1165854	+	714	14	1	4	13	13	7	16	7	13	9	4	2
gene-PA1080	NC_002516.2	1165882	1167270	+	1389	21	13	5	27	29	23	17	8	3	3	3	3
gene-PA1081	NC_002516.2	1167488	1168237	+	750	7	2	4	13	11	10	24	13	1	0	0	2
gene-PA1082	NC_002516.2	1168284	1169069	+	786	20	8	3	27	18	16	10	7	13	7	8	3
gene-PA1083	NC_002516.2	1169115	1169810	+	696	8	6	0	12	6	4	2	2	0	1	2	3
gene-PA1084	NC_002516.2	1169822	1170931	+	1110	16	4	3	28	21	10	9	3	1	1	2	1
gene-PA1085	NC_002516.2	1170942	1172144	+	1203	15	10	1	16	8	15	6	6	1	0	3	1
gene-PA1086	NC_002516.2	1172163	1174214	+	2052	22	16	4	34	24	16	12	7	2	8	6	7
gene-PA1087	NC_002516.2	1174240	1175559	+	1320	8	9	4	19	12	12	10	11	4	4	3	6
gene-PA1088	NC_002516.2	1175614	1176375	+	762	5	4	0	13	15	9	8	2	0	0	0	1
gene-PA1089	NC_002516.2	1176380	1176982	+	603	10	2	1	1	7	0	1	1	0	1	0	0
gene-PA1090	NC_002516.2	1176958	1177620	+	663	3	5	0	9	4	6	4	1	2	1	1	1
gene-PA1091	NC_002516.2	1177613	1182697	+	5085	43	18	5	41	37	38	35	16	3	4	5	1
gene-PA1092	NC_002516.2	1183058	1184524	+	1467	67	47	51	86	94	34	43	83	623	617	806	864
gene-PA1093	NC_002516.2	1184603	1184974	+	372	2	2	3	8	4	3	4	3	2	2	1	1
gene-PA1094	NC_002516.2	1185060	1186484	+	1425	47	8	6	50	48	35	12	19	36	27	21	27
gene-PA1095	NC_002516.2	1186606	1186986	+	381	8	8	8	8	10	1	7	14	4	4	2	6
gene-PA1096	NC_002516.2	1187009	1187305	+	297	5	7	3	7	6	1	9	8	6	7	11	12
gene-PA1097	NC_002516.2	1187587	1189059	+	1473	53	16	5	63	82	30	25	9	6	2	7	9
gene-PA1098	NC_002516.2	1189172	1190380	+	1209	16	7	2	35	18	11	11	8	0	0	4	3
